,Mean,data,for,UKR,Province=,2:,"Chernihiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.322,295.53,","21.58,","16.31,",18.95,,,,,,,,,,,,,,,,
562,1992,36.0,"0.297,293.22,","19.04,","26.61,",22.83,,,,,,,,,,,,,,,,
563,1992,37.0,"0.272,290.48,","17.48,","40.83,",29.16,,,,,,,,,,,,,,,,
564,1992,38.0,"0.252,287.95,","17.25,","52.85,",35.05,,,,,,,,,,,,,,,,
565,1992,39.0,"0.231,285.12,","16.25,","66.87,",41.56,,,,,,,,,,,,,,,,
566,1992,40.0,"0.217,282.20,","19.37,","78.84,",49.11,,,,,,,,,,,,,,,,
567,1992,41.0,"0.200,279.81,","21.34,","82.48,",51.91,,,,,,,,,,,,,,,,
568,1992,42.0,"0.175,277.70,","20.00,","80.11,",50.05,,,,,,,,,,,,,,,,
569,1992,43.0,"0.145,275.70,","17.27,","69.98,",43.62,,,,,,,,,,,,,,,,
570,1992,44.0,"0.118,273.45,","16.03,","59.22,",37.62,,,,,,,,,,,,,,,,
571,1992,45.0,"0.101,271.14,","18.23,","52.75,",35.49,,,,,,,,,,,,,,,,
572,1992,46.0,"0.088,268.70,","19.70,","47.96,",33.83,,,,,,,,,,,,,,,,
573,1992,47.0,"0.074,266.09,","17.66,","47.63,",32.64,,,,,,,,,,,,,,,,
574,1992,48.0,"0.064,264.54,","17.59,","45.72,",31.66,,,,,,,,,,,,,,,,
575,1992,49.0,"0.058,262.73,","17.76,","46.94,",32.35,,,,,,,,,,,,,,,,
576,1992,50.0,"0.055,261.66,","19.39,","46.51,",32.95,,,,,,,,,,,,,,,,
577,1992,51.0,"0.057,261.49,","25.93,","43.29,",34.61,,,,,,,,,,,,,,,,
578,1992,52.0,"0.060,261.36,","33.91,","40.75,",37.33,,,,,,,,,,,,,,,,
579,1993,1.0,"0.061,261.05,","41.23,","37.31,",39.27,,,,,,,,,,,,,,,,
580,1993,2.0,"0.063,261.08,","43.09,","37.40,",40.25,,,,,,,,,,,,,,,,
581,1993,3.0,"0.067,261.92,","45.21,","36.27,",40.74,,,,,,,,,,,,,,,,
582,1993,4.0,"0.070,263.31,","49.33,","33.97,",41.65,,,,,,,,,,,,,,,,
583,1993,5.0,"0.074,264.34,","53.50,","34.90,",44.2,,,,,,,,,,,,,,,,
584,1993,6.0,"0.074,263.97,","49.36,","42.51,",45.93,,,,,,,,,,,,,,,,
585,1993,7.0,"0.070,263.84,","40.96,","50.26,",45.61,,,,,,,,,,,,,,,,
586,1993,8.0,"0.068,264.51,","33.76,","55.19,",44.47,,,,,,,,,,,,,,,,
587,1993,9.0,"0.069,265.39,","30.21,","58.23,",44.22,,,,,,,,,,,,,,,,
588,1993,10.0,"0.070,266.21,","26.13,","61.87,",44.0,,,,,,,,,,,,,,,,
589,1993,11.0,"0.072,267.76,","22.95,","61.75,",42.35,,,,,,,,,,,,,,,,
590,1993,12.0,"0.085,270.64,","24.17,","59.61,",41.89,,,,,,,,,,,,,,,,
591,1993,13.0,"0.100,273.28,","24.39,","61.05,",42.72,,,,,,,,,,,,,,,,
592,1993,14.0,"0.119,275.69,","24.65,","65.32,",44.99,,,,,,,,,,,,,,,,
593,1993,15.0,"0.143,278.74,","23.74,","70.39,",47.07,,,,,,,,,,,,,,,,
594,1993,16.0,"0.184,282.77,","29.70,","67.41,",48.56,,,,,,,,,,,,,,,,
595,1993,17.0,"0.239,286.85,","41.19,","59.00,",50.09,,,,,,,,,,,,,,,,
596,1993,18.0,"0.291,289.67,","49.04,","52.55,",50.8,,,,,,,,,,,,,,,,
597,1993,19.0,"0.335,290.74,","52.28,","57.94,",55.11,,,,,,,,,,,,,,,,
598,1993,20.0,"0.370,291.70,","52.44,","61.32,",56.88,,,,,,,,,,,,,,,,
599,1993,21.0,"0.398,292.58,","52.18,","61.53,",56.85,,,,,,,,,,,,,,,,
600,1993,22.0,"0.419,292.87,","51.44,","62.51,",56.98,,,,,,,,,,,,,,,,
601,1993,23.0,"0.429,292.88,","46.72,","66.94,",56.83,,,,,,,,,,,,,,,,
602,1993,24.0,"0.432,292.63,","42.43,","74.31,",58.37,,,,,,,,,,,,,,,,
603,1993,25.0,"0.439,292.74,","44.29,","78.40,",61.35,,,,,,,,,,,,,,,,
604,1993,26.0,"0.439,292.85,","44.19,","79.52,",61.86,,,,,,,,,,,,,,,,
605,1993,27.0,"0.436,292.87,","43.45,","80.97,",62.21,,,,,,,,,,,,,,,,
606,1993,28.0,"0.429,292.83,","42.51,","83.37,",62.94,,,,,,,,,,,,,,,,
607,1993,29.0,"0.430,293.24,","48.17,","82.57,",65.37,,,,,,,,,,,,,,,,
608,1993,30.0,"0.434,293.92,","55.95,","78.37,",67.16,,,,,,,,,,,,,,,,
609,1993,31.0,"0.432,293.90,","59.43,","77.97,",68.7,,,,,,,,,,,,,,,,
610,1993,32.0,"0.425,293.10,","59.72,","82.70,",71.21,,,,,,,,,,,,,,,,
611,1993,33.0,"0.416,292.17,","59.31,","85.09,",72.2,,,,,,,,,,,,,,,,
612,1993,34.0,"0.402,291.04,","56.92,","85.80,",71.36,,,,,,,,,,,,,,,,
613,1993,35.0,"0.386,290.05,","55.65,","82.41,",69.03,,,,,,,,,,,,,,,,
614,1993,36.0,"0.367,288.63,","55.09,","80.37,",67.73,,,,,,,,,,,,,,,,
615,1993,37.0,"0.345,287.50,","55.33,","76.01,",65.67,,,,,,,,,,,,,,,,
616,1993,38.0,"0.318,286.56,","53.10,","70.31,",61.7,,,,,,,,,,,,,,,,
617,1993,39.0,"0.288,285.35,","47.79,","64.50,",56.15,,,,,,,,,,,,,,,,
618,1993,40.0,"0.255,283.57,","41.04,","61.92,",51.48,,,,,,,,,,,,,,,,
619,1993,41.0,"0.222,281.45,","34.66,","61.90,",48.28,,,,,,,,,,,,,,,,
620,1993,42.0,"0.192,279.16,","31.16,","62.96,",47.06,,,,,,,,,,,,,,,,
621,1993,43.0,"0.163,276.72,","29.34,","59.99,",44.66,,,,,,,,,,,,,,,,
622,1993,44.0,"0.138,273.87,","29.97,","56.30,",43.14,,,,,,,,,,,,,,,,
623,1993,45.0,"0.118,271.10,","31.01,","53.74,",42.37,,,,,,,,,,,,,,,,
624,1993,46.0,"0.108,268.75,","33.63,","48.06,",40.84,,,,,,,,,,,,,,,,
625,1993,47.0,"0.102,267.22,","35.93,","41.90,",38.91,,,,,,,,,,,,,,,,
626,1993,48.0,"0.099,266.46,","38.72,","37.18,",37.95,,,,,,,,,,,,,,,,
627,1993,49.0,"0.096,265.83,","40.97,","34.35,",37.66,,,,,,,,,,,,,,,,
628,1993,50.0,"0.094,265.70,","44.20,","30.29,",37.24,,,,,,,,,,,,,,,,
629,1993,51.0,"0.091,265.79,","46.66,","25.61,",36.14,,,,,,,,,,,,,,,,
630,1993,52.0,"0.090,265.58,","50.31,","23.26,",36.79,,,,,,,,,,,,,,,,
631,1994,1.0,"0.092,264.68,","59.82,","21.53,",40.67,,,,,,,,,,,,,,,,
632,1994,2.0,"0.074,263.74,","54.95,","24.97,",39.96,,,,,,,,,,,,,,,,
633,1994,3.0,"0.073,263.35,","52.39,","29.13,",40.76,,,,,,,,,,,,,,,,
634,1994,4.0,"0.074,262.74,","52.88,","35.98,",44.43,,,,,,,,,,,,,,,,
635,1994,5.0,"0.074,261.77,","53.24,","45.21,",49.23,,,,,,,,,,,,,,,,
636,1994,6.0,"0.073,261.15,","49.21,","53.71,",51.46,,,,,,,,,,,,,,,,
637,1994,7.0,"0.072,260.94,","42.50,","61.88,",52.19,,,,,,,,,,,,,,,,
638,1994,8.0,"0.073,261.75,","37.06,","66.41,",51.73,,,,,,,,,,,,,,,,
639,1994,9.0,"0.076,263.12,","34.43,","67.52,",50.98,,,,,,,,,,,,,,,,
640,1994,10.0,"0.083,265.73,","33.79,","63.58,",48.69,,,,,,,,,,,,,,,,
641,1994,11.0,"0.091,269.00,","33.00,","56.42,",44.71,,,,,,,,,,,,,,,,
642,1994,12.0,"0.105,272.50,","34.14,","51.64,",42.89,,,,,,,,,,,,,,,,
643,1994,13.0,"0.127,276.31,","37.82,","46.71,",42.27,,,,,,,,,,,,,,,,
644,1994,14.0,"0.149,279.43,","39.88,","45.18,",42.53,,,,,,,,,,,,,,,,
645,1994,15.0,"0.173,282.51,","39.54,","45.37,",42.46,,,,,,,,,,,,,,,,
646,1994,16.0,"0.204,285.60,","40.12,","44.44,",42.28,,,,,,,,,,,,,,,,
647,1994,17.0,"0.243,287.91,","43.22,","48.94,",46.08,,,,,,,,,,,,,,,,
648,1994,18.0,"0.287,289.17,","47.35,","57.85,",52.6,,,,,,,,,,,,,,,,
649,1994,19.0,"0.334,290.10,","52.24,","64.84,",58.54,,,,,,,,,,,,,,,,
650,1994,20.0,"0.374,290.66,","55.54,","72.39,",63.97,,,,,,,,,,,,,,,,
651,1994,21.0,"0.411,291.20,","60.21,","75.72,",67.97,,,,,,,,,,,,,,,,
652,1994,22.0,"0.442,291.28,","65.84,","78.29,",72.06,,,,,,,,,,,,,,,,
653,1994,23.0,"0.468,291.51,","71.94,","80.53,",76.23,,,,,,,,,,,,,,,,
654,1994,24.0,"0.488,292.05,","77.59,","80.39,",78.99,,,,,,,,,,,,,,,,
655,1994,25.0,"0.502,292.84,","83.63,","77.68,",80.65,,,,,,,,,,,,,,,,
656,1994,26.0,"0.511,293.77,","88.43,","70.03,",79.23,,,,,,,,,,,,,,,,
657,1994,27.0,"0.513,294.33,","90.03,","66.43,",78.23,,,,,,,,,,,,,,,,
658,1994,28.0,"0.507,294.87,","90.03,","64.04,",77.03,,,,,,,,,,,,,,,,
659,1994,29.0,"0.497,295.50,","88.17,","61.44,",74.8,,,,,,,,,,,,,,,,
660,1994,30.0,"0.479,295.66,","82.71,","62.23,",72.47,,,,,,,,,,,,,,,,
661,1994,31.0,"0.456,295.42,","73.60,","63.58,",68.59,,,,,,,,,,,,,,,,
662,1994,32.0,"0.430,294.94,","63.13,","64.61,",63.87,,,,,,,,,,,,,,,,
663,1994,33.0,"0.415,294.32,","58.51,","62.72,",60.61,,,,,,,,,,,,,,,,
664,1994,34.0,"0.407,293.85,","59.78,","53.86,",56.82,,,,,,,,,,,,,,,,
665,1994,35.0,"0.408,293.69,","67.22,","39.21,",53.21,,,,,,,,,,,,,,,,
666,1994,36.0,"0.411,293.46,","76.96,","25.64,",51.3,,,,,,,,,,,,,,,,
667,1995,7.0,"0.082,268.83,","47.90,","27.61,",37.75,,,,,,,,,,,,,,,,
668,1995,8.0,"0.099,272.43,","53.71,","18.83,",36.27,,,,,,,,,,,,,,,,
669,1995,9.0,"0.114,275.23,","57.68,","12.68,",35.18,,,,,,,,,,,,,,,,
670,1995,10.0,"0.128,277.72,","59.73,","9.69,",34.71,,,,,,,,,,,,,,,,
671,1995,11.0,"0.141,279.57,","59.39,","8.14,",33.76,,,,,,,,,,,,,,,,
672,1995,12.0,"0.153,281.03,","58.68,","12.33,",35.51,,,,,,,,,,,,,,,,
673,1995,13.0,"0.166,282.30,","57.75,","16.85,",37.3,,,,,,,,,,,,,,,,
674,1995,14.0,"0.183,283.99,","57.24,","19.44,",38.34,,,,,,,,,,,,,,,,
675,1995,15.0,"0.201,285.84,","54.06,","22.75,",38.41,,,,,,,,,,,,,,,,
676,1995,16.0,"0.225,287.68,","50.63,","28.29,",39.46,,,,,,,,,,,,,,,,
677,1995,17.0,"0.256,288.94,","49.26,","39.92,",44.59,,,,,,,,,,,,,,,,
678,1995,18.0,"0.297,290.32,","51.97,","46.59,",49.28,,,,,,,,,,,,,,,,
679,1995,19.0,"0.345,291.80,","57.07,","47.25,",52.16,,,,,,,,,,,,,,,,
680,1995,20.0,"0.391,292.97,","63.87,","48.07,",55.97,,,,,,,,,,,,,,,,
681,1995,21.0,"0.429,294.28,","70.52,","43.46,",56.99,,,,,,,,,,,,,,,,
682,1995,22.0,"0.463,295.57,","78.68,","34.47,",56.57,,,,,,,,,,,,,,,,
683,1995,23.0,"0.485,296.12,","83.33,","32.86,",58.09,,,,,,,,,,,,,,,,
684,1995,24.0,"0.499,296.25,","85.99,","35.22,",60.61,,,,,,,,,,,,,,,,
685,1995,25.0,"0.505,296.17,","87.09,","40.11,",63.6,,,,,,,,,,,,,,,,
686,1995,26.0,"0.507,296.28,","88.11,","42.07,",65.09,,,,,,,,,,,,,,,,
687,1995,27.0,"0.504,296.54,","87.15,","43.00,",65.08,,,,,,,,,,,,,,,,
688,1995,28.0,"0.497,296.86,","86.11,","43.76,",64.94,,,,,,,,,,,,,,,,
689,1995,29.0,"0.485,296.89,","82.71,","47.69,",65.2,,,,,,,,,,,,,,,,
690,1995,30.0,"0.471,296.75,","78.70,","51.84,",65.27,,,,,,,,,,,,,,,,
691,1995,31.0,"0.459,296.39,","75.15,","54.27,",64.71,,,,,,,,,,,,,,,,
692,1995,32.0,"0.448,296.01,","73.50,","53.91,",63.71,,,,,,,,,,,,,,,,
693,1995,33.0,"0.439,295.56,","72.66,","49.33,",60.99,,,,,,,,,,,,,,,,
694,1995,34.0,"0.431,295.08,","72.92,","39.23,",56.07,,,,,,,,,,,,,,,,
695,1995,35.0,"0.419,294.34,","73.48,","30.84,",52.16,,,,,,,,,,,,,,,,
696,1995,36.0,"0.408,293.19,","76.26,","27.11,",51.68,,,,,,,,,,,,,,,,
697,1995,37.0,"0.386,291.55,","77.05,","28.34,",52.69,,,,,,,,,,,,,,,,
698,1995,38.0,"0.367,289.77,","79.05,","30.37,",54.71,,,,,,,,,,,,,,,,
699,1995,39.0,"0.349,288.27,","81.59,","26.13,",53.86,,,,,,,,,,,,,,,,
700,1995,40.0,"0.327,286.61,","82.99,","21.81,",52.4,,,,,,,,,,,,,,,,
701,1995,41.0,"0.305,284.88,","85.55,","16.66,",51.1,,,,,,,,,,,,,,,,
702,1995,42.0,"0.279,282.58,","85.94,","21.03,",53.48,,,,,,,,,,,,,,,,
703,1995,43.0,"0.249,279.87,","84.11,","27.12,",55.62,,,,,,,,,,,,,,,,
704,1995,44.0,"0.214,276.65,","79.50,","31.78,",55.64,,,,,,,,,,,,,,,,
705,1995,45.0,"0.175,274.03,","69.92,","32.19,",51.05,,,,,,,,,,,,,,,,
706,1995,46.0,"0.142,271.84,","59.63,","28.91,",44.27,,,,,,,,,,,,,,,,
707,1995,47.0,"0.120,270.02,","54.35,","26.80,",40.57,,,,,,,,,,,,,,,,
708,1995,48.0,"0.101,268.52,","47.29,","27.37,",37.33,,,,,,,,,,,,,,,,
709,1995,49.0,"0.089,266.78,","42.87,","30.03,",36.45,,,,,,,,,,,,,,,,
710,1995,50.0,"0.074,265.12,","35.90,","32.45,",34.17,,,,,,,,,,,,,,,,
711,1995,51.0,"0.067,264.01,","32.75,","32.87,",32.81,,,,,,,,,,,,,,,,
712,1995,52.0,"0.060,262.68,","29.67,","35.17,",32.42,,,,,,,,,,,,,,,,
713,1996,1.0,"0.053,261.29,","27.08,","35.95,",31.52,,,,,,,,,,,,,,,,
714,1996,2.0,"0.049,260.38,","22.36,","39.80,",31.08,,,,,,,,,,,,,,,,
715,1996,3.0,"0.043,259.39,","16.26,","46.80,",31.53,,,,,,,,,,,,,,,,
716,1996,4.0,"0.037,258.25,","11.78,","55.31,",33.55,,,,,,,,,,,,,,,,
717,1996,5.0,"0.031,257.55,","7.89,","62.69,",35.29,,,,,,,,,,,,,,,,
718,1996,6.0,"0.028,257.51,","5.95,","68.54,",37.25,,,,,,,,,,,,,,,,
719,1996,7.0,"0.027,258.06,","4.94,","74.09,",39.51,,,,,,,,,,,,,,,,
720,1996,8.0,"0.027,259.41,","3.98,","76.80,",40.39,,,,,,,,,,,,,,,,
721,1996,9.0,"0.029,261.35,","3.84,","74.85,",39.35,,,,,,,,,,,,,,,,
722,1996,10.0,"0.035,263.98,","5.57,","70.37,",37.97,,,,,,,,,,,,,,,,
723,1996,11.0,"0.046,267.18,","8.25,","63.57,",35.91,,,,,,,,,,,,,,,,
724,1996,12.0,"0.064,270.94,","12.57,","57.93,",35.25,,,,,,,,,,,,,,,,
725,1996,13.0,"0.090,274.80,","19.17,","53.78,",36.48,,,,,,,,,,,,,,,,
726,1996,14.0,"0.126,278.79,","28.37,","48.32,",38.34,,,,,,,,,,,,,,,,
727,1996,15.0,"0.166,282.95,","35.75,","41.84,",38.79,,,,,,,,,,,,,,,,
728,1996,16.0,"0.210,286.81,","43.16,","34.06,",38.61,,,,,,,,,,,,,,,,
729,1996,17.0,"0.259,289.90,","50.54,","29.41,",39.97,,,,,,,,,,,,,,,,
730,1996,18.0,"0.308,292.69,","57.02,","21.32,",39.17,,,,,,,,,,,,,,,,
731,1996,19.0,"0.357,294.52,","63.28,","17.70,",40.49,,,,,,,,,,,,,,,,
732,1996,20.0,"0.400,296.00,","68.88,","15.08,",41.98,,,,,,,,,,,,,,,,
733,1996,21.0,"0.435,297.21,","73.35,","12.33,",42.84,,,,,,,,,,,,,,,,
734,1996,22.0,"0.453,297.62,","72.17,","13.32,",42.74,,,,,,,,,,,,,,,,
735,1996,23.0,"0.465,297.72,","69.53,","16.19,",42.86,,,,,,,,,,,,,,,,
736,1996,24.0,"0.474,297.89,","68.52,","17.63,",43.07,,,,,,,,,,,,,,,,
737,1996,25.0,"0.476,297.76,","67.07,","22.45,",44.76,,,,,,,,,,,,,,,,
738,1996,26.0,"0.473,297.41,","64.56,","30.03,",47.3,,,,,,,,,,,,,,,,
739,1996,27.0,"0.464,296.88,","59.83,","39.92,",49.88,,,,,,,,,,,,,,,,
740,1996,28.0,"0.454,296.40,","57.76,","48.70,",53.23,,,,,,,,,,,,,,,,
741,1996,29.0,"0.444,296.20,","56.52,","54.70,",55.61,,,,,,,,,,,,,,,,
742,1996,30.0,"0.424,295.69,","49.71,","62.09,",55.9,,,,,,,,,,,,,,,,
743,1996,31.0,"0.412,295.35,","46.86,","64.32,",55.59,,,,,,,,,,,,,,,,
744,1996,32.0,"0.405,295.25,","47.40,","61.61,",54.5,,,,,,,,,,,,,,,,
745,1996,33.0,"0.397,294.95,","47.79,","56.00,",51.89,,,,,,,,,,,,,,,,
746,1996,34.0,"0.385,294.35,","47.01,","47.87,",47.44,,,,,,,,,,,,,,,,
747,1996,35.0,"0.365,293.05,","43.99,","46.81,",45.4,,,,,,,,,,,,,,,,
748,1996,36.0,"0.349,291.11,","44.87,","51.91,",48.39,,,,,,,,,,,,,,,,
749,1996,37.0,"0.337,289.19,","50.85,","56.48,",53.66,,,,,,,,,,,,,,,,
750,1996,38.0,"0.323,287.79,","55.01,","55.28,",55.14,,,,,,,,,,,,,,,,
751,1996,39.0,"0.306,286.21,","56.98,","53.30,",55.14,,,,,,,,,,,,,,,,
752,1996,40.0,"0.283,284.53,","57.04,","49.37,",53.21,,,,,,,,,,,,,,,,
753,1996,41.0,"0.257,282.80,","55.95,","44.56,",50.26,,,,,,,,,,,,,,,,
754,1996,42.0,"0.220,280.52,","48.63,","46.83,",47.73,,,,,,,,,,,,,,,,
755,1996,43.0,"0.181,277.29,","40.67,","54.18,",47.43,,,,,,,,,,,,,,,,
756,1996,44.0,"0.153,273.79,","38.74,","56.89,",47.82,,,,,,,,,,,,,,,,
757,1996,45.0,"0.125,269.29,","34.64,","66.64,",50.64,,,,,,,,,,,,,,,,
758,1996,46.0,"0.093,263.40,","23.31,","79.46,",51.38,,,,,,,,,,,,,,,,
759,1996,47.0,"0.069,258.65,","13.91,","85.65,",49.78,,,,,,,,,,,,,,,,
760,1996,48.0,"0.054,256.13,","8.17,","83.87,",46.02,,,,,,,,,,,,,,,,
761,1996,49.0,"0.046,255.21,","6.41,","78.79,",42.6,,,,,,,,,,,,,,,,
762,1996,50.0,"0.044,255.38,","7.78,","72.91,",40.34,,,,,,,,,,,,,,,,
763,1996,51.0,"0.045,256.48,","12.11,","64.83,",38.47,,,,,,,,,,,,,,,,
764,1996,52.0,"0.047,257.51,","15.90,","57.79,",36.84,,,,,,,,,,,,,,,,
765,1997,1.0,"0.052,258.58,","25.59,","49.31,",37.45,,,,,,,,,,,,,,,,
766,1997,2.0,"0.058,260.25,","33.80,","41.85,",37.82,,,,,,,,,,,,,,,,
767,1997,3.0,"0.065,262.20,","39.85,","35.33,",37.59,,,,,,,,,,,,,,,,
768,1997,4.0,"0.073,264.29,","48.00,","29.75,",38.87,,,,,,,,,,,,,,,,
769,1997,5.0,"0.083,265.91,","58.55,","28.18,",43.37,,,,,,,,,,,,,,,,
770,1997,6.0,"0.097,267.38,","67.44,","28.33,",47.89,,,,,,,,,,,,,,,,
771,1997,7.0,"0.110,269.64,","70.13,","25.26,",47.69,,,,,,,,,,,,,,,,
772,1997,8.0,"0.120,271.90,","68.42,","21.83,",45.12,,,,,,,,,,,,,,,,
773,1997,9.0,"0.129,274.05,","66.78,","18.44,",42.61,,,,,,,,,,,,,,,,
774,1997,10.0,"0.139,276.13,","65.44,","17.36,",41.4,,,,,,,,,,,,,,,,
775,1997,11.0,"0.151,278.52,","64.23,","13.25,",38.74,,,,,,,,,,,,,,,,
776,1997,12.0,"0.160,280.67,","61.52,","14.25,",37.88,,,,,,,,,,,,,,,,
777,1997,13.0,"0.173,282.38,","60.35,","16.70,",38.53,,,,,,,,,,,,,,,,
778,1997,14.0,"0.186,283.67,","58.06,","21.78,",39.92,,,,,,,,,,,,,,,,
779,1997,15.0,"0.202,285.42,","54.05,","26.35,",40.2,,,,,,,,,,,,,,,,
780,1997,16.0,"0.227,287.64,","51.28,","29.28,",40.28,,,,,,,,,,,,,,,,
781,1997,17.0,"0.256,289.54,","49.06,","34.55,",41.81,,,,,,,,,,,,,,,,
782,1997,18.0,"0.282,290.81,","44.51,","41.68,",43.09,,,,,,,,,,,,,,,,
783,1997,19.0,"0.312,291.92,","39.92,","46.03,",42.97,,,,,,,,,,,,,,,,
784,1997,20.0,"0.344,293.03,","37.79,","47.54,",42.67,,,,,,,,,,,,,,,,
785,1997,21.0,"0.371,293.08,","35.74,","56.42,",46.08,,,,,,,,,,,,,,,,
786,1997,22.0,"0.395,292.72,","35.37,","64.15,",49.76,,,,,,,,,,,,,,,,
787,1997,23.0,"0.416,292.92,","37.72,","66.59,",52.15,,,,,,,,,,,,,,,,
788,1997,24.0,"0.436,293.37,","43.96,","66.74,",55.35,,,,,,,,,,,,,,,,
789,1997,25.0,"0.446,293.47,","47.92,","70.91,",59.41,,,,,,,,,,,,,,,,
790,1997,26.0,"0.449,293.28,","49.51,","75.40,",62.45,,,,,,,,,,,,,,,,
791,1997,27.0,"0.437,292.65,","43.52,","83.71,",63.61,,,,,,,,,,,,,,,,
792,1997,28.0,"0.428,292.37,","41.44,","88.63,",65.04,,,,,,,,,,,,,,,,
793,1997,29.0,"0.426,292.52,","45.48,","90.01,",67.75,,,,,,,,,,,,,,,,
794,1997,30.0,"0.426,292.81,","51.03,","88.90,",69.97,,,,,,,,,,,,,,,,
795,1997,31.0,"0.424,293.06,","54.38,","86.01,",70.19,,,,,,,,,,,,,,,,
796,1997,32.0,"0.422,293.06,","56.96,","83.48,",70.22,,,,,,,,,,,,,,,,
797,1997,33.0,"0.417,292.75,","59.22,","79.56,",69.39,,,,,,,,,,,,,,,,
798,1997,34.0,"0.409,292.21,","60.11,","73.23,",66.67,,,,,,,,,,,,,,,,
799,1997,35.0,"0.398,291.33,","61.89,","67.96,",64.93,,,,,,,,,,,,,,,,
800,1997,36.0,"0.385,290.28,","63.67,","62.02,",62.84,,,,,,,,,,,,,,,,
801,1997,37.0,"0.366,288.98,","66.16,","59.35,",62.75,,,,,,,,,,,,,,,,
802,1997,38.0,"0.343,287.34,","65.61,","60.91,",63.26,,,,,,,,,,,,,,,,
803,1997,39.0,"0.314,285.14,","61.53,","67.25,",64.39,,,,,,,,,,,,,,,,
804,1997,40.0,"0.280,282.50,","55.57,","75.96,",65.76,,,,,,,,,,,,,,,,
805,1997,41.0,"0.252,280.32,","53.24,","76.68,",64.96,,,,,,,,,,,,,,,,
806,1997,42.0,"0.226,278.15,","52.10,","74.90,",63.5,,,,,,,,,,,,,,,,
807,1997,43.0,"0.196,275.23,","50.04,","75.11,",62.57,,,,,,,,,,,,,,,,
808,1997,44.0,"0.164,272.04,","45.77,","72.47,",59.12,,,,,,,,,,,,,,,,
809,1997,45.0,"0.128,268.29,","36.85,","74.33,",55.59,,,,,,,,,,,,,,,,
810,1997,46.0,"0.096,264.44,","25.33,","74.35,",49.84,,,,,,,,,,,,,,,,
811,1997,47.0,"0.073,261.18,","17.13,","73.57,",45.35,,,,,,,,,,,,,,,,
812,1997,48.0,"0.060,257.79,","13.35,","76.92,",45.14,,,,,,,,,,,,,,,,
813,1997,49.0,"0.052,255.29,","11.78,","78.49,",45.13,,,,,,,,,,,,,,,,
814,1997,50.0,"0.047,253.82,","10.39,","79.08,",44.73,,,,,,,,,,,,,,,,
815,1997,51.0,"0.045,253.20,","12.42,","78.28,",45.35,,,,,,,,,,,,,,,,
816,1997,52.0,"0.046,253.36,","16.96,","75.23,",46.09,,,,,,,,,,,,,,,,
817,1998,1.0,"0.051,254.29,","27.28,","68.52,",47.9,,,,,,,,,,,,,,,,
818,1998,2.0,"0.059,256.66,","36.31,","58.41,",47.36,,,,,,,,,,,,,,,,
819,1998,3.0,"0.064,259.18,","41.47,","49.33,",45.4,,,,,,,,,,,,,,,,
820,1998,4.0,"0.071,261.07,","48.62,","44.28,",46.45,,,,,,,,,,,,,,,,
821,1998,5.0,"0.078,263.06,","55.49,","40.50,",48.0,,,,,,,,,,,,,,,,
822,1998,6.0,"0.085,264.83,","58.24,","39.14,",48.69,,,,,,,,,,,,,,,,
823,1998,7.0,"0.088,266.05,","53.54,","41.15,",47.34,,,,,,,,,,,,,,,,
824,1998,8.0,"0.088,267.28,","46.67,","43.39,",45.03,,,,,,,,,,,,,,,,
825,1998,9.0,"0.087,268.02,","40.66,","46.82,",43.74,,,,,,,,,,,,,,,,
826,1998,10.0,"0.085,268.80,","34.00,","50.30,",42.15,,,,,,,,,,,,,,,,
827,1998,11.0,"0.084,269.65,","28.41,","52.76,",40.59,,,,,,,,,,,,,,,,
828,1998,12.0,"0.089,271.05,","25.70,","57.06,",41.38,,,,,,,,,,,,,,,,
829,1998,13.0,"0.106,273.96,","27.26,","57.17,",42.21,,,,,,,,,,,,,,,,
830,1998,14.0,"0.130,277.76,","30.33,","53.88,",42.1,,,,,,,,,,,,,,,,
831,1998,15.0,"0.170,281.99,","37.75,","48.58,",43.16,,,,,,,,,,,,,,,,
832,1998,16.0,"0.227,285.90,","51.67,","41.59,",46.63,,,,,,,,,,,,,,,,
833,1998,17.0,"0.275,288.92,","58.92,","38.82,",48.87,,,,,,,,,,,,,,,,
834,1998,18.0,"0.314,291.18,","60.49,","36.83,",48.66,,,,,,,,,,,,,,,,
835,1998,19.0,"0.351,292.81,","60.69,","36.07,",48.38,,,,,,,,,,,,,,,,
836,1998,20.0,"0.389,293.90,","63.13,","37.94,",50.53,,,,,,,,,,,,,,,,
837,1998,21.0,"0.423,294.85,","66.78,","37.45,",52.11,,,,,,,,,,,,,,,,
838,1998,22.0,"0.448,295.60,","69.13,","34.32,",51.73,,,,,,,,,,,,,,,,
839,1998,23.0,"0.464,295.89,","69.04,","35.56,",52.3,,,,,,,,,,,,,,,,
840,1998,24.0,"0.473,295.90,","68.09,","39.50,",53.79,,,,,,,,,,,,,,,,
841,1998,25.0,"0.478,295.50,","68.95,","48.46,",58.7,,,,,,,,,,,,,,,,
842,1998,26.0,"0.478,295.13,","69.08,","55.63,",62.35,,,,,,,,,,,,,,,,
