,Mean,data,for,UKR,Province=,6:,"Donets'k,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.284,297.11,","53.74,","71.09,",62.41,,,,,,,,,,,,,,,,
562,1992,36.0,"0.257,294.99,","47.02,","77.93,",62.48,,,,,,,,,,,,,,,,
563,1992,37.0,"0.224,292.57,","36.74,","84.09,",60.42,,,,,,,,,,,,,,,,
564,1992,38.0,"0.199,290.17,","32.04,","89.50,",60.77,,,,,,,,,,,,,,,,
565,1992,39.0,"0.178,287.64,","30.67,","92.49,",61.58,,,,,,,,,,,,,,,,
566,1992,40.0,"0.161,285.03,","31.84,","93.79,",62.82,,,,,,,,,,,,,,,,
567,1992,41.0,"0.144,282.10,","32.25,","92.40,",62.33,,,,,,,,,,,,,,,,
568,1992,42.0,"0.123,279.23,","30.76,","85.97,",58.36,,,,,,,,,,,,,,,,
569,1992,43.0,"0.100,275.81,","27.71,","79.31,",53.51,,,,,,,,,,,,,,,,
570,1992,44.0,"0.080,271.96,","24.68,","74.65,",49.67,,,,,,,,,,,,,,,,
571,1992,45.0,"0.070,269.07,","24.98,","67.08,",46.03,,,,,,,,,,,,,,,,
572,1992,46.0,"0.065,266.46,","27.71,","59.26,",43.48,,,,,,,,,,,,,,,,
573,1992,47.0,"0.058,264.06,","28.35,","55.20,",41.78,,,,,,,,,,,,,,,,
574,1992,48.0,"0.055,261.97,","31.08,","51.46,",41.27,,,,,,,,,,,,,,,,
575,1992,49.0,"0.052,260.17,","32.70,","48.17,",40.43,,,,,,,,,,,,,,,,
576,1992,50.0,"0.050,259.17,","34.94,","43.72,",39.33,,,,,,,,,,,,,,,,
577,1992,51.0,"0.050,258.95,","42.46,","41.37,",41.92,,,,,,,,,,,,,,,,
578,1992,52.0,"0.050,259.38,","53.17,","38.03,",45.6,,,,,,,,,,,,,,,,
579,1993,1.0,"0.051,260.50,","68.98,","31.51,",50.24,,,,,,,,,,,,,,,,
580,1993,2.0,"0.052,261.62,","71.77,","26.19,",48.98,,,,,,,,,,,,,,,,
581,1993,3.0,"0.053,263.38,","72.22,","19.59,",45.9,,,,,,,,,,,,,,,,
582,1993,4.0,"0.055,264.36,","72.43,","18.92,",45.67,,,,,,,,,,,,,,,,
583,1993,5.0,"0.057,264.78,","69.97,","22.90,",46.44,,,,,,,,,,,,,,,,
584,1993,6.0,"0.056,265.78,","61.01,","27.37,",44.19,,,,,,,,,,,,,,,,
585,1993,7.0,"0.054,266.66,","48.91,","32.63,",40.77,,,,,,,,,,,,,,,,
586,1993,8.0,"0.051,267.67,","39.92,","37.10,",38.51,,,,,,,,,,,,,,,,
587,1993,9.0,"0.050,268.96,","33.41,","40.70,",37.06,,,,,,,,,,,,,,,,
588,1993,10.0,"0.049,270.48,","28.02,","45.42,",36.72,,,,,,,,,,,,,,,,
589,1993,11.0,"0.052,272.45,","25.64,","50.75,",38.19,,,,,,,,,,,,,,,,
590,1993,12.0,"0.058,274.77,","26.22,","53.70,",39.96,,,,,,,,,,,,,,,,
591,1993,13.0,"0.065,277.18,","25.93,","54.85,",40.39,,,,,,,,,,,,,,,,
592,1993,14.0,"0.077,279.98,","26.32,","50.93,",38.62,,,,,,,,,,,,,,,,
593,1993,15.0,"0.097,283.21,","28.47,","47.47,",37.97,,,,,,,,,,,,,,,,
594,1993,16.0,"0.123,286.40,","30.98,","46.15,",38.57,,,,,,,,,,,,,,,,
595,1993,17.0,"0.162,289.41,","35.78,","48.11,",41.94,,,,,,,,,,,,,,,,
596,1993,18.0,"0.203,291.38,","39.55,","57.12,",48.33,,,,,,,,,,,,,,,,
597,1993,19.0,"0.243,293.06,","42.24,","66.00,",54.12,,,,,,,,,,,,,,,,
598,1993,20.0,"0.285,293.91,","45.48,","73.73,",59.6,,,,,,,,,,,,,,,,
599,1993,21.0,"0.325,294.29,","49.99,","80.19,",65.09,,,,,,,,,,,,,,,,
600,1993,22.0,"0.354,294.77,","51.40,","82.63,",67.02,,,,,,,,,,,,,,,,
601,1993,23.0,"0.374,295.53,","52.50,","83.00,",67.75,,,,,,,,,,,,,,,,
602,1993,24.0,"0.384,295.96,","55.42,","87.06,",71.24,,,,,,,,,,,,,,,,
603,1993,25.0,"0.395,296.39,","63.41,","89.55,",76.48,,,,,,,,,,,,,,,,
604,1993,26.0,"0.399,297.00,","67.92,","88.32,",78.12,,,,,,,,,,,,,,,,
605,1993,27.0,"0.399,298.21,","69.91,","78.11,",74.01,,,,,,,,,,,,,,,,
606,1993,28.0,"0.392,299.20,","70.26,","68.84,",69.55,,,,,,,,,,,,,,,,
607,1993,29.0,"0.383,299.66,","69.93,","65.30,",67.62,,,,,,,,,,,,,,,,
608,1993,30.0,"0.376,300.29,","70.67,","60.09,",65.38,,,,,,,,,,,,,,,,
609,1993,31.0,"0.362,300.33,","69.14,","59.53,",64.34,,,,,,,,,,,,,,,,
610,1993,32.0,"0.342,299.76,","64.72,","63.07,",63.89,,,,,,,,,,,,,,,,
611,1993,33.0,"0.324,298.64,","60.41,","70.20,",65.3,,,,,,,,,,,,,,,,
612,1993,34.0,"0.309,297.41,","58.28,","76.33,",67.31,,,,,,,,,,,,,,,,
613,1993,35.0,"0.298,296.09,","60.49,","80.72,",70.61,,,,,,,,,,,,,,,,
614,1993,36.0,"0.287,294.49,","62.91,","82.42,",72.66,,,,,,,,,,,,,,,,
615,1993,37.0,"0.270,292.79,","63.04,","81.27,",72.16,,,,,,,,,,,,,,,,
616,1993,38.0,"0.251,291.10,","63.85,","79.43,",71.64,,,,,,,,,,,,,,,,
617,1993,39.0,"0.231,289.39,","63.13,","74.23,",68.68,,,,,,,,,,,,,,,,
618,1993,40.0,"0.202,287.59,","55.53,","67.78,",61.65,,,,,,,,,,,,,,,,
619,1993,41.0,"0.168,285.11,","45.84,","63.43,",54.64,,,,,,,,,,,,,,,,
620,1993,42.0,"0.136,282.27,","37.99,","59.94,",48.96,,,,,,,,,,,,,,,,
621,1993,43.0,"0.108,279.49,","32.70,","53.28,",42.99,,,,,,,,,,,,,,,,
622,1993,44.0,"0.084,277.13,","27.39,","44.34,",35.87,,,,,,,,,,,,,,,,
623,1993,45.0,"0.061,275.38,","20.38,","34.85,",27.62,,,,,,,,,,,,,,,,
624,1993,46.0,"0.041,273.73,","13.97,","26.87,",20.42,,,,,,,,,,,,,,,,
625,1993,47.0,"0.026,272.26,","9.46,","20.70,",15.08,,,,,,,,,,,,,,,,
626,1993,48.0,"0.022,271.34,","9.77,","12.91,",11.34,,,,,,,,,,,,,,,,
627,1993,49.0,"0.019,270.70,","10.18,","5.86,",8.02,,,,,,,,,,,,,,,,
628,1993,50.0,"0.016,269.82,","9.27,","3.25,",6.26,,,,,,,,,,,,,,,,
629,1993,51.0,"0.019,269.16,","12.09,","2.82,",7.45,,,,,,,,,,,,,,,,
630,1993,52.0,"0.025,268.26,","19.05,","3.53,",11.29,,,,,,,,,,,,,,,,
631,1994,1.0,"0.034,266.38,","37.20,","7.79,",22.5,,,,,,,,,,,,,,,,
632,1994,2.0,"0.048,263.67,","62.93,","17.97,",40.45,,,,,,,,,,,,,,,,
633,1994,3.0,"0.073,261.79,","92.81,","27.04,",59.93,,,,,,,,,,,,,,,,
634,1994,4.0,"0.070,260.64,","89.60,","35.69,",62.65,,,,,,,,,,,,,,,,
635,1994,5.0,"0.068,260.12,","83.67,","43.53,",63.6,,,,,,,,,,,,,,,,
636,1994,6.0,"0.065,259.97,","72.25,","50.82,",61.54,,,,,,,,,,,,,,,,
637,1994,7.0,"0.061,259.49,","57.20,","58.64,",57.92,,,,,,,,,,,,,,,,
638,1994,8.0,"0.058,260.03,","46.92,","62.67,",54.79,,,,,,,,,,,,,,,,
639,1994,9.0,"0.057,261.19,","40.19,","66.04,",53.12,,,,,,,,,,,,,,,,
640,1994,10.0,"0.057,263.27,","34.27,","69.38,",51.83,,,,,,,,,,,,,,,,
641,1994,11.0,"0.060,266.32,","31.61,","72.26,",51.94,,,,,,,,,,,,,,,,
642,1994,12.0,"0.065,270.36,","30.79,","69.28,",50.03,,,,,,,,,,,,,,,,
643,1994,13.0,"0.077,275.29,","32.59,","61.12,",46.85,,,,,,,,,,,,,,,,
644,1994,14.0,"0.094,280.14,","35.05,","49.78,",42.41,,,,,,,,,,,,,,,,
645,1994,15.0,"0.116,284.14,","37.28,","43.38,",40.33,,,,,,,,,,,,,,,,
646,1994,16.0,"0.147,287.82,","40.89,","40.04,",40.46,,,,,,,,,,,,,,,,
647,1994,17.0,"0.182,289.93,","43.68,","45.34,",44.51,,,,,,,,,,,,,,,,
648,1994,18.0,"0.225,291.48,","47.92,","56.56,",52.24,,,,,,,,,,,,,,,,
649,1994,19.0,"0.269,292.45,","52.15,","70.04,",61.09,,,,,,,,,,,,,,,,
650,1994,20.0,"0.307,292.80,","54.31,","80.48,",67.39,,,,,,,,,,,,,,,,
651,1994,21.0,"0.342,293.68,","57.44,","83.83,",70.64,,,,,,,,,,,,,,,,
652,1994,22.0,"0.368,294.50,","58.04,","84.27,",71.15,,,,,,,,,,,,,,,,
653,1994,23.0,"0.386,294.55,","58.89,","89.58,",74.23,,,,,,,,,,,,,,,,
654,1994,24.0,"0.402,295.04,","65.80,","93.07,",79.44,,,,,,,,,,,,,,,,
655,1994,25.0,"0.410,296.05,","71.69,","92.41,",82.05,,,,,,,,,,,,,,,,
656,1994,26.0,"0.412,297.26,","74.68,","87.39,",81.03,,,,,,,,,,,,,,,,
657,1994,27.0,"0.403,298.09,","71.89,","79.98,",75.94,,,,,,,,,,,,,,,,
658,1994,28.0,"0.383,298.83,","65.43,","72.77,",69.1,,,,,,,,,,,,,,,,
659,1994,29.0,"0.361,299.80,","58.84,","64.29,",61.56,,,,,,,,,,,,,,,,
660,1994,30.0,"0.337,300.31,","51.55,","60.01,",55.78,,,,,,,,,,,,,,,,
661,1994,31.0,"0.314,300.47,","45.56,","58.21,",51.89,,,,,,,,,,,,,,,,
662,1994,32.0,"0.292,300.51,","39.70,","56.02,",47.86,,,,,,,,,,,,,,,,
663,1994,33.0,"0.270,300.56,","32.65,","52.19,",42.42,,,,,,,,,,,,,,,,
664,1994,34.0,"0.253,300.69,","28.32,","45.54,",36.93,,,,,,,,,,,,,,,,
665,1994,35.0,"0.241,300.87,","28.21,","34.93,",31.57,,,,,,,,,,,,,,,,
666,1994,36.0,"0.239,300.90,","35.60,","21.88,",28.74,,,,,,,,,,,,,,,,
667,1995,7.0,"0.033,265.11,","25.46,","38.08,",31.77,,,,,,,,,,,,,,,,
668,1995,8.0,"0.034,270.13,","23.46,","28.71,",26.08,,,,,,,,,,,,,,,,
669,1995,9.0,"0.036,273.68,","21.86,","24.78,",23.32,,,,,,,,,,,,,,,,
670,1995,10.0,"0.040,276.54,","20.98,","24.39,",22.68,,,,,,,,,,,,,,,,
671,1995,11.0,"0.045,278.39,","21.47,","28.33,",24.9,,,,,,,,,,,,,,,,
672,1995,12.0,"0.052,280.13,","22.90,","32.85,",27.88,,,,,,,,,,,,,,,,
673,1995,13.0,"0.067,282.17,","27.31,","35.84,",31.57,,,,,,,,,,,,,,,,
674,1995,14.0,"0.089,284.71,","32.01,","33.49,",32.75,,,,,,,,,,,,,,,,
675,1995,15.0,"0.117,287.62,","37.21,","31.02,",34.11,,,,,,,,,,,,,,,,
676,1995,16.0,"0.148,290.15,","41.09,","31.51,",36.3,,,,,,,,,,,,,,,,
677,1995,17.0,"0.186,291.79,","45.07,","37.15,",41.11,,,,,,,,,,,,,,,,
678,1995,18.0,"0.232,293.94,","50.48,","41.73,",46.1,,,,,,,,,,,,,,,,
679,1995,19.0,"0.279,296.47,","55.91,","41.14,",48.52,,,,,,,,,,,,,,,,
680,1995,20.0,"0.327,298.59,","62.38,","36.86,",49.62,,,,,,,,,,,,,,,,
681,1995,21.0,"0.367,300.44,","68.99,","30.51,",49.75,,,,,,,,,,,,,,,,
682,1995,22.0,"0.391,301.40,","70.29,","27.40,",48.84,,,,,,,,,,,,,,,,
683,1995,23.0,"0.406,302.23,","70.26,","23.65,",46.96,,,,,,,,,,,,,,,,
684,1995,24.0,"0.406,302.07,","67.26,","29.59,",48.42,,,,,,,,,,,,,,,,
685,1995,25.0,"0.404,301.60,","67.81,","39.54,",53.67,,,,,,,,,,,,,,,,
686,1995,26.0,"0.406,301.62,","71.32,","44.22,",57.77,,,,,,,,,,,,,,,,
687,1995,27.0,"0.407,301.66,","73.67,","45.64,",59.65,,,,,,,,,,,,,,,,
688,1995,28.0,"0.403,301.79,","75.69,","45.25,",60.47,,,,,,,,,,,,,,,,
689,1995,29.0,"0.393,301.85,","75.00,","45.44,",60.22,,,,,,,,,,,,,,,,
690,1995,30.0,"0.379,301.83,","72.29,","46.23,",59.26,,,,,,,,,,,,,,,,
691,1995,31.0,"0.360,301.61,","68.27,","48.27,",58.27,,,,,,,,,,,,,,,,
692,1995,32.0,"0.342,301.29,","65.08,","49.44,",57.26,,,,,,,,,,,,,,,,
693,1995,33.0,"0.327,301.01,","62.40,","48.62,",55.51,,,,,,,,,,,,,,,,
694,1995,34.0,"0.314,300.69,","61.33,","46.29,",53.81,,,,,,,,,,,,,,,,
695,1995,35.0,"0.301,299.97,","62.14,","43.82,",52.98,,,,,,,,,,,,,,,,
696,1995,36.0,"0.286,298.74,","62.51,","40.09,",51.3,,,,,,,,,,,,,,,,
697,1995,37.0,"0.268,296.90,","61.93,","38.87,",50.4,,,,,,,,,,,,,,,,
698,1995,38.0,"0.254,294.64,","65.17,","42.07,",53.62,,,,,,,,,,,,,,,,
699,1995,39.0,"0.244,292.49,","70.62,","41.44,",56.03,,,,,,,,,,,,,,,,
700,1995,40.0,"0.233,290.27,","72.86,","39.97,",56.42,,,,,,,,,,,,,,,,
701,1995,41.0,"0.217,287.78,","72.45,","36.73,",54.59,,,,,,,,,,,,,,,,
702,1995,42.0,"0.197,285.01,","70.49,","35.10,",52.79,,,,,,,,,,,,,,,,
703,1995,43.0,"0.170,281.97,","65.51,","34.89,",50.2,,,,,,,,,,,,,,,,
704,1995,44.0,"0.133,278.38,","53.74,","36.74,",45.24,,,,,,,,,,,,,,,,
705,1995,45.0,"0.102,274.69,","43.09,","38.54,",40.81,,,,,,,,,,,,,,,,
706,1995,46.0,"0.077,271.51,","34.48,","37.14,",35.81,,,,,,,,,,,,,,,,
707,1995,47.0,"0.058,269.08,","27.58,","34.52,",31.05,,,,,,,,,,,,,,,,
708,1995,48.0,"0.045,266.90,","22.62,","31.59,",27.1,,,,,,,,,,,,,,,,
709,1995,49.0,"0.035,264.52,","17.02,","30.72,",23.87,,,,,,,,,,,,,,,,
710,1995,50.0,"0.026,262.95,","10.58,","28.13,",19.36,,,,,,,,,,,,,,,,
711,1995,51.0,"0.020,262.13,","5.80,","27.66,",16.73,,,,,,,,,,,,,,,,
712,1995,52.0,"0.018,261.21,","4.97,","29.77,",17.37,,,,,,,,,,,,,,,,
713,1996,1.0,"0.016,260.05,","4.08,","33.77,",18.93,,,,,,,,,,,,,,,,
714,1996,2.0,"0.014,258.85,","2.16,","39.06,",20.61,,,,,,,,,,,,,,,,
715,1996,3.0,"0.011,258.56,","1.45,","40.95,",21.2,,,,,,,,,,,,,,,,
716,1996,4.0,"0.009,258.17,","0.68,","46.00,",23.34,,,,,,,,,,,,,,,,
717,1996,5.0,"0.008,257.30,","0.48,","54.70,",27.59,,,,,,,,,,,,,,,,
718,1996,6.0,"0.007,256.20,","0.47,","64.69,",32.58,,,,,,,,,,,,,,,,
719,1996,7.0,"0.009,256.52,","0.69,","68.24,",34.47,,,,,,,,,,,,,,,,
720,1996,8.0,"0.010,257.71,","1.33,","69.60,",35.47,,,,,,,,,,,,,,,,
721,1996,9.0,"0.014,260.17,","3.40,","69.16,",36.28,,,,,,,,,,,,,,,,
722,1996,10.0,"0.024,263.79,","9.01,","67.79,",38.4,,,,,,,,,,,,,,,,
723,1996,11.0,"0.038,268.78,","16.74,","63.93,",40.34,,,,,,,,,,,,,,,,
724,1996,12.0,"0.059,273.97,","26.40,","56.66,",41.53,,,,,,,,,,,,,,,,
725,1996,13.0,"0.082,278.31,","34.83,","50.84,",42.84,,,,,,,,,,,,,,,,
726,1996,14.0,"0.110,282.13,","41.69,","43.39,",42.54,,,,,,,,,,,,,,,,
727,1996,15.0,"0.146,286.03,","49.83,","37.28,",43.56,,,,,,,,,,,,,,,,
728,1996,16.0,"0.186,290.06,","56.08,","32.01,",44.05,,,,,,,,,,,,,,,,
729,1996,17.0,"0.229,293.38,","60.85,","29.26,",45.06,,,,,,,,,,,,,,,,
730,1996,18.0,"0.272,295.94,","64.97,","28.62,",46.79,,,,,,,,,,,,,,,,
731,1996,19.0,"0.307,297.53,","66.34,","32.11,",49.23,,,,,,,,,,,,,,,,
732,1996,20.0,"0.339,298.82,","66.99,","34.18,",50.58,,,,,,,,,,,,,,,,
733,1996,21.0,"0.360,299.31,","65.37,","39.48,",52.43,,,,,,,,,,,,,,,,
734,1996,22.0,"0.376,300.10,","61.56,","38.31,",49.94,,,,,,,,,,,,,,,,
735,1996,23.0,"0.385,301.13,","57.50,","33.69,",45.6,,,,,,,,,,,,,,,,
736,1996,24.0,"0.387,302.21,","55.51,","28.46,",41.99,,,,,,,,,,,,,,,,
737,1996,25.0,"0.382,303.51,","54.87,","20.31,",37.59,,,,,,,,,,,,,,,,
738,1996,26.0,"0.371,304.56,","51.45,","14.75,",33.1,,,,,,,,,,,,,,,,
739,1996,27.0,"0.351,305.07,","43.44,","13.17,",28.3,,,,,,,,,,,,,,,,
740,1996,28.0,"0.332,305.28,","38.79,","13.01,",25.9,,,,,,,,,,,,,,,,
741,1996,29.0,"0.315,305.39,","34.85,","12.66,",23.76,,,,,,,,,,,,,,,,
742,1996,30.0,"0.294,304.68,","29.25,","19.32,",24.29,,,,,,,,,,,,,,,,
743,1996,31.0,"0.276,303.45,","26.33,","30.50,",28.42,,,,,,,,,,,,,,,,
744,1996,32.0,"0.262,302.02,","24.85,","41.84,",33.35,,,,,,,,,,,,,,,,
745,1996,33.0,"0.255,300.44,","24.94,","52.88,",38.91,,,,,,,,,,,,,,,,
746,1996,34.0,"0.246,298.61,","24.20,","64.72,",44.46,,,,,,,,,,,,,,,,
747,1996,35.0,"0.240,296.81,","27.26,","74.00,",50.63,,,,,,,,,,,,,,,,
748,1996,36.0,"0.232,294.33,","30.75,","84.71,",57.73,,,,,,,,,,,,,,,,
749,1996,37.0,"0.230,292.14,","39.21,","88.64,",63.92,,,,,,,,,,,,,,,,
750,1996,38.0,"0.233,290.57,","51.69,","85.26,",68.47,,,,,,,,,,,,,,,,
751,1996,39.0,"0.234,289.28,","64.46,","75.22,",69.84,,,,,,,,,,,,,,,,
752,1996,40.0,"0.231,287.99,","71.62,","63.29,",67.46,,,,,,,,,,,,,,,,
753,1996,41.0,"0.223,286.61,","75.30,","47.99,",61.64,,,,,,,,,,,,,,,,
754,1996,42.0,"0.209,284.82,","76.57,","36.34,",56.46,,,,,,,,,,,,,,,,
755,1996,43.0,"0.187,282.85,","74.14,","27.83,",50.98,,,,,,,,,,,,,,,,
756,1996,44.0,"0.173,281.22,","74.64,","18.88,",46.76,,,,,,,,,,,,,,,,
757,1996,45.0,"0.160,279.10,","75.64,","14.69,",45.16,,,,,,,,,,,,,,,,
758,1996,46.0,"0.143,276.58,","75.03,","13.54,",44.28,,,,,,,,,,,,,,,,
759,1996,47.0,"0.122,273.70,","70.64,","14.36,",42.5,,,,,,,,,,,,,,,,
760,1996,48.0,"0.099,270.43,","62.64,","16.48,",39.56,,,,,,,,,,,,,,,,
761,1996,49.0,"0.075,267.31,","49.79,","18.71,",34.25,,,,,,,,,,,,,,,,
762,1996,50.0,"0.056,263.83,","38.75,","23.98,",31.36,,,,,,,,,,,,,,,,
763,1996,51.0,"0.045,261.36,","35.33,","30.56,",32.94,,,,,,,,,,,,,,,,
764,1996,52.0,"0.037,259.60,","32.94,","36.49,",34.72,,,,,,,,,,,,,,,,
765,1997,1.0,"0.031,258.97,","31.47,","38.50,",34.99,,,,,,,,,,,,,,,,
766,1997,2.0,"0.025,259.25,","22.78,","37.27,",30.02,,,,,,,,,,,,,,,,
767,1997,3.0,"0.021,259.79,","17.69,","35.51,",26.6,,,,,,,,,,,,,,,,
768,1997,4.0,"0.020,261.20,","17.40,","32.61,",25.01,,,,,,,,,,,,,,,,
769,1997,5.0,"0.022,262.44,","20.03,","32.73,",26.38,,,,,,,,,,,,,,,,
770,1997,6.0,"0.025,263.82,","22.15,","34.79,",28.47,,,,,,,,,,,,,,,,
771,1997,7.0,"0.033,266.85,","25.46,","31.48,",28.47,,,,,,,,,,,,,,,,
772,1997,8.0,"0.042,269.68,","30.62,","29.94,",30.28,,,,,,,,,,,,,,,,
773,1997,9.0,"0.055,273.39,","36.69,","25.73,",31.21,,,,,,,,,,,,,,,,
774,1997,10.0,"0.070,277.38,","42.78,","21.60,",32.19,,,,,,,,,,,,,,,,
775,1997,11.0,"0.090,280.98,","49.91,","18.71,",34.31,,,,,,,,,,,,,,,,
776,1997,12.0,"0.109,284.13,","55.11,","17.58,",36.35,,,,,,,,,,,,,,,,
777,1997,13.0,"0.127,286.20,","58.41,","20.78,",39.6,,,,,,,,,,,,,,,,
778,1997,14.0,"0.149,287.86,","60.41,","22.01,",41.21,,,,,,,,,,,,,,,,
779,1997,15.0,"0.177,289.98,","63.37,","22.29,",42.83,,,,,,,,,,,,,,,,
780,1997,16.0,"0.215,292.15,","67.50,","23.65,",45.58,,,,,,,,,,,,,,,,
781,1997,17.0,"0.262,294.18,","73.35,","25.38,",49.36,,,,,,,,,,,,,,,,
782,1997,18.0,"0.305,294.97,","77.21,","34.90,",56.05,,,,,,,,,,,,,,,,
783,1997,19.0,"0.341,296.13,","79.22,","43.05,",61.13,,,,,,,,,,,,,,,,
784,1997,20.0,"0.370,297.48,","79.95,","45.27,",62.61,,,,,,,,,,,,,,,,
785,1997,21.0,"0.386,297.24,","77.83,","56.62,",67.23,,,,,,,,,,,,,,,,
786,1997,22.0,"0.397,297.05,","73.58,","64.18,",68.88,,,,,,,,,,,,,,,,
787,1997,23.0,"0.408,297.28,","71.83,","68.30,",70.07,,,,,,,,,,,,,,,,
788,1997,24.0,"0.420,297.54,","76.23,","73.80,",75.02,,,,,,,,,,,,,,,,
789,1997,25.0,"0.425,297.58,","80.71,","80.11,",80.41,,,,,,,,,,,,,,,,
790,1997,26.0,"0.425,297.35,","82.56,","86.87,",84.72,,,,,,,,,,,,,,,,
791,1997,27.0,"0.422,296.91,","82.42,","90.63,",86.52,,,,,,,,,,,,,,,,
792,1997,28.0,"0.415,296.44,","82.33,","93.72,",88.02,,,,,,,,,,,,,,,,
793,1997,29.0,"0.413,296.36,","85.35,","94.73,",90.04,,,,,,,,,,,,,,,,
794,1997,30.0,"0.414,296.41,","89.80,","94.75,",92.28,,,,,,,,,,,,,,,,
795,1997,31.0,"0.411,296.28,","93.20,","95.71,",94.46,,,,,,,,,,,,,,,,
796,1997,32.0,"0.404,295.96,","95.11,","96.91,",96.01,,,,,,,,,,,,,,,,
797,1997,33.0,"0.395,295.70,","95.77,","96.60,",96.18,,,,,,,,,,,,,,,,
798,1997,34.0,"0.380,295.37,","95.64,","95.06,",95.35,,,,,,,,,,,,,,,,
799,1997,35.0,"0.361,294.86,","94.73,","93.18,",93.95,,,,,,,,,,,,,,,,
800,1997,36.0,"0.344,294.03,","94.89,","88.05,",91.47,,,,,,,,,,,,,,,,
801,1997,37.0,"0.325,292.85,","94.88,","81.32,",88.1,,,,,,,,,,,,,,,,
802,1997,38.0,"0.299,291.29,","92.35,","77.46,",84.91,,,,,,,,,,,,,,,,
803,1997,39.0,"0.266,288.94,","84.28,","78.72,",81.5,,,,,,,,,,,,,,,,
804,1997,40.0,"0.229,286.72,","71.20,","76.29,",73.74,,,,,,,,,,,,,,,,
805,1997,41.0,"0.198,284.80,","62.14,","65.66,",63.9,,,,,,,,,,,,,,,,
806,1997,42.0,"0.178,282.67,","60.08,","55.45,",57.77,,,,,,,,,,,,,,,,
807,1997,43.0,"0.158,280.08,","59.15,","48.36,",53.75,,,,,,,,,,,,,,,,
808,1997,44.0,"0.137,277.31,","56.18,","42.99,",49.58,,,,,,,,,,,,,,,,
809,1997,45.0,"0.112,274.46,","49.46,","39.50,",44.48,,,,,,,,,,,,,,,,
810,1997,46.0,"0.088,271.29,","42.12,","38.03,",40.08,,,,,,,,,,,,,,,,
811,1997,47.0,"0.071,267.88,","36.71,","39.64,",38.17,,,,,,,,,,,,,,,,
812,1997,48.0,"0.057,264.55,","31.73,","41.33,",36.53,,,,,,,,,,,,,,,,
813,1997,49.0,"0.051,262.16,","30.57,","40.40,",35.49,,,,,,,,,,,,,,,,
814,1997,50.0,"0.048,260.26,","31.98,","39.42,",35.7,,,,,,,,,,,,,,,,
815,1997,51.0,"0.046,258.99,","36.53,","41.47,",39.0,,,,,,,,,,,,,,,,
816,1997,52.0,"0.045,258.48,","44.46,","42.56,",43.51,,,,,,,,,,,,,,,,
817,1998,1.0,"0.047,259.58,","60.26,","36.25,",48.26,,,,,,,,,,,,,,,,
818,1998,2.0,"0.051,261.60,","68.98,","26.50,",47.74,,,,,,,,,,,,,,,,
819,1998,3.0,"0.055,263.04,","73.47,","21.09,",47.28,,,,,,,,,,,,,,,,
820,1998,4.0,"0.056,263.66,","71.65,","22.11,",46.88,,,,,,,,,,,,,,,,
821,1998,5.0,"0.057,264.26,","68.95,","25.45,",47.2,,,,,,,,,,,,,,,,
822,1998,6.0,"0.057,265.15,","61.34,","30.06,",45.7,,,,,,,,,,,,,,,,
823,1998,7.0,"0.056,266.09,","50.96,","34.80,",42.88,,,,,,,,,,,,,,,,
824,1998,8.0,"0.054,266.33,","42.53,","41.58,",42.06,,,,,,,,,,,,,,,,
825,1998,9.0,"0.054,267.02,","36.98,","47.07,",42.03,,,,,,,,,,,,,,,,
826,1998,10.0,"0.057,268.30,","33.62,","52.71,",43.17,,,,,,,,,,,,,,,,
827,1998,11.0,"0.062,270.55,","32.75,","57.54,",45.14,,,,,,,,,,,,,,,,
828,1998,12.0,"0.072,273.35,","34.82,","59.07,",46.94,,,,,,,,,,,,,,,,
829,1998,13.0,"0.090,277.78,","39.51,","52.65,",46.08,,,,,,,,,,,,,,,,
830,1998,14.0,"0.113,282.07,","43.50,","43.29,",43.39,,,,,,,,,,,,,,,,
831,1998,15.0,"0.145,286.13,","49.68,","36.57,",43.12,,,,,,,,,,,,,,,,
832,1998,16.0,"0.185,289.60,","55.81,","33.52,",44.66,,,,,,,,,,,,,,,,
833,1998,17.0,"0.231,292.39,","61.80,","33.77,",47.79,,,,,,,,,,,,,,,,
834,1998,18.0,"0.272,294.14,","65.18,","40.07,",52.62,,,,,,,,,,,,,,,,
835,1998,19.0,"0.311,295.63,","68.06,","47.03,",57.55,,,,,,,,,,,,,,,,
836,1998,20.0,"0.345,297.03,","69.84,","49.00,",59.42,,,,,,,,,,,,,,,,
837,1998,21.0,"0.372,297.67,","71.45,","53.12,",62.28,,,,,,,,,,,,,,,,
838,1998,22.0,"0.390,298.11,","69.29,","55.10,",62.2,,,,,,,,,,,,,,,,
839,1998,23.0,"0.400,298.93,","66.66,","53.31,",59.98,,,,,,,,,,,,,,,,
840,1998,24.0,"0.403,299.78,","65.84,","51.79,",58.82,,,,,,,,,,,,,,,,
841,1998,25.0,"0.404,300.20,","67.94,","53.59,",60.76,,,,,,,,,,,,,,,,
842,1998,26.0,"0.402,300.51,","69.63,","55.39,",62.51,,,,,,,,,,,,,,,,
