,Mean,data,for,UKR,Province=,24:,"Vinnytsya,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.316,296.91,","24.45,","22.53,",23.49,,,,,,,,,,,,,,,,
562,1992,36.0,"0.289,294.83,","21.55,","32.24,",26.9,,,,,,,,,,,,,,,,
563,1992,37.0,"0.263,292.60,","19.73,","40.71,",30.22,,,,,,,,,,,,,,,,
564,1992,38.0,"0.237,290.28,","16.08,","49.10,",32.59,,,,,,,,,,,,,,,,
565,1992,39.0,"0.213,287.81,","12.61,","59.09,",35.85,,,,,,,,,,,,,,,,
566,1992,40.0,"0.191,285.07,","10.73,","73.30,",42.02,,,,,,,,,,,,,,,,
567,1992,41.0,"0.168,282.58,","10.08,","76.21,",43.15,,,,,,,,,,,,,,,,
568,1992,42.0,"0.140,279.92,","7.64,","78.00,",42.82,,,,,,,,,,,,,,,,
569,1992,43.0,"0.114,277.06,","5.94,","79.92,",42.93,,,,,,,,,,,,,,,,
570,1992,44.0,"0.093,274.20,","5.37,","74.69,",40.03,,,,,,,,,,,,,,,,
571,1992,45.0,"0.081,271.17,","7.53,","67.97,",37.75,,,,,,,,,,,,,,,,
572,1992,46.0,"0.070,268.25,","10.17,","64.90,",37.53,,,,,,,,,,,,,,,,
573,1992,47.0,"0.063,266.10,","15.23,","62.08,",38.66,,,,,,,,,,,,,,,,
574,1992,48.0,"0.059,264.73,","24.24,","57.91,",41.08,,,,,,,,,,,,,,,,
575,1992,49.0,"0.054,263.53,","28.18,","53.15,",40.66,,,,,,,,,,,,,,,,
576,1992,50.0,"0.051,262.62,","32.91,","47.00,",39.96,,,,,,,,,,,,,,,,
577,1992,51.0,"0.051,262.30,","40.04,","39.21,",39.62,,,,,,,,,,,,,,,,
578,1992,52.0,"0.052,262.42,","44.60,","33.26,",38.93,,,,,,,,,,,,,,,,
579,1993,1.0,"0.053,262.95,","44.16,","30.23,",37.19,,,,,,,,,,,,,,,,
580,1993,2.0,"0.055,264.35,","46.16,","27.88,",37.02,,,,,,,,,,,,,,,,
581,1993,3.0,"0.059,266.66,","50.84,","22.38,",36.61,,,,,,,,,,,,,,,,
582,1993,4.0,"0.064,268.38,","54.29,","18.81,",36.55,,,,,,,,,,,,,,,,
583,1993,5.0,"0.068,269.33,","54.48,","19.88,",37.18,,,,,,,,,,,,,,,,
584,1993,6.0,"0.069,268.81,","50.13,","27.00,",38.57,,,,,,,,,,,,,,,,
585,1993,7.0,"0.065,267.99,","43.24,","34.28,",38.76,,,,,,,,,,,,,,,,
586,1993,8.0,"0.059,266.90,","36.02,","43.85,",39.94,,,,,,,,,,,,,,,,
587,1993,9.0,"0.056,266.62,","30.97,","53.33,",42.15,,,,,,,,,,,,,,,,
588,1993,10.0,"0.054,266.59,","25.13,","63.12,",44.13,,,,,,,,,,,,,,,,
589,1993,11.0,"0.054,266.81,","20.42,","70.44,",45.43,,,,,,,,,,,,,,,,
590,1993,12.0,"0.062,267.67,","17.31,","78.61,",47.96,,,,,,,,,,,,,,,,
591,1993,13.0,"0.072,269.19,","12.04,","85.06,",48.55,,,,,,,,,,,,,,,,
592,1993,14.0,"0.088,271.44,","8.53,","91.04,",49.79,,,,,,,,,,,,,,,,
593,1993,15.0,"0.116,275.69,","11.50,","93.81,",52.66,,,,,,,,,,,,,,,,
594,1993,16.0,"0.159,281.73,","19.55,","88.08,",53.81,,,,,,,,,,,,,,,,
595,1993,17.0,"0.202,286.60,","24.48,","76.52,",50.5,,,,,,,,,,,,,,,,
596,1993,18.0,"0.245,289.62,","29.21,","69.15,",49.18,,,,,,,,,,,,,,,,
597,1993,19.0,"0.291,291.02,","34.24,","68.73,",51.48,,,,,,,,,,,,,,,,
598,1993,20.0,"0.332,291.95,","38.23,","69.75,",53.99,,,,,,,,,,,,,,,,
599,1993,21.0,"0.369,292.70,","41.98,","70.02,",56.0,,,,,,,,,,,,,,,,
600,1993,22.0,"0.400,293.35,","45.16,","69.03,",57.09,,,,,,,,,,,,,,,,
601,1993,23.0,"0.424,293.93,","49.17,","68.01,",58.59,,,,,,,,,,,,,,,,
602,1993,24.0,"0.437,293.76,","52.06,","73.06,",62.56,,,,,,,,,,,,,,,,
603,1993,25.0,"0.444,293.62,","53.97,","77.16,",65.56,,,,,,,,,,,,,,,,
604,1993,26.0,"0.445,293.58,","54.03,","79.09,",66.56,,,,,,,,,,,,,,,,
605,1993,27.0,"0.447,293.72,","57.82,","81.09,",69.46,,,,,,,,,,,,,,,,
606,1993,28.0,"0.448,294.06,","63.56,","80.64,",72.1,,,,,,,,,,,,,,,,
607,1993,29.0,"0.450,294.75,","70.10,","75.13,",72.61,,,,,,,,,,,,,,,,
608,1993,30.0,"0.447,295.44,","72.78,","67.47,",70.13,,,,,,,,,,,,,,,,
609,1993,31.0,"0.441,295.52,","73.57,","65.43,",69.5,,,,,,,,,,,,,,,,
610,1993,32.0,"0.426,294.83,","69.85,","70.84,",70.35,,,,,,,,,,,,,,,,
611,1993,33.0,"0.401,293.89,","59.91,","77.02,",68.46,,,,,,,,,,,,,,,,
612,1993,34.0,"0.374,292.88,","50.18,","81.57,",65.88,,,,,,,,,,,,,,,,
613,1993,35.0,"0.352,291.80,","46.61,","81.52,",64.06,,,,,,,,,,,,,,,,
614,1993,36.0,"0.331,290.47,","46.01,","78.41,",62.21,,,,,,,,,,,,,,,,
615,1993,37.0,"0.309,289.29,","45.59,","74.18,",59.88,,,,,,,,,,,,,,,,
616,1993,38.0,"0.286,288.25,","42.67,","70.42,",56.55,,,,,,,,,,,,,,,,
617,1993,39.0,"0.259,287.19,","37.19,","65.94,",51.56,,,,,,,,,,,,,,,,
618,1993,40.0,"0.230,285.92,","31.25,","62.32,",46.78,,,,,,,,,,,,,,,,
619,1993,41.0,"0.202,284.24,","27.59,","54.84,",41.22,,,,,,,,,,,,,,,,
620,1993,42.0,"0.180,282.47,","29.31,","49.06,",39.19,,,,,,,,,,,,,,,,
621,1993,43.0,"0.158,280.30,","31.03,","49.65,",40.34,,,,,,,,,,,,,,,,
622,1993,44.0,"0.136,277.46,","31.66,","47.48,",39.57,,,,,,,,,,,,,,,,
623,1993,45.0,"0.111,274.85,","28.12,","42.67,",35.4,,,,,,,,,,,,,,,,
624,1993,46.0,"0.090,273.06,","26.01,","36.94,",31.48,,,,,,,,,,,,,,,,
625,1993,47.0,"0.075,272.12,","27.65,","29.82,",28.74,,,,,,,,,,,,,,,,
626,1993,48.0,"0.066,271.65,","31.67,","23.45,",27.56,,,,,,,,,,,,,,,,
627,1993,49.0,"0.058,271.14,","33.78,","18.46,",26.12,,,,,,,,,,,,,,,,
628,1993,50.0,"0.055,270.88,","38.47,","12.37,",25.42,,,,,,,,,,,,,,,,
629,1993,51.0,"0.055,270.87,","43.04,","5.92,",24.48,,,,,,,,,,,,,,,,
630,1993,52.0,"0.053,270.58,","43.43,","4.62,",24.02,,,,,,,,,,,,,,,,
631,1994,1.0,"0.054,269.99,","42.97,","6.44,",24.71,,,,,,,,,,,,,,,,
632,1994,2.0,"0.050,269.29,","40.83,","11.29,",26.06,,,,,,,,,,,,,,,,
633,1994,3.0,"0.059,268.72,","52.33,","15.45,",33.89,,,,,,,,,,,,,,,,
634,1994,4.0,"0.063,268.25,","54.45,","19.22,",36.84,,,,,,,,,,,,,,,,
635,1994,5.0,"0.067,267.33,","54.13,","26.01,",40.07,,,,,,,,,,,,,,,,
636,1994,6.0,"0.069,266.94,","50.59,","32.57,",41.58,,,,,,,,,,,,,,,,
637,1994,7.0,"0.070,267.25,","46.70,","36.45,",41.57,,,,,,,,,,,,,,,,
638,1994,8.0,"0.073,269.00,","44.96,","37.10,",41.03,,,,,,,,,,,,,,,,
639,1994,9.0,"0.080,271.85,","45.33,","35.90,",40.62,,,,,,,,,,,,,,,,
640,1994,10.0,"0.086,275.15,","43.34,","33.13,",38.23,,,,,,,,,,,,,,,,
641,1994,11.0,"0.094,277.97,","41.62,","29.20,",35.41,,,,,,,,,,,,,,,,
642,1994,12.0,"0.106,280.65,","40.41,","30.74,",35.58,,,,,,,,,,,,,,,,
643,1994,13.0,"0.123,282.99,","38.68,","31.85,",35.26,,,,,,,,,,,,,,,,
644,1994,14.0,"0.147,284.89,","38.15,","34.99,",36.57,,,,,,,,,,,,,,,,
645,1994,15.0,"0.180,286.42,","41.35,","43.63,",42.49,,,,,,,,,,,,,,,,
646,1994,16.0,"0.221,287.83,","46.84,","52.20,",49.52,,,,,,,,,,,,,,,,
647,1994,17.0,"0.265,289.20,","51.60,","57.50,",54.55,,,,,,,,,,,,,,,,
648,1994,18.0,"0.309,290.13,","56.45,","65.24,",60.85,,,,,,,,,,,,,,,,
649,1994,19.0,"0.347,290.76,","58.50,","71.44,",64.97,,,,,,,,,,,,,,,,
650,1994,20.0,"0.380,290.98,","60.24,","78.23,",69.23,,,,,,,,,,,,,,,,
651,1994,21.0,"0.408,291.40,","61.09,","81.33,",71.21,,,,,,,,,,,,,,,,
652,1994,22.0,"0.437,292.04,","65.23,","80.68,",72.96,,,,,,,,,,,,,,,,
653,1994,23.0,"0.464,292.72,","72.53,","78.85,",75.69,,,,,,,,,,,,,,,,
654,1994,24.0,"0.483,293.49,","80.32,","75.87,",78.09,,,,,,,,,,,,,,,,
655,1994,25.0,"0.494,294.62,","85.29,","68.03,",76.66,,,,,,,,,,,,,,,,
656,1994,26.0,"0.494,295.70,","84.97,","59.34,",72.15,,,,,,,,,,,,,,,,
657,1994,27.0,"0.482,296.37,","80.88,","56.39,",68.64,,,,,,,,,,,,,,,,
658,1994,28.0,"0.456,296.84,","69.58,","53.26,",61.42,,,,,,,,,,,,,,,,
659,1994,29.0,"0.428,297.25,","57.01,","48.44,",52.73,,,,,,,,,,,,,,,,
660,1994,30.0,"0.401,297.48,","45.64,","44.07,",44.85,,,,,,,,,,,,,,,,
661,1994,31.0,"0.374,297.30,","33.70,","43.80,",38.75,,,,,,,,,,,,,,,,
662,1994,32.0,"0.349,296.69,","22.76,","47.77,",35.27,,,,,,,,,,,,,,,,
663,1994,33.0,"0.328,295.69,","16.23,","55.14,",35.68,,,,,,,,,,,,,,,,
664,1994,34.0,"0.316,294.96,","15.68,","57.64,",36.66,,,,,,,,,,,,,,,,
665,1994,35.0,"0.310,294.51,","21.31,","51.46,",36.38,,,,,,,,,,,,,,,,
666,1994,36.0,"0.320,294.65,","39.18,","35.00,",37.09,,,,,,,,,,,,,,,,
667,1995,7.0,"0.056,269.04,","36.76,","30.57,",33.67,,,,,,,,,,,,,,,,
668,1995,8.0,"0.070,273.39,","42.63,","22.65,",32.64,,,,,,,,,,,,,,,,
669,1995,9.0,"0.081,276.38,","45.66,","20.23,",32.94,,,,,,,,,,,,,,,,
670,1995,10.0,"0.092,278.62,","46.29,","20.64,",33.46,,,,,,,,,,,,,,,,
671,1995,11.0,"0.100,279.84,","44.84,","21.88,",33.36,,,,,,,,,,,,,,,,
672,1995,12.0,"0.111,280.52,","42.80,","31.37,",37.08,,,,,,,,,,,,,,,,
673,1995,13.0,"0.123,280.99,","38.66,","41.46,",40.06,,,,,,,,,,,,,,,,
674,1995,14.0,"0.146,283.03,","37.45,","46.42,",41.93,,,,,,,,,,,,,,,,
675,1995,15.0,"0.172,285.24,","37.91,","53.01,",45.46,,,,,,,,,,,,,,,,
676,1995,16.0,"0.208,287.90,","40.94,","52.32,",46.63,,,,,,,,,,,,,,,,
677,1995,17.0,"0.243,289.27,","42.05,","57.42,",49.74,,,,,,,,,,,,,,,,
678,1995,18.0,"0.283,290.91,","45.39,","58.42,",51.91,,,,,,,,,,,,,,,,
679,1995,19.0,"0.323,292.27,","48.33,","57.86,",53.09,,,,,,,,,,,,,,,,
680,1995,20.0,"0.363,293.35,","52.21,","57.48,",54.84,,,,,,,,,,,,,,,,
681,1995,21.0,"0.399,294.47,","56.65,","54.39,",55.52,,,,,,,,,,,,,,,,
682,1995,22.0,"0.426,295.58,","59.16,","49.26,",54.21,,,,,,,,,,,,,,,,
683,1995,23.0,"0.442,296.15,","60.15,","48.27,",54.21,,,,,,,,,,,,,,,,
684,1995,24.0,"0.449,296.21,","60.14,","50.74,",55.44,,,,,,,,,,,,,,,,
685,1995,25.0,"0.450,296.08,","58.20,","53.93,",56.06,,,,,,,,,,,,,,,,
686,1995,26.0,"0.451,296.36,","58.37,","52.89,",55.63,,,,,,,,,,,,,,,,
687,1995,27.0,"0.448,296.99,","59.06,","50.10,",54.58,,,,,,,,,,,,,,,,
688,1995,28.0,"0.445,297.51,","62.25,","46.24,",54.25,,,,,,,,,,,,,,,,
689,1995,29.0,"0.439,297.84,","63.94,","41.78,",52.86,,,,,,,,,,,,,,,,
690,1995,30.0,"0.430,298.01,","62.80,","37.90,",50.35,,,,,,,,,,,,,,,,
691,1995,31.0,"0.419,297.77,","60.76,","38.05,",49.4,,,,,,,,,,,,,,,,
692,1995,32.0,"0.407,297.29,","58.17,","40.17,",49.17,,,,,,,,,,,,,,,,
693,1995,33.0,"0.393,296.62,","55.11,","43.24,",49.17,,,,,,,,,,,,,,,,
694,1995,34.0,"0.380,295.71,","54.03,","47.77,",50.9,,,,,,,,,,,,,,,,
695,1995,35.0,"0.362,294.26,","52.40,","53.99,",53.19,,,,,,,,,,,,,,,,
696,1995,36.0,"0.352,292.69,","57.86,","55.33,",56.59,,,,,,,,,,,,,,,,
697,1995,37.0,"0.340,291.15,","63.18,","55.54,",59.36,,,,,,,,,,,,,,,,
698,1995,38.0,"0.334,289.53,","69.62,","57.15,",63.39,,,,,,,,,,,,,,,,
699,1995,39.0,"0.327,288.36,","74.83,","52.85,",63.84,,,,,,,,,,,,,,,,
700,1995,40.0,"0.315,287.37,","77.63,","45.28,",61.45,,,,,,,,,,,,,,,,
701,1995,41.0,"0.292,285.80,","77.35,","36.60,",56.98,,,,,,,,,,,,,,,,
702,1995,42.0,"0.260,283.64,","73.75,","36.37,",55.06,,,,,,,,,,,,,,,,
703,1995,43.0,"0.218,281.01,","65.27,","43.00,",54.14,,,,,,,,,,,,,,,,
704,1995,44.0,"0.166,277.83,","49.18,","44.18,",46.68,,,,,,,,,,,,,,,,
705,1995,45.0,"0.131,275.07,","39.85,","40.94,",40.4,,,,,,,,,,,,,,,,
706,1995,46.0,"0.104,272.53,","34.64,","39.89,",37.27,,,,,,,,,,,,,,,,
707,1995,47.0,"0.085,270.23,","34.27,","39.89,",37.08,,,,,,,,,,,,,,,,
708,1995,48.0,"0.069,268.55,","33.68,","38.97,",36.33,,,,,,,,,,,,,,,,
709,1995,49.0,"0.056,266.44,","30.53,","40.07,",35.3,,,,,,,,,,,,,,,,
710,1995,50.0,"0.042,264.06,","21.72,","41.44,",31.58,,,,,,,,,,,,,,,,
711,1995,51.0,"0.028,261.08,","10.82,","45.16,",27.99,,,,,,,,,,,,,,,,
712,1995,52.0,"0.021,258.12,","5.19,","50.51,",27.85,,,,,,,,,,,,,,,,
713,1996,1.0,"0.018,255.87,","1.98,","55.98,",28.98,,,,,,,,,,,,,,,,
714,1996,2.0,"0.015,254.77,","1.05,","61.30,",31.17,,,,,,,,,,,,,,,,
715,1996,3.0,"0.010,254.27,","0.52,","65.06,",32.79,,,,,,,,,,,,,,,,
716,1996,4.0,"0.007,253.24,","0.34,","68.42,",34.38,,,,,,,,,,,,,,,,
717,1996,5.0,"0.005,252.26,","0.28,","72.94,",36.61,,,,,,,,,,,,,,,,
718,1996,6.0,"0.004,250.97,","0.21,","81.11,",40.66,,,,,,,,,,,,,,,,
719,1996,7.0,"0.004,250.94,","0.15,","86.50,",43.32,,,,,,,,,,,,,,,,
720,1996,8.0,"0.004,252.97,","0.08,","88.03,",44.05,,,,,,,,,,,,,,,,
721,1996,9.0,"0.003,255.74,","0.04,","89.35,",44.69,,,,,,,,,,,,,,,,
722,1996,10.0,"0.009,259.38,","0.03,","88.48,",44.26,,,,,,,,,,,,,,,,
723,1996,11.0,"0.016,262.72,","0.03,","87.47,",43.75,,,,,,,,,,,,,,,,
724,1996,12.0,"0.029,266.72,","0.09,","87.54,",43.82,,,,,,,,,,,,,,,,
725,1996,13.0,"0.050,270.90,","0.87,","88.41,",44.64,,,,,,,,,,,,,,,,
726,1996,14.0,"0.082,275.81,","5.67,","88.33,",47.0,,,,,,,,,,,,,,,,
727,1996,15.0,"0.125,281.62,","15.50,","79.14,",47.32,,,,,,,,,,,,,,,,
728,1996,16.0,"0.172,286.80,","24.83,","60.95,",42.89,,,,,,,,,,,,,,,,
729,1996,17.0,"0.224,290.62,","34.04,","45.43,",39.74,,,,,,,,,,,,,,,,
730,1996,18.0,"0.276,293.36,","42.52,","35.64,",39.08,,,,,,,,,,,,,,,,
731,1996,19.0,"0.330,294.67,","51.24,","35.66,",43.45,,,,,,,,,,,,,,,,
732,1996,20.0,"0.379,296.39,","59.40,","30.13,",44.77,,,,,,,,,,,,,,,,
733,1996,21.0,"0.414,297.91,","63.70,","23.66,",43.68,,,,,,,,,,,,,,,,
734,1996,22.0,"0.433,298.39,","62.44,","24.63,",43.54,,,,,,,,,,,,,,,,
735,1996,23.0,"0.446,298.84,","61.81,","25.04,",43.42,,,,,,,,,,,,,,,,
736,1996,24.0,"0.452,298.91,","60.49,","26.87,",43.68,,,,,,,,,,,,,,,,
737,1996,25.0,"0.450,298.41,","56.96,","32.55,",44.76,,,,,,,,,,,,,,,,
738,1996,26.0,"0.447,297.74,","54.27,","40.50,",47.39,,,,,,,,,,,,,,,,
739,1996,27.0,"0.442,296.93,","53.10,","51.46,",52.28,,,,,,,,,,,,,,,,
740,1996,28.0,"0.437,296.31,","55.84,","59.00,",57.42,,,,,,,,,,,,,,,,
741,1996,29.0,"0.429,295.88,","56.64,","63.40,",60.02,,,,,,,,,,,,,,,,
742,1996,30.0,"0.413,295.39,","52.60,","68.17,",60.38,,,,,,,,,,,,,,,,
743,1996,31.0,"0.400,295.05,","48.83,","71.05,",59.94,,,,,,,,,,,,,,,,
744,1996,32.0,"0.386,294.57,","45.11,","74.02,",59.56,,,,,,,,,,,,,,,,
745,1996,33.0,"0.374,293.98,","42.51,","76.64,",59.57,,,,,,,,,,,,,,,,
746,1996,34.0,"0.351,292.83,","35.16,","83.90,",59.53,,,,,,,,,,,,,,,,
747,1996,35.0,"0.318,291.00,","25.92,","91.42,",58.67,,,,,,,,,,,,,,,,
748,1996,36.0,"0.287,288.66,","20.66,","96.53,",58.6,,,,,,,,,,,,,,,,
749,1996,37.0,"0.267,286.95,","22.29,","96.61,",59.45,,,,,,,,,,,,,,,,
750,1996,38.0,"0.257,286.36,","27.09,","89.59,",58.34,,,,,,,,,,,,,,,,
751,1996,39.0,"0.250,286.26,","33.12,","76.77,",54.95,,,,,,,,,,,,,,,,
752,1996,40.0,"0.235,285.75,","35.47,","65.69,",50.58,,,,,,,,,,,,,,,,
753,1996,41.0,"0.221,284.64,","39.19,","51.53,",45.36,,,,,,,,,,,,,,,,
754,1996,42.0,"0.197,283.36,","39.53,","40.05,",39.79,,,,,,,,,,,,,,,,
755,1996,43.0,"0.170,281.81,","38.41,","35.64,",37.03,,,,,,,,,,,,,,,,
756,1996,44.0,"0.146,279.83,","36.96,","26.64,",31.8,,,,,,,,,,,,,,,,
757,1996,45.0,"0.126,277.45,","36.90,","24.13,",30.51,,,,,,,,,,,,,,,,
758,1996,46.0,"0.109,274.51,","38.32,","28.53,",33.43,,,,,,,,,,,,,,,,
759,1996,47.0,"0.088,270.95,","36.66,","36.30,",36.48,,,,,,,,,,,,,,,,
760,1996,48.0,"0.062,265.83,","26.55,","52.59,",39.57,,,,,,,,,,,,,,,,
761,1996,49.0,"0.043,262.02,","16.12,","60.21,",38.16,,,,,,,,,,,,,,,,
762,1996,50.0,"0.032,259.53,","10.82,","60.45,",35.63,,,,,,,,,,,,,,,,
763,1996,51.0,"0.029,259.33,","12.54,","51.44,",31.99,,,,,,,,,,,,,,,,
764,1996,52.0,"0.028,259.66,","13.93,","43.75,",28.84,,,,,,,,,,,,,,,,
765,1997,1.0,"0.028,260.00,","13.94,","40.48,",27.21,,,,,,,,,,,,,,,,
766,1997,2.0,"0.029,260.29,","17.04,","41.41,",29.23,,,,,,,,,,,,,,,,
767,1997,3.0,"0.032,261.40,","23.47,","39.64,",31.56,,,,,,,,,,,,,,,,
768,1997,4.0,"0.041,263.51,","33.35,","33.95,",33.65,,,,,,,,,,,,,,,,
769,1997,5.0,"0.057,266.18,","45.65,","29.13,",37.39,,,,,,,,,,,,,,,,
770,1997,6.0,"0.075,269.08,","55.24,","25.79,",40.52,,,,,,,,,,,,,,,,
771,1997,7.0,"0.093,271.97,","62.84,","21.56,",42.2,,,,,,,,,,,,,,,,
772,1997,8.0,"0.110,274.87,","68.96,","17.94,",43.45,,,,,,,,,,,,,,,,
773,1997,9.0,"0.122,277.00,","70.06,","18.19,",44.12,,,,,,,,,,,,,,,,
774,1997,10.0,"0.134,279.13,","69.60,","18.88,",44.24,,,,,,,,,,,,,,,,
775,1997,11.0,"0.147,281.58,","69.85,","15.27,",42.56,,,,,,,,,,,,,,,,
776,1997,12.0,"0.157,283.70,","66.81,","18.33,",42.57,,,,,,,,,,,,,,,,
777,1997,13.0,"0.170,285.74,","62.57,","19.13,",40.85,,,,,,,,,,,,,,,,
778,1997,14.0,"0.183,286.99,","55.98,","23.02,",39.5,,,,,,,,,,,,,,,,
779,1997,15.0,"0.199,288.28,","50.58,","30.95,",40.77,,,,,,,,,,,,,,,,
780,1997,16.0,"0.227,289.81,","49.47,","37.44,",43.45,,,,,,,,,,,,,,,,
781,1997,17.0,"0.264,291.37,","51.16,","39.55,",45.35,,,,,,,,,,,,,,,,
782,1997,18.0,"0.300,292.57,","52.57,","43.30,",47.93,,,,,,,,,,,,,,,,
783,1997,19.0,"0.334,293.44,","52.78,","47.24,",50.01,,,,,,,,,,,,,,,,
784,1997,20.0,"0.364,293.95,","52.57,","52.02,",52.3,,,,,,,,,,,,,,,,
785,1997,21.0,"0.392,294.10,","52.71,","57.58,",55.15,,,,,,,,,,,,,,,,
786,1997,22.0,"0.415,293.80,","52.99,","65.17,",59.08,,,,,,,,,,,,,,,,
787,1997,23.0,"0.440,294.13,","58.59,","66.14,",62.37,,,,,,,,,,,,,,,,
788,1997,24.0,"0.464,294.95,","69.67,","62.27,",65.97,,,,,,,,,,,,,,,,
789,1997,25.0,"0.479,295.28,","77.38,","61.56,",69.47,,,,,,,,,,,,,,,,
790,1997,26.0,"0.486,295.31,","81.00,","63.06,",72.03,,,,,,,,,,,,,,,,
791,1997,27.0,"0.477,294.64,","77.88,","72.84,",75.36,,,,,,,,,,,,,,,,
792,1997,28.0,"0.462,293.78,","72.94,","83.44,",78.19,,,,,,,,,,,,,,,,
793,1997,29.0,"0.454,293.61,","72.74,","86.53,",79.63,,,,,,,,,,,,,,,,
794,1997,30.0,"0.447,293.56,","72.48,","87.51,",80.0,,,,,,,,,,,,,,,,
795,1997,31.0,"0.439,293.47,","72.31,","88.48,",80.39,,,,,,,,,,,,,,,,
796,1997,32.0,"0.428,293.05,","71.18,","91.88,",81.53,,,,,,,,,,,,,,,,
797,1997,33.0,"0.420,292.69,","72.28,","92.30,",82.29,,,,,,,,,,,,,,,,
798,1997,34.0,"0.414,292.41,","75.75,","89.54,",82.64,,,,,,,,,,,,,,,,
799,1997,35.0,"0.406,291.81,","80.22,","83.46,",81.84,,,,,,,,,,,,,,,,
800,1997,36.0,"0.394,291.07,","83.79,","72.93,",78.36,,,,,,,,,,,,,,,,
801,1997,37.0,"0.379,290.21,","85.67,","65.25,",75.46,,,,,,,,,,,,,,,,
802,1997,38.0,"0.359,289.01,","83.79,","62.65,",73.22,,,,,,,,,,,,,,,,
803,1997,39.0,"0.329,287.48,","76.29,","63.21,",69.75,,,,,,,,,,,,,,,,
804,1997,40.0,"0.295,285.14,","67.11,","72.78,",69.95,,,,,,,,,,,,,,,,
805,1997,41.0,"0.265,282.64,","62.65,","75.91,",69.28,,,,,,,,,,,,,,,,
806,1997,42.0,"0.240,280.14,","63.45,","76.38,",69.91,,,,,,,,,,,,,,,,
807,1997,43.0,"0.213,277.49,","62.67,","76.76,",69.72,,,,,,,,,,,,,,,,
808,1997,44.0,"0.184,275.06,","59.75,","68.95,",64.35,,,,,,,,,,,,,,,,
809,1997,45.0,"0.147,271.08,","50.97,","69.39,",60.18,,,,,,,,,,,,,,,,
810,1997,46.0,"0.112,266.68,","40.25,","73.88,",57.07,,,,,,,,,,,,,,,,
811,1997,47.0,"0.088,263.15,","36.27,","77.27,",56.77,,,,,,,,,,,,,,,,
812,1997,48.0,"0.072,260.14,","36.02,","80.12,",58.07,,,,,,,,,,,,,,,,
813,1997,49.0,"0.065,258.00,","39.65,","78.43,",59.04,,,,,,,,,,,,,,,,
814,1997,50.0,"0.064,256.88,","48.38,","71.90,",60.14,,,,,,,,,,,,,,,,
815,1997,51.0,"0.066,256.84,","58.61,","62.14,",60.37,,,,,,,,,,,,,,,,
816,1997,52.0,"0.068,258.04,","63.80,","50.44,",57.12,,,,,,,,,,,,,,,,
817,1998,1.0,"0.069,259.07,","63.88,","44.35,",54.11,,,,,,,,,,,,,,,,
818,1998,2.0,"0.076,261.04,","68.98,","39.47,",54.22,,,,,,,,,,,,,,,,
819,1998,3.0,"0.081,263.37,","74.22,","33.57,",53.9,,,,,,,,,,,,,,,,
820,1998,4.0,"0.086,266.34,","74.99,","25.35,",50.17,,,,,,,,,,,,,,,,
821,1998,5.0,"0.089,268.59,","72.25,","22.13,",47.19,,,,,,,,,,,,,,,,
822,1998,6.0,"0.090,269.85,","66.72,","23.78,",45.25,,,,,,,,,,,,,,,,
823,1998,7.0,"0.090,270.98,","60.57,","24.87,",42.72,,,,,,,,,,,,,,,,
824,1998,8.0,"0.089,272.73,","54.98,","24.99,",39.99,,,,,,,,,,,,,,,,
825,1998,9.0,"0.083,273.07,","47.15,","31.53,",39.34,,,,,,,,,,,,,,,,
826,1998,10.0,"0.082,273.17,","40.77,","40.08,",40.42,,,,,,,,,,,,,,,,
827,1998,11.0,"0.083,273.43,","35.52,","46.77,",41.14,,,,,,,,,,,,,,,,
828,1998,12.0,"0.089,274.08,","31.49,","57.84,",44.67,,,,,,,,,,,,,,,,
829,1998,13.0,"0.103,275.64,","28.03,","66.39,",47.21,,,,,,,,,,,,,,,,
830,1998,14.0,"0.125,277.90,","27.01,","75.64,",51.32,,,,,,,,,,,,,,,,
831,1998,15.0,"0.167,281.34,","35.06,","79.60,",57.33,,,,,,,,,,,,,,,,
832,1998,16.0,"0.210,284.33,","41.92,","79.07,",60.49,,,,,,,,,,,,,,,,
833,1998,17.0,"0.253,286.46,","46.36,","80.11,",63.24,,,,,,,,,,,,,,,,
834,1998,18.0,"0.289,287.67,","47.82,","86.80,",67.31,,,,,,,,,,,,,,,,
835,1998,19.0,"0.327,288.95,","50.16,","87.30,",68.73,,,,,,,,,,,,,,,,
836,1998,20.0,"0.365,290.33,","53.40,","84.17,",68.79,,,,,,,,,,,,,,,,
837,1998,21.0,"0.399,291.87,","56.53,","77.74,",67.14,,,,,,,,,,,,,,,,
838,1998,22.0,"0.424,292.69,","58.05,","75.16,",66.6,,,,,,,,,,,,,,,,
839,1998,23.0,"0.444,293.44,","60.89,","72.39,",66.64,,,,,,,,,,,,,,,,
840,1998,24.0,"0.456,294.08,","63.82,","70.18,",67.0,,,,,,,,,,,,,,,,
841,1998,25.0,"0.462,294.30,","65.16,","70.82,",67.99,,,,,,,,,,,,,,,,
842,1998,26.0,"0.459,294.49,","63.18,","70.54,",66.86,,,,,,,,,,,,,,,,
