,Mean,data,for,UKR,Province=,16:,"Mykolayiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.185,303.14,","23.85,","21.68,",22.76,,,,,,,,,,,,,,,,
562,1992,36.0,"0.166,300.22,","18.27,","31.39,",24.83,,,,,,,,,,,,,,,,
563,1992,37.0,"0.147,297.43,","12.56,","40.54,",26.55,,,,,,,,,,,,,,,,
564,1992,38.0,"0.128,294.98,","8.14,","48.09,",28.11,,,,,,,,,,,,,,,,
565,1992,39.0,"0.114,291.46,","6.09,","65.75,",35.92,,,,,,,,,,,,,,,,
566,1992,40.0,"0.102,287.87,","6.17,","80.58,",43.37,,,,,,,,,,,,,,,,
567,1992,41.0,"0.090,284.86,","7.05,","84.50,",45.77,,,,,,,,,,,,,,,,
568,1992,42.0,"0.078,281.02,","8.29,","88.03,",48.16,,,,,,,,,,,,,,,,
569,1992,43.0,"0.068,276.90,","9.26,","88.55,",48.9,,,,,,,,,,,,,,,,
570,1992,44.0,"0.059,272.77,","9.43,","86.62,",48.02,,,,,,,,,,,,,,,,
571,1992,45.0,"0.055,269.78,","10.71,","84.76,",47.74,,,,,,,,,,,,,,,,
572,1992,46.0,"0.051,267.76,","11.65,","81.24,",46.45,,,,,,,,,,,,,,,,
573,1992,47.0,"0.048,266.01,","12.28,","77.90,",45.09,,,,,,,,,,,,,,,,
574,1992,48.0,"0.046,264.99,","14.08,","70.05,",42.07,,,,,,,,,,,,,,,,
575,1992,49.0,"0.045,263.62,","15.16,","62.58,",38.87,,,,,,,,,,,,,,,,
576,1992,50.0,"0.044,263.22,","16.39,","53.95,",35.17,,,,,,,,,,,,,,,,
577,1992,51.0,"0.045,263.72,","20.16,","45.63,",32.9,,,,,,,,,,,,,,,,
578,1992,52.0,"0.047,263.51,","23.26,","42.63,",32.94,,,,,,,,,,,,,,,,
579,1993,1.0,"0.047,264.52,","27.51,","39.20,",33.35,,,,,,,,,,,,,,,,
580,1993,2.0,"0.048,265.92,","30.76,","33.35,",32.05,,,,,,,,,,,,,,,,
581,1993,3.0,"0.049,267.49,","32.12,","27.50,",29.81,,,,,,,,,,,,,,,,
582,1993,4.0,"0.051,269.87,","33.02,","22.11,",27.57,,,,,,,,,,,,,,,,
583,1993,5.0,"0.053,271.07,","33.73,","20.46,",27.1,,,,,,,,,,,,,,,,
584,1993,6.0,"0.053,270.84,","32.81,","24.50,",28.65,,,,,,,,,,,,,,,,
585,1993,7.0,"0.051,270.21,","29.14,","31.44,",30.29,,,,,,,,,,,,,,,,
586,1993,8.0,"0.047,268.81,","25.42,","40.92,",33.17,,,,,,,,,,,,,,,,
587,1993,9.0,"0.046,267.34,","22.67,","52.91,",37.79,,,,,,,,,,,,,,,,
588,1993,10.0,"0.046,265.54,","17.97,","66.77,",42.37,,,,,,,,,,,,,,,,
589,1993,11.0,"0.048,264.83,","14.43,","76.75,",45.59,,,,,,,,,,,,,,,,
590,1993,12.0,"0.056,266.28,","12.80,","81.65,",47.23,,,,,,,,,,,,,,,,
591,1993,13.0,"0.067,269.29,","12.85,","82.77,",47.81,,,,,,,,,,,,,,,,
592,1993,14.0,"0.085,273.33,","15.51,","81.63,",48.57,,,,,,,,,,,,,,,,
593,1993,15.0,"0.112,277.89,","20.48,","81.69,",51.09,,,,,,,,,,,,,,,,
594,1993,16.0,"0.151,283.31,","26.61,","83.25,",54.93,,,,,,,,,,,,,,,,
595,1993,17.0,"0.192,288.64,","31.77,","82.87,",57.32,,,,,,,,,,,,,,,,
596,1993,18.0,"0.231,291.68,","36.84,","83.06,",59.95,,,,,,,,,,,,,,,,
597,1993,19.0,"0.273,293.23,","41.51,","87.92,",64.72,,,,,,,,,,,,,,,,
598,1993,20.0,"0.313,294.35,","47.91,","89.13,",68.52,,,,,,,,,,,,,,,,
599,1993,21.0,"0.352,295.52,","59.21,","86.15,",72.68,,,,,,,,,,,,,,,,
600,1993,22.0,"0.380,296.31,","70.28,","83.37,",76.83,,,,,,,,,,,,,,,,
601,1993,23.0,"0.397,296.80,","79.32,","81.03,",80.17,,,,,,,,,,,,,,,,
602,1993,24.0,"0.404,297.08,","83.69,","81.63,",82.66,,,,,,,,,,,,,,,,
603,1993,25.0,"0.405,297.33,","85.40,","83.43,",84.41,,,,,,,,,,,,,,,,
604,1993,26.0,"0.397,297.72,","83.63,","82.88,",83.26,,,,,,,,,,,,,,,,
605,1993,27.0,"0.388,298.62,","80.96,","78.09,",79.52,,,,,,,,,,,,,,,,
606,1993,28.0,"0.376,299.43,","77.04,","72.50,",74.77,,,,,,,,,,,,,,,,
607,1993,29.0,"0.366,300.52,","75.06,","65.11,",70.09,,,,,,,,,,,,,,,,
608,1993,30.0,"0.351,301.44,","72.97,","56.91,",64.94,,,,,,,,,,,,,,,,
609,1993,31.0,"0.331,301.72,","70.87,","52.20,",61.54,,,,,,,,,,,,,,,,
610,1993,32.0,"0.306,301.16,","67.40,","53.60,",60.5,,,,,,,,,,,,,,,,
611,1993,33.0,"0.283,300.11,","62.48,","59.61,",61.05,,,,,,,,,,,,,,,,
612,1993,34.0,"0.262,299.21,","57.93,","64.27,",61.1,,,,,,,,,,,,,,,,
613,1993,35.0,"0.249,297.83,","56.54,","69.07,",62.8,,,,,,,,,,,,,,,,
614,1993,36.0,"0.239,295.93,","55.49,","71.84,",63.66,,,,,,,,,,,,,,,,
615,1993,37.0,"0.231,294.31,","56.10,","70.21,",63.16,,,,,,,,,,,,,,,,
616,1993,38.0,"0.222,292.60,","55.88,","71.39,",63.63,,,,,,,,,,,,,,,,
617,1993,39.0,"0.206,290.95,","51.75,","71.24,",61.5,,,,,,,,,,,,,,,,
618,1993,40.0,"0.185,289.10,","45.12,","68.61,",56.86,,,,,,,,,,,,,,,,
619,1993,41.0,"0.163,286.69,","39.47,","66.77,",53.12,,,,,,,,,,,,,,,,
620,1993,42.0,"0.145,284.56,","36.71,","56.96,",46.83,,,,,,,,,,,,,,,,
621,1993,43.0,"0.129,282.37,","34.61,","48.24,",41.42,,,,,,,,,,,,,,,,
622,1993,44.0,"0.113,279.89,","31.93,","42.05,",36.99,,,,,,,,,,,,,,,,
623,1993,45.0,"0.096,277.34,","28.07,","41.34,",34.7,,,,,,,,,,,,,,,,
624,1993,46.0,"0.078,275.36,","23.97,","39.36,",31.67,,,,,,,,,,,,,,,,
625,1993,47.0,"0.065,274.45,","20.48,","32.99,",26.74,,,,,,,,,,,,,,,,
626,1993,48.0,"0.057,273.70,","19.92,","27.26,",23.59,,,,,,,,,,,,,,,,
627,1993,49.0,"0.052,272.92,","20.20,","22.21,",21.2,,,,,,,,,,,,,,,,
628,1993,50.0,"0.049,272.52,","21.18,","17.08,",19.13,,,,,,,,,,,,,,,,
629,1993,51.0,"0.049,272.21,","24.25,","15.17,",19.71,,,,,,,,,,,,,,,,
630,1993,52.0,"0.049,271.85,","25.74,","15.40,",20.57,,,,,,,,,,,,,,,,
631,1994,1.0,"0.051,270.88,","29.89,","18.44,",24.17,,,,,,,,,,,,,,,,
632,1994,2.0,"0.054,269.19,","34.58,","22.68,",28.63,,,,,,,,,,,,,,,,
633,1994,3.0,"0.056,267.96,","36.87,","25.90,",31.38,,,,,,,,,,,,,,,,
634,1994,4.0,"0.062,268.22,","39.67,","26.40,",33.04,,,,,,,,,,,,,,,,
635,1994,5.0,"0.063,268.78,","39.79,","26.41,",33.1,,,,,,,,,,,,,,,,
636,1994,6.0,"0.061,270.23,","37.37,","26.07,",31.72,,,,,,,,,,,,,,,,
637,1994,7.0,"0.059,271.94,","33.50,","26.71,",30.11,,,,,,,,,,,,,,,,
638,1994,8.0,"0.060,274.48,","31.85,","25.47,",28.66,,,,,,,,,,,,,,,,
639,1994,9.0,"0.065,276.49,","31.61,","26.94,",29.28,,,,,,,,,,,,,,,,
640,1994,10.0,"0.069,278.75,","28.45,","28.04,",28.25,,,,,,,,,,,,,,,,
641,1994,11.0,"0.077,281.62,","27.20,","24.35,",25.78,,,,,,,,,,,,,,,,
642,1994,12.0,"0.090,285.18,","27.59,","20.40,",24.0,,,,,,,,,,,,,,,,
643,1994,13.0,"0.107,288.31,","29.64,","18.01,",23.82,,,,,,,,,,,,,,,,
644,1994,14.0,"0.129,290.93,","33.20,","16.01,",24.6,,,,,,,,,,,,,,,,
645,1994,15.0,"0.157,292.27,","37.17,","20.07,",28.62,,,,,,,,,,,,,,,,
646,1994,16.0,"0.190,293.84,","40.42,","26.42,",33.42,,,,,,,,,,,,,,,,
647,1994,17.0,"0.228,295.42,","44.56,","35.42,",39.99,,,,,,,,,,,,,,,,
648,1994,18.0,"0.268,296.31,","50.11,","46.47,",48.29,,,,,,,,,,,,,,,,
649,1994,19.0,"0.299,296.80,","51.51,","58.81,",55.16,,,,,,,,,,,,,,,,
650,1994,20.0,"0.321,297.06,","51.16,","67.72,",59.44,,,,,,,,,,,,,,,,
651,1994,21.0,"0.335,297.02,","51.77,","74.37,",63.07,,,,,,,,,,,,,,,,
652,1994,22.0,"0.347,297.06,","54.50,","77.51,",66.01,,,,,,,,,,,,,,,,
653,1994,23.0,"0.356,297.50,","59.87,","75.84,",67.85,,,,,,,,,,,,,,,,
654,1994,24.0,"0.360,298.41,","63.65,","72.10,",67.88,,,,,,,,,,,,,,,,
655,1994,25.0,"0.357,299.68,","63.89,","66.45,",65.17,,,,,,,,,,,,,,,,
656,1994,26.0,"0.344,300.75,","60.04,","61.38,",60.71,,,,,,,,,,,,,,,,
657,1994,27.0,"0.322,301.71,","51.61,","56.59,",54.1,,,,,,,,,,,,,,,,
658,1994,28.0,"0.291,302.36,","40.41,","52.35,",46.38,,,,,,,,,,,,,,,,
659,1994,29.0,"0.265,302.95,","32.41,","47.89,",40.15,,,,,,,,,,,,,,,,
660,1994,30.0,"0.245,303.29,","28.77,","43.59,",36.18,,,,,,,,,,,,,,,,
661,1994,31.0,"0.230,303.12,","27.12,","41.82,",34.47,,,,,,,,,,,,,,,,
662,1994,32.0,"0.217,302.41,","26.22,","44.03,",35.12,,,,,,,,,,,,,,,,
663,1994,33.0,"0.207,301.36,","26.06,","49.71,",37.89,,,,,,,,,,,,,,,,
664,1994,34.0,"0.204,300.68,","28.60,","52.15,",40.38,,,,,,,,,,,,,,,,
665,1994,35.0,"0.205,300.23,","33.83,","48.09,",40.96,,,,,,,,,,,,,,,,
666,1994,36.0,"0.216,300.99,","44.00,","25.74,",34.87,,,,,,,,,,,,,,,,
667,1995,7.0,"0.099,278.49,","54.10,","8.86,",31.48,,,,,,,,,,,,,,,,
668,1995,8.0,"0.112,281.06,","57.37,","7.67,",32.52,,,,,,,,,,,,,,,,
669,1995,9.0,"0.122,282.97,","58.49,","8.52,",33.5,,,,,,,,,,,,,,,,
670,1995,10.0,"0.132,284.59,","57.15,","10.67,",33.91,,,,,,,,,,,,,,,,
671,1995,11.0,"0.140,285.70,","54.92,","11.14,",33.03,,,,,,,,,,,,,,,,
672,1995,12.0,"0.146,286.37,","51.65,","16.28,",33.96,,,,,,,,,,,,,,,,
673,1995,13.0,"0.153,286.98,","49.00,","22.89,",35.95,,,,,,,,,,,,,,,,
674,1995,14.0,"0.174,288.53,","50.66,","25.71,",38.18,,,,,,,,,,,,,,,,
675,1995,15.0,"0.198,290.11,","52.24,","30.22,",41.23,,,,,,,,,,,,,,,,
676,1995,16.0,"0.226,292.02,","53.27,","37.33,",45.3,,,,,,,,,,,,,,,,
677,1995,17.0,"0.256,293.07,","54.38,","53.36,",53.87,,,,,,,,,,,,,,,,
678,1995,18.0,"0.294,294.75,","59.17,","59.88,",59.53,,,,,,,,,,,,,,,,
679,1995,19.0,"0.331,296.48,","63.69,","62.26,",62.97,,,,,,,,,,,,,,,,
680,1995,20.0,"0.361,297.80,","67.56,","61.76,",64.66,,,,,,,,,,,,,,,,
681,1995,21.0,"0.378,299.02,","70.87,","58.62,",64.75,,,,,,,,,,,,,,,,
682,1995,22.0,"0.383,300.27,","71.49,","53.59,",62.54,,,,,,,,,,,,,,,,
683,1995,23.0,"0.381,301.13,","71.31,","49.74,",60.53,,,,,,,,,,,,,,,,
684,1995,24.0,"0.370,301.34,","67.41,","50.89,",59.15,,,,,,,,,,,,,,,,
685,1995,25.0,"0.352,300.97,","60.46,","57.03,",58.74,,,,,,,,,,,,,,,,
686,1995,26.0,"0.339,300.96,","56.52,","59.85,",58.19,,,,,,,,,,,,,,,,
687,1995,27.0,"0.329,301.17,","53.91,","60.34,",57.12,,,,,,,,,,,,,,,,
688,1995,28.0,"0.320,301.47,","52.71,","58.40,",55.55,,,,,,,,,,,,,,,,
689,1995,29.0,"0.313,301.80,","52.42,","55.98,",54.2,,,,,,,,,,,,,,,,
690,1995,30.0,"0.305,302.18,","53.86,","51.65,",52.76,,,,,,,,,,,,,,,,
691,1995,31.0,"0.300,302.46,","57.75,","46.74,",52.25,,,,,,,,,,,,,,,,
692,1995,32.0,"0.292,302.43,","61.20,","44.00,",52.6,,,,,,,,,,,,,,,,
693,1995,33.0,"0.284,302.10,","63.87,","44.17,",54.02,,,,,,,,,,,,,,,,
694,1995,34.0,"0.277,301.54,","65.90,","45.31,",55.61,,,,,,,,,,,,,,,,
695,1995,35.0,"0.268,300.46,","66.96,","46.41,",56.68,,,,,,,,,,,,,,,,
696,1995,36.0,"0.263,299.25,","68.91,","41.88,",55.39,,,,,,,,,,,,,,,,
697,1995,37.0,"0.254,297.72,","68.41,","39.10,",53.76,,,,,,,,,,,,,,,,
698,1995,38.0,"0.251,296.13,","71.84,","37.99,",54.91,,,,,,,,,,,,,,,,
699,1995,39.0,"0.254,294.76,","77.04,","33.22,",55.13,,,,,,,,,,,,,,,,
700,1995,40.0,"0.250,292.78,","77.54,","30.97,",54.25,,,,,,,,,,,,,,,,
701,1995,41.0,"0.237,290.28,","74.68,","29.80,",52.24,,,,,,,,,,,,,,,,
702,1995,42.0,"0.222,287.79,","71.56,","25.80,",48.68,,,,,,,,,,,,,,,,
703,1995,43.0,"0.201,284.91,","65.67,","27.84,",46.75,,,,,,,,,,,,,,,,
704,1995,44.0,"0.175,281.41,","58.29,","31.90,",45.09,,,,,,,,,,,,,,,,
705,1995,45.0,"0.142,277.94,","48.82,","37.75,",43.28,,,,,,,,,,,,,,,,
706,1995,46.0,"0.106,274.49,","37.24,","44.12,",40.68,,,,,,,,,,,,,,,,
707,1995,47.0,"0.080,271.51,","28.07,","48.56,",38.31,,,,,,,,,,,,,,,,
708,1995,48.0,"0.060,269.19,","21.28,","49.23,",35.25,,,,,,,,,,,,,,,,
709,1995,49.0,"0.046,266.59,","15.68,","49.52,",32.6,,,,,,,,,,,,,,,,
710,1995,50.0,"0.031,264.15,","7.39,","50.06,",28.72,,,,,,,,,,,,,,,,
711,1995,51.0,"0.022,261.71,","2.82,","52.70,",27.76,,,,,,,,,,,,,,,,
712,1995,52.0,"0.018,258.29,","1.19,","59.45,",30.32,,,,,,,,,,,,,,,,
713,1996,1.0,"0.009,255.35,","0.09,","68.62,",34.35,,,,,,,,,,,,,,,,
714,1996,2.0,"0.003,253.46,","0.02,","72.78,",36.4,,,,,,,,,,,,,,,,
715,1996,3.0,"-0.000,253.00,","0.00,","69.91,",34.96,,,,,,,,,,,,,,,,
716,1996,4.0,"-0.003,253.05,","0.00,","67.48,",33.74,,,,,,,,,,,,,,,,
717,1996,5.0,"-0.005,253.15,","0.00,","68.00,",34.0,,,,,,,,,,,,,,,,
718,1996,6.0,"-0.005,253.77,","0.00,","70.63,",35.32,,,,,,,,,,,,,,,,
719,1996,7.0,"-0.004,255.69,","0.00,","71.39,",35.7,,,,,,,,,,,,,,,,
720,1996,8.0,"-0.003,257.44,","0.00,","72.20,",36.1,,,,,,,,,,,,,,,,
721,1996,9.0,"-0.002,259.79,","0.00,","74.60,",37.3,,,,,,,,,,,,,,,,
722,1996,10.0,"0.007,263.10,","0.05,","74.29,",37.17,,,,,,,,,,,,,,,,
723,1996,11.0,"0.017,266.07,","0.42,","74.47,",37.45,,,,,,,,,,,,,,,,
724,1996,12.0,"0.031,269.49,","2.05,","74.59,",38.32,,,,,,,,,,,,,,,,
725,1996,13.0,"0.053,272.76,","6.73,","75.69,",41.21,,,,,,,,,,,,,,,,
726,1996,14.0,"0.083,277.79,","14.72,","70.13,",42.42,,,,,,,,,,,,,,,,
727,1996,15.0,"0.125,283.92,","24.94,","61.08,",43.01,,,,,,,,,,,,,,,,
728,1996,16.0,"0.168,289.12,","32.52,","56.81,",44.66,,,,,,,,,,,,,,,,
729,1996,17.0,"0.216,293.75,","40.20,","49.61,",44.91,,,,,,,,,,,,,,,,
730,1996,18.0,"0.258,297.07,","46.37,","41.21,",43.79,,,,,,,,,,,,,,,,
731,1996,19.0,"0.296,299.27,","50.09,","37.99,",44.04,,,,,,,,,,,,,,,,
732,1996,20.0,"0.324,301.33,","52.05,","31.66,",41.86,,,,,,,,,,,,,,,,
733,1996,21.0,"0.337,302.15,","52.11,","33.53,",42.82,,,,,,,,,,,,,,,,
734,1996,22.0,"0.339,303.24,","49.89,","31.40,",40.65,,,,,,,,,,,,,,,,
735,1996,23.0,"0.335,304.97,","48.81,","22.29,",35.55,,,,,,,,,,,,,,,,
736,1996,24.0,"0.322,306.04,","44.31,","17.15,",30.73,,,,,,,,,,,,,,,,
737,1996,25.0,"0.305,306.80,","38.39,","14.53,",26.46,,,,,,,,,,,,,,,,
738,1996,26.0,"0.289,307.37,","33.18,","13.71,",23.44,,,,,,,,,,,,,,,,
739,1996,27.0,"0.271,307.36,","27.75,","17.08,",22.41,,,,,,,,,,,,,,,,
740,1996,28.0,"0.254,307.13,","24.31,","19.32,",21.82,,,,,,,,,,,,,,,,
741,1996,29.0,"0.239,306.79,","21.42,","20.42,",20.92,,,,,,,,,,,,,,,,
742,1996,30.0,"0.224,306.01,","19.99,","23.59,",21.79,,,,,,,,,,,,,,,,
743,1996,31.0,"0.214,304.84,","20.13,","28.99,",24.56,,,,,,,,,,,,,,,,
744,1996,32.0,"0.203,302.86,","19.83,","40.54,",30.18,,,,,,,,,,,,,,,,
745,1996,33.0,"0.201,300.88,","22.90,","53.57,",38.24,,,,,,,,,,,,,,,,
746,1996,34.0,"0.202,298.74,","27.42,","68.29,",47.85,,,,,,,,,,,,,,,,
747,1996,35.0,"0.203,296.27,","32.66,","82.98,",57.82,,,,,,,,,,,,,,,,
748,1996,36.0,"0.203,293.57,","37.50,","93.32,",65.41,,,,,,,,,,,,,,,,
749,1996,37.0,"0.210,291.53,","45.70,","96.02,",70.86,,,,,,,,,,,,,,,,
750,1996,38.0,"0.223,290.26,","56.98,","94.18,",75.58,,,,,,,,,,,,,,,,
751,1996,39.0,"0.236,289.44,","67.10,","86.90,",77.0,,,,,,,,,,,,,,,,
752,1996,40.0,"0.238,288.26,","71.34,","77.99,",74.66,,,,,,,,,,,,,,,,
753,1996,41.0,"0.237,287.02,","74.04,","64.03,",69.04,,,,,,,,,,,,,,,,
754,1996,42.0,"0.229,285.21,","73.85,","50.95,",62.4,,,,,,,,,,,,,,,,
755,1996,43.0,"0.217,283.20,","71.71,","41.93,",56.82,,,,,,,,,,,,,,,,
756,1996,44.0,"0.202,281.55,","69.28,","31.40,",50.34,,,,,,,,,,,,,,,,
757,1996,45.0,"0.176,278.39,","62.81,","35.51,",49.16,,,,,,,,,,,,,,,,
758,1996,46.0,"0.148,275.26,","55.60,","40.04,",47.82,,,,,,,,,,,,,,,,
759,1996,47.0,"0.123,272.38,","48.63,","43.89,",46.26,,,,,,,,,,,,,,,,
760,1996,48.0,"0.099,268.41,","41.65,","53.20,",47.42,,,,,,,,,,,,,,,,
761,1996,49.0,"0.077,264.95,","34.59,","57.04,",45.82,,,,,,,,,,,,,,,,
762,1996,50.0,"0.060,261.97,","27.34,","59.11,",43.22,,,,,,,,,,,,,,,,
763,1996,51.0,"0.049,259.72,","23.64,","60.10,",41.87,,,,,,,,,,,,,,,,
764,1996,52.0,"0.037,258.39,","16.28,","59.30,",37.79,,,,,,,,,,,,,,,,
765,1997,1.0,"0.025,257.21,","11.58,","62.51,",37.05,,,,,,,,,,,,,,,,
766,1997,2.0,"0.020,256.85,","11.33,","61.83,",36.58,,,,,,,,,,,,,,,,
767,1997,3.0,"0.017,257.49,","11.51,","56.44,",33.97,,,,,,,,,,,,,,,,
768,1997,4.0,"0.022,259.57,","15.52,","49.56,",32.54,,,,,,,,,,,,,,,,
769,1997,5.0,"0.036,262.65,","24.15,","42.56,",33.36,,,,,,,,,,,,,,,,
770,1997,6.0,"0.053,265.75,","32.71,","38.10,",35.41,,,,,,,,,,,,,,,,
771,1997,7.0,"0.078,270.55,","43.56,","30.49,",37.03,,,,,,,,,,,,,,,,
772,1997,8.0,"0.108,274.63,","55.54,","25.05,",40.29,,,,,,,,,,,,,,,,
773,1997,9.0,"0.132,277.26,","63.01,","24.72,",43.86,,,,,,,,,,,,,,,,
774,1997,10.0,"0.152,280.25,","66.23,","23.52,",44.87,,,,,,,,,,,,,,,,
775,1997,11.0,"0.171,283.24,","68.82,","19.05,",43.93,,,,,,,,,,,,,,,,
776,1997,12.0,"0.186,285.50,","68.73,","19.32,",44.02,,,,,,,,,,,,,,,,
777,1997,13.0,"0.201,287.35,","68.60,","21.52,",45.06,,,,,,,,,,,,,,,,
778,1997,14.0,"0.220,288.88,","68.58,","24.12,",46.35,,,,,,,,,,,,,,,,
779,1997,15.0,"0.246,290.57,","69.91,","27.76,",48.83,,,,,,,,,,,,,,,,
780,1997,16.0,"0.279,292.45,","72.11,","34.49,",53.3,,,,,,,,,,,,,,,,
781,1997,17.0,"0.322,294.53,","77.80,","42.07,",59.94,,,,,,,,,,,,,,,,
782,1997,18.0,"0.352,295.76,","79.93,","51.49,",65.71,,,,,,,,,,,,,,,,
783,1997,19.0,"0.373,297.03,","79.61,","57.57,",68.59,,,,,,,,,,,,,,,,
784,1997,20.0,"0.387,298.10,","78.27,","59.37,",68.82,,,,,,,,,,,,,,,,
785,1997,21.0,"0.391,298.07,","76.45,","66.51,",71.48,,,,,,,,,,,,,,,,
786,1997,22.0,"0.386,297.69,","72.74,","73.08,",72.91,,,,,,,,,,,,,,,,
787,1997,23.0,"0.381,297.67,","71.23,","74.70,",72.96,,,,,,,,,,,,,,,,
788,1997,24.0,"0.377,297.78,","71.32,","76.61,",73.96,,,,,,,,,,,,,,,,
789,1997,25.0,"0.372,297.72,","70.62,","80.65,",75.63,,,,,,,,,,,,,,,,
790,1997,26.0,"0.364,297.47,","68.60,","84.79,",76.7,,,,,,,,,,,,,,,,
791,1997,27.0,"0.352,296.83,","64.73,","90.39,",77.56,,,,,,,,,,,,,,,,
792,1997,28.0,"0.338,296.00,","60.81,","95.60,",78.21,,,,,,,,,,,,,,,,
793,1997,29.0,"0.331,295.84,","60.51,","97.51,",79.01,,,,,,,,,,,,,,,,
794,1997,30.0,"0.327,295.72,","62.85,","97.55,",80.2,,,,,,,,,,,,,,,,
795,1997,31.0,"0.321,295.47,","66.55,","97.18,",81.86,,,,,,,,,,,,,,,,
796,1997,32.0,"0.312,295.13,","70.25,","98.26,",84.25,,,,,,,,,,,,,,,,
797,1997,33.0,"0.310,294.94,","75.90,","99.17,",87.54,,,,,,,,,,,,,,,,
798,1997,34.0,"0.309,294.89,","81.83,","99.24,",90.53,,,,,,,,,,,,,,,,
799,1997,35.0,"0.307,294.51,","86.58,","98.04,",92.31,,,,,,,,,,,,,,,,
800,1997,36.0,"0.305,293.94,","89.76,","90.61,",90.19,,,,,,,,,,,,,,,,
801,1997,37.0,"0.297,293.29,","90.60,","80.81,",85.7,,,,,,,,,,,,,,,,
802,1997,38.0,"0.282,292.13,","87.35,","77.13,",82.24,,,,,,,,,,,,,,,,
803,1997,39.0,"0.257,290.31,","78.24,","78.70,",78.47,,,,,,,,,,,,,,,,
804,1997,40.0,"0.230,287.86,","67.70,","82.31,",75.0,,,,,,,,,,,,,,,,
805,1997,41.0,"0.207,285.65,","60.34,","78.34,",69.34,,,,,,,,,,,,,,,,
806,1997,42.0,"0.189,283.97,","56.80,","62.80,",59.8,,,,,,,,,,,,,,,,
807,1997,43.0,"0.170,281.45,","52.22,","55.62,",53.92,,,,,,,,,,,,,,,,
808,1997,44.0,"0.148,278.35,","47.14,","52.32,",49.73,,,,,,,,,,,,,,,,
809,1997,45.0,"0.120,274.65,","38.99,","57.24,",48.12,,,,,,,,,,,,,,,,
810,1997,46.0,"0.092,270.91,","30.50,","63.39,",46.95,,,,,,,,,,,,,,,,
811,1997,47.0,"0.076,268.45,","25.90,","64.14,",45.02,,,,,,,,,,,,,,,,
812,1997,48.0,"0.066,265.89,","24.41,","65.07,",44.74,,,,,,,,,,,,,,,,
813,1997,49.0,"0.064,264.69,","26.81,","57.79,",42.3,,,,,,,,,,,,,,,,
814,1997,50.0,"0.062,264.21,","28.81,","49.89,",39.35,,,,,,,,,,,,,,,,
815,1997,51.0,"0.059,264.02,","30.81,","44.54,",37.67,,,,,,,,,,,,,,,,
816,1997,52.0,"0.056,263.72,","30.59,","42.01,",36.3,,,,,,,,,,,,,,,,
817,1998,1.0,"0.054,263.66,","32.29,","41.90,",37.09,,,,,,,,,,,,,,,,
818,1998,2.0,"0.055,265.02,","35.52,","36.12,",35.82,,,,,,,,,,,,,,,,
819,1998,3.0,"0.057,267.05,","37.50,","28.80,",33.15,,,,,,,,,,,,,,,,
820,1998,4.0,"0.062,268.87,","39.59,","24.93,",32.26,,,,,,,,,,,,,,,,
821,1998,5.0,"0.065,270.46,","41.25,","22.31,",31.78,,,,,,,,,,,,,,,,
822,1998,6.0,"0.067,271.75,","40.79,","22.39,",31.59,,,,,,,,,,,,,,,,
823,1998,7.0,"0.068,273.14,","38.14,","23.89,",31.02,,,,,,,,,,,,,,,,
824,1998,8.0,"0.069,274.13,","36.35,","26.92,",31.63,,,,,,,,,,,,,,,,
825,1998,9.0,"0.071,274.60,","34.76,","32.55,",33.65,,,,,,,,,,,,,,,,
826,1998,10.0,"0.076,275.89,","31.73,","36.51,",34.12,,,,,,,,,,,,,,,,
827,1998,11.0,"0.084,277.86,","30.24,","36.59,",33.42,,,,,,,,,,,,,,,,
828,1998,12.0,"0.095,280.40,","29.45,","37.08,",33.26,,,,,,,,,,,,,,,,
829,1998,13.0,"0.110,284.05,","30.45,","33.92,",32.19,,,,,,,,,,,,,,,,
830,1998,14.0,"0.131,287.22,","33.20,","31.56,",32.38,,,,,,,,,,,,,,,,
831,1998,15.0,"0.160,290.28,","37.78,","30.35,",34.07,,,,,,,,,,,,,,,,
832,1998,16.0,"0.191,292.22,","40.62,","37.33,",38.97,,,,,,,,,,,,,,,,
833,1998,17.0,"0.226,293.86,","43.69,","48.22,",45.95,,,,,,,,,,,,,,,,
834,1998,18.0,"0.256,294.85,","45.44,","59.24,",52.34,,,,,,,,,,,,,,,,
835,1998,19.0,"0.283,295.57,","45.33,","69.99,",57.66,,,,,,,,,,,,,,,,
836,1998,20.0,"0.311,296.19,","46.99,","75.41,",61.2,,,,,,,,,,,,,,,,
837,1998,21.0,"0.341,296.74,","54.13,","76.91,",65.52,,,,,,,,,,,,,,,,
838,1998,22.0,"0.367,297.34,","63.85,","75.49,",69.67,,,,,,,,,,,,,,,,
839,1998,23.0,"0.389,298.09,","74.91,","71.57,",73.24,,,,,,,,,,,,,,,,
840,1998,24.0,"0.400,298.66,","82.08,","70.13,",76.1,,,,,,,,,,,,,,,,
841,1998,25.0,"0.406,298.99,","86.17,","71.42,",78.79,,,,,,,,,,,,,,,,
842,1998,26.0,"0.404,299.34,","86.86,","71.56,",79.21,,,,,,,,,,,,,,,,
