,Mean,data,for,UKR,Province=,19:,"Rivne,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.313,292.89,","19.98,","45.74,",32.86,,,,,,,,,,,,,,,,
562,1992,36.0,"0.286,290.41,","17.80,","59.93,",38.87,,,,,,,,,,,,,,,,
563,1992,37.0,"0.269,288.30,","19.10,","66.64,",42.87,,,,,,,,,,,,,,,,
564,1992,38.0,"0.253,286.26,","19.98,","74.97,",47.47,,,,,,,,,,,,,,,,
565,1992,39.0,"0.236,283.88,","20.27,","85.61,",52.94,,,,,,,,,,,,,,,,
566,1992,40.0,"0.217,281.26,","18.96,","93.58,",56.27,,,,,,,,,,,,,,,,
567,1992,41.0,"0.197,279.32,","18.87,","92.02,",55.45,,,,,,,,,,,,,,,,
568,1992,42.0,"0.164,276.65,","13.17,","91.88,",52.53,,,,,,,,,,,,,,,,
569,1992,43.0,"0.138,274.27,","10.59,","88.40,",49.49,,,,,,,,,,,,,,,,
570,1992,44.0,"0.119,272.93,","11.12,","73.14,",42.13,,,,,,,,,,,,,,,,
571,1992,45.0,"0.104,271.11,","13.08,","63.78,",38.43,,,,,,,,,,,,,,,,
572,1992,46.0,"0.091,268.92,","15.43,","60.21,",37.82,,,,,,,,,,,,,,,,
573,1992,47.0,"0.081,266.74,","18.82,","60.20,",39.51,,,,,,,,,,,,,,,,
574,1992,48.0,"0.072,265.05,","21.63,","60.70,",41.16,,,,,,,,,,,,,,,,
575,1992,49.0,"0.066,263.88,","21.05,","58.85,",39.95,,,,,,,,,,,,,,,,
576,1992,50.0,"0.062,263.27,","20.53,","53.69,",37.11,,,,,,,,,,,,,,,,
577,1992,51.0,"0.064,263.48,","24.87,","45.13,",35.0,,,,,,,,,,,,,,,,
578,1992,52.0,"0.066,263.89,","29.26,","38.17,",33.71,,,,,,,,,,,,,,,,
579,1993,1.0,"0.066,264.60,","34.00,","32.26,",33.13,,,,,,,,,,,,,,,,
580,1993,2.0,"0.069,265.90,","39.65,","25.41,",32.53,,,,,,,,,,,,,,,,
581,1993,3.0,"0.074,267.44,","44.75,","19.31,",32.03,,,,,,,,,,,,,,,,
582,1993,4.0,"0.081,268.33,","47.67,","19.74,",33.71,,,,,,,,,,,,,,,,
583,1993,5.0,"0.084,269.13,","43.88,","23.72,",33.8,,,,,,,,,,,,,,,,
584,1993,6.0,"0.082,268.85,","36.48,","32.51,",34.5,,,,,,,,,,,,,,,,
585,1993,7.0,"0.078,268.47,","29.66,","40.37,",35.01,,,,,,,,,,,,,,,,
586,1993,8.0,"0.074,268.91,","25.03,","46.73,",35.88,,,,,,,,,,,,,,,,
587,1993,9.0,"0.075,269.76,","23.62,","51.67,",37.65,,,,,,,,,,,,,,,,
588,1993,10.0,"0.078,271.16,","21.74,","55.10,",38.42,,,,,,,,,,,,,,,,
589,1993,11.0,"0.082,272.91,","18.89,","56.36,",37.63,,,,,,,,,,,,,,,,
590,1993,12.0,"0.096,275.09,","18.50,","61.00,",39.75,,,,,,,,,,,,,,,,
591,1993,13.0,"0.108,277.16,","15.99,","65.37,",40.68,,,,,,,,,,,,,,,,
592,1993,14.0,"0.127,279.09,","15.17,","71.52,",43.35,,,,,,,,,,,,,,,,
593,1993,15.0,"0.156,281.92,","17.50,","72.07,",44.78,,,,,,,,,,,,,,,,
594,1993,16.0,"0.198,285.55,","26.00,","60.85,",43.42,,,,,,,,,,,,,,,,
595,1993,17.0,"0.241,288.86,","34.21,","45.44,",39.83,,,,,,,,,,,,,,,,
596,1993,18.0,"0.274,290.92,","36.80,","38.03,",37.41,,,,,,,,,,,,,,,,
597,1993,19.0,"0.305,291.94,","38.35,","40.42,",39.38,,,,,,,,,,,,,,,,
598,1993,20.0,"0.333,292.52,","39.63,","45.68,",42.65,,,,,,,,,,,,,,,,
599,1993,21.0,"0.356,292.79,","39.93,","50.37,",45.15,,,,,,,,,,,,,,,,
600,1993,22.0,"0.373,292.55,","40.11,","56.31,",48.21,,,,,,,,,,,,,,,,
601,1993,23.0,"0.380,292.16,","37.61,","61.82,",49.72,,,,,,,,,,,,,,,,
602,1993,24.0,"0.381,291.80,","33.38,","66.89,",50.13,,,,,,,,,,,,,,,,
603,1993,25.0,"0.383,291.60,","32.24,","71.21,",51.73,,,,,,,,,,,,,,,,
604,1993,26.0,"0.379,291.33,","29.94,","75.58,",52.76,,,,,,,,,,,,,,,,
605,1993,27.0,"0.380,291.39,","30.74,","76.94,",53.84,,,,,,,,,,,,,,,,
606,1993,28.0,"0.377,291.37,","30.43,","80.80,",55.62,,,,,,,,,,,,,,,,
607,1993,29.0,"0.380,291.56,","34.15,","83.33,",58.74,,,,,,,,,,,,,,,,
608,1993,30.0,"0.378,291.67,","36.99,","85.23,",61.11,,,,,,,,,,,,,,,,
609,1993,31.0,"0.377,291.51,","38.94,","86.16,",62.55,,,,,,,,,,,,,,,,
610,1993,32.0,"0.372,291.06,","37.74,","89.31,",63.52,,,,,,,,,,,,,,,,
611,1993,33.0,"0.360,290.34,","33.94,","92.68,",63.31,,,,,,,,,,,,,,,,
612,1993,34.0,"0.341,289.56,","29.08,","93.95,",61.52,,,,,,,,,,,,,,,,
613,1993,35.0,"0.321,288.52,","27.19,","93.19,",60.19,,,,,,,,,,,,,,,,
614,1993,36.0,"0.304,287.01,","28.34,","90.76,",59.55,,,,,,,,,,,,,,,,
615,1993,37.0,"0.293,286.05,","31.62,","85.55,",58.59,,,,,,,,,,,,,,,,
616,1993,38.0,"0.282,285.27,","34.31,","82.50,",58.41,,,,,,,,,,,,,,,,
617,1993,39.0,"0.265,284.24,","34.41,","79.60,",57.0,,,,,,,,,,,,,,,,
618,1993,40.0,"0.243,282.83,","31.68,","75.02,",53.35,,,,,,,,,,,,,,,,
619,1993,41.0,"0.218,281.02,","29.18,","72.47,",50.82,,,,,,,,,,,,,,,,
620,1993,42.0,"0.199,279.19,","31.31,","68.28,",49.8,,,,,,,,,,,,,,,,
621,1993,43.0,"0.184,277.10,","34.64,","66.54,",50.59,,,,,,,,,,,,,,,,
622,1993,44.0,"0.178,274.86,","42.45,","59.56,",51.01,,,,,,,,,,,,,,,,
623,1993,45.0,"0.171,272.78,","49.25,","53.07,",51.16,,,,,,,,,,,,,,,,
624,1993,46.0,"0.165,271.03,","54.96,","48.12,",51.54,,,,,,,,,,,,,,,,
625,1993,47.0,"0.161,270.21,","60.41,","41.61,",51.01,,,,,,,,,,,,,,,,
626,1993,48.0,"0.156,269.95,","63.37,","35.53,",49.45,,,,,,,,,,,,,,,,
627,1993,49.0,"0.153,269.25,","64.88,","32.32,",48.6,,,,,,,,,,,,,,,,
628,1993,50.0,"0.153,268.85,","66.92,","26.17,",46.55,,,,,,,,,,,,,,,,
629,1993,51.0,"0.153,268.77,","69.42,","18.49,",43.95,,,,,,,,,,,,,,,,
630,1993,52.0,"0.150,268.37,","71.33,","15.79,",43.56,,,,,,,,,,,,,,,,
631,1994,1.0,"0.137,267.73,","71.32,","16.37,",43.84,,,,,,,,,,,,,,,,
632,1994,2.0,"0.064,266.31,","38.59,","22.69,",30.64,,,,,,,,,,,,,,,,
633,1994,3.0,"0.072,264.68,","45.64,","32.31,",38.98,,,,,,,,,,,,,,,,
634,1994,4.0,"0.078,264.07,","47.47,","39.66,",43.57,,,,,,,,,,,,,,,,
635,1994,5.0,"0.084,263.41,","44.40,","49.65,",47.02,,,,,,,,,,,,,,,,
636,1994,6.0,"0.089,263.62,","40.72,","55.45,",48.09,,,,,,,,,,,,,,,,
637,1994,7.0,"0.095,264.61,","39.66,","57.68,",48.67,,,,,,,,,,,,,,,,
638,1994,8.0,"0.102,266.80,","40.77,","56.30,",48.54,,,,,,,,,,,,,,,,
639,1994,9.0,"0.116,270.31,","45.00,","48.27,",46.64,,,,,,,,,,,,,,,,
640,1994,10.0,"0.126,273.28,","46.14,","43.81,",44.98,,,,,,,,,,,,,,,,
641,1994,11.0,"0.135,275.63,","45.00,","41.31,",43.16,,,,,,,,,,,,,,,,
642,1994,12.0,"0.147,278.07,","43.14,","44.00,",43.57,,,,,,,,,,,,,,,,
643,1994,13.0,"0.157,280.45,","39.62,","45.12,",42.37,,,,,,,,,,,,,,,,
644,1994,14.0,"0.170,282.41,","35.77,","48.26,",42.01,,,,,,,,,,,,,,,,
645,1994,15.0,"0.190,283.80,","34.35,","57.43,",45.89,,,,,,,,,,,,,,,,
646,1994,16.0,"0.223,285.50,","38.38,","61.95,",50.17,,,,,,,,,,,,,,,,
647,1994,17.0,"0.257,287.02,","41.97,","66.23,",54.1,,,,,,,,,,,,,,,,
648,1994,18.0,"0.288,287.79,","43.75,","73.21,",58.48,,,,,,,,,,,,,,,,
649,1994,19.0,"0.318,288.47,","44.86,","78.83,",61.85,,,,,,,,,,,,,,,,
650,1994,20.0,"0.349,289.19,","47.49,","81.87,",64.68,,,,,,,,,,,,,,,,
651,1994,21.0,"0.374,289.90,","48.92,","81.14,",65.03,,,,,,,,,,,,,,,,
652,1994,22.0,"0.401,290.78,","54.40,","74.31,",64.35,,,,,,,,,,,,,,,,
653,1994,23.0,"0.425,291.65,","60.96,","67.13,",64.04,,,,,,,,,,,,,,,,
654,1994,24.0,"0.444,292.71,","66.63,","57.28,",61.96,,,,,,,,,,,,,,,,
655,1994,25.0,"0.457,294.15,","71.04,","42.83,",56.94,,,,,,,,,,,,,,,,
656,1994,26.0,"0.457,295.59,","71.38,","28.27,",49.82,,,,,,,,,,,,,,,,
657,1994,27.0,"0.449,296.42,","67.83,","21.46,",44.64,,,,,,,,,,,,,,,,
658,1994,28.0,"0.434,297.31,","61.70,","14.46,",38.08,,,,,,,,,,,,,,,,
659,1994,29.0,"0.415,298.12,","53.99,","9.80,",31.89,,,,,,,,,,,,,,,,
660,1994,30.0,"0.393,298.16,","44.82,","12.71,",28.76,,,,,,,,,,,,,,,,
661,1994,31.0,"0.372,297.58,","34.91,","17.79,",26.35,,,,,,,,,,,,,,,,
662,1994,32.0,"0.353,296.62,","25.90,","25.83,",25.87,,,,,,,,,,,,,,,,
663,1994,33.0,"0.338,295.58,","21.34,","34.35,",27.84,,,,,,,,,,,,,,,,
664,1994,34.0,"0.331,294.97,","22.52,","35.11,",28.81,,,,,,,,,,,,,,,,
665,1994,35.0,"0.329,294.72,","29.54,","29.06,",29.3,,,,,,,,,,,,,,,,
666,1994,36.0,"0.340,295.20,","45.05,","16.04,",30.54,,,,,,,,,,,,,,,,
667,1995,7.0,"0.152,274.35,","72.94,","13.25,",43.1,,,,,,,,,,,,,,,,
668,1995,8.0,"0.157,276.15,","70.43,","11.65,",41.04,,,,,,,,,,,,,,,,
669,1995,9.0,"0.159,277.35,","67.65,","13.18,",40.42,,,,,,,,,,,,,,,,
670,1995,10.0,"0.160,278.19,","63.52,","18.42,",40.97,,,,,,,,,,,,,,,,
671,1995,11.0,"0.161,278.72,","57.49,","23.83,",40.66,,,,,,,,,,,,,,,,
672,1995,12.0,"0.162,278.97,","50.62,","38.58,",44.6,,,,,,,,,,,,,,,,
673,1995,13.0,"0.173,280.19,","47.26,","46.51,",46.88,,,,,,,,,,,,,,,,
674,1995,14.0,"0.194,282.38,","47.59,","47.94,",47.76,,,,,,,,,,,,,,,,
675,1995,15.0,"0.213,284.40,","46.04,","50.94,",48.49,,,,,,,,,,,,,,,,
676,1995,16.0,"0.239,286.54,","46.52,","50.13,",48.32,,,,,,,,,,,,,,,,
677,1995,17.0,"0.263,287.79,","45.09,","57.50,",51.29,,,,,,,,,,,,,,,,
678,1995,18.0,"0.290,289.33,","44.55,","56.58,",50.57,,,,,,,,,,,,,,,,
679,1995,19.0,"0.325,290.93,","47.74,","52.52,",50.13,,,,,,,,,,,,,,,,
680,1995,20.0,"0.363,292.43,","53.59,","46.79,",50.19,,,,,,,,,,,,,,,,
681,1995,21.0,"0.391,293.96,","56.85,","37.05,",46.95,,,,,,,,,,,,,,,,
682,1995,22.0,"0.413,295.20,","59.78,","27.94,",43.86,,,,,,,,,,,,,,,,
683,1995,23.0,"0.428,295.66,","61.69,","25.06,",43.38,,,,,,,,,,,,,,,,
684,1995,24.0,"0.443,295.84,","64.42,","22.73,",43.58,,,,,,,,,,,,,,,,
685,1995,25.0,"0.450,295.96,","66.29,","22.29,",44.29,,,,,,,,,,,,,,,,
686,1995,26.0,"0.456,296.44,","69.44,","17.90,",43.67,,,,,,,,,,,,,,,,
687,1995,27.0,"0.456,297.05,","70.49,","12.64,",41.57,,,,,,,,,,,,,,,,
688,1995,28.0,"0.450,297.04,","69.52,","13.69,",41.6,,,,,,,,,,,,,,,,
689,1995,29.0,"0.441,297.16,","67.60,","14.53,",41.06,,,,,,,,,,,,,,,,
690,1995,30.0,"0.432,297.58,","65.89,","13.42,",39.66,,,,,,,,,,,,,,,,
691,1995,31.0,"0.416,297.13,","59.34,","18.73,",39.04,,,,,,,,,,,,,,,,
692,1995,32.0,"0.402,296.68,","53.15,","21.97,",37.56,,,,,,,,,,,,,,,,
693,1995,33.0,"0.387,296.16,","47.90,","23.79,",35.84,,,,,,,,,,,,,,,,
694,1995,34.0,"0.370,295.26,","43.03,","26.77,",34.9,,,,,,,,,,,,,,,,
695,1995,35.0,"0.352,293.98,","40.88,","31.10,",35.99,,,,,,,,,,,,,,,,
696,1995,36.0,"0.343,292.26,","45.84,","36.77,",41.31,,,,,,,,,,,,,,,,
697,1995,37.0,"0.332,290.80,","49.63,","36.53,",43.08,,,,,,,,,,,,,,,,
698,1995,38.0,"0.327,289.58,","55.47,","34.40,",44.93,,,,,,,,,,,,,,,,
699,1995,39.0,"0.321,288.54,","60.79,","27.58,",44.19,,,,,,,,,,,,,,,,
700,1995,40.0,"0.312,287.53,","64.14,","18.96,",41.55,,,,,,,,,,,,,,,,
701,1995,41.0,"0.292,285.64,","65.78,","17.46,",41.62,,,,,,,,,,,,,,,,
702,1995,42.0,"0.268,283.31,","65.86,","26.57,",46.21,,,,,,,,,,,,,,,,
703,1995,43.0,"0.236,280.39,","61.43,","38.47,",49.95,,,,,,,,,,,,,,,,
704,1995,44.0,"0.195,276.59,","52.13,","44.93,",48.53,,,,,,,,,,,,,,,,
705,1995,45.0,"0.166,273.79,","48.17,","45.10,",46.64,,,,,,,,,,,,,,,,
706,1995,46.0,"0.144,271.58,","46.37,","44.20,",45.28,,,,,,,,,,,,,,,,
707,1995,47.0,"0.128,269.70,","47.91,","43.71,",45.81,,,,,,,,,,,,,,,,
708,1995,48.0,"0.114,268.13,","47.57,","44.34,",45.96,,,,,,,,,,,,,,,,
709,1995,49.0,"0.103,266.33,","44.76,","46.06,",45.41,,,,,,,,,,,,,,,,
710,1995,50.0,"0.086,264.29,","36.07,","47.68,",41.87,,,,,,,,,,,,,,,,
711,1995,51.0,"0.071,262.15,","27.03,","50.53,",38.78,,,,,,,,,,,,,,,,
712,1995,52.0,"0.060,260.41,","21.11,","53.75,",37.43,,,,,,,,,,,,,,,,
713,1996,1.0,"0.054,259.00,","20.03,","58.19,",39.11,,,,,,,,,,,,,,,,
714,1996,2.0,"0.050,258.49,","18.31,","60.66,",39.49,,,,,,,,,,,,,,,,
715,1996,3.0,"0.047,258.82,","15.91,","61.09,",38.5,,,,,,,,,,,,,,,,
716,1996,4.0,"0.042,258.48,","12.68,","66.87,",39.77,,,,,,,,,,,,,,,,
717,1996,5.0,"0.039,258.75,","9.62,","71.38,",40.5,,,,,,,,,,,,,,,,
718,1996,6.0,"0.038,259.29,","7.42,","74.63,",41.02,,,,,,,,,,,,,,,,
719,1996,7.0,"0.038,260.24,","5.77,","76.57,",41.17,,,,,,,,,,,,,,,,
720,1996,8.0,"0.038,261.73,","5.09,","78.59,",41.84,,,,,,,,,,,,,,,,
721,1996,9.0,"0.039,263.79,","4.76,","78.50,",41.63,,,,,,,,,,,,,,,,
722,1996,10.0,"0.044,266.06,","4.56,","78.41,",41.49,,,,,,,,,,,,,,,,
723,1996,11.0,"0.052,268.42,","4.33,","78.00,",41.17,,,,,,,,,,,,,,,,
724,1996,12.0,"0.067,271.29,","4.95,","79.95,",42.45,,,,,,,,,,,,,,,,
725,1996,13.0,"0.090,274.81,","7.11,","78.18,",42.64,,,,,,,,,,,,,,,,
726,1996,14.0,"0.120,278.07,","11.44,","79.74,",45.59,,,,,,,,,,,,,,,,
727,1996,15.0,"0.154,281.71,","16.90,","75.58,",46.24,,,,,,,,,,,,,,,,
728,1996,16.0,"0.195,285.74,","24.84,","58.25,",41.54,,,,,,,,,,,,,,,,
729,1996,17.0,"0.231,288.43,","29.76,","49.78,",39.77,,,,,,,,,,,,,,,,
730,1996,18.0,"0.267,290.56,","33.91,","41.82,",37.87,,,,,,,,,,,,,,,,
731,1996,19.0,"0.306,291.82,","38.78,","41.54,",40.16,,,,,,,,,,,,,,,,
732,1996,20.0,"0.345,293.34,","44.93,","36.05,",40.49,,,,,,,,,,,,,,,,
733,1996,21.0,"0.379,294.80,","50.51,","27.57,",39.04,,,,,,,,,,,,,,,,
734,1996,22.0,"0.393,295.13,","49.04,","28.82,",38.93,,,,,,,,,,,,,,,,
735,1996,23.0,"0.393,294.81,","42.84,","34.06,",38.45,,,,,,,,,,,,,,,,
736,1996,24.0,"0.387,294.30,","34.52,","39.78,",37.15,,,,,,,,,,,,,,,,
737,1996,25.0,"0.373,293.34,","25.84,","52.13,",38.98,,,,,,,,,,,,,,,,
738,1996,26.0,"0.367,292.72,","21.90,","60.79,",41.35,,,,,,,,,,,,,,,,
739,1996,27.0,"0.361,292.27,","18.81,","68.25,",43.53,,,,,,,,,,,,,,,,
740,1996,28.0,"0.360,292.23,","18.88,","72.57,",45.73,,,,,,,,,,,,,,,,
741,1996,29.0,"0.361,292.49,","21.75,","74.28,",48.02,,,,,,,,,,,,,,,,
742,1996,30.0,"0.351,292.10,","20.43,","82.45,",51.44,,,,,,,,,,,,,,,,
743,1996,31.0,"0.348,291.84,","20.49,","84.52,",52.5,,,,,,,,,,,,,,,,
744,1996,32.0,"0.350,291.91,","22.53,","82.57,",52.55,,,,,,,,,,,,,,,,
745,1996,33.0,"0.352,292.00,","27.16,","78.43,",52.8,,,,,,,,,,,,,,,,
746,1996,34.0,"0.353,291.78,","32.97,","74.10,",53.53,,,,,,,,,,,,,,,,
747,1996,35.0,"0.344,290.72,","36.17,","75.04,",55.6,,,,,,,,,,,,,,,,
748,1996,36.0,"0.325,288.77,","36.80,","79.13,",57.97,,,,,,,,,,,,,,,,
749,1996,37.0,"0.308,286.89,","38.15,","80.78,",59.47,,,,,,,,,,,,,,,,
750,1996,38.0,"0.297,285.92,","41.25,","76.65,",58.95,,,,,,,,,,,,,,,,
751,1996,39.0,"0.289,285.32,","45.26,","66.79,",56.02,,,,,,,,,,,,,,,,
752,1996,40.0,"0.277,284.95,","47.31,","50.10,",48.71,,,,,,,,,,,,,,,,
753,1996,41.0,"0.259,283.69,","49.23,","41.35,",45.29,,,,,,,,,,,,,,,,
754,1996,42.0,"0.230,282.12,","46.95,","39.18,",43.07,,,,,,,,,,,,,,,,
755,1996,43.0,"0.198,279.95,","41.70,","43.04,",42.37,,,,,,,,,,,,,,,,
756,1996,44.0,"0.171,277.54,","39.01,","40.00,",39.51,,,,,,,,,,,,,,,,
757,1996,45.0,"0.149,275.55,","38.67,","35.33,",37.0,,,,,,,,,,,,,,,,
758,1996,46.0,"0.128,272.61,","37.04,","39.73,",38.39,,,,,,,,,,,,,,,,
759,1996,47.0,"0.105,269.20,","34.10,","48.12,",41.11,,,,,,,,,,,,,,,,
760,1996,48.0,"0.085,265.57,","29.06,","59.17,",44.12,,,,,,,,,,,,,,,,
761,1996,49.0,"0.072,263.08,","24.81,","63.86,",44.33,,,,,,,,,,,,,,,,
762,1996,50.0,"0.069,261.76,","24.50,","62.25,",43.37,,,,,,,,,,,,,,,,
763,1996,51.0,"0.074,262.13,","30.72,","52.92,",41.82,,,,,,,,,,,,,,,,
764,1996,52.0,"0.079,262.95,","37.89,","43.86,",40.87,,,,,,,,,,,,,,,,
765,1997,1.0,"0.086,264.09,","51.19,","35.49,",43.34,,,,,,,,,,,,,,,,
766,1997,2.0,"0.090,264.92,","58.92,","30.82,",44.87,,,,,,,,,,,,,,,,
767,1997,3.0,"0.095,266.30,","63.70,","25.08,",44.39,,,,,,,,,,,,,,,,
768,1997,4.0,"0.103,268.16,","66.69,","20.43,",43.56,,,,,,,,,,,,,,,,
769,1997,5.0,"0.119,269.99,","68.92,","19.44,",44.18,,,,,,,,,,,,,,,,
770,1997,6.0,"0.139,271.99,","72.30,","17.93,",45.12,,,,,,,,,,,,,,,,
771,1997,7.0,"0.153,273.96,","73.42,","14.58,",44.0,,,,,,,,,,,,,,,,
772,1997,8.0,"0.167,276.00,","75.43,","11.96,",43.7,,,,,,,,,,,,,,,,
773,1997,9.0,"0.176,277.42,","76.32,","12.76,",44.54,,,,,,,,,,,,,,,,
774,1997,10.0,"0.190,278.97,","78.51,","14.53,",46.52,,,,,,,,,,,,,,,,
775,1997,11.0,"0.200,280.45,","76.54,","14.31,",45.42,,,,,,,,,,,,,,,,
776,1997,12.0,"0.203,281.72,","69.74,","22.52,",46.13,,,,,,,,,,,,,,,,
777,1997,13.0,"0.211,282.90,","65.34,","29.36,",47.35,,,,,,,,,,,,,,,,
778,1997,14.0,"0.215,283.50,","58.05,","39.55,",48.8,,,,,,,,,,,,,,,,
779,1997,15.0,"0.222,284.70,","50.74,","48.86,",49.8,,,,,,,,,,,,,,,,
780,1997,16.0,"0.238,286.36,","46.14,","53.46,",49.8,,,,,,,,,,,,,,,,
781,1997,17.0,"0.258,288.02,","42.67,","56.01,",49.34,,,,,,,,,,,,,,,,
782,1997,18.0,"0.280,289.33,","39.93,","57.29,",48.61,,,,,,,,,,,,,,,,
783,1997,19.0,"0.309,290.44,","40.02,","58.87,",49.44,,,,,,,,,,,,,,,,
784,1997,20.0,"0.336,291.35,","40.77,","59.85,",50.31,,,,,,,,,,,,,,,,
785,1997,21.0,"0.363,291.64,","42.67,","63.50,",53.08,,,,,,,,,,,,,,,,
786,1997,22.0,"0.384,291.43,","45.05,","67.90,",56.48,,,,,,,,,,,,,,,,
787,1997,23.0,"0.406,292.15,","50.14,","61.90,",56.02,,,,,,,,,,,,,,,,
788,1997,24.0,"0.425,293.23,","55.21,","51.38,",53.29,,,,,,,,,,,,,,,,
789,1997,25.0,"0.434,293.77,","58.50,","47.15,",52.83,,,,,,,,,,,,,,,,
790,1997,26.0,"0.443,294.13,","62.96,","44.63,",53.79,,,,,,,,,,,,,,,,
791,1997,27.0,"0.439,293.76,","61.91,","51.00,",56.46,,,,,,,,,,,,,,,,
792,1997,28.0,"0.430,293.31,","58.66,","59.55,",59.11,,,,,,,,,,,,,,,,
793,1997,29.0,"0.429,293.42,","61.33,","62.52,",61.93,,,,,,,,,,,,,,,,
794,1997,30.0,"0.431,293.55,","66.23,","64.58,",65.4,,,,,,,,,,,,,,,,
795,1997,31.0,"0.431,293.64,","69.13,","62.67,",65.9,,,,,,,,,,,,,,,,
796,1997,32.0,"0.433,293.61,","71.80,","61.43,",66.61,,,,,,,,,,,,,,,,
797,1997,33.0,"0.430,293.20,","74.08,","63.02,",68.55,,,,,,,,,,,,,,,,
798,1997,34.0,"0.427,292.63,","77.45,","62.85,",70.15,,,,,,,,,,,,,,,,
799,1997,35.0,"0.423,291.83,","80.39,","60.34,",70.36,,,,,,,,,,,,,,,,
800,1997,36.0,"0.413,290.78,","82.06,","55.14,",68.6,,,,,,,,,,,,,,,,
801,1997,37.0,"0.396,289.31,","81.07,","54.30,",67.69,,,,,,,,,,,,,,,,
802,1997,38.0,"0.377,287.55,","79.39,","59.39,",69.39,,,,,,,,,,,,,,,,
803,1997,39.0,"0.351,285.76,","75.02,","62.83,",68.92,,,,,,,,,,,,,,,,
804,1997,40.0,"0.313,283.42,","65.19,","68.71,",66.95,,,,,,,,,,,,,,,,
805,1997,41.0,"0.274,280.90,","56.75,","74.20,",65.48,,,,,,,,,,,,,,,,
806,1997,42.0,"0.241,278.78,","52.11,","71.88,",62.0,,,,,,,,,,,,,,,,
807,1997,43.0,"0.212,276.23,","49.00,","73.45,",61.23,,,,,,,,,,,,,,,,
808,1997,44.0,"0.182,273.72,","45.21,","68.28,",56.75,,,,,,,,,,,,,,,,
809,1997,45.0,"0.150,270.50,","39.14,","68.57,",53.86,,,,,,,,,,,,,,,,
810,1997,46.0,"0.119,267.16,","32.14,","70.75,",51.44,,,,,,,,,,,,,,,,
811,1997,47.0,"0.091,264.44,","25.22,","72.50,",48.86,,,,,,,,,,,,,,,,
812,1997,48.0,"0.078,261.93,","24.78,","76.47,",50.62,,,,,,,,,,,,,,,,
813,1997,49.0,"0.070,259.68,","23.82,","79.40,",51.61,,,,,,,,,,,,,,,,
814,1997,50.0,"0.064,258.22,","21.03,","78.68,",49.86,,,,,,,,,,,,,,,,
815,1997,51.0,"0.066,258.33,","25.83,","71.20,",48.52,,,,,,,,,,,,,,,,
816,1997,52.0,"0.073,260.02,","35.09,","57.41,",46.25,,,,,,,,,,,,,,,,
817,1998,1.0,"0.082,262.29,","49.74,","43.35,",46.54,,,,,,,,,,,,,,,,
818,1998,2.0,"0.095,265.12,","66.14,","28.87,",47.51,,,,,,,,,,,,,,,,
819,1998,3.0,"0.107,267.22,","76.76,","19.89,",48.33,,,,,,,,,,,,,,,,
820,1998,4.0,"0.118,268.63,","79.89,","17.88,",48.89,,,,,,,,,,,,,,,,
821,1998,5.0,"0.128,269.73,","76.12,","20.84,",48.48,,,,,,,,,,,,,,,,
822,1998,6.0,"0.137,270.53,","71.39,","25.09,",48.24,,,,,,,,,,,,,,,,
823,1998,7.0,"0.142,271.26,","66.74,","27.81,",47.28,,,,,,,,,,,,,,,,
824,1998,8.0,"0.143,272.08,","62.79,","31.76,",47.28,,,,,,,,,,,,,,,,
825,1998,9.0,"0.147,272.77,","60.75,","36.93,",48.84,,,,,,,,,,,,,,,,
826,1998,10.0,"0.152,273.39,","59.18,","43.83,",51.51,,,,,,,,,,,,,,,,
827,1998,11.0,"0.154,274.14,","53.60,","49.71,",51.66,,,,,,,,,,,,,,,,
828,1998,12.0,"0.157,275.67,","47.76,","57.69,",52.72,,,,,,,,,,,,,,,,
829,1998,13.0,"0.170,277.95,","45.33,","60.76,",53.05,,,,,,,,,,,,,,,,
830,1998,14.0,"0.192,280.62,","46.60,","61.58,",54.09,,,,,,,,,,,,,,,,
831,1998,15.0,"0.224,283.26,","51.60,","61.80,",56.7,,,,,,,,,,,,,,,,
832,1998,16.0,"0.256,285.43,","55.34,","61.73,",58.53,,,,,,,,,,,,,,,,
833,1998,17.0,"0.288,287.22,","57.25,","63.44,",60.35,,,,,,,,,,,,,,,,
834,1998,18.0,"0.314,288.35,","55.90,","67.26,",61.58,,,,,,,,,,,,,,,,
835,1998,19.0,"0.344,289.75,","56.86,","65.68,",61.27,,,,,,,,,,,,,,,,
836,1998,20.0,"0.368,290.74,","56.16,","66.27,",61.22,,,,,,,,,,,,,,,,
837,1998,21.0,"0.381,291.02,","51.74,","70.64,",61.19,,,,,,,,,,,,,,,,
838,1998,22.0,"0.392,291.33,","49.46,","69.39,",59.43,,,,,,,,,,,,,,,,
839,1998,23.0,"0.403,291.86,","49.38,","65.20,",57.29,,,,,,,,,,,,,,,,
840,1998,24.0,"0.402,291.91,","44.26,","66.03,",55.15,,,,,,,,,,,,,,,,
841,1998,25.0,"0.400,291.64,","41.01,","71.26,",56.14,,,,,,,,,,,,,,,,
842,1998,26.0,"0.395,291.30,","38.51,","76.68,",57.59,,,,,,,,,,,,,,,,
