,Mean,data,for,UKR,Province=,27:,"Zhytomyr,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.327,294.30,","21.40,","24.02,",22.71,,,,,,,,,,,,,,,,
562,1992,36.0,"0.297,291.73,","17.74,","42.00,",29.87,,,,,,,,,,,,,,,,
563,1992,37.0,"0.273,289.23,","16.48,","56.82,",36.65,,,,,,,,,,,,,,,,
564,1992,38.0,"0.251,287.05,","15.54,","68.84,",42.19,,,,,,,,,,,,,,,,
565,1992,39.0,"0.232,284.35,","15.58,","83.91,",49.74,,,,,,,,,,,,,,,,
566,1992,40.0,"0.214,281.38,","13.86,","95.54,",54.7,,,,,,,,,,,,,,,,
567,1992,41.0,"0.193,278.92,","10.70,","97.24,",53.97,,,,,,,,,,,,,,,,
568,1992,42.0,"0.163,276.37,","5.34,","97.56,",51.45,,,,,,,,,,,,,,,,
569,1992,43.0,"0.133,273.95,","2.59,","95.69,",49.14,,,,,,,,,,,,,,,,
570,1992,44.0,"0.109,272.04,","2.11,","85.09,",43.6,,,,,,,,,,,,,,,,
571,1992,45.0,"0.093,270.01,","3.27,","72.95,",38.11,,,,,,,,,,,,,,,,
572,1992,46.0,"0.080,267.83,","5.58,","64.49,",35.03,,,,,,,,,,,,,,,,
573,1992,47.0,"0.071,265.76,","10.47,","61.13,",35.8,,,,,,,,,,,,,,,,
574,1992,48.0,"0.066,264.47,","17.30,","57.38,",37.34,,,,,,,,,,,,,,,,
575,1992,49.0,"0.059,263.27,","16.91,","54.76,",35.83,,,,,,,,,,,,,,,,
576,1992,50.0,"0.056,262.74,","17.46,","49.53,",33.5,,,,,,,,,,,,,,,,
577,1992,51.0,"0.059,263.12,","23.94,","40.94,",32.44,,,,,,,,,,,,,,,,
578,1992,52.0,"0.061,263.38,","29.70,","35.54,",32.62,,,,,,,,,,,,,,,,
579,1993,1.0,"0.063,263.64,","36.36,","32.78,",34.57,,,,,,,,,,,,,,,,
580,1993,2.0,"0.067,264.58,","40.53,","30.61,",35.57,,,,,,,,,,,,,,,,
581,1993,3.0,"0.073,266.08,","47.15,","25.53,",36.34,,,,,,,,,,,,,,,,
582,1993,4.0,"0.079,267.01,","52.10,","24.19,",38.14,,,,,,,,,,,,,,,,
583,1993,5.0,"0.083,267.60,","50.19,","27.04,",38.62,,,,,,,,,,,,,,,,
584,1993,6.0,"0.082,266.92,","43.45,","37.07,",40.26,,,,,,,,,,,,,,,,
585,1993,7.0,"0.077,266.38,","35.87,","45.06,",40.47,,,,,,,,,,,,,,,,
586,1993,8.0,"0.072,266.58,","29.58,","50.74,",40.16,,,,,,,,,,,,,,,,
587,1993,9.0,"0.070,267.21,","26.64,","54.94,",40.79,,,,,,,,,,,,,,,,
588,1993,10.0,"0.070,268.15,","22.31,","59.38,",40.85,,,,,,,,,,,,,,,,
589,1993,11.0,"0.071,269.41,","17.37,","62.83,",40.1,,,,,,,,,,,,,,,,
590,1993,12.0,"0.082,271.26,","15.41,","68.90,",42.16,,,,,,,,,,,,,,,,
591,1993,13.0,"0.093,273.14,","11.67,","75.87,",43.77,,,,,,,,,,,,,,,,
592,1993,14.0,"0.111,275.06,","9.48,","84.51,",46.99,,,,,,,,,,,,,,,,
593,1993,15.0,"0.142,278.38,","11.71,","86.51,",49.11,,,,,,,,,,,,,,,,
594,1993,16.0,"0.188,282.99,","22.14,","77.14,",49.64,,,,,,,,,,,,,,,,
595,1993,17.0,"0.235,287.01,","31.11,","61.87,",46.49,,,,,,,,,,,,,,,,
596,1993,18.0,"0.279,289.65,","36.14,","52.21,",44.17,,,,,,,,,,,,,,,,
597,1993,19.0,"0.321,290.74,","40.26,","54.55,",47.41,,,,,,,,,,,,,,,,
598,1993,20.0,"0.357,291.52,","42.68,","58.15,",50.41,,,,,,,,,,,,,,,,
599,1993,21.0,"0.387,292.32,","45.88,","57.15,",51.52,,,,,,,,,,,,,,,,
600,1993,22.0,"0.406,292.55,","47.35,","57.97,",52.66,,,,,,,,,,,,,,,,
601,1993,23.0,"0.414,292.52,","45.32,","60.42,",52.87,,,,,,,,,,,,,,,,
602,1993,24.0,"0.413,292.23,","39.97,","65.54,",52.76,,,,,,,,,,,,,,,,
603,1993,25.0,"0.411,291.97,","36.02,","71.57,",53.79,,,,,,,,,,,,,,,,
604,1993,26.0,"0.407,291.79,","32.76,","74.97,",53.86,,,,,,,,,,,,,,,,
605,1993,27.0,"0.407,291.72,","32.37,","78.55,",55.46,,,,,,,,,,,,,,,,
606,1993,28.0,"0.410,291.83,","35.97,","82.10,",59.03,,,,,,,,,,,,,,,,
607,1993,29.0,"0.417,292.22,","44.46,","82.08,",63.27,,,,,,,,,,,,,,,,
608,1993,30.0,"0.422,292.54,","51.46,","81.13,",66.29,,,,,,,,,,,,,,,,
609,1993,31.0,"0.428,292.51,","57.54,","80.71,",69.12,,,,,,,,,,,,,,,,
610,1993,32.0,"0.426,291.91,","59.96,","85.25,",72.61,,,,,,,,,,,,,,,,
611,1993,33.0,"0.412,291.07,","55.77,","89.64,",72.7,,,,,,,,,,,,,,,,
612,1993,34.0,"0.389,290.01,","48.61,","91.99,",70.3,,,,,,,,,,,,,,,,
613,1993,35.0,"0.365,288.83,","43.83,","91.73,",67.78,,,,,,,,,,,,,,,,
614,1993,36.0,"0.344,287.50,","43.43,","89.90,",66.66,,,,,,,,,,,,,,,,
615,1993,37.0,"0.324,286.28,","42.75,","88.42,",65.58,,,,,,,,,,,,,,,,
616,1993,38.0,"0.301,285.25,","40.43,","87.06,",63.74,,,,,,,,,,,,,,,,
617,1993,39.0,"0.277,283.98,","38.72,","84.05,",61.39,,,,,,,,,,,,,,,,
618,1993,40.0,"0.248,282.29,","32.74,","80.74,",56.74,,,,,,,,,,,,,,,,
619,1993,41.0,"0.217,280.44,","25.60,","76.78,",51.19,,,,,,,,,,,,,,,,
620,1993,42.0,"0.189,278.55,","22.57,","72.62,",47.6,,,,,,,,,,,,,,,,
621,1993,43.0,"0.168,276.49,","24.97,","71.43,",48.2,,,,,,,,,,,,,,,,
622,1993,44.0,"0.160,274.26,","34.05,","65.58,",49.82,,,,,,,,,,,,,,,,
623,1993,45.0,"0.153,272.01,","42.41,","57.82,",50.11,,,,,,,,,,,,,,,,
624,1993,46.0,"0.151,270.29,","53.18,","48.66,",50.92,,,,,,,,,,,,,,,,
625,1993,47.0,"0.148,269.22,","61.79,","41.49,",51.64,,,,,,,,,,,,,,,,
626,1993,48.0,"0.148,268.68,","68.35,","36.20,",52.27,,,,,,,,,,,,,,,,
627,1993,49.0,"0.147,268.14,","70.20,","32.61,",51.4,,,,,,,,,,,,,,,,
628,1993,50.0,"0.145,267.96,","71.73,","26.76,",49.25,,,,,,,,,,,,,,,,
629,1993,51.0,"0.144,268.21,","73.97,","18.72,",46.35,,,,,,,,,,,,,,,,
630,1993,52.0,"0.143,268.13,","75.65,","15.22,",45.44,,,,,,,,,,,,,,,,
631,1994,1.0,"0.138,267.74,","78.68,","14.61,",46.65,,,,,,,,,,,,,,,,
632,1994,2.0,"0.078,267.10,","52.01,","18.87,",35.44,,,,,,,,,,,,,,,,
633,1994,3.0,"0.084,266.53,","58.00,","23.36,",40.68,,,,,,,,,,,,,,,,
634,1994,4.0,"0.085,266.57,","57.39,","26.22,",41.8,,,,,,,,,,,,,,,,
635,1994,5.0,"0.085,266.01,","52.27,","34.41,",43.34,,,,,,,,,,,,,,,,
636,1994,6.0,"0.085,266.00,","46.21,","41.30,",43.75,,,,,,,,,,,,,,,,
637,1994,7.0,"0.087,266.61,","42.43,","44.20,",43.32,,,,,,,,,,,,,,,,
638,1994,8.0,"0.091,268.30,","41.58,","43.27,",42.43,,,,,,,,,,,,,,,,
639,1994,9.0,"0.101,270.44,","43.95,","40.86,",42.4,,,,,,,,,,,,,,,,
640,1994,10.0,"0.111,272.82,","44.72,","39.11,",41.92,,,,,,,,,,,,,,,,
641,1994,11.0,"0.122,275.11,","44.15,","36.60,",40.37,,,,,,,,,,,,,,,,
642,1994,12.0,"0.137,277.58,","44.15,","38.90,",41.52,,,,,,,,,,,,,,,,
643,1994,13.0,"0.154,280.12,","43.32,","39.23,",41.27,,,,,,,,,,,,,,,,
644,1994,14.0,"0.172,282.37,","41.02,","40.68,",40.85,,,,,,,,,,,,,,,,
645,1994,15.0,"0.195,283.94,","40.11,","49.10,",44.6,,,,,,,,,,,,,,,,
646,1994,16.0,"0.227,285.59,","42.98,","55.92,",49.45,,,,,,,,,,,,,,,,
647,1994,17.0,"0.260,286.79,","44.00,","64.76,",54.38,,,,,,,,,,,,,,,,
648,1994,18.0,"0.295,287.41,","44.40,","75.16,",59.78,,,,,,,,,,,,,,,,
649,1994,19.0,"0.329,288.13,","44.37,","80.65,",62.51,,,,,,,,,,,,,,,,
650,1994,20.0,"0.356,288.74,","42.69,","84.94,",63.81,,,,,,,,,,,,,,,,
651,1994,21.0,"0.378,289.44,","41.76,","84.13,",62.94,,,,,,,,,,,,,,,,
652,1994,22.0,"0.401,289.85,","45.02,","82.61,",63.81,,,,,,,,,,,,,,,,
653,1994,23.0,"0.424,290.50,","51.30,","79.01,",65.15,,,,,,,,,,,,,,,,
654,1994,24.0,"0.450,291.56,","61.35,","71.95,",66.65,,,,,,,,,,,,,,,,
655,1994,25.0,"0.471,292.89,","70.91,","61.61,",66.26,,,,,,,,,,,,,,,,
656,1994,26.0,"0.481,294.06,","75.36,","49.60,",62.48,,,,,,,,,,,,,,,,
657,1994,27.0,"0.480,294.66,","74.99,","44.35,",59.67,,,,,,,,,,,,,,,,
658,1994,28.0,"0.470,295.29,","71.87,","39.57,",55.72,,,,,,,,,,,,,,,,
659,1994,29.0,"0.454,295.88,","65.90,","34.93,",50.42,,,,,,,,,,,,,,,,
660,1994,30.0,"0.433,295.97,","56.55,","37.80,",47.17,,,,,,,,,,,,,,,,
661,1994,31.0,"0.408,295.59,","45.13,","42.60,",43.86,,,,,,,,,,,,,,,,
662,1994,32.0,"0.383,294.80,","33.15,","49.73,",41.44,,,,,,,,,,,,,,,,
663,1994,33.0,"0.364,293.64,","26.27,","58.54,",42.41,,,,,,,,,,,,,,,,
664,1994,34.0,"0.354,292.83,","27.09,","58.19,",42.64,,,,,,,,,,,,,,,,
665,1994,35.0,"0.349,292.29,","33.72,","50.21,",41.96,,,,,,,,,,,,,,,,
666,1994,36.0,"0.361,292.38,","50.74,","34.06,",42.4,,,,,,,,,,,,,,,,
667,1995,7.0,"0.145,275.73,","77.04,","6.11,",41.58,,,,,,,,,,,,,,,,
668,1995,8.0,"0.149,277.44,","74.46,","4.82,",39.64,,,,,,,,,,,,,,,,
669,1995,9.0,"0.153,278.64,","72.38,","5.52,",38.95,,,,,,,,,,,,,,,,
670,1995,10.0,"0.156,279.59,","69.26,","8.64,",38.95,,,,,,,,,,,,,,,,
671,1995,11.0,"0.159,280.12,","63.27,","12.34,",37.8,,,,,,,,,,,,,,,,
672,1995,12.0,"0.162,280.21,","56.94,","25.91,",41.42,,,,,,,,,,,,,,,,
673,1995,13.0,"0.172,281.00,","53.00,","34.71,",43.85,,,,,,,,,,,,,,,,
674,1995,14.0,"0.193,282.89,","52.27,","37.92,",45.1,,,,,,,,,,,,,,,,
675,1995,15.0,"0.212,284.79,","49.32,","42.81,",46.07,,,,,,,,,,,,,,,,
676,1995,16.0,"0.239,286.99,","48.73,","43.67,",46.2,,,,,,,,,,,,,,,,
677,1995,17.0,"0.263,287.90,","44.98,","54.27,",49.62,,,,,,,,,,,,,,,,
678,1995,18.0,"0.293,289.09,","43.06,","58.46,",50.76,,,,,,,,,,,,,,,,
679,1995,19.0,"0.333,290.51,","45.98,","57.15,",51.57,,,,,,,,,,,,,,,,
680,1995,20.0,"0.372,291.63,","50.66,","57.11,",53.89,,,,,,,,,,,,,,,,
681,1995,21.0,"0.404,292.96,","55.36,","50.50,",52.93,,,,,,,,,,,,,,,,
682,1995,22.0,"0.429,294.34,","60.30,","40.00,",50.15,,,,,,,,,,,,,,,,
683,1995,23.0,"0.445,295.07,","63.50,","34.96,",49.23,,,,,,,,,,,,,,,,
684,1995,24.0,"0.460,295.42,","66.43,","32.43,",49.43,,,,,,,,,,,,,,,,
685,1995,25.0,"0.466,295.44,","67.09,","33.40,",50.25,,,,,,,,,,,,,,,,
686,1995,26.0,"0.474,295.92,","70.46,","28.10,",49.28,,,,,,,,,,,,,,,,
687,1995,27.0,"0.475,296.66,","70.92,","20.18,",45.55,,,,,,,,,,,,,,,,
688,1995,28.0,"0.470,296.94,","70.77,","18.54,",44.65,,,,,,,,,,,,,,,,
689,1995,29.0,"0.461,297.02,","69.48,","20.03,",44.75,,,,,,,,,,,,,,,,
690,1995,30.0,"0.453,297.18,","68.35,","22.48,",45.42,,,,,,,,,,,,,,,,
691,1995,31.0,"0.443,296.80,","65.53,","27.51,",46.52,,,,,,,,,,,,,,,,
692,1995,32.0,"0.435,296.30,","63.93,","30.92,",47.43,,,,,,,,,,,,,,,,
693,1995,33.0,"0.421,295.56,","60.09,","33.83,",46.96,,,,,,,,,,,,,,,,
694,1995,34.0,"0.404,294.66,","56.01,","33.97,",44.99,,,,,,,,,,,,,,,,
695,1995,35.0,"0.383,293.49,","51.99,","35.10,",43.55,,,,,,,,,,,,,,,,
696,1995,36.0,"0.371,292.01,","55.43,","38.53,",46.98,,,,,,,,,,,,,,,,
697,1995,37.0,"0.358,290.65,","58.82,","39.41,",49.12,,,,,,,,,,,,,,,,
698,1995,38.0,"0.351,289.34,","65.10,","38.60,",51.85,,,,,,,,,,,,,,,,
699,1995,39.0,"0.343,288.38,","71.53,","28.49,",50.01,,,,,,,,,,,,,,,,
700,1995,40.0,"0.332,287.41,","77.38,","17.29,",47.33,,,,,,,,,,,,,,,,
701,1995,41.0,"0.313,285.78,","80.31,","12.77,",46.54,,,,,,,,,,,,,,,,
702,1995,42.0,"0.287,283.68,","80.44,","16.17,",48.3,,,,,,,,,,,,,,,,
703,1995,43.0,"0.258,281.17,","78.40,","25.97,",52.19,,,,,,,,,,,,,,,,
704,1995,44.0,"0.223,278.17,","71.67,","29.01,",50.34,,,,,,,,,,,,,,,,
705,1995,45.0,"0.194,275.43,","68.19,","30.35,",49.27,,,,,,,,,,,,,,,,
706,1995,46.0,"0.167,272.96,","66.70,","30.78,",48.74,,,,,,,,,,,,,,,,
707,1995,47.0,"0.143,270.64,","66.06,","32.88,",49.47,,,,,,,,,,,,,,,,
708,1995,48.0,"0.121,268.67,","59.80,","35.88,",47.84,,,,,,,,,,,,,,,,
709,1995,49.0,"0.103,266.38,","49.69,","40.20,",44.94,,,,,,,,,,,,,,,,
710,1995,50.0,"0.084,264.23,","37.66,","42.44,",40.05,,,,,,,,,,,,,,,,
711,1995,51.0,"0.069,262.10,","27.48,","44.48,",35.98,,,,,,,,,,,,,,,,
712,1995,52.0,"0.058,260.06,","21.49,","48.39,",34.94,,,,,,,,,,,,,,,,
713,1996,1.0,"0.052,258.34,","21.54,","54.35,",37.95,,,,,,,,,,,,,,,,
714,1996,2.0,"0.048,257.60,","18.56,","60.54,",39.55,,,,,,,,,,,,,,,,
715,1996,3.0,"0.042,257.46,","15.01,","63.82,",39.41,,,,,,,,,,,,,,,,
716,1996,4.0,"0.037,256.77,","12.58,","69.77,",41.17,,,,,,,,,,,,,,,,
717,1996,5.0,"0.034,256.56,","10.04,","74.68,",42.36,,,,,,,,,,,,,,,,
718,1996,6.0,"0.032,256.46,","7.46,","79.82,",43.64,,,,,,,,,,,,,,,,
719,1996,7.0,"0.031,256.86,","5.99,","83.22,",44.6,,,,,,,,,,,,,,,,
720,1996,8.0,"0.031,258.16,","5.09,","84.20,",44.65,,,,,,,,,,,,,,,,
721,1996,9.0,"0.031,260.13,","4.38,","82.49,",43.43,,,,,,,,,,,,,,,,
722,1996,10.0,"0.037,263.04,","4.44,","79.35,",41.89,,,,,,,,,,,,,,,,
723,1996,11.0,"0.046,265.98,","4.20,","77.00,",40.6,,,,,,,,,,,,,,,,
724,1996,12.0,"0.061,269.31,","4.46,","77.43,",40.94,,,,,,,,,,,,,,,,
725,1996,13.0,"0.083,272.81,","6.09,","78.21,",42.15,,,,,,,,,,,,,,,,
726,1996,14.0,"0.115,276.31,","10.29,","81.29,",45.79,,,,,,,,,,,,,,,,
727,1996,15.0,"0.154,280.66,","17.39,","75.59,",46.49,,,,,,,,,,,,,,,,
728,1996,16.0,"0.200,284.96,","28.29,","61.18,",44.74,,,,,,,,,,,,,,,,
729,1996,17.0,"0.249,288.16,","37.89,","50.68,",44.28,,,,,,,,,,,,,,,,
730,1996,18.0,"0.297,290.86,","44.99,","39.35,",42.17,,,,,,,,,,,,,,,,
731,1996,19.0,"0.346,292.67,","52.45,","34.02,",43.23,,,,,,,,,,,,,,,,
732,1996,20.0,"0.389,294.43,","58.97,","27.41,",43.19,,,,,,,,,,,,,,,,
733,1996,21.0,"0.419,295.80,","62.30,","21.42,",41.86,,,,,,,,,,,,,,,,
734,1996,22.0,"0.431,296.28,","59.50,","20.82,",40.16,,,,,,,,,,,,,,,,
735,1996,23.0,"0.435,296.42,","55.19,","21.89,",38.54,,,,,,,,,,,,,,,,
736,1996,24.0,"0.429,296.29,","46.84,","23.81,",35.32,,,,,,,,,,,,,,,,
737,1996,25.0,"0.420,295.75,","38.74,","30.15,",34.45,,,,,,,,,,,,,,,,
738,1996,26.0,"0.414,295.24,","34.32,","36.13,",35.23,,,,,,,,,,,,,,,,
739,1996,27.0,"0.409,294.65,","30.76,","44.71,",37.73,,,,,,,,,,,,,,,,
740,1996,28.0,"0.406,294.14,","31.78,","54.66,",43.22,,,,,,,,,,,,,,,,
741,1996,29.0,"0.402,293.82,","34.01,","62.59,",48.3,,,,,,,,,,,,,,,,
742,1996,30.0,"0.392,293.19,","32.80,","73.41,",53.1,,,,,,,,,,,,,,,,
743,1996,31.0,"0.392,292.96,","36.05,","75.43,",55.74,,,,,,,,,,,,,,,,
744,1996,32.0,"0.395,292.94,","40.38,","73.56,",56.97,,,,,,,,,,,,,,,,
745,1996,33.0,"0.394,292.59,","44.22,","72.78,",58.5,,,,,,,,,,,,,,,,
746,1996,34.0,"0.386,291.77,","46.14,","73.42,",59.78,,,,,,,,,,,,,,,,
747,1996,35.0,"0.371,290.30,","45.98,","77.97,",61.97,,,,,,,,,,,,,,,,
748,1996,36.0,"0.353,288.11,","46.79,","86.58,",66.69,,,,,,,,,,,,,,,,
749,1996,37.0,"0.340,286.53,","50.19,","89.26,",69.73,,,,,,,,,,,,,,,,
750,1996,38.0,"0.330,285.91,","54.93,","83.41,",69.17,,,,,,,,,,,,,,,,
751,1996,39.0,"0.320,285.34,","60.08,","70.57,",65.33,,,,,,,,,,,,,,,,
752,1996,40.0,"0.300,284.59,","60.64,","54.50,",57.57,,,,,,,,,,,,,,,,
753,1996,41.0,"0.274,283.11,","57.99,","46.18,",52.08,,,,,,,,,,,,,,,,
754,1996,42.0,"0.230,280.84,","45.80,","48.58,",47.19,,,,,,,,,,,,,,,,
755,1996,43.0,"0.187,278.27,","34.61,","54.83,",44.72,,,,,,,,,,,,,,,,
756,1996,44.0,"0.151,275.15,","27.76,","57.44,",42.6,,,,,,,,,,,,,,,,
757,1996,45.0,"0.126,272.43,","24.69,","54.52,",39.6,,,,,,,,,,,,,,,,
758,1996,46.0,"0.101,269.14,","20.35,","56.26,",38.31,,,,,,,,,,,,,,,,
759,1996,47.0,"0.079,265.68,","16.81,","61.84,",39.33,,,,,,,,,,,,,,,,
760,1996,48.0,"0.063,262.25,","14.60,","68.72,",41.66,,,,,,,,,,,,,,,,
761,1996,49.0,"0.053,260.15,","11.33,","69.13,",40.23,,,,,,,,,,,,,,,,
762,1996,50.0,"0.052,259.15,","12.13,","65.28,",38.71,,,,,,,,,,,,,,,,
763,1996,51.0,"0.061,260.25,","22.45,","53.35,",37.9,,,,,,,,,,,,,,,,
764,1996,52.0,"0.069,261.49,","33.36,","43.52,",38.44,,,,,,,,,,,,,,,,
765,1997,1.0,"0.082,262.86,","52.66,","36.15,",44.41,,,,,,,,,,,,,,,,
766,1997,2.0,"0.089,263.84,","59.82,","33.94,",46.88,,,,,,,,,,,,,,,,
767,1997,3.0,"0.094,264.98,","66.00,","30.54,",48.27,,,,,,,,,,,,,,,,
768,1997,4.0,"0.104,267.18,","73.44,","22.96,",48.2,,,,,,,,,,,,,,,,
769,1997,5.0,"0.120,269.24,","78.58,","19.29,",48.94,,,,,,,,,,,,,,,,
770,1997,6.0,"0.138,271.12,","81.61,","18.83,",50.22,,,,,,,,,,,,,,,,
771,1997,7.0,"0.150,273.03,","81.27,","16.12,",48.7,,,,,,,,,,,,,,,,
772,1997,8.0,"0.161,274.97,","81.49,","13.85,",47.67,,,,,,,,,,,,,,,,
773,1997,9.0,"0.169,276.55,","81.63,","13.73,",47.68,,,,,,,,,,,,,,,,
774,1997,10.0,"0.179,278.18,","81.94,","14.83,",48.38,,,,,,,,,,,,,,,,
775,1997,11.0,"0.190,279.96,","79.18,","13.08,",46.13,,,,,,,,,,,,,,,,
776,1997,12.0,"0.195,281.73,","73.85,","18.12,",45.99,,,,,,,,,,,,,,,,
777,1997,13.0,"0.205,283.44,","69.80,","20.91,",45.36,,,,,,,,,,,,,,,,
778,1997,14.0,"0.212,284.35,","62.27,","27.83,",45.05,,,,,,,,,,,,,,,,
779,1997,15.0,"0.223,285.54,","54.71,","36.62,",45.67,,,,,,,,,,,,,,,,
780,1997,16.0,"0.242,286.98,","50.50,","44.00,",47.25,,,,,,,,,,,,,,,,
781,1997,17.0,"0.267,288.27,","47.23,","50.95,",49.09,,,,,,,,,,,,,,,,
782,1997,18.0,"0.295,289.40,","44.12,","55.66,",49.89,,,,,,,,,,,,,,,,
783,1997,19.0,"0.325,290.30,","41.91,","59.74,",50.83,,,,,,,,,,,,,,,,
784,1997,20.0,"0.356,291.10,","42.02,","62.90,",52.46,,,,,,,,,,,,,,,,
785,1997,21.0,"0.386,291.44,","44.74,","66.12,",55.43,,,,,,,,,,,,,,,,
786,1997,22.0,"0.411,291.32,","49.17,","69.94,",59.56,,,,,,,,,,,,,,,,
787,1997,23.0,"0.436,291.96,","57.13,","65.75,",61.44,,,,,,,,,,,,,,,,
788,1997,24.0,"0.459,292.87,","65.71,","59.03,",62.37,,,,,,,,,,,,,,,,
789,1997,25.0,"0.470,293.31,","70.14,","57.14,",63.64,,,,,,,,,,,,,,,,
790,1997,26.0,"0.475,293.58,","72.30,","55.25,",63.77,,,,,,,,,,,,,,,,
791,1997,27.0,"0.464,293.07,","65.54,","63.71,",64.63,,,,,,,,,,,,,,,,
792,1997,28.0,"0.450,292.58,","59.71,","74.51,",67.11,,,,,,,,,,,,,,,,
793,1997,29.0,"0.445,292.57,","61.08,","78.75,",69.92,,,,,,,,,,,,,,,,
794,1997,30.0,"0.444,292.60,","63.96,","80.85,",72.41,,,,,,,,,,,,,,,,
795,1997,31.0,"0.444,292.73,","67.11,","78.51,",72.81,,,,,,,,,,,,,,,,
796,1997,32.0,"0.444,292.61,","70.33,","77.60,",73.97,,,,,,,,,,,,,,,,
797,1997,33.0,"0.442,292.31,","74.26,","76.42,",75.34,,,,,,,,,,,,,,,,
798,1997,34.0,"0.439,291.87,","78.45,","72.32,",75.39,,,,,,,,,,,,,,,,
799,1997,35.0,"0.436,291.20,","82.75,","66.40,",74.58,,,,,,,,,,,,,,,,
800,1997,36.0,"0.428,290.42,","85.65,","58.26,",71.96,,,,,,,,,,,,,,,,
801,1997,37.0,"0.415,289.34,","88.15,","55.28,",71.72,,,,,,,,,,,,,,,,
802,1997,38.0,"0.397,288.04,","88.33,","55.81,",72.07,,,,,,,,,,,,,,,,
803,1997,39.0,"0.368,286.44,","84.65,","55.49,",70.07,,,,,,,,,,,,,,,,
804,1997,40.0,"0.326,284.09,","75.04,","61.09,",68.06,,,,,,,,,,,,,,,,
805,1997,41.0,"0.288,281.72,","66.33,","63.50,",64.92,,,,,,,,,,,,,,,,
806,1997,42.0,"0.255,279.40,","61.60,","64.92,",63.26,,,,,,,,,,,,,,,,
807,1997,43.0,"0.224,276.61,","57.98,","71.48,",64.73,,,,,,,,,,,,,,,,
808,1997,44.0,"0.190,273.49,","52.47,","73.00,",62.74,,,,,,,,,,,,,,,,
809,1997,45.0,"0.153,269.66,","43.50,","76.04,",59.77,,,,,,,,,,,,,,,,
810,1997,46.0,"0.115,265.61,","31.84,","78.60,",55.22,,,,,,,,,,,,,,,,
811,1997,47.0,"0.087,262.03,","24.37,","81.77,",53.07,,,,,,,,,,,,,,,,
812,1997,48.0,"0.074,259.21,","24.44,","83.28,",53.86,,,,,,,,,,,,,,,,
813,1997,49.0,"0.066,257.35,","23.35,","81.31,",52.33,,,,,,,,,,,,,,,,
814,1997,50.0,"0.060,256.23,","21.44,","77.56,",49.5,,,,,,,,,,,,,,,,
815,1997,51.0,"0.062,256.56,","26.38,","68.91,",47.64,,,,,,,,,,,,,,,,
816,1997,52.0,"0.069,258.14,","36.63,","57.20,",46.92,,,,,,,,,,,,,,,,
817,1998,1.0,"0.080,260.37,","53.92,","46.68,",50.3,,,,,,,,,,,,,,,,
818,1998,2.0,"0.092,263.11,","65.55,","37.23,",51.39,,,,,,,,,,,,,,,,
819,1998,3.0,"0.102,265.34,","75.12,","28.92,",52.02,,,,,,,,,,,,,,,,
820,1998,4.0,"0.113,267.25,","81.69,","23.02,",52.35,,,,,,,,,,,,,,,,
821,1998,5.0,"0.122,268.52,","80.87,","23.11,",51.99,,,,,,,,,,,,,,,,
822,1998,6.0,"0.127,269.59,","74.93,","26.00,",50.46,,,,,,,,,,,,,,,,
823,1998,7.0,"0.125,270.43,","66.20,","28.44,",47.32,,,,,,,,,,,,,,,,
824,1998,8.0,"0.123,271.24,","59.87,","31.74,",45.81,,,,,,,,,,,,,,,,
825,1998,9.0,"0.125,272.17,","56.68,","34.37,",45.52,,,,,,,,,,,,,,,,
826,1998,10.0,"0.128,272.99,","53.50,","38.96,",46.23,,,,,,,,,,,,,,,,
827,1998,11.0,"0.128,273.74,","46.85,","43.66,",45.25,,,,,,,,,,,,,,,,
828,1998,12.0,"0.134,275.28,","42.07,","50.81,",46.44,,,,,,,,,,,,,,,,
829,1998,13.0,"0.149,277.40,","40.59,","54.93,",47.76,,,,,,,,,,,,,,,,
830,1998,14.0,"0.176,279.98,","42.92,","57.68,",50.3,,,,,,,,,,,,,,,,
831,1998,15.0,"0.215,282.81,","51.13,","58.20,",54.67,,,,,,,,,,,,,,,,
832,1998,16.0,"0.262,285.43,","61.20,","56.49,",58.84,,,,,,,,,,,,,,,,
833,1998,17.0,"0.305,287.43,","66.81,","57.38,",62.09,,,,,,,,,,,,,,,,
834,1998,18.0,"0.337,288.56,","65.60,","63.02,",64.31,,,,,,,,,,,,,,,,
835,1998,19.0,"0.369,289.79,","64.93,","64.09,",64.51,,,,,,,,,,,,,,,,
836,1998,20.0,"0.394,290.71,","62.57,","66.32,",64.45,,,,,,,,,,,,,,,,
837,1998,21.0,"0.415,291.34,","61.46,","66.84,",64.15,,,,,,,,,,,,,,,,
838,1998,22.0,"0.431,291.88,","61.49,","64.24,",62.86,,,,,,,,,,,,,,,,
839,1998,23.0,"0.445,292.48,","62.82,","60.55,",61.69,,,,,,,,,,,,,,,,
840,1998,24.0,"0.450,292.66,","60.96,","61.04,",61.0,,,,,,,,,,,,,,,,
841,1998,25.0,"0.454,292.58,","60.52,","65.01,",62.77,,,,,,,,,,,,,,,,
842,1998,26.0,"0.453,292.40,","59.08,","68.58,",63.83,,,,,,,,,,,,,,,,
