,Mean,data,for,UKR,Province=,10:,"Khmel'nyts'kyy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.350,295.05,","44.56,","31.36,",37.96,,,,,,,,,,,,,,,,
562,1992,36.0,"0.324,293.17,","42.30,","38.84,",40.57,,,,,,,,,,,,,,,,
563,1992,37.0,"0.300,290.96,","40.50,","46.21,",43.36,,,,,,,,,,,,,,,,
564,1992,38.0,"0.273,288.65,","35.84,","54.04,",44.94,,,,,,,,,,,,,,,,
565,1992,39.0,"0.245,286.42,","30.89,","62.45,",46.67,,,,,,,,,,,,,,,,
566,1992,40.0,"0.217,284.03,","25.15,","72.61,",48.88,,,,,,,,,,,,,,,,
567,1992,41.0,"0.193,281.92,","22.02,","73.76,",47.89,,,,,,,,,,,,,,,,
568,1992,42.0,"0.164,279.49,","17.72,","77.16,",47.44,,,,,,,,,,,,,,,,
569,1992,43.0,"0.137,277.18,","15.92,","72.88,",44.4,,,,,,,,,,,,,,,,
570,1992,44.0,"0.112,275.45,","13.65,","59.18,",36.41,,,,,,,,,,,,,,,,
571,1992,45.0,"0.097,273.52,","16.77,","48.92,",32.85,,,,,,,,,,,,,,,,
572,1992,46.0,"0.083,271.13,","19.65,","45.13,",32.39,,,,,,,,,,,,,,,,
573,1992,47.0,"0.073,269.06,","24.97,","42.19,",33.58,,,,,,,,,,,,,,,,
574,1992,48.0,"0.068,267.36,","31.57,","40.42,",35.99,,,,,,,,,,,,,,,,
575,1992,49.0,"0.061,265.49,","33.54,","40.73,",37.14,,,,,,,,,,,,,,,,
576,1992,50.0,"0.055,264.01,","34.18,","38.78,",36.48,,,,,,,,,,,,,,,,
577,1992,51.0,"0.053,263.65,","38.12,","32.19,",35.16,,,,,,,,,,,,,,,,
578,1992,52.0,"0.053,264.07,","42.91,","27.35,",35.13,,,,,,,,,,,,,,,,
579,1993,1.0,"0.054,264.71,","45.07,","24.77,",34.92,,,,,,,,,,,,,,,,
580,1993,2.0,"0.056,265.70,","48.33,","23.11,",35.72,,,,,,,,,,,,,,,,
581,1993,3.0,"0.059,267.39,","53.04,","18.55,",35.8,,,,,,,,,,,,,,,,
582,1993,4.0,"0.064,268.46,","57.07,","17.31,",37.19,,,,,,,,,,,,,,,,
583,1993,5.0,"0.068,269.08,","55.22,","20.34,",37.78,,,,,,,,,,,,,,,,
584,1993,6.0,"0.067,268.28,","48.52,","28.24,",38.38,,,,,,,,,,,,,,,,
585,1993,7.0,"0.064,267.18,","41.38,","36.08,",38.73,,,,,,,,,,,,,,,,
586,1993,8.0,"0.058,266.62,","34.34,","44.17,",39.25,,,,,,,,,,,,,,,,
587,1993,9.0,"0.055,266.86,","30.34,","51.41,",40.87,,,,,,,,,,,,,,,,
588,1993,10.0,"0.056,267.86,","26.98,","55.10,",41.04,,,,,,,,,,,,,,,,
589,1993,11.0,"0.058,269.62,","23.67,","54.67,",39.17,,,,,,,,,,,,,,,,
590,1993,12.0,"0.069,271.95,","23.12,","57.00,",40.06,,,,,,,,,,,,,,,,
591,1993,13.0,"0.082,274.24,","20.93,","61.70,",41.31,,,,,,,,,,,,,,,,
592,1993,14.0,"0.101,276.45,","19.55,","69.82,",44.68,,,,,,,,,,,,,,,,
593,1993,15.0,"0.132,279.83,","22.87,","73.02,",47.94,,,,,,,,,,,,,,,,
594,1993,16.0,"0.181,284.55,","32.22,","64.49,",48.36,,,,,,,,,,,,,,,,
595,1993,17.0,"0.226,288.72,","37.99,","49.88,",43.93,,,,,,,,,,,,,,,,
596,1993,18.0,"0.267,291.37,","41.62,","41.25,",41.44,,,,,,,,,,,,,,,,
597,1993,19.0,"0.306,292.49,","43.57,","43.31,",43.44,,,,,,,,,,,,,,,,
598,1993,20.0,"0.341,293.07,","43.88,","49.11,",46.49,,,,,,,,,,,,,,,,
599,1993,21.0,"0.371,293.69,","43.89,","51.57,",47.73,,,,,,,,,,,,,,,,
600,1993,22.0,"0.394,293.94,","42.85,","54.00,",48.42,,,,,,,,,,,,,,,,
601,1993,23.0,"0.411,294.11,","42.85,","55.58,",49.21,,,,,,,,,,,,,,,,
602,1993,24.0,"0.419,293.79,","42.89,","61.52,",52.21,,,,,,,,,,,,,,,,
603,1993,25.0,"0.424,293.52,","44.93,","66.41,",55.67,,,,,,,,,,,,,,,,
604,1993,26.0,"0.422,293.33,","44.86,","70.13,",57.49,,,,,,,,,,,,,,,,
605,1993,27.0,"0.422,293.25,","46.05,","73.01,",59.53,,,,,,,,,,,,,,,,
606,1993,28.0,"0.419,293.18,","48.78,","75.31,",62.05,,,,,,,,,,,,,,,,
607,1993,29.0,"0.420,293.45,","55.37,","73.00,",64.18,,,,,,,,,,,,,,,,
608,1993,30.0,"0.416,293.77,","58.61,","68.20,",63.4,,,,,,,,,,,,,,,,
609,1993,31.0,"0.411,293.62,","59.18,","69.09,",64.14,,,,,,,,,,,,,,,,
610,1993,32.0,"0.398,292.83,","54.34,","77.39,",65.86,,,,,,,,,,,,,,,,
611,1993,33.0,"0.379,292.04,","46.23,","83.68,",64.96,,,,,,,,,,,,,,,,
612,1993,34.0,"0.362,291.29,","41.56,","85.43,",63.49,,,,,,,,,,,,,,,,
613,1993,35.0,"0.343,290.27,","40.84,","83.51,",62.18,,,,,,,,,,,,,,,,
614,1993,36.0,"0.324,289.04,","42.38,","78.22,",60.3,,,,,,,,,,,,,,,,
615,1993,37.0,"0.307,288.28,","44.01,","70.06,",57.04,,,,,,,,,,,,,,,,
616,1993,38.0,"0.286,287.34,","42.56,","65.59,",54.08,,,,,,,,,,,,,,,,
617,1993,39.0,"0.261,286.26,","38.65,","63.71,",51.18,,,,,,,,,,,,,,,,
618,1993,40.0,"0.230,284.78,","31.94,","64.24,",48.09,,,,,,,,,,,,,,,,
619,1993,41.0,"0.199,282.93,","25.89,","61.76,",43.82,,,,,,,,,,,,,,,,
620,1993,42.0,"0.176,280.91,","24.76,","61.17,",42.97,,,,,,,,,,,,,,,,
621,1993,43.0,"0.152,278.40,","25.11,","60.91,",43.01,,,,,,,,,,,,,,,,
622,1993,44.0,"0.132,275.68,","26.24,","56.96,",41.6,,,,,,,,,,,,,,,,
623,1993,45.0,"0.109,273.32,","24.82,","50.32,",37.57,,,,,,,,,,,,,,,,
624,1993,46.0,"0.089,271.66,","23.69,","42.07,",32.88,,,,,,,,,,,,,,,,
625,1993,47.0,"0.070,270.84,","23.17,","33.18,",28.17,,,,,,,,,,,,,,,,
626,1993,48.0,"0.056,270.28,","22.76,","27.07,",24.92,,,,,,,,,,,,,,,,
627,1993,49.0,"0.047,269.82,","22.90,","22.12,",22.51,,,,,,,,,,,,,,,,
628,1993,50.0,"0.045,269.81,","25.86,","14.76,",20.31,,,,,,,,,,,,,,,,
629,1993,51.0,"0.044,269.79,","29.03,","7.78,",18.41,,,,,,,,,,,,,,,,
630,1993,52.0,"0.043,269.29,","30.67,","7.62,",19.15,,,,,,,,,,,,,,,,
631,1994,1.0,"0.042,268.70,","31.37,","9.61,",20.49,,,,,,,,,,,,,,,,
632,1994,2.0,"0.037,267.64,","28.77,","15.69,",22.23,,,,,,,,,,,,,,,,
633,1994,3.0,"0.056,266.51,","49.19,","21.91,",35.55,,,,,,,,,,,,,,,,
634,1994,4.0,"0.060,266.01,","53.15,","26.03,",39.59,,,,,,,,,,,,,,,,
635,1994,5.0,"0.065,265.24,","52.81,","33.15,",42.98,,,,,,,,,,,,,,,,
636,1994,6.0,"0.067,265.33,","48.51,","37.90,",43.21,,,,,,,,,,,,,,,,
637,1994,7.0,"0.070,265.82,","45.90,","40.85,",43.38,,,,,,,,,,,,,,,,
638,1994,8.0,"0.075,267.53,","45.36,","41.75,",43.56,,,,,,,,,,,,,,,,
639,1994,9.0,"0.084,270.48,","47.45,","39.38,",43.42,,,,,,,,,,,,,,,,
640,1994,10.0,"0.093,273.36,","47.96,","36.43,",42.19,,,,,,,,,,,,,,,,
641,1994,11.0,"0.104,276.16,","47.94,","31.62,",39.78,,,,,,,,,,,,,,,,
642,1994,12.0,"0.118,278.73,","48.30,","32.48,",40.39,,,,,,,,,,,,,,,,
643,1994,13.0,"0.135,281.02,","47.68,","34.65,",41.16,,,,,,,,,,,,,,,,
644,1994,14.0,"0.159,283.24,","47.95,","36.44,",42.19,,,,,,,,,,,,,,,,
645,1994,15.0,"0.190,284.89,","49.55,","42.58,",46.06,,,,,,,,,,,,,,,,
646,1994,16.0,"0.229,286.50,","52.91,","50.00,",51.46,,,,,,,,,,,,,,,,
647,1994,17.0,"0.269,287.86,","55.86,","57.63,",56.75,,,,,,,,,,,,,,,,
648,1994,18.0,"0.311,288.62,","59.65,","66.52,",63.09,,,,,,,,,,,,,,,,
649,1994,19.0,"0.348,289.40,","60.87,","71.73,",66.3,,,,,,,,,,,,,,,,
650,1994,20.0,"0.382,289.90,","61.63,","78.69,",70.16,,,,,,,,,,,,,,,,
651,1994,21.0,"0.408,290.63,","61.06,","80.95,",71.0,,,,,,,,,,,,,,,,
652,1994,22.0,"0.437,291.50,","65.07,","77.84,",71.46,,,,,,,,,,,,,,,,
653,1994,23.0,"0.463,292.22,","72.52,","74.59,",73.56,,,,,,,,,,,,,,,,
654,1994,24.0,"0.484,293.21,","80.53,","67.79,",74.16,,,,,,,,,,,,,,,,
655,1994,25.0,"0.494,294.54,","85.76,","54.76,",70.26,,,,,,,,,,,,,,,,
656,1994,26.0,"0.491,295.79,","85.36,","40.44,",62.9,,,,,,,,,,,,,,,,
657,1994,27.0,"0.477,296.57,","80.07,","31.89,",55.98,,,,,,,,,,,,,,,,
658,1994,28.0,"0.449,297.20,","67.78,","23.03,",45.4,,,,,,,,,,,,,,,,
659,1994,29.0,"0.420,297.75,","55.13,","15.84,",35.48,,,,,,,,,,,,,,,,
660,1994,30.0,"0.392,297.92,","43.86,","15.22,",29.54,,,,,,,,,,,,,,,,
661,1994,31.0,"0.366,297.57,","31.45,","18.90,",25.17,,,,,,,,,,,,,,,,
662,1994,32.0,"0.340,296.75,","19.98,","27.85,",23.91,,,,,,,,,,,,,,,,
663,1994,33.0,"0.319,295.54,","12.54,","40.05,",26.29,,,,,,,,,,,,,,,,
664,1994,34.0,"0.305,294.55,","11.18,","46.58,",28.88,,,,,,,,,,,,,,,,
665,1994,35.0,"0.296,293.81,","16.00,","45.02,",30.51,,,,,,,,,,,,,,,,
666,1994,36.0,"0.307,293.80,","33.09,","32.36,",32.73,,,,,,,,,,,,,,,,
667,1995,7.0,"0.106,273.70,","69.94,","14.40,",42.17,,,,,,,,,,,,,,,,
668,1995,8.0,"0.115,276.06,","70.50,","12.55,",41.53,,,,,,,,,,,,,,,,
669,1995,9.0,"0.123,277.65,","69.82,","14.02,",41.92,,,,,,,,,,,,,,,,
670,1995,10.0,"0.129,278.78,","67.99,","17.25,",42.62,,,,,,,,,,,,,,,,
671,1995,11.0,"0.136,279.62,","64.79,","19.10,",41.94,,,,,,,,,,,,,,,,
672,1995,12.0,"0.143,279.68,","61.19,","29.28,",45.23,,,,,,,,,,,,,,,,
673,1995,13.0,"0.155,280.33,","57.98,","37.98,",47.98,,,,,,,,,,,,,,,,
674,1995,14.0,"0.176,282.25,","56.56,","42.21,",49.39,,,,,,,,,,,,,,,,
675,1995,15.0,"0.201,284.35,","54.84,","46.41,",50.62,,,,,,,,,,,,,,,,
676,1995,16.0,"0.232,286.99,","54.59,","46.13,",50.36,,,,,,,,,,,,,,,,
677,1995,17.0,"0.261,288.33,","52.77,","53.42,",53.09,,,,,,,,,,,,,,,,
678,1995,18.0,"0.293,289.94,","52.32,","54.52,",53.42,,,,,,,,,,,,,,,,
679,1995,19.0,"0.330,291.62,","53.23,","51.42,",52.32,,,,,,,,,,,,,,,,
680,1995,20.0,"0.366,292.76,","55.01,","51.98,",53.49,,,,,,,,,,,,,,,,
681,1995,21.0,"0.396,293.59,","55.35,","52.42,",53.88,,,,,,,,,,,,,,,,
682,1995,22.0,"0.420,294.69,","55.77,","46.53,",51.15,,,,,,,,,,,,,,,,
683,1995,23.0,"0.432,295.29,","54.41,","43.60,",49.0,,,,,,,,,,,,,,,,
684,1995,24.0,"0.439,295.37,","53.79,","44.08,",48.93,,,,,,,,,,,,,,,,
685,1995,25.0,"0.443,295.37,","55.62,","45.08,",50.35,,,,,,,,,,,,,,,,
686,1995,26.0,"0.448,295.88,","59.53,","39.69,",49.61,,,,,,,,,,,,,,,,
687,1995,27.0,"0.447,296.64,","60.51,","31.16,",45.83,,,,,,,,,,,,,,,,
688,1995,28.0,"0.443,297.17,","63.54,","23.29,",43.42,,,,,,,,,,,,,,,,
689,1995,29.0,"0.436,297.56,","65.00,","17.51,",41.26,,,,,,,,,,,,,,,,
690,1995,30.0,"0.424,297.89,","63.22,","14.51,",38.87,,,,,,,,,,,,,,,,
691,1995,31.0,"0.409,297.63,","57.75,","17.52,",37.64,,,,,,,,,,,,,,,,
692,1995,32.0,"0.394,297.21,","52.06,","21.63,",36.84,,,,,,,,,,,,,,,,
693,1995,33.0,"0.378,296.48,","45.71,","27.51,",36.61,,,,,,,,,,,,,,,,
694,1995,34.0,"0.363,295.46,","41.72,","35.28,",38.5,,,,,,,,,,,,,,,,
695,1995,35.0,"0.345,294.04,","41.28,","43.22,",42.25,,,,,,,,,,,,,,,,
696,1995,36.0,"0.336,292.47,","48.37,","45.93,",47.15,,,,,,,,,,,,,,,,
697,1995,37.0,"0.326,290.85,","53.61,","47.50,",50.55,,,,,,,,,,,,,,,,
698,1995,38.0,"0.318,289.13,","58.89,","49.60,",54.24,,,,,,,,,,,,,,,,
699,1995,39.0,"0.308,287.73,","62.86,","48.83,",55.85,,,,,,,,,,,,,,,,
700,1995,40.0,"0.294,286.82,","65.84,","41.42,",53.63,,,,,,,,,,,,,,,,
701,1995,41.0,"0.271,285.16,","64.96,","36.04,",50.5,,,,,,,,,,,,,,,,
702,1995,42.0,"0.237,282.62,","58.88,","42.68,",50.78,,,,,,,,,,,,,,,,
703,1995,43.0,"0.195,279.20,","49.19,","53.45,",51.32,,,,,,,,,,,,,,,,
704,1995,44.0,"0.148,275.01,","35.31,","60.87,",48.09,,,,,,,,,,,,,,,,
705,1995,45.0,"0.116,271.99,","28.11,","58.02,",43.07,,,,,,,,,,,,,,,,
706,1995,46.0,"0.092,269.12,","24.98,","55.88,",40.43,,,,,,,,,,,,,,,,
707,1995,47.0,"0.077,267.11,","26.33,","51.51,",38.92,,,,,,,,,,,,,,,,
708,1995,48.0,"0.062,265.51,","24.62,","48.40,",36.51,,,,,,,,,,,,,,,,
709,1995,49.0,"0.052,263.08,","22.39,","50.73,",36.56,,,,,,,,,,,,,,,,
710,1995,50.0,"0.039,259.77,","13.83,","55.93,",34.88,,,,,,,,,,,,,,,,
711,1995,51.0,"0.027,255.96,","5.30,","62.86,",34.08,,,,,,,,,,,,,,,,
712,1995,52.0,"0.020,253.38,","2.71,","68.19,",35.45,,,,,,,,,,,,,,,,
713,1996,1.0,"0.017,252.51,","2.22,","69.96,",36.09,,,,,,,,,,,,,,,,
714,1996,2.0,"0.015,252.45,","1.95,","71.75,",36.85,,,,,,,,,,,,,,,,
715,1996,3.0,"0.011,252.45,","1.82,","72.51,",37.17,,,,,,,,,,,,,,,,
716,1996,4.0,"0.008,251.55,","1.64,","75.16,",38.4,,,,,,,,,,,,,,,,
717,1996,5.0,"0.007,251.04,","1.31,","77.94,",39.63,,,,,,,,,,,,,,,,
718,1996,6.0,"0.006,250.50,","1.04,","82.95,",42.0,,,,,,,,,,,,,,,,
719,1996,7.0,"0.006,250.68,","0.90,","87.14,",44.02,,,,,,,,,,,,,,,,
720,1996,8.0,"0.005,252.99,","0.85,","87.95,",44.4,,,,,,,,,,,,,,,,
721,1996,9.0,"0.006,256.06,","0.80,","87.37,",44.08,,,,,,,,,,,,,,,,
722,1996,10.0,"0.009,259.43,","0.81,","83.46,",42.14,,,,,,,,,,,,,,,,
723,1996,11.0,"0.015,262.36,","0.73,","79.99,",40.36,,,,,,,,,,,,,,,,
724,1996,12.0,"0.026,265.83,","0.81,","78.76,",39.78,,,,,,,,,,,,,,,,
725,1996,13.0,"0.044,269.77,","1.93,","78.84,",40.38,,,,,,,,,,,,,,,,
726,1996,14.0,"0.071,274.44,","4.99,","79.42,",42.2,,,,,,,,,,,,,,,,
727,1996,15.0,"0.105,279.83,","10.17,","72.57,",41.37,,,,,,,,,,,,,,,,
728,1996,16.0,"0.150,285.17,","18.28,","58.29,",38.28,,,,,,,,,,,,,,,,
729,1996,17.0,"0.198,288.89,","25.83,","47.49,",36.66,,,,,,,,,,,,,,,,
730,1996,18.0,"0.245,291.80,","32.53,","36.46,",34.49,,,,,,,,,,,,,,,,
731,1996,19.0,"0.293,293.45,","37.68,","33.75,",35.71,,,,,,,,,,,,,,,,
732,1996,20.0,"0.335,295.20,","40.78,","28.28,",34.53,,,,,,,,,,,,,,,,
733,1996,21.0,"0.367,296.89,","41.32,","19.65,",30.49,,,,,,,,,,,,,,,,
734,1996,22.0,"0.384,297.29,","37.00,","20.93,",28.97,,,,,,,,,,,,,,,,
735,1996,23.0,"0.392,297.22,","31.29,","24.58,",27.93,,,,,,,,,,,,,,,,
736,1996,24.0,"0.393,296.89,","26.68,","28.17,",27.42,,,,,,,,,,,,,,,,
737,1996,25.0,"0.389,295.94,","23.25,","38.37,",30.81,,,,,,,,,,,,,,,,
738,1996,26.0,"0.386,295.07,","21.89,","49.34,",35.62,,,,,,,,,,,,,,,,
739,1996,27.0,"0.383,294.10,","21.50,","62.93,",42.22,,,,,,,,,,,,,,,,
740,1996,28.0,"0.383,293.61,","26.32,","70.02,",48.17,,,,,,,,,,,,,,,,
741,1996,29.0,"0.383,293.51,","32.47,","71.82,",52.14,,,,,,,,,,,,,,,,
742,1996,30.0,"0.371,292.75,","31.71,","80.26,",55.99,,,,,,,,,,,,,,,,
743,1996,31.0,"0.360,292.17,","28.48,","85.76,",57.12,,,,,,,,,,,,,,,,
744,1996,32.0,"0.350,291.87,","25.45,","88.08,",56.77,,,,,,,,,,,,,,,,
745,1996,33.0,"0.344,291.73,","25.16,","87.41,",56.29,,,,,,,,,,,,,,,,
746,1996,34.0,"0.331,291.11,","22.79,","87.34,",55.07,,,,,,,,,,,,,,,,
747,1996,35.0,"0.305,289.46,","19.37,","91.11,",55.24,,,,,,,,,,,,,,,,
748,1996,36.0,"0.274,286.99,","16.39,","94.84,",55.62,,,,,,,,,,,,,,,,
749,1996,37.0,"0.252,285.13,","17.07,","94.61,",55.84,,,,,,,,,,,,,,,,
750,1996,38.0,"0.243,284.53,","21.75,","88.28,",55.01,,,,,,,,,,,,,,,,
751,1996,39.0,"0.238,284.43,","27.79,","80.18,",53.98,,,,,,,,,,,,,,,,
752,1996,40.0,"0.227,284.42,","30.20,","67.80,",49.0,,,,,,,,,,,,,,,,
753,1996,41.0,"0.214,283.73,","33.88,","52.76,",43.32,,,,,,,,,,,,,,,,
754,1996,42.0,"0.193,282.33,","34.03,","46.00,",40.02,,,,,,,,,,,,,,,,
755,1996,43.0,"0.164,279.80,","31.59,","48.40,",39.99,,,,,,,,,,,,,,,,
756,1996,44.0,"0.132,276.91,","25.71,","47.12,",36.42,,,,,,,,,,,,,,,,
757,1996,45.0,"0.108,274.29,","23.52,","43.44,",33.48,,,,,,,,,,,,,,,,
758,1996,46.0,"0.092,271.08,","25.32,","44.75,",35.04,,,,,,,,,,,,,,,,
759,1996,47.0,"0.075,267.45,","26.30,","49.29,",37.79,,,,,,,,,,,,,,,,
760,1996,48.0,"0.055,263.05,","20.14,","58.84,",39.49,,,,,,,,,,,,,,,,
761,1996,49.0,"0.040,259.92,","12.05,","64.14,",38.09,,,,,,,,,,,,,,,,
762,1996,50.0,"0.033,258.02,","8.88,","63.53,",36.21,,,,,,,,,,,,,,,,
763,1996,51.0,"0.033,258.29,","13.16,","53.76,",33.46,,,,,,,,,,,,,,,,
764,1996,52.0,"0.032,259.26,","16.67,","45.59,",31.13,,,,,,,,,,,,,,,,
765,1997,1.0,"0.033,260.28,","18.96,","40.61,",29.78,,,,,,,,,,,,,,,,
766,1997,2.0,"0.034,261.11,","22.41,","39.23,",30.82,,,,,,,,,,,,,,,,
767,1997,3.0,"0.038,262.00,","29.09,","37.34,",33.22,,,,,,,,,,,,,,,,
768,1997,4.0,"0.046,263.65,","38.77,","32.95,",35.86,,,,,,,,,,,,,,,,
769,1997,5.0,"0.060,266.07,","48.05,","29.16,",38.6,,,,,,,,,,,,,,,,
770,1997,6.0,"0.079,268.86,","57.15,","25.53,",41.34,,,,,,,,,,,,,,,,
771,1997,7.0,"0.099,271.67,","65.84,","21.07,",43.45,,,,,,,,,,,,,,,,
772,1997,8.0,"0.117,274.52,","71.45,","17.78,",44.62,,,,,,,,,,,,,,,,
773,1997,9.0,"0.128,276.35,","73.25,","18.59,",45.92,,,,,,,,,,,,,,,,
774,1997,10.0,"0.140,278.27,","74.29,","19.10,",46.7,,,,,,,,,,,,,,,,
775,1997,11.0,"0.153,280.36,","73.79,","16.44,",45.11,,,,,,,,,,,,,,,,
776,1997,12.0,"0.160,282.39,","70.46,","19.11,",44.78,,,,,,,,,,,,,,,,
777,1997,13.0,"0.171,284.67,","66.17,","20.02,",43.1,,,,,,,,,,,,,,,,
778,1997,14.0,"0.180,286.18,","58.76,","21.43,",40.1,,,,,,,,,,,,,,,,
779,1997,15.0,"0.193,287.82,","51.08,","23.09,",37.08,,,,,,,,,,,,,,,,
780,1997,16.0,"0.215,289.63,","47.09,","25.43,",36.26,,,,,,,,,,,,,,,,
781,1997,17.0,"0.245,291.35,","45.82,","26.87,",36.34,,,,,,,,,,,,,,,,
782,1997,18.0,"0.277,292.73,","45.81,","28.25,",37.03,,,,,,,,,,,,,,,,
783,1997,19.0,"0.317,293.77,","47.60,","30.89,",39.25,,,,,,,,,,,,,,,,
784,1997,20.0,"0.352,294.32,","48.55,","36.74,",42.64,,,,,,,,,,,,,,,,
785,1997,21.0,"0.384,293.98,","49.28,","48.41,",48.85,,,,,,,,,,,,,,,,
786,1997,22.0,"0.408,293.14,","49.44,","61.74,",55.59,,,,,,,,,,,,,,,,
787,1997,23.0,"0.432,293.39,","54.45,","62.79,",58.62,,,,,,,,,,,,,,,,
788,1997,24.0,"0.453,294.21,","62.96,","56.86,",59.91,,,,,,,,,,,,,,,,
789,1997,25.0,"0.466,294.42,","70.35,","56.20,",63.28,,,,,,,,,,,,,,,,
790,1997,26.0,"0.472,294.38,","75.52,","57.92,",66.72,,,,,,,,,,,,,,,,
791,1997,27.0,"0.466,293.86,","73.41,","66.07,",69.74,,,,,,,,,,,,,,,,
792,1997,28.0,"0.452,293.24,","69.90,","74.91,",72.4,,,,,,,,,,,,,,,,
793,1997,29.0,"0.447,293.24,","71.78,","75.53,",73.65,,,,,,,,,,,,,,,,
794,1997,30.0,"0.443,293.32,","74.31,","73.50,",73.91,,,,,,,,,,,,,,,,
795,1997,31.0,"0.438,293.42,","75.09,","71.18,",73.14,,,,,,,,,,,,,,,,
796,1997,32.0,"0.432,293.36,","75.15,","70.92,",73.03,,,,,,,,,,,,,,,,
797,1997,33.0,"0.424,293.03,","74.72,","72.59,",73.65,,,,,,,,,,,,,,,,
798,1997,34.0,"0.417,292.57,","76.64,","71.89,",74.26,,,,,,,,,,,,,,,,
799,1997,35.0,"0.411,291.86,","81.50,","68.24,",74.87,,,,,,,,,,,,,,,,
800,1997,36.0,"0.402,290.98,","85.29,","61.00,",73.15,,,,,,,,,,,,,,,,
801,1997,37.0,"0.390,289.98,","87.38,","55.56,",71.47,,,,,,,,,,,,,,,,
802,1997,38.0,"0.376,288.74,","88.26,","53.25,",70.76,,,,,,,,,,,,,,,,
803,1997,39.0,"0.353,287.44,","86.20,","51.89,",69.04,,,,,,,,,,,,,,,,
804,1997,40.0,"0.319,285.21,","79.59,","59.21,",69.4,,,,,,,,,,,,,,,,
805,1997,41.0,"0.284,282.54,","72.88,","66.28,",69.58,,,,,,,,,,,,,,,,
806,1997,42.0,"0.253,280.39,","68.29,","67.13,",67.71,,,,,,,,,,,,,,,,
807,1997,43.0,"0.223,277.86,","65.73,","66.27,",66.0,,,,,,,,,,,,,,,,
808,1997,44.0,"0.190,275.29,","61.91,","60.34,",61.12,,,,,,,,,,,,,,,,
809,1997,45.0,"0.157,271.80,","55.83,","60.62,",58.22,,,,,,,,,,,,,,,,
810,1997,46.0,"0.125,267.81,","48.58,","64.02,",56.3,,,,,,,,,,,,,,,,
811,1997,47.0,"0.095,264.13,","41.97,","66.49,",54.23,,,,,,,,,,,,,,,,
812,1997,48.0,"0.078,261.13,","40.70,","68.23,",54.46,,,,,,,,,,,,,,,,
813,1997,49.0,"0.069,258.95,","41.39,","68.78,",55.09,,,,,,,,,,,,,,,,
814,1997,50.0,"0.064,257.79,","43.00,","64.79,",53.89,,,,,,,,,,,,,,,,
815,1997,51.0,"0.064,258.04,","51.01,","55.22,",53.12,,,,,,,,,,,,,,,,
816,1997,52.0,"0.068,259.77,","59.64,","44.13,",51.88,,,,,,,,,,,,,,,,
817,1998,1.0,"0.073,261.74,","65.89,","35.78,",50.83,,,,,,,,,,,,,,,,
818,1998,2.0,"0.080,264.52,","73.51,","27.19,",50.35,,,,,,,,,,,,,,,,
819,1998,3.0,"0.085,266.62,","79.38,","21.17,",50.28,,,,,,,,,,,,,,,,
820,1998,4.0,"0.088,268.36,","80.75,","17.48,",49.11,,,,,,,,,,,,,,,,
821,1998,5.0,"0.093,269.86,","77.47,","17.68,",47.57,,,,,,,,,,,,,,,,
822,1998,6.0,"0.096,270.29,","70.33,","21.69,",46.01,,,,,,,,,,,,,,,,
823,1998,7.0,"0.098,270.79,","64.99,","24.47,",44.73,,,,,,,,,,,,,,,,
824,1998,8.0,"0.098,272.02,","59.68,","26.50,",43.09,,,,,,,,,,,,,,,,
825,1998,9.0,"0.093,272.19,","52.38,","33.31,",42.85,,,,,,,,,,,,,,,,
826,1998,10.0,"0.088,271.83,","45.03,","41.79,",43.41,,,,,,,,,,,,,,,,
827,1998,11.0,"0.087,271.57,","38.74,","48.16,",43.45,,,,,,,,,,,,,,,,
828,1998,12.0,"0.090,272.37,","33.99,","55.85,",44.92,,,,,,,,,,,,,,,,
829,1998,13.0,"0.105,274.58,","32.33,","60.66,",46.49,,,,,,,,,,,,,,,,
830,1998,14.0,"0.125,277.09,","31.77,","67.55,",49.66,,,,,,,,,,,,,,,,
831,1998,15.0,"0.161,280.18,","36.43,","72.34,",54.38,,,,,,,,,,,,,,,,
832,1998,16.0,"0.205,282.59,","42.74,","79.10,",60.92,,,,,,,,,,,,,,,,
833,1998,17.0,"0.250,284.73,","48.19,","83.94,",66.07,,,,,,,,,,,,,,,,
834,1998,18.0,"0.291,286.36,","51.63,","86.53,",69.08,,,,,,,,,,,,,,,,
835,1998,19.0,"0.332,287.70,","54.07,","86.97,",70.52,,,,,,,,,,,,,,,,
836,1998,20.0,"0.367,289.28,","54.95,","84.52,",69.74,,,,,,,,,,,,,,,,
837,1998,21.0,"0.396,290.90,","54.98,","78.83,",66.9,,,,,,,,,,,,,,,,
838,1998,22.0,"0.413,291.50,","52.23,","77.94,",65.08,,,,,,,,,,,,,,,,
839,1998,23.0,"0.428,292.25,","52.38,","74.17,",63.27,,,,,,,,,,,,,,,,
840,1998,24.0,"0.438,292.95,","53.94,","70.57,",62.26,,,,,,,,,,,,,,,,
841,1998,25.0,"0.443,293.28,","56.25,","69.43,",62.84,,,,,,,,,,,,,,,,
842,1998,26.0,"0.443,293.71,","57.16,","66.11,",61.63,,,,,,,,,,,,,,,,
