,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.447,295.01,","47.03,","6.25,",26.64,,,,,,,,,,,,,,,,
562,1992,36.0,"0.423,293.24,","44.80,","12.24,",28.52,,,,,,,,,,,,,,,,
563,1992,37.0,"0.403,291.51,","44.36,","18.18,",31.27,,,,,,,,,,,,,,,,
564,1992,38.0,"0.381,289.82,","42.08,","23.88,",32.98,,,,,,,,,,,,,,,,
565,1992,39.0,"0.348,287.14,","36.04,","37.65,",36.85,,,,,,,,,,,,,,,,
566,1992,40.0,"0.311,284.42,","30.33,","48.07,",39.2,,,,,,,,,,,,,,,,
567,1992,41.0,"0.275,282.16,","27.40,","51.66,",39.53,,,,,,,,,,,,,,,,
568,1992,42.0,"0.239,279.66,","25.11,","57.83,",41.47,,,,,,,,,,,,,,,,
569,1992,43.0,"0.206,276.50,","23.69,","69.25,",46.47,,,,,,,,,,,,,,,,
570,1992,44.0,"0.173,273.94,","20.76,","73.27,",47.02,,,,,,,,,,,,,,,,
571,1992,45.0,"0.144,272.74,","17.69,","63.45,",40.57,,,,,,,,,,,,,,,,
572,1992,46.0,"0.123,271.40,","18.05,","53.04,",35.54,,,,,,,,,,,,,,,,
573,1992,47.0,"0.105,270.22,","19.25,","45.86,",32.56,,,,,,,,,,,,,,,,
574,1992,48.0,"0.094,269.40,","22.57,","40.92,",31.75,,,,,,,,,,,,,,,,
575,1992,49.0,"0.083,268.46,","23.11,","37.28,",30.2,,,,,,,,,,,,,,,,
576,1992,50.0,"0.078,267.44,","23.00,","33.63,",28.32,,,,,,,,,,,,,,,,
577,1992,51.0,"0.075,266.35,","26.11,","31.34,",28.73,,,,,,,,,,,,,,,,
578,1992,52.0,"0.070,265.60,","25.32,","31.76,",28.54,,,,,,,,,,,,,,,,
579,1993,1.0,"0.068,265.52,","24.59,","33.33,",28.96,,,,,,,,,,,,,,,,
580,1993,2.0,"0.070,265.79,","26.07,","34.07,",30.07,,,,,,,,,,,,,,,,
581,1993,3.0,"0.072,266.58,","26.78,","33.32,",30.05,,,,,,,,,,,,,,,,
582,1993,4.0,"0.074,266.30,","27.37,","38.38,",32.88,,,,,,,,,,,,,,,,
583,1993,5.0,"0.076,266.86,","27.50,","39.39,",33.44,,,,,,,,,,,,,,,,
584,1993,6.0,"0.076,267.26,","25.70,","44.54,",35.12,,,,,,,,,,,,,,,,
585,1993,7.0,"0.073,266.75,","20.94,","55.87,",38.4,,,,,,,,,,,,,,,,
586,1993,8.0,"0.071,267.10,","16.43,","63.04,",39.74,,,,,,,,,,,,,,,,
587,1993,9.0,"0.072,267.97,","13.05,","70.84,",41.95,,,,,,,,,,,,,,,,
588,1993,10.0,"0.077,269.38,","11.16,","76.89,",44.02,,,,,,,,,,,,,,,,
589,1993,11.0,"0.085,271.14,","10.06,","80.92,",45.49,,,,,,,,,,,,,,,,
590,1993,12.0,"0.101,273.11,","11.23,","81.95,",46.59,,,,,,,,,,,,,,,,
591,1993,13.0,"0.123,275.68,","12.69,","79.56,",46.12,,,,,,,,,,,,,,,,
592,1993,14.0,"0.150,278.07,","14.09,","76.35,",45.22,,,,,,,,,,,,,,,,
593,1993,15.0,"0.187,281.12,","20.84,","66.79,",43.81,,,,,,,,,,,,,,,,
594,1993,16.0,"0.235,285.07,","30.63,","46.24,",38.44,,,,,,,,,,,,,,,,
595,1993,17.0,"0.278,287.76,","35.26,","35.86,",35.56,,,,,,,,,,,,,,,,
596,1993,18.0,"0.321,289.81,","39.98,","27.71,",33.85,,,,,,,,,,,,,,,,
597,1993,19.0,"0.360,290.99,","43.10,","23.49,",33.3,,,,,,,,,,,,,,,,
598,1993,20.0,"0.388,291.36,","44.36,","25.93,",35.14,,,,,,,,,,,,,,,,
599,1993,21.0,"0.414,291.92,","44.75,","27.44,",36.09,,,,,,,,,,,,,,,,
600,1993,22.0,"0.423,292.08,","40.31,","31.39,",35.85,,,,,,,,,,,,,,,,
601,1993,23.0,"0.426,292.18,","37.23,","34.45,",35.84,,,,,,,,,,,,,,,,
602,1993,24.0,"0.432,292.20,","37.61,","37.16,",37.39,,,,,,,,,,,,,,,,
603,1993,25.0,"0.440,292.29,","38.79,","39.05,",38.92,,,,,,,,,,,,,,,,
604,1993,26.0,"0.435,292.21,","34.45,","44.78,",39.62,,,,,,,,,,,,,,,,
605,1993,27.0,"0.431,292.29,","28.61,","52.28,",40.44,,,,,,,,,,,,,,,,
606,1993,28.0,"0.431,292.29,","27.98,","58.82,",43.4,,,,,,,,,,,,,,,,
607,1993,29.0,"0.441,292.59,","32.90,","58.29,",45.6,,,,,,,,,,,,,,,,
608,1993,30.0,"0.446,292.67,","36.04,","59.21,",47.62,,,,,,,,,,,,,,,,
609,1993,31.0,"0.457,292.89,","41.85,","56.38,",49.12,,,,,,,,,,,,,,,,
610,1993,32.0,"0.461,292.86,","44.81,","56.08,",50.45,,,,,,,,,,,,,,,,
611,1993,33.0,"0.453,292.54,","41.98,","57.25,",49.62,,,,,,,,,,,,,,,,
612,1993,34.0,"0.437,291.86,","36.22,","59.20,",47.71,,,,,,,,,,,,,,,,
613,1993,35.0,"0.413,290.89,","32.61,","59.10,",45.86,,,,,,,,,,,,,,,,
614,1993,36.0,"0.395,289.78,","34.77,","55.36,",45.07,,,,,,,,,,,,,,,,
615,1993,37.0,"0.390,289.24,","41.88,","44.23,",43.05,,,,,,,,,,,,,,,,
616,1993,38.0,"0.371,288.03,","40.59,","43.37,",41.98,,,,,,,,,,,,,,,,
617,1993,39.0,"0.341,287.16,","35.89,","36.79,",36.34,,,,,,,,,,,,,,,,
618,1993,40.0,"0.311,286.33,","33.02,","28.29,",30.66,,,,,,,,,,,,,,,,
619,1993,41.0,"0.279,284.97,","31.38,","23.55,",27.47,,,,,,,,,,,,,,,,
620,1993,42.0,"0.246,282.90,","30.94,","26.89,",28.92,,,,,,,,,,,,,,,,
621,1993,43.0,"0.212,280.78,","29.69,","33.30,",31.5,,,,,,,,,,,,,,,,
622,1993,44.0,"0.185,278.87,","29.43,","35.96,",32.7,,,,,,,,,,,,,,,,
623,1993,45.0,"0.160,277.29,","27.89,","32.96,",30.42,,,,,,,,,,,,,,,,
624,1993,46.0,"0.133,275.61,","26.00,","27.78,",26.89,,,,,,,,,,,,,,,,
625,1993,47.0,"0.111,273.41,","25.09,","27.95,",26.52,,,,,,,,,,,,,,,,
626,1993,48.0,"0.095,271.88,","24.44,","27.39,",25.92,,,,,,,,,,,,,,,,
627,1993,49.0,"0.088,271.23,","25.62,","22.33,",23.97,,,,,,,,,,,,,,,,
628,1993,50.0,"0.088,270.15,","27.67,","19.30,",23.48,,,,,,,,,,,,,,,,
629,1993,51.0,"0.082,269.44,","27.79,","16.43,",22.11,,,,,,,,,,,,,,,,
630,1993,52.0,"0.077,268.93,","27.55,","15.86,",21.71,,,,,,,,,,,,,,,,
631,1994,1.0,"0.076,268.26,","27.73,","19.57,",23.65,,,,,,,,,,,,,,,,
632,1994,2.0,"0.065,267.32,","22.46,","26.55,",24.5,,,,,,,,,,,,,,,,
633,1994,3.0,"0.070,266.79,","24.10,","33.83,",28.96,,,,,,,,,,,,,,,,
634,1994,4.0,"0.082,266.72,","32.47,","38.42,",35.44,,,,,,,,,,,,,,,,
635,1994,5.0,"0.086,267.50,","33.21,","38.90,",36.05,,,,,,,,,,,,,,,,
636,1994,6.0,"0.090,268.43,","34.01,","41.10,",37.56,,,,,,,,,,,,,,,,
637,1994,7.0,"0.095,269.98,","34.14,","41.71,",37.93,,,,,,,,,,,,,,,,
638,1994,8.0,"0.108,271.48,","39.09,","41.99,",40.54,,,,,,,,,,,,,,,,
639,1994,9.0,"0.126,273.77,","46.23,","39.78,",43.01,,,,,,,,,,,,,,,,
640,1994,10.0,"0.145,276.13,","50.56,","38.67,",44.62,,,,,,,,,,,,,,,,
641,1994,11.0,"0.168,277.99,","54.54,","41.96,",48.25,,,,,,,,,,,,,,,,
642,1994,12.0,"0.187,279.79,","54.35,","43.66,",49.01,,,,,,,,,,,,,,,,
643,1994,13.0,"0.210,281.18,","54.63,","43.53,",49.08,,,,,,,,,,,,,,,,
644,1994,14.0,"0.238,282.29,","55.32,","45.92,",50.62,,,,,,,,,,,,,,,,
645,1994,15.0,"0.264,283.34,","55.83,","48.68,",52.26,,,,,,,,,,,,,,,,
646,1994,16.0,"0.296,284.34,","57.55,","52.56,",55.05,,,,,,,,,,,,,,,,
647,1994,17.0,"0.329,284.98,","57.50,","61.81,",59.65,,,,,,,,,,,,,,,,
648,1994,18.0,"0.365,285.69,","59.58,","68.03,",63.8,,,,,,,,,,,,,,,,
649,1994,19.0,"0.393,286.61,","59.09,","66.73,",62.91,,,,,,,,,,,,,,,,
650,1994,20.0,"0.414,287.21,","57.18,","65.46,",61.32,,,,,,,,,,,,,,,,
651,1994,21.0,"0.432,287.91,","55.12,","64.46,",59.79,,,,,,,,,,,,,,,,
652,1994,22.0,"0.459,288.89,","58.05,","60.88,",59.47,,,,,,,,,,,,,,,,
653,1994,23.0,"0.488,290.13,","65.51,","54.02,",59.76,,,,,,,,,,,,,,,,
654,1994,24.0,"0.512,291.23,","72.56,","47.00,",59.78,,,,,,,,,,,,,,,,
655,1994,25.0,"0.523,292.12,","75.02,","41.16,",58.09,,,,,,,,,,,,,,,,
656,1994,26.0,"0.524,293.01,","72.68,","36.30,",54.49,,,,,,,,,,,,,,,,
657,1994,27.0,"0.520,294.15,","68.34,","29.94,",49.14,,,,,,,,,,,,,,,,
658,1994,28.0,"0.508,295.00,","62.62,","23.93,",43.28,,,,,,,,,,,,,,,,
659,1994,29.0,"0.491,295.74,","55.47,","17.45,",36.46,,,,,,,,,,,,,,,,
660,1994,30.0,"0.476,296.20,","49.17,","14.52,",31.84,,,,,,,,,,,,,,,,
661,1994,31.0,"0.461,296.37,","43.68,","13.79,",28.74,,,,,,,,,,,,,,,,
662,1994,32.0,"0.446,296.26,","37.88,","15.33,",26.6,,,,,,,,,,,,,,,,
663,1994,33.0,"0.431,296.03,","32.36,","16.32,",24.34,,,,,,,,,,,,,,,,
664,1994,34.0,"0.418,295.94,","28.91,","13.48,",21.19,,,,,,,,,,,,,,,,
665,1994,35.0,"0.409,296.02,","31.35,","7.74,",19.55,,,,,,,,,,,,,,,,
666,1994,36.0,"0.409,296.63,","39.86,","2.47,",21.17,,,,,,,,,,,,,,,,
667,1995,7.0,"0.123,270.49,","52.22,","39.12,",45.67,,,,,,,,,,,,,,,,
668,1995,8.0,"0.133,273.05,","55.29,","33.48,",44.39,,,,,,,,,,,,,,,,
669,1995,9.0,"0.145,274.86,","57.82,","33.60,",45.71,,,,,,,,,,,,,,,,
670,1995,10.0,"0.153,275.91,","56.32,","40.47,",48.4,,,,,,,,,,,,,,,,
671,1995,11.0,"0.161,276.62,","51.49,","50.69,",51.09,,,,,,,,,,,,,,,,
672,1995,12.0,"0.173,277.58,","47.98,","57.59,",52.78,,,,,,,,,,,,,,,,
673,1995,13.0,"0.176,277.89,","38.31,","65.69,",52.0,,,,,,,,,,,,,,,,
674,1995,14.0,"0.189,278.86,","32.56,","70.28,",51.42,,,,,,,,,,,,,,,,
675,1995,15.0,"0.211,280.57,","32.16,","69.82,",50.99,,,,,,,,,,,,,,,,
676,1995,16.0,"0.236,282.29,","32.09,","68.75,",50.42,,,,,,,,,,,,,,,,
677,1995,17.0,"0.264,283.61,","30.94,","72.30,",51.62,,,,,,,,,,,,,,,,
678,1995,18.0,"0.295,284.58,","31.50,","76.63,",54.07,,,,,,,,,,,,,,,,
679,1995,19.0,"0.333,285.72,","35.02,","74.02,",54.52,,,,,,,,,,,,,,,,
680,1995,20.0,"0.378,287.61,","42.91,","61.51,",52.21,,,,,,,,,,,,,,,,
681,1995,21.0,"0.415,289.32,","48.10,","51.32,",49.71,,,,,,,,,,,,,,,,
682,1995,22.0,"0.446,290.91,","52.92,","42.26,",47.59,,,,,,,,,,,,,,,,
683,1995,23.0,"0.471,292.00,","58.72,","36.51,",47.61,,,,,,,,,,,,,,,,
684,1995,24.0,"0.492,292.54,","65.06,","34.55,",49.8,,,,,,,,,,,,,,,,
685,1995,25.0,"0.511,293.09,","70.73,","31.71,",51.22,,,,,,,,,,,,,,,,
686,1995,26.0,"0.525,293.78,","74.24,","28.35,",51.29,,,,,,,,,,,,,,,,
687,1995,27.0,"0.536,294.75,","76.80,","22.28,",49.54,,,,,,,,,,,,,,,,
688,1995,28.0,"0.539,295.25,","78.69,","19.59,",49.14,,,,,,,,,,,,,,,,
689,1995,29.0,"0.534,295.21,","77.63,","22.08,",49.86,,,,,,,,,,,,,,,,
690,1995,30.0,"0.529,295.36,","75.71,","22.41,",49.06,,,,,,,,,,,,,,,,
691,1995,31.0,"0.512,294.80,","69.20,","29.91,",49.55,,,,,,,,,,,,,,,,
692,1995,32.0,"0.488,293.99,","58.55,","39.76,",49.15,,,,,,,,,,,,,,,,
693,1995,33.0,"0.466,293.18,","48.79,","47.61,",48.2,,,,,,,,,,,,,,,,
694,1995,34.0,"0.443,292.36,","39.59,","51.45,",45.52,,,,,,,,,,,,,,,,
695,1995,35.0,"0.420,291.40,","35.67,","52.24,",43.96,,,,,,,,,,,,,,,,
696,1995,36.0,"0.402,290.13,","37.38,","51.35,",44.36,,,,,,,,,,,,,,,,
697,1995,37.0,"0.385,289.01,","39.72,","47.72,",43.72,,,,,,,,,,,,,,,,
698,1995,38.0,"0.380,288.13,","43.97,","43.17,",43.57,,,,,,,,,,,,,,,,
699,1995,39.0,"0.376,287.67,","49.43,","32.29,",40.86,,,,,,,,,,,,,,,,
700,1995,40.0,"0.364,287.11,","52.90,","21.19,",37.04,,,,,,,,,,,,,,,,
701,1995,41.0,"0.342,285.50,","55.01,","18.83,",36.92,,,,,,,,,,,,,,,,
702,1995,42.0,"0.314,283.68,","56.90,","20.36,",38.63,,,,,,,,,,,,,,,,
703,1995,43.0,"0.276,281.29,","54.54,","29.69,",42.12,,,,,,,,,,,,,,,,
704,1995,44.0,"0.217,278.12,","41.04,","41.54,",41.29,,,,,,,,,,,,,,,,
705,1995,45.0,"0.174,275.25,","31.59,","46.48,",39.04,,,,,,,,,,,,,,,,
706,1995,46.0,"0.147,272.90,","29.59,","43.83,",36.71,,,,,,,,,,,,,,,,
707,1995,47.0,"0.130,271.68,","32.44,","37.04,",34.74,,,,,,,,,,,,,,,,
708,1995,48.0,"0.117,270.56,","35.58,","32.84,",34.21,,,,,,,,,,,,,,,,
709,1995,49.0,"0.105,268.46,","37.78,","33.76,",35.77,,,,,,,,,,,,,,,,
710,1995,50.0,"0.091,266.30,","34.79,","33.86,",34.32,,,,,,,,,,,,,,,,
711,1995,51.0,"0.078,264.22,","30.86,","35.58,",33.22,,,,,,,,,,,,,,,,
712,1995,52.0,"0.076,263.35,","32.51,","36.91,",34.71,,,,,,,,,,,,,,,,
713,1996,1.0,"0.078,263.53,","35.11,","38.58,",36.85,,,,,,,,,,,,,,,,
714,1996,2.0,"0.084,264.97,","40.52,","35.99,",38.26,,,,,,,,,,,,,,,,
715,1996,3.0,"0.088,265.96,","42.40,","35.43,",38.91,,,,,,,,,,,,,,,,
716,1996,4.0,"0.087,266.13,","39.23,","39.03,",39.13,,,,,,,,,,,,,,,,
717,1996,5.0,"0.081,265.96,","32.58,","44.62,",38.6,,,,,,,,,,,,,,,,
718,1996,6.0,"0.072,265.29,","23.50,","55.32,",39.41,,,,,,,,,,,,,,,,
719,1996,7.0,"0.068,265.43,","18.26,","63.17,",40.71,,,,,,,,,,,,,,,,
720,1996,8.0,"0.071,267.15,","17.25,","63.19,",40.22,,,,,,,,,,,,,,,,
721,1996,9.0,"0.078,269.54,","18.02,","62.49,",40.25,,,,,,,,,,,,,,,,
722,1996,10.0,"0.091,272.13,","20.64,","62.44,",41.54,,,,,,,,,,,,,,,,
723,1996,11.0,"0.106,274.87,","21.80,","61.58,",41.69,,,,,,,,,,,,,,,,
724,1996,12.0,"0.124,277.63,","23.13,","57.94,",40.54,,,,,,,,,,,,,,,,
725,1996,13.0,"0.150,280.21,","25.96,","51.00,",38.48,,,,,,,,,,,,,,,,
726,1996,14.0,"0.180,282.91,","28.10,","41.30,",34.7,,,,,,,,,,,,,,,,
727,1996,15.0,"0.212,285.73,","32.43,","27.82,",30.12,,,,,,,,,,,,,,,,
728,1996,16.0,"0.250,287.94,","37.02,","19.45,",28.24,,,,,,,,,,,,,,,,
729,1996,17.0,"0.290,289.53,","39.64,","18.25,",28.94,,,,,,,,,,,,,,,,
730,1996,18.0,"0.336,290.74,","45.23,","17.99,",31.61,,,,,,,,,,,,,,,,
731,1996,19.0,"0.381,291.05,","51.16,","22.69,",36.92,,,,,,,,,,,,,,,,
732,1996,20.0,"0.434,292.25,","61.85,","17.84,",39.84,,,,,,,,,,,,,,,,
733,1996,21.0,"0.479,293.84,","70.70,","10.72,",40.71,,,,,,,,,,,,,,,,
734,1996,22.0,"0.502,294.50,","72.71,","10.45,",41.58,,,,,,,,,,,,,,,,
735,1996,23.0,"0.513,294.87,","73.01,","10.83,",41.92,,,,,,,,,,,,,,,,
736,1996,24.0,"0.514,295.01,","71.10,","11.09,",41.1,,,,,,,,,,,,,,,,
737,1996,25.0,"0.510,295.00,","67.48,","12.38,",39.93,,,,,,,,,,,,,,,,
738,1996,26.0,"0.505,294.96,","63.48,","15.54,",39.51,,,,,,,,,,,,,,,,
739,1996,27.0,"0.497,294.42,","56.85,","26.60,",41.73,,,,,,,,,,,,,,,,
740,1996,28.0,"0.490,294.12,","54.15,","34.88,",44.51,,,,,,,,,,,,,,,,
741,1996,29.0,"0.482,293.91,","51.33,","40.22,",45.78,,,,,,,,,,,,,,,,
742,1996,30.0,"0.463,293.11,","43.84,","52.36,",48.1,,,,,,,,,,,,,,,,
743,1996,31.0,"0.442,292.18,","35.41,","64.30,",49.86,,,,,,,,,,,,,,,,
744,1996,32.0,"0.420,291.13,","25.63,","77.23,",51.43,,,,,,,,,,,,,,,,
745,1996,33.0,"0.408,290.66,","20.43,","80.15,",50.29,,,,,,,,,,,,,,,,
746,1996,34.0,"0.396,290.04,","16.95,","81.32,",49.13,,,,,,,,,,,,,,,,
747,1996,35.0,"0.371,288.71,","14.07,","85.46,",49.77,,,,,,,,,,,,,,,,
748,1996,36.0,"0.344,287.05,","14.57,","86.86,",50.72,,,,,,,,,,,,,,,,
749,1996,37.0,"0.318,285.52,","15.24,","83.92,",49.58,,,,,,,,,,,,,,,,
750,1996,38.0,"0.306,284.98,","17.64,","74.17,",45.91,,,,,,,,,,,,,,,,
751,1996,39.0,"0.306,285.30,","23.95,","54.02,",38.99,,,,,,,,,,,,,,,,
752,1996,40.0,"0.303,285.37,","30.35,","36.81,",33.58,,,,,,,,,,,,,,,,
753,1996,41.0,"0.292,284.57,","36.52,","27.01,",31.76,,,,,,,,,,,,,,,,
754,1996,42.0,"0.277,283.98,","42.25,","16.86,",29.56,,,,,,,,,,,,,,,,
755,1996,43.0,"0.253,282.97,","45.28,","15.03,",30.15,,,,,,,,,,,,,,,,
756,1996,44.0,"0.224,281.18,","45.21,","17.92,",31.56,,,,,,,,,,,,,,,,
757,1996,45.0,"0.189,278.66,","39.92,","23.37,",31.65,,,,,,,,,,,,,,,,
758,1996,46.0,"0.156,275.74,","35.11,","27.05,",31.08,,,,,,,,,,,,,,,,
759,1996,47.0,"0.135,273.91,","35.32,","24.93,",30.13,,,,,,,,,,,,,,,,
760,1996,48.0,"0.114,271.79,","33.52,","27.11,",30.32,,,,,,,,,,,,,,,,
761,1996,49.0,"0.098,269.43,","32.08,","30.66,",31.37,,,,,,,,,,,,,,,,
762,1996,50.0,"0.084,267.33,","28.06,","32.17,",30.12,,,,,,,,,,,,,,,,
763,1996,51.0,"0.077,266.14,","29.04,","30.17,",29.61,,,,,,,,,,,,,,,,
764,1996,52.0,"0.073,265.47,","29.06,","29.74,",29.4,,,,,,,,,,,,,,,,
765,1997,1.0,"0.064,264.36,","20.76,","36.24,",28.5,,,,,,,,,,,,,,,,
766,1997,2.0,"0.060,263.87,","17.44,","41.68,",29.56,,,,,,,,,,,,,,,,
767,1997,3.0,"0.065,264.97,","20.43,","39.36,",29.9,,,,,,,,,,,,,,,,
768,1997,4.0,"0.073,266.63,","25.75,","34.41,",30.08,,,,,,,,,,,,,,,,
769,1997,5.0,"0.082,267.87,","31.30,","33.26,",32.28,,,,,,,,,,,,,,,,
770,1997,6.0,"0.095,269.38,","37.99,","33.89,",35.94,,,,,,,,,,,,,,,,
771,1997,7.0,"0.109,271.16,","44.86,","33.74,",39.3,,,,,,,,,,,,,,,,
772,1997,8.0,"0.127,273.51,","52.47,","29.52,",41.0,,,,,,,,,,,,,,,,
773,1997,9.0,"0.149,275.26,","61.41,","30.09,",45.75,,,,,,,,,,,,,,,,
774,1997,10.0,"0.169,277.10,","66.48,","32.52,",49.5,,,,,,,,,,,,,,,,
775,1997,11.0,"0.186,279.19,","65.56,","34.87,",50.21,,,,,,,,,,,,,,,,
776,1997,12.0,"0.197,280.33,","60.37,","40.96,",50.67,,,,,,,,,,,,,,,,
777,1997,13.0,"0.208,281.30,","54.44,","43.17,",48.81,,,,,,,,,,,,,,,,
778,1997,14.0,"0.214,281.65,","44.53,","50.13,",47.33,,,,,,,,,,,,,,,,
779,1997,15.0,"0.220,282.36,","35.99,","55.30,",45.64,,,,,,,,,,,,,,,,
780,1997,16.0,"0.235,283.78,","31.26,","55.70,",43.48,,,,,,,,,,,,,,,,
781,1997,17.0,"0.261,285.37,","29.06,","55.53,",42.29,,,,,,,,,,,,,,,,
782,1997,18.0,"0.292,286.50,","29.28,","57.40,",43.34,,,,,,,,,,,,,,,,
783,1997,19.0,"0.332,287.43,","33.89,","56.03,",44.96,,,,,,,,,,,,,,,,
784,1997,20.0,"0.368,288.09,","38.28,","54.72,",46.5,,,,,,,,,,,,,,,,
785,1997,21.0,"0.399,288.59,","41.83,","55.90,",48.87,,,,,,,,,,,,,,,,
786,1997,22.0,"0.423,288.67,","44.21,","60.45,",52.33,,,,,,,,,,,,,,,,
787,1997,23.0,"0.444,289.37,","48.84,","59.02,",53.93,,,,,,,,,,,,,,,,
788,1997,24.0,"0.470,290.60,","57.25,","51.85,",54.55,,,,,,,,,,,,,,,,
789,1997,25.0,"0.492,291.36,","64.26,","48.07,",56.16,,,,,,,,,,,,,,,,
790,1997,26.0,"0.510,292.02,","69.83,","46.41,",58.12,,,,,,,,,,,,,,,,
791,1997,27.0,"0.514,291.94,","69.54,","55.60,",62.57,,,,,,,,,,,,,,,,
792,1997,28.0,"0.502,291.58,","64.84,","66.79,",65.81,,,,,,,,,,,,,,,,
793,1997,29.0,"0.492,291.64,","61.45,","68.86,",65.16,,,,,,,,,,,,,,,,
794,1997,30.0,"0.493,291.86,","62.36,","67.28,",64.82,,,,,,,,,,,,,,,,
795,1997,31.0,"0.490,291.81,","61.89,","68.28,",65.09,,,,,,,,,,,,,,,,
796,1997,32.0,"0.484,291.66,","59.55,","69.97,",64.76,,,,,,,,,,,,,,,,
797,1997,33.0,"0.474,291.20,","55.19,","73.23,",64.21,,,,,,,,,,,,,,,,
798,1997,34.0,"0.461,290.35,","51.67,","77.71,",64.69,,,,,,,,,,,,,,,,
799,1997,35.0,"0.459,289.53,","57.51,","76.19,",66.85,,,,,,,,,,,,,,,,
800,1997,36.0,"0.451,288.60,","61.98,","70.36,",66.17,,,,,,,,,,,,,,,,
801,1997,37.0,"0.435,287.37,","62.49,","66.80,",64.64,,,,,,,,,,,,,,,,
802,1997,38.0,"0.414,286.11,","59.70,","65.91,",62.81,,,,,,,,,,,,,,,,
803,1997,39.0,"0.387,284.43,","55.12,","65.82,",60.47,,,,,,,,,,,,,,,,
804,1997,40.0,"0.352,282.33,","49.28,","67.75,",58.52,,,,,,,,,,,,,,,,
805,1997,41.0,"0.308,279.97,","42.71,","71.73,",57.22,,,,,,,,,,,,,,,,
806,1997,42.0,"0.275,278.08,","41.99,","72.08,",57.03,,,,,,,,,,,,,,,,
807,1997,43.0,"0.252,276.36,","45.34,","70.60,",57.97,,,,,,,,,,,,,,,,
808,1997,44.0,"0.227,274.56,","46.72,","69.28,",58.0,,,,,,,,,,,,,,,,
809,1997,45.0,"0.190,272.29,","40.50,","66.83,",53.67,,,,,,,,,,,,,,,,
810,1997,46.0,"0.153,269.88,","33.40,","62.22,",47.81,,,,,,,,,,,,,,,,
811,1997,47.0,"0.127,268.35,","31.04,","56.62,",43.83,,,,,,,,,,,,,,,,
812,1997,48.0,"0.115,267.23,","34.53,","52.76,",43.64,,,,,,,,,,,,,,,,
813,1997,49.0,"0.108,266.23,","38.86,","49.13,",43.99,,,,,,,,,,,,,,,,
814,1997,50.0,"0.101,265.49,","40.00,","44.39,",42.19,,,,,,,,,,,,,,,,
815,1997,51.0,"0.096,265.38,","42.96,","37.94,",40.45,,,,,,,,,,,,,,,,
816,1997,52.0,"0.098,266.20,","49.13,","31.18,",40.15,,,,,,,,,,,,,,,,
817,1998,1.0,"0.109,267.63,","59.06,","24.87,",41.96,,,,,,,,,,,,,,,,
818,1998,2.0,"0.117,269.12,","65.65,","18.62,",42.13,,,,,,,,,,,,,,,,
819,1998,3.0,"0.125,270.35,","69.69,","15.70,",42.7,,,,,,,,,,,,,,,,
820,1998,4.0,"0.132,271.13,","72.73,","15.70,",44.21,,,,,,,,,,,,,,,,
821,1998,5.0,"0.142,271.86,","76.31,","16.07,",46.19,,,,,,,,,,,,,,,,
822,1998,6.0,"0.149,272.37,","77.14,","21.06,",49.1,,,,,,,,,,,,,,,,
823,1998,7.0,"0.149,272.60,","73.24,","28.52,",50.88,,,,,,,,,,,,,,,,
824,1998,8.0,"0.154,273.50,","71.39,","31.55,",51.47,,,,,,,,,,,,,,,,
825,1998,9.0,"0.158,274.19,","68.45,","38.25,",53.35,,,,,,,,,,,,,,,,
826,1998,10.0,"0.163,274.60,","63.74,","49.00,",56.37,,,,,,,,,,,,,,,,
827,1998,11.0,"0.163,274.60,","52.89,","63.17,",58.03,,,,,,,,,,,,,,,,
828,1998,12.0,"0.160,274.58,","41.52,","75.99,",58.75,,,,,,,,,,,,,,,,
829,1998,13.0,"0.171,275.98,","35.92,","78.63,",57.27,,,,,,,,,,,,,,,,
830,1998,14.0,"0.180,277.18,","27.96,","82.38,",55.17,,,,,,,,,,,,,,,,
831,1998,15.0,"0.199,278.76,","26.03,","83.94,",54.98,,,,,,,,,,,,,,,,
832,1998,16.0,"0.231,280.18,","28.86,","86.24,",57.55,,,,,,,,,,,,,,,,
833,1998,17.0,"0.274,282.12,","33.72,","85.52,",59.62,,,,,,,,,,,,,,,,
834,1998,18.0,"0.322,284.56,","40.56,","77.78,",59.17,,,,,,,,,,,,,,,,
835,1998,19.0,"0.373,286.83,","49.27,","64.01,",56.64,,,,,,,,,,,,,,,,
836,1998,20.0,"0.415,288.01,","55.90,","57.47,",56.69,,,,,,,,,,,,,,,,
837,1998,21.0,"0.441,288.81,","57.03,","56.08,",56.55,,,,,,,,,,,,,,,,
838,1998,22.0,"0.461,289.53,","57.73,","54.82,",56.28,,,,,,,,,,,,,,,,
839,1998,23.0,"0.468,289.95,","56.80,","55.51,",56.16,,,,,,,,,,,,,,,,
840,1998,24.0,"0.469,289.97,","54.95,","59.20,",57.07,,,,,,,,,,,,,,,,
841,1998,25.0,"0.468,289.90,","52.42,","63.36,",57.89,,,,,,,,,,,,,,,,
842,1998,26.0,"0.472,290.43,","51.34,","63.90,",57.62,,,,,,,,,,,,,,,,
