,Mean,data,for,UKR,Province=,17:,"Odessa,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.204,302.53,","22.20,","20.88,",21.54,,,,,,,,,,,,,,,,
562,1992,36.0,"0.185,300.14,","18.34,","29.78,",24.06,,,,,,,,,,,,,,,,
563,1992,37.0,"0.166,297.64,","14.62,","40.50,",27.56,,,,,,,,,,,,,,,,
564,1992,38.0,"0.147,295.03,","10.67,","52.47,",31.57,,,,,,,,,,,,,,,,
565,1992,39.0,"0.131,292.02,","8.64,","68.39,",38.52,,,,,,,,,,,,,,,,
566,1992,40.0,"0.117,289.21,","8.72,","77.67,",43.2,,,,,,,,,,,,,,,,
567,1992,41.0,"0.105,286.73,","10.10,","73.84,",41.97,,,,,,,,,,,,,,,,
568,1992,42.0,"0.093,283.89,","11.78,","69.86,",40.82,,,,,,,,,,,,,,,,
569,1992,43.0,"0.082,280.75,","12.96,","67.22,",40.09,,,,,,,,,,,,,,,,
570,1992,44.0,"0.072,277.50,","13.78,","64.00,",38.89,,,,,,,,,,,,,,,,
571,1992,45.0,"0.067,274.67,","15.50,","62.66,",39.08,,,,,,,,,,,,,,,,
572,1992,46.0,"0.063,271.89,","17.21,","63.85,",40.53,,,,,,,,,,,,,,,,
573,1992,47.0,"0.060,269.45,","18.91,","65.13,",42.02,,,,,,,,,,,,,,,,
574,1992,48.0,"0.057,267.61,","21.37,","63.79,",42.58,,,,,,,,,,,,,,,,
575,1992,49.0,"0.055,266.08,","23.32,","59.03,",41.18,,,,,,,,,,,,,,,,
576,1992,50.0,"0.054,265.21,","25.30,","52.40,",38.85,,,,,,,,,,,,,,,,
577,1992,51.0,"0.054,265.00,","28.04,","47.27,",37.65,,,,,,,,,,,,,,,,
578,1992,52.0,"0.055,265.04,","30.23,","43.89,",37.06,,,,,,,,,,,,,,,,
579,1993,1.0,"0.056,266.60,","33.25,","37.86,",35.55,,,,,,,,,,,,,,,,
580,1993,2.0,"0.058,268.56,","37.40,","32.26,",34.83,,,,,,,,,,,,,,,,
581,1993,3.0,"0.060,270.49,","39.86,","26.82,",33.34,,,,,,,,,,,,,,,,
582,1993,4.0,"0.063,272.40,","41.02,","23.18,",32.1,,,,,,,,,,,,,,,,
583,1993,5.0,"0.066,273.80,","41.92,","21.05,",31.49,,,,,,,,,,,,,,,,
584,1993,6.0,"0.067,274.19,","41.02,","23.30,",32.16,,,,,,,,,,,,,,,,
585,1993,7.0,"0.064,274.14,","36.54,","27.29,",31.92,,,,,,,,,,,,,,,,
586,1993,8.0,"0.059,273.20,","30.43,","34.56,",32.5,,,,,,,,,,,,,,,,
587,1993,9.0,"0.054,272.17,","24.87,","43.85,",34.36,,,,,,,,,,,,,,,,
588,1993,10.0,"0.053,271.64,","19.73,","52.42,",36.07,,,,,,,,,,,,,,,,
589,1993,11.0,"0.056,271.79,","16.67,","59.58,",38.12,,,,,,,,,,,,,,,,
590,1993,12.0,"0.064,273.74,","15.16,","64.53,",39.84,,,,,,,,,,,,,,,,
591,1993,13.0,"0.077,276.56,","14.12,","66.66,",40.39,,,,,,,,,,,,,,,,
592,1993,14.0,"0.098,280.04,","16.44,","67.39,",41.91,,,,,,,,,,,,,,,,
593,1993,15.0,"0.129,283.42,","23.81,","71.47,",47.64,,,,,,,,,,,,,,,,
594,1993,16.0,"0.171,286.84,","30.17,","77.54,",53.85,,,,,,,,,,,,,,,,
595,1993,17.0,"0.211,290.40,","34.04,","75.49,",54.76,,,,,,,,,,,,,,,,
596,1993,18.0,"0.246,292.59,","36.91,","75.41,",56.16,,,,,,,,,,,,,,,,
597,1993,19.0,"0.280,293.79,","40.51,","80.10,",60.31,,,,,,,,,,,,,,,,
598,1993,20.0,"0.312,294.81,","45.73,","80.31,",63.02,,,,,,,,,,,,,,,,
599,1993,21.0,"0.341,295.48,","52.38,","80.73,",66.56,,,,,,,,,,,,,,,,
600,1993,22.0,"0.363,296.17,","59.73,","80.60,",70.16,,,,,,,,,,,,,,,,
601,1993,23.0,"0.378,297.08,","67.53,","77.96,",72.74,,,,,,,,,,,,,,,,
602,1993,24.0,"0.383,297.46,","71.95,","78.11,",75.03,,,,,,,,,,,,,,,,
603,1993,25.0,"0.382,297.63,","72.65,","80.36,",76.51,,,,,,,,,,,,,,,,
604,1993,26.0,"0.374,297.77,","70.73,","81.66,",76.19,,,,,,,,,,,,,,,,
605,1993,27.0,"0.367,298.32,","69.95,","79.97,",74.96,,,,,,,,,,,,,,,,
606,1993,28.0,"0.359,299.04,","69.67,","75.39,",72.53,,,,,,,,,,,,,,,,
607,1993,29.0,"0.355,300.05,","70.78,","67.71,",69.24,,,,,,,,,,,,,,,,
608,1993,30.0,"0.345,300.96,","69.71,","59.79,",64.75,,,,,,,,,,,,,,,,
609,1993,31.0,"0.332,301.42,","67.94,","54.29,",61.11,,,,,,,,,,,,,,,,
610,1993,32.0,"0.312,301.23,","64.16,","52.14,",58.15,,,,,,,,,,,,,,,,
611,1993,33.0,"0.286,300.24,","56.28,","55.39,",55.83,,,,,,,,,,,,,,,,
612,1993,34.0,"0.261,299.10,","47.92,","60.04,",53.98,,,,,,,,,,,,,,,,
613,1993,35.0,"0.244,297.86,","43.86,","63.85,",53.85,,,,,,,,,,,,,,,,
614,1993,36.0,"0.229,296.10,","42.59,","69.00,",55.79,,,,,,,,,,,,,,,,
615,1993,37.0,"0.216,294.38,","42.29,","72.38,",57.34,,,,,,,,,,,,,,,,
616,1993,38.0,"0.201,292.67,","40.45,","76.26,",58.36,,,,,,,,,,,,,,,,
617,1993,39.0,"0.181,291.11,","35.71,","77.68,",56.69,,,,,,,,,,,,,,,,
618,1993,40.0,"0.157,289.45,","29.72,","74.68,",52.2,,,,,,,,,,,,,,,,
619,1993,41.0,"0.136,287.34,","25.83,","67.55,",46.69,,,,,,,,,,,,,,,,
620,1993,42.0,"0.120,285.35,","25.03,","56.94,",40.99,,,,,,,,,,,,,,,,
621,1993,43.0,"0.108,283.09,","25.38,","50.41,",37.89,,,,,,,,,,,,,,,,
622,1993,44.0,"0.097,280.54,","25.45,","45.73,",35.59,,,,,,,,,,,,,,,,
623,1993,45.0,"0.085,278.02,","24.28,","44.32,",34.3,,,,,,,,,,,,,,,,
624,1993,46.0,"0.071,275.95,","21.43,","42.98,",32.2,,,,,,,,,,,,,,,,
625,1993,47.0,"0.057,274.97,","17.77,","38.27,",28.02,,,,,,,,,,,,,,,,
626,1993,48.0,"0.047,274.37,","15.77,","32.80,",24.29,,,,,,,,,,,,,,,,
627,1993,49.0,"0.039,273.73,","14.25,","27.10,",20.67,,,,,,,,,,,,,,,,
628,1993,50.0,"0.035,273.76,","14.57,","19.31,",16.94,,,,,,,,,,,,,,,,
629,1993,51.0,"0.033,273.62,","15.48,","16.00,",15.74,,,,,,,,,,,,,,,,
630,1993,52.0,"0.031,273.57,","14.96,","15.56,",15.26,,,,,,,,,,,,,,,,
631,1994,1.0,"0.033,272.91,","17.42,","17.85,",17.64,,,,,,,,,,,,,,,,
632,1994,2.0,"0.037,272.18,","22.64,","20.93,",21.79,,,,,,,,,,,,,,,,
633,1994,3.0,"0.040,271.73,","25.76,","23.05,",24.4,,,,,,,,,,,,,,,,
634,1994,4.0,"0.048,271.40,","30.98,","26.15,",28.56,,,,,,,,,,,,,,,,
635,1994,5.0,"0.053,271.50,","33.32,","27.78,",30.55,,,,,,,,,,,,,,,,
636,1994,6.0,"0.056,272.37,","34.02,","28.60,",31.31,,,,,,,,,,,,,,,,
637,1994,7.0,"0.059,274.08,","33.43,","27.42,",30.43,,,,,,,,,,,,,,,,
638,1994,8.0,"0.064,276.76,","33.57,","24.31,",28.94,,,,,,,,,,,,,,,,
639,1994,9.0,"0.072,279.27,","34.22,","23.22,",28.72,,,,,,,,,,,,,,,,
640,1994,10.0,"0.079,282.06,","32.78,","21.71,",27.24,,,,,,,,,,,,,,,,
641,1994,11.0,"0.089,285.06,","32.56,","17.32,",24.94,,,,,,,,,,,,,,,,
642,1994,12.0,"0.100,287.64,","31.74,","16.46,",24.1,,,,,,,,,,,,,,,,
643,1994,13.0,"0.114,290.12,","30.32,","15.95,",23.13,,,,,,,,,,,,,,,,
644,1994,14.0,"0.133,292.28,","31.14,","14.46,",22.8,,,,,,,,,,,,,,,,
645,1994,15.0,"0.155,293.64,","34.32,","18.20,",26.26,,,,,,,,,,,,,,,,
646,1994,16.0,"0.180,294.66,","34.03,","26.15,",30.09,,,,,,,,,,,,,,,,
647,1994,17.0,"0.206,295.55,","32.81,","34.73,",33.77,,,,,,,,,,,,,,,,
648,1994,18.0,"0.234,296.40,","32.72,","42.89,",37.81,,,,,,,,,,,,,,,,
649,1994,19.0,"0.256,296.88,","31.65,","52.40,",42.03,,,,,,,,,,,,,,,,
650,1994,20.0,"0.273,297.08,","30.97,","60.38,",45.68,,,,,,,,,,,,,,,,
651,1994,21.0,"0.285,297.02,","30.36,","67.79,",49.08,,,,,,,,,,,,,,,,
652,1994,22.0,"0.299,297.21,","33.13,","72.15,",52.64,,,,,,,,,,,,,,,,
653,1994,23.0,"0.315,297.98,","39.52,","70.80,",55.16,,,,,,,,,,,,,,,,
654,1994,24.0,"0.326,298.90,","45.57,","66.85,",56.21,,,,,,,,,,,,,,,,
655,1994,25.0,"0.330,300.03,","48.00,","61.20,",54.6,,,,,,,,,,,,,,,,
656,1994,26.0,"0.328,301.11,","48.78,","55.35,",52.07,,,,,,,,,,,,,,,,
657,1994,27.0,"0.318,302.03,","47.11,","51.66,",49.39,,,,,,,,,,,,,,,,
658,1994,28.0,"0.300,302.43,","42.38,","50.10,",46.24,,,,,,,,,,,,,,,,
659,1994,29.0,"0.281,302.46,","36.95,","49.78,",43.36,,,,,,,,,,,,,,,,
660,1994,30.0,"0.264,302.44,","32.74,","48.73,",40.74,,,,,,,,,,,,,,,,
661,1994,31.0,"0.251,302.13,","29.92,","48.94,",39.43,,,,,,,,,,,,,,,,
662,1994,32.0,"0.239,301.43,","28.42,","50.43,",39.43,,,,,,,,,,,,,,,,
663,1994,33.0,"0.232,300.57,","28.54,","52.53,",40.54,,,,,,,,,,,,,,,,
664,1994,34.0,"0.232,300.11,","32.25,","51.27,",41.76,,,,,,,,,,,,,,,,
665,1994,35.0,"0.237,299.89,","39.96,","45.37,",42.67,,,,,,,,,,,,,,,,
666,1994,36.0,"0.251,300.71,","54.52,","25.67,",40.09,,,,,,,,,,,,,,,,
667,1995,7.0,"0.081,278.59,","45.06,","15.02,",30.04,,,,,,,,,,,,,,,,
668,1995,8.0,"0.092,281.24,","48.11,","12.05,",30.08,,,,,,,,,,,,,,,,
669,1995,9.0,"0.103,283.16,","49.47,","12.48,",30.98,,,,,,,,,,,,,,,,
670,1995,10.0,"0.115,284.74,","50.26,","14.17,",32.22,,,,,,,,,,,,,,,,
671,1995,11.0,"0.128,285.87,","50.60,","15.01,",32.81,,,,,,,,,,,,,,,,
672,1995,12.0,"0.140,286.79,","49.58,","19.89,",34.73,,,,,,,,,,,,,,,,
673,1995,13.0,"0.156,287.69,","48.14,","25.92,",37.03,,,,,,,,,,,,,,,,
674,1995,14.0,"0.181,289.48,","49.73,","27.46,",38.59,,,,,,,,,,,,,,,,
675,1995,15.0,"0.208,291.32,","53.21,","31.02,",42.11,,,,,,,,,,,,,,,,
676,1995,16.0,"0.242,293.40,","55.31,","34.61,",44.96,,,,,,,,,,,,,,,,
677,1995,17.0,"0.270,294.27,","54.98,","45.01,",50.0,,,,,,,,,,,,,,,,
678,1995,18.0,"0.301,295.65,","56.61,","49.44,",53.03,,,,,,,,,,,,,,,,
679,1995,19.0,"0.328,296.92,","58.05,","52.28,",55.17,,,,,,,,,,,,,,,,
680,1995,20.0,"0.350,297.89,","60.47,","53.38,",56.92,,,,,,,,,,,,,,,,
681,1995,21.0,"0.364,299.02,","61.95,","51.05,",56.5,,,,,,,,,,,,,,,,
682,1995,22.0,"0.368,300.28,","61.92,","47.09,",54.5,,,,,,,,,,,,,,,,
683,1995,23.0,"0.365,301.15,","61.51,","45.63,",53.57,,,,,,,,,,,,,,,,
684,1995,24.0,"0.353,301.38,","57.48,","47.03,",52.25,,,,,,,,,,,,,,,,
685,1995,25.0,"0.333,301.22,","48.91,","51.33,",50.12,,,,,,,,,,,,,,,,
686,1995,26.0,"0.320,301.44,","44.68,","52.53,",48.6,,,,,,,,,,,,,,,,
687,1995,27.0,"0.309,301.96,","42.62,","52.03,",47.32,,,,,,,,,,,,,,,,
688,1995,28.0,"0.301,302.41,","42.98,","50.12,",46.55,,,,,,,,,,,,,,,,
689,1995,29.0,"0.296,302.71,","44.06,","47.81,",45.93,,,,,,,,,,,,,,,,
690,1995,30.0,"0.289,302.85,","44.25,","45.64,",44.95,,,,,,,,,,,,,,,,
691,1995,31.0,"0.284,302.91,","45.64,","43.13,",44.38,,,,,,,,,,,,,,,,
692,1995,32.0,"0.278,302.62,","47.27,","41.43,",44.35,,,,,,,,,,,,,,,,
693,1995,33.0,"0.272,302.06,","48.72,","40.89,",44.81,,,,,,,,,,,,,,,,
694,1995,34.0,"0.267,301.28,","50.80,","41.78,",46.29,,,,,,,,,,,,,,,,
695,1995,35.0,"0.262,300.11,","53.71,","43.99,",48.85,,,,,,,,,,,,,,,,
696,1995,36.0,"0.261,298.69,","60.38,","45.19,",52.79,,,,,,,,,,,,,,,,
697,1995,37.0,"0.257,297.13,","64.50,","47.14,",55.82,,,,,,,,,,,,,,,,
698,1995,38.0,"0.258,295.61,","71.63,","48.38,",60.01,,,,,,,,,,,,,,,,
699,1995,39.0,"0.262,294.43,","79.82,","44.20,",62.01,,,,,,,,,,,,,,,,
700,1995,40.0,"0.259,292.85,","82.66,","39.20,",60.93,,,,,,,,,,,,,,,,
701,1995,41.0,"0.247,290.71,","81.48,","33.41,",57.45,,,,,,,,,,,,,,,,
702,1995,42.0,"0.230,288.25,","78.54,","29.55,",54.05,,,,,,,,,,,,,,,,
703,1995,43.0,"0.206,285.34,","71.60,","32.96,",52.28,,,,,,,,,,,,,,,,
704,1995,44.0,"0.174,282.28,","61.88,","34.50,",48.19,,,,,,,,,,,,,,,,
705,1995,45.0,"0.144,279.40,","52.89,","36.65,",44.77,,,,,,,,,,,,,,,,
706,1995,46.0,"0.115,276.34,","43.63,","41.13,",42.38,,,,,,,,,,,,,,,,
707,1995,47.0,"0.094,273.83,","36.91,","44.06,",40.49,,,,,,,,,,,,,,,,
708,1995,48.0,"0.075,271.75,","30.78,","44.93,",37.85,,,,,,,,,,,,,,,,
709,1995,49.0,"0.060,269.46,","25.44,","44.92,",35.18,,,,,,,,,,,,,,,,
710,1995,50.0,"0.044,267.16,","16.96,","44.76,",30.86,,,,,,,,,,,,,,,,
711,1995,51.0,"0.032,264.35,","9.80,","49.54,",29.67,,,,,,,,,,,,,,,,
712,1995,52.0,"0.024,261.09,","4.85,","57.01,",30.93,,,,,,,,,,,,,,,,
713,1996,1.0,"0.015,258.15,","0.79,","64.71,",32.75,,,,,,,,,,,,,,,,
714,1996,2.0,"0.008,256.12,","0.33,","71.51,",35.92,,,,,,,,,,,,,,,,
715,1996,3.0,"0.004,255.08,","0.17,","73.73,",36.95,,,,,,,,,,,,,,,,
716,1996,4.0,"0.001,254.66,","0.10,","74.50,",37.3,,,,,,,,,,,,,,,,
717,1996,5.0,"0.001,254.67,","0.11,","75.60,",37.85,,,,,,,,,,,,,,,,
718,1996,6.0,"0.001,254.83,","0.10,","78.16,",39.13,,,,,,,,,,,,,,,,
719,1996,7.0,"0.003,255.62,","0.13,","79.24,",39.69,,,,,,,,,,,,,,,,
720,1996,8.0,"0.006,257.47,","0.42,","78.21,",39.31,,,,,,,,,,,,,,,,
721,1996,9.0,"0.010,260.36,","1.16,","76.35,",38.75,,,,,,,,,,,,,,,,
722,1996,10.0,"0.021,264.40,","3.10,","72.66,",37.88,,,,,,,,,,,,,,,,
723,1996,11.0,"0.032,268.27,","4.77,","70.64,",37.71,,,,,,,,,,,,,,,,
724,1996,12.0,"0.046,272.18,","6.67,","70.37,",38.52,,,,,,,,,,,,,,,,
725,1996,13.0,"0.068,276.10,","9.56,","69.70,",39.63,,,,,,,,,,,,,,,,
726,1996,14.0,"0.096,280.61,","15.57,","67.04,",41.3,,,,,,,,,,,,,,,,
727,1996,15.0,"0.134,285.45,","25.59,","63.58,",44.58,,,,,,,,,,,,,,,,
728,1996,16.0,"0.176,290.02,","31.82,","58.91,",45.36,,,,,,,,,,,,,,,,
729,1996,17.0,"0.222,294.35,","38.01,","43.90,",40.95,,,,,,,,,,,,,,,,
730,1996,18.0,"0.267,297.52,","44.57,","32.24,",38.41,,,,,,,,,,,,,,,,
731,1996,19.0,"0.309,299.48,","51.23,","27.81,",39.52,,,,,,,,,,,,,,,,
732,1996,20.0,"0.342,301.25,","57.11,","22.83,",39.97,,,,,,,,,,,,,,,,
733,1996,21.0,"0.359,302.39,","59.96,","22.01,",40.98,,,,,,,,,,,,,,,,
734,1996,22.0,"0.363,303.27,","59.93,","22.39,",41.16,,,,,,,,,,,,,,,,
735,1996,23.0,"0.360,304.41,","59.84,","19.64,",39.74,,,,,,,,,,,,,,,,
736,1996,24.0,"0.347,305.17,","55.46,","16.99,",36.22,,,,,,,,,,,,,,,,
737,1996,25.0,"0.332,305.48,","48.69,","16.67,",32.68,,,,,,,,,,,,,,,,
738,1996,26.0,"0.317,305.68,","43.55,","18.37,",30.96,,,,,,,,,,,,,,,,
739,1996,27.0,"0.301,305.36,","38.49,","25.46,",31.98,,,,,,,,,,,,,,,,
740,1996,28.0,"0.284,304.89,","34.80,","31.31,",33.05,,,,,,,,,,,,,,,,
741,1996,29.0,"0.267,304.56,","30.32,","33.78,",32.05,,,,,,,,,,,,,,,,
742,1996,30.0,"0.249,303.96,","25.60,","37.21,",31.41,,,,,,,,,,,,,,,,
743,1996,31.0,"0.234,303.11,","21.92,","41.71,",31.82,,,,,,,,,,,,,,,,
744,1996,32.0,"0.219,301.54,","18.30,","49.98,",34.14,,,,,,,,,,,,,,,,
745,1996,33.0,"0.212,300.06,","17.68,","56.81,",37.25,,,,,,,,,,,,,,,,
746,1996,34.0,"0.205,298.50,","17.79,","64.89,",41.34,,,,,,,,,,,,,,,,
747,1996,35.0,"0.199,296.42,","18.91,","76.21,",47.56,,,,,,,,,,,,,,,,
748,1996,36.0,"0.190,293.97,","20.64,","87.83,",54.24,,,,,,,,,,,,,,,,
749,1996,37.0,"0.186,291.99,","25.63,","93.58,",59.6,,,,,,,,,,,,,,,,
750,1996,38.0,"0.193,290.84,","36.34,","93.48,",64.91,,,,,,,,,,,,,,,,
751,1996,39.0,"0.203,290.08,","48.26,","89.30,",68.78,,,,,,,,,,,,,,,,
752,1996,40.0,"0.209,289.15,","56.90,","79.21,",68.06,,,,,,,,,,,,,,,,
753,1996,41.0,"0.211,287.90,","63.48,","62.61,",63.05,,,,,,,,,,,,,,,,
754,1996,42.0,"0.207,286.24,","66.94,","48.59,",57.77,,,,,,,,,,,,,,,,
755,1996,43.0,"0.201,284.57,","68.97,","38.62,",53.79,,,,,,,,,,,,,,,,
756,1996,44.0,"0.192,283.09,","70.21,","28.76,",49.48,,,,,,,,,,,,,,,,
757,1996,45.0,"0.173,280.10,","67.29,","32.73,",50.01,,,,,,,,,,,,,,,,
758,1996,46.0,"0.153,276.86,","63.52,","38.79,",51.15,,,,,,,,,,,,,,,,
759,1996,47.0,"0.132,273.55,","58.40,","45.67,",52.03,,,,,,,,,,,,,,,,
760,1996,48.0,"0.105,268.50,","48.68,","59.97,",54.33,,,,,,,,,,,,,,,,
761,1996,49.0,"0.080,264.09,","38.30,","67.18,",52.74,,,,,,,,,,,,,,,,
762,1996,50.0,"0.059,260.19,","27.82,","71.52,",49.67,,,,,,,,,,,,,,,,
763,1996,51.0,"0.047,258.17,","21.99,","71.68,",46.84,,,,,,,,,,,,,,,,
764,1996,52.0,"0.036,257.53,","14.64,","68.63,",41.64,,,,,,,,,,,,,,,,
765,1997,1.0,"0.029,257.41,","11.13,","66.95,",39.04,,,,,,,,,,,,,,,,
766,1997,2.0,"0.025,257.85,","12.11,","65.93,",39.02,,,,,,,,,,,,,,,,
767,1997,3.0,"0.024,259.16,","13.61,","61.19,",37.4,,,,,,,,,,,,,,,,
768,1997,4.0,"0.032,262.05,","19.98,","52.98,",36.48,,,,,,,,,,,,,,,,
769,1997,5.0,"0.051,265.66,","31.03,","44.19,",37.61,,,,,,,,,,,,,,,,
770,1997,6.0,"0.072,269.02,","42.83,","37.89,",40.36,,,,,,,,,,,,,,,,
771,1997,7.0,"0.099,272.98,","56.21,","30.45,",43.33,,,,,,,,,,,,,,,,
772,1997,8.0,"0.127,276.85,","68.27,","24.11,",46.19,,,,,,,,,,,,,,,,
773,1997,9.0,"0.146,279.77,","72.48,","21.85,",47.16,,,,,,,,,,,,,,,,
774,1997,10.0,"0.160,282.16,","72.72,","21.38,",47.05,,,,,,,,,,,,,,,,
775,1997,11.0,"0.174,284.32,","72.97,","19.69,",46.33,,,,,,,,,,,,,,,,
776,1997,12.0,"0.187,285.75,","71.03,","23.37,",47.2,,,,,,,,,,,,,,,,
777,1997,13.0,"0.203,287.32,","68.28,","27.09,",47.69,,,,,,,,,,,,,,,,
778,1997,14.0,"0.223,288.75,","66.76,","30.45,",48.6,,,,,,,,,,,,,,,,
779,1997,15.0,"0.248,290.34,","67.81,","35.80,",51.81,,,,,,,,,,,,,,,,
780,1997,16.0,"0.280,292.29,","69.27,","41.94,",55.61,,,,,,,,,,,,,,,,
781,1997,17.0,"0.321,294.42,","73.39,","43.03,",58.21,,,,,,,,,,,,,,,,
782,1997,18.0,"0.353,295.78,","75.63,","47.85,",61.74,,,,,,,,,,,,,,,,
783,1997,19.0,"0.378,296.85,","76.91,","52.66,",64.78,,,,,,,,,,,,,,,,
784,1997,20.0,"0.393,297.57,","77.24,","56.00,",66.62,,,,,,,,,,,,,,,,
785,1997,21.0,"0.400,297.76,","76.64,","61.40,",69.02,,,,,,,,,,,,,,,,
786,1997,22.0,"0.397,297.64,","74.24,","68.40,",71.32,,,,,,,,,,,,,,,,
787,1997,23.0,"0.394,297.81,","74.68,","71.81,",73.25,,,,,,,,,,,,,,,,
788,1997,24.0,"0.392,298.23,","76.57,","71.71,",74.14,,,,,,,,,,,,,,,,
789,1997,25.0,"0.388,298.40,","76.40,","73.77,",75.09,,,,,,,,,,,,,,,,
790,1997,26.0,"0.381,298.33,","74.84,","76.91,",75.88,,,,,,,,,,,,,,,,
791,1997,27.0,"0.371,297.84,","72.32,","83.52,",77.92,,,,,,,,,,,,,,,,
792,1997,28.0,"0.355,296.70,","68.13,","92.76,",80.45,,,,,,,,,,,,,,,,
793,1997,29.0,"0.348,296.23,","67.48,","96.19,",81.84,,,,,,,,,,,,,,,,
794,1997,30.0,"0.343,296.00,","68.49,","97.04,",82.77,,,,,,,,,,,,,,,,
795,1997,31.0,"0.338,295.72,","70.49,","97.36,",83.93,,,,,,,,,,,,,,,,
796,1997,32.0,"0.326,295.14,","71.04,","98.72,",84.88,,,,,,,,,,,,,,,,
797,1997,33.0,"0.319,294.60,","72.65,","99.22,",85.93,,,,,,,,,,,,,,,,
798,1997,34.0,"0.314,294.34,","75.86,","98.96,",87.41,,,,,,,,,,,,,,,,
799,1997,35.0,"0.311,293.98,","80.65,","97.64,",89.14,,,,,,,,,,,,,,,,
800,1997,36.0,"0.305,293.48,","84.83,","93.14,",88.98,,,,,,,,,,,,,,,,
801,1997,37.0,"0.296,292.97,","86.27,","86.13,",86.2,,,,,,,,,,,,,,,,
802,1997,38.0,"0.279,292.15,","83.93,","82.21,",83.07,,,,,,,,,,,,,,,,
803,1997,39.0,"0.258,291.31,","78.02,","77.08,",77.55,,,,,,,,,,,,,,,,
804,1997,40.0,"0.233,289.39,","69.51,","77.13,",73.32,,,,,,,,,,,,,,,,
805,1997,41.0,"0.210,286.96,","62.67,","73.23,",67.95,,,,,,,,,,,,,,,,
806,1997,42.0,"0.192,285.38,","59.55,","56.89,",58.22,,,,,,,,,,,,,,,,
807,1997,43.0,"0.173,283.39,","55.88,","47.65,",51.76,,,,,,,,,,,,,,,,
808,1997,44.0,"0.150,280.99,","51.04,","42.24,",46.64,,,,,,,,,,,,,,,,
809,1997,45.0,"0.122,277.76,","42.75,","45.44,",44.09,,,,,,,,,,,,,,,,
810,1997,46.0,"0.096,274.77,","34.59,","48.82,",41.71,,,,,,,,,,,,,,,,
811,1997,47.0,"0.078,272.39,","29.45,","50.67,",40.06,,,,,,,,,,,,,,,,
812,1997,48.0,"0.066,269.00,","26.73,","57.25,",41.99,,,,,,,,,,,,,,,,
813,1997,49.0,"0.060,266.82,","27.59,","55.63,",41.61,,,,,,,,,,,,,,,,
814,1997,50.0,"0.059,265.94,","30.12,","49.19,",39.66,,,,,,,,,,,,,,,,
815,1997,51.0,"0.058,265.65,","32.54,","44.53,",38.54,,,,,,,,,,,,,,,,
816,1997,52.0,"0.057,265.43,","33.14,","42.35,",37.74,,,,,,,,,,,,,,,,
817,1998,1.0,"0.057,265.15,","34.32,","42.24,",38.28,,,,,,,,,,,,,,,,
818,1998,2.0,"0.059,266.12,","38.50,","39.80,",39.15,,,,,,,,,,,,,,,,
819,1998,3.0,"0.061,268.05,","41.15,","34.05,",37.6,,,,,,,,,,,,,,,,
820,1998,4.0,"0.064,269.88,","41.42,","30.35,",35.88,,,,,,,,,,,,,,,,
821,1998,5.0,"0.067,271.70,","42.05,","27.04,",34.54,,,,,,,,,,,,,,,,
822,1998,6.0,"0.070,273.41,","42.42,","25.50,",33.96,,,,,,,,,,,,,,,,
823,1998,7.0,"0.071,275.10,","40.57,","24.52,",32.55,,,,,,,,,,,,,,,,
824,1998,8.0,"0.074,276.52,","38.82,","25.05,",31.93,,,,,,,,,,,,,,,,
825,1998,9.0,"0.076,276.87,","36.33,","30.08,",33.21,,,,,,,,,,,,,,,,
826,1998,10.0,"0.083,278.37,","34.71,","32.42,",33.56,,,,,,,,,,,,,,,,
827,1998,11.0,"0.093,280.32,","34.54,","32.37,",33.46,,,,,,,,,,,,,,,,
828,1998,12.0,"0.106,282.69,","34.38,","33.46,",33.92,,,,,,,,,,,,,,,,
829,1998,13.0,"0.123,285.99,","34.03,","31.12,",32.58,,,,,,,,,,,,,,,,
830,1998,14.0,"0.148,288.96,","36.60,","28.07,",32.33,,,,,,,,,,,,,,,,
831,1998,15.0,"0.183,291.76,","43.79,","26.92,",35.36,,,,,,,,,,,,,,,,
832,1998,16.0,"0.213,292.81,","45.36,","37.20,",41.28,,,,,,,,,,,,,,,,
833,1998,17.0,"0.242,293.48,","45.51,","49.57,",47.54,,,,,,,,,,,,,,,,
834,1998,18.0,"0.266,294.11,","44.34,","61.12,",52.73,,,,,,,,,,,,,,,,
835,1998,19.0,"0.288,294.61,","43.55,","71.61,",57.58,,,,,,,,,,,,,,,,
836,1998,20.0,"0.313,295.16,","45.99,","75.90,",60.95,,,,,,,,,,,,,,,,
837,1998,21.0,"0.339,295.77,","51.56,","77.24,",64.4,,,,,,,,,,,,,,,,
838,1998,22.0,"0.361,296.57,","58.41,","76.75,",67.58,,,,,,,,,,,,,,,,
839,1998,23.0,"0.376,297.45,","66.15,","74.56,",70.36,,,,,,,,,,,,,,,,
840,1998,24.0,"0.384,297.99,","72.39,","73.53,",72.96,,,,,,,,,,,,,,,,
841,1998,25.0,"0.389,298.37,","76.67,","74.15,",75.41,,,,,,,,,,,,,,,,
842,1998,26.0,"0.388,298.72,","78.05,","74.09,",76.07,,,,,,,,,,,,,,,,
