,Mean,data,for,UKR,Province=,18:,"Poltava,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.258,298.64,","17.12,","20.69,",18.91,,,,,,,,,,,,,,,,
562,1992,36.0,"0.235,295.92,","14.23,","33.25,",23.74,,,,,,,,,,,,,,,,
563,1992,37.0,"0.211,293.08,","11.32,","45.20,",28.26,,,,,,,,,,,,,,,,
564,1992,38.0,"0.190,290.44,","10.61,","58.59,",34.6,,,,,,,,,,,,,,,,
565,1992,39.0,"0.170,287.33,","10.37,","74.14,",42.25,,,,,,,,,,,,,,,,
566,1992,40.0,"0.156,284.14,","13.20,","84.87,",49.03,,,,,,,,,,,,,,,,
567,1992,41.0,"0.141,281.60,","15.74,","84.70,",50.22,,,,,,,,,,,,,,,,
568,1992,42.0,"0.122,279.15,","16.48,","79.59,",48.03,,,,,,,,,,,,,,,,
569,1992,43.0,"0.101,276.47,","16.30,","72.77,",44.54,,,,,,,,,,,,,,,,
570,1992,44.0,"0.083,273.58,","15.79,","64.79,",40.29,,,,,,,,,,,,,,,,
571,1992,45.0,"0.073,270.74,","17.36,","59.91,",38.64,,,,,,,,,,,,,,,,
572,1992,46.0,"0.066,268.41,","20.77,","55.43,",38.1,,,,,,,,,,,,,,,,
573,1992,47.0,"0.057,265.87,","21.12,","53.71,",37.41,,,,,,,,,,,,,,,,
574,1992,48.0,"0.054,264.11,","25.40,","52.17,",38.78,,,,,,,,,,,,,,,,
575,1992,49.0,"0.052,262.45,","28.97,","52.49,",40.73,,,,,,,,,,,,,,,,
576,1992,50.0,"0.051,261.39,","32.85,","48.06,",40.45,,,,,,,,,,,,,,,,
577,1992,51.0,"0.052,261.19,","41.44,","42.40,",41.92,,,,,,,,,,,,,,,,
578,1992,52.0,"0.054,261.14,","51.87,","38.73,",45.3,,,,,,,,,,,,,,,,
579,1993,1.0,"0.057,261.17,","62.17,","36.31,",49.24,,,,,,,,,,,,,,,,
580,1993,2.0,"0.059,261.42,","66.28,","34.37,",50.32,,,,,,,,,,,,,,,,
581,1993,3.0,"0.062,261.98,","68.20,","33.92,",51.06,,,,,,,,,,,,,,,,
582,1993,4.0,"0.065,263.48,","69.81,","31.13,",50.47,,,,,,,,,,,,,,,,
583,1993,5.0,"0.067,265.01,","68.56,","29.62,",49.09,,,,,,,,,,,,,,,,
584,1993,6.0,"0.067,265.30,","60.82,","32.35,",46.59,,,,,,,,,,,,,,,,
585,1993,7.0,"0.062,265.27,","47.37,","36.01,",41.69,,,,,,,,,,,,,,,,
586,1993,8.0,"0.056,265.66,","36.18,","39.62,",37.9,,,,,,,,,,,,,,,,
587,1993,9.0,"0.052,266.37,","29.58,","43.18,",36.38,,,,,,,,,,,,,,,,
588,1993,10.0,"0.050,266.79,","23.55,","50.10,",36.82,,,,,,,,,,,,,,,,
589,1993,11.0,"0.050,267.22,","19.66,","58.51,",39.08,,,,,,,,,,,,,,,,
590,1993,12.0,"0.059,269.02,","20.23,","66.28,",43.25,,,,,,,,,,,,,,,,
591,1993,13.0,"0.068,271.79,","19.94,","71.89,",45.91,,,,,,,,,,,,,,,,
592,1993,14.0,"0.085,275.04,","21.50,","73.65,",47.58,,,,,,,,,,,,,,,,
593,1993,15.0,"0.112,279.00,","23.81,","72.77,",48.29,,,,,,,,,,,,,,,,
594,1993,16.0,"0.148,283.20,","28.36,","68.35,",48.36,,,,,,,,,,,,,,,,
595,1993,17.0,"0.193,287.26,","34.81,","63.88,",49.34,,,,,,,,,,,,,,,,
596,1993,18.0,"0.238,290.22,","39.71,","62.98,",51.35,,,,,,,,,,,,,,,,
597,1993,19.0,"0.283,291.72,","41.84,","69.56,",55.7,,,,,,,,,,,,,,,,
598,1993,20.0,"0.325,292.45,","43.47,","78.25,",60.86,,,,,,,,,,,,,,,,
599,1993,21.0,"0.362,293.43,","46.99,","79.84,",63.42,,,,,,,,,,,,,,,,
600,1993,22.0,"0.387,294.10,","47.71,","77.76,",62.73,,,,,,,,,,,,,,,,
601,1993,23.0,"0.401,294.38,","46.14,","78.31,",62.22,,,,,,,,,,,,,,,,
602,1993,24.0,"0.407,294.35,","42.25,","81.00,",61.63,,,,,,,,,,,,,,,,
603,1993,25.0,"0.412,294.47,","43.61,","81.49,",62.55,,,,,,,,,,,,,,,,
604,1993,26.0,"0.409,294.64,","42.35,","80.70,",61.53,,,,,,,,,,,,,,,,
605,1993,27.0,"0.407,295.21,","43.25,","75.76,",59.51,,,,,,,,,,,,,,,,
606,1993,28.0,"0.404,295.98,","44.51,","69.10,",56.8,,,,,,,,,,,,,,,,
607,1993,29.0,"0.400,296.77,","46.66,","64.32,",55.49,,,,,,,,,,,,,,,,
608,1993,30.0,"0.398,297.51,","50.81,","60.49,",55.65,,,,,,,,,,,,,,,,
609,1993,31.0,"0.392,297.63,","52.62,","61.24,",56.93,,,,,,,,,,,,,,,,
610,1993,32.0,"0.374,296.95,","49.61,","66.70,",58.16,,,,,,,,,,,,,,,,
611,1993,33.0,"0.352,295.82,","45.71,","74.01,",59.86,,,,,,,,,,,,,,,,
612,1993,34.0,"0.327,294.47,","41.53,","78.82,",60.17,,,,,,,,,,,,,,,,
613,1993,35.0,"0.308,293.09,","41.45,","81.11,",61.28,,,,,,,,,,,,,,,,
614,1993,36.0,"0.289,291.24,","41.25,","84.77,",63.01,,,,,,,,,,,,,,,,
615,1993,37.0,"0.265,289.74,","38.64,","84.15,",61.39,,,,,,,,,,,,,,,,
616,1993,38.0,"0.239,288.64,","34.99,","81.24,",58.12,,,,,,,,,,,,,,,,
617,1993,39.0,"0.215,287.52,","32.82,","72.55,",52.68,,,,,,,,,,,,,,,,
618,1993,40.0,"0.190,285.62,","30.38,","67.78,",49.08,,,,,,,,,,,,,,,,
619,1993,41.0,"0.162,283.40,","26.82,","63.91,",45.36,,,,,,,,,,,,,,,,
620,1993,42.0,"0.136,280.85,","24.46,","62.13,",43.3,,,,,,,,,,,,,,,,
621,1993,43.0,"0.114,278.19,","24.98,","58.21,",41.6,,,,,,,,,,,,,,,,
622,1993,44.0,"0.099,275.30,","26.95,","52.09,",39.52,,,,,,,,,,,,,,,,
623,1993,45.0,"0.084,272.66,","25.69,","47.63,",36.66,,,,,,,,,,,,,,,,
624,1993,46.0,"0.076,270.81,","27.74,","41.58,",34.66,,,,,,,,,,,,,,,,
625,1993,47.0,"0.071,269.49,","31.17,","33.94,",32.56,,,,,,,,,,,,,,,,
626,1993,48.0,"0.071,268.42,","37.14,","29.41,",33.28,,,,,,,,,,,,,,,,
627,1993,49.0,"0.070,267.50,","40.87,","27.81,",34.34,,,,,,,,,,,,,,,,
628,1993,50.0,"0.068,267.05,","43.32,","21.62,",32.47,,,,,,,,,,,,,,,,
629,1993,51.0,"0.067,266.81,","48.51,","17.02,",32.76,,,,,,,,,,,,,,,,
630,1993,52.0,"0.067,265.74,","56.05,","18.53,",37.29,,,,,,,,,,,,,,,,
631,1994,1.0,"0.068,263.53,","65.02,","25.79,",45.41,,,,,,,,,,,,,,,,
632,1994,2.0,"0.071,261.27,","78.69,","34.72,",56.71,,,,,,,,,,,,,,,,
633,1994,3.0,"0.072,259.95,","79.37,","42.09,",60.73,,,,,,,,,,,,,,,,
634,1994,4.0,"0.070,258.73,","76.35,","49.84,",63.1,,,,,,,,,,,,,,,,
635,1994,5.0,"0.069,257.38,","70.48,","58.29,",64.39,,,,,,,,,,,,,,,,
636,1994,6.0,"0.066,256.19,","60.76,","64.13,",62.45,,,,,,,,,,,,,,,,
637,1994,7.0,"0.063,255.13,","49.10,","68.68,",58.89,,,,,,,,,,,,,,,,
638,1994,8.0,"0.062,255.47,","40.50,","71.18,",55.84,,,,,,,,,,,,,,,,
639,1994,9.0,"0.061,256.17,","35.39,","73.93,",54.66,,,,,,,,,,,,,,,,
640,1994,10.0,"0.063,259.47,","31.51,","72.64,",52.07,,,,,,,,,,,,,,,,
641,1994,11.0,"0.068,264.35,","29.36,","68.20,",48.78,,,,,,,,,,,,,,,,
642,1994,12.0,"0.077,269.36,","29.14,","65.52,",47.33,,,,,,,,,,,,,,,,
643,1994,13.0,"0.093,274.61,","31.57,","60.63,",46.1,,,,,,,,,,,,,,,,
644,1994,14.0,"0.113,279.32,","34.31,","53.89,",44.1,,,,,,,,,,,,,,,,
645,1994,15.0,"0.141,283.89,","36.70,","45.97,",41.33,,,,,,,,,,,,,,,,
646,1994,16.0,"0.181,288.35,","41.84,","34.97,",38.4,,,,,,,,,,,,,,,,
647,1994,17.0,"0.227,291.39,","48.07,","32.42,",40.24,,,,,,,,,,,,,,,,
648,1994,18.0,"0.271,293.18,","52.14,","37.31,",44.73,,,,,,,,,,,,,,,,
649,1994,19.0,"0.309,294.04,","52.04,","47.18,",49.61,,,,,,,,,,,,,,,,
650,1994,20.0,"0.343,294.17,","51.06,","60.58,",55.82,,,,,,,,,,,,,,,,
651,1994,21.0,"0.375,294.06,","52.96,","72.70,",62.83,,,,,,,,,,,,,,,,
652,1994,22.0,"0.404,293.72,","56.97,","81.19,",69.08,,,,,,,,,,,,,,,,
653,1994,23.0,"0.431,293.75,","63.97,","84.50,",74.24,,,,,,,,,,,,,,,,
654,1994,24.0,"0.455,294.41,","72.80,","81.47,",77.13,,,,,,,,,,,,,,,,
655,1994,25.0,"0.468,295.28,","79.45,","75.11,",77.28,,,,,,,,,,,,,,,,
656,1994,26.0,"0.471,296.28,","80.66,","65.79,",73.22,,,,,,,,,,,,,,,,
657,1994,27.0,"0.462,296.87,","75.25,","59.63,",67.44,,,,,,,,,,,,,,,,
658,1994,28.0,"0.445,297.45,","67.64,","54.19,",60.92,,,,,,,,,,,,,,,,
659,1994,29.0,"0.424,298.25,","59.69,","48.57,",54.13,,,,,,,,,,,,,,,,
660,1994,30.0,"0.400,298.58,","52.01,","49.32,",50.66,,,,,,,,,,,,,,,,
661,1994,31.0,"0.375,298.43,","44.52,","53.08,",48.8,,,,,,,,,,,,,,,,
662,1994,32.0,"0.351,298.00,","37.93,","56.14,",47.04,,,,,,,,,,,,,,,,
663,1994,33.0,"0.329,297.26,","34.50,","59.81,",47.16,,,,,,,,,,,,,,,,
664,1994,34.0,"0.315,296.90,","35.79,","54.76,",45.28,,,,,,,,,,,,,,,,
665,1994,35.0,"0.307,296.88,","41.01,","42.10,",41.55,,,,,,,,,,,,,,,,
666,1994,36.0,"0.312,297.66,","53.12,","19.80,",36.46,,,,,,,,,,,,,,,,
667,1995,7.0,"0.039,264.34,","28.03,","38.51,",33.27,,,,,,,,,,,,,,,,
668,1995,8.0,"0.049,268.88,","30.57,","28.66,",29.62,,,,,,,,,,,,,,,,
669,1995,9.0,"0.060,272.57,","34.21,","22.90,",28.56,,,,,,,,,,,,,,,,
670,1995,10.0,"0.073,275.77,","36.76,","20.11,",28.43,,,,,,,,,,,,,,,,
671,1995,11.0,"0.085,277.96,","37.95,","20.56,",29.26,,,,,,,,,,,,,,,,
672,1995,12.0,"0.095,279.65,","38.05,","25.30,",31.68,,,,,,,,,,,,,,,,
673,1995,13.0,"0.106,280.84,","37.98,","33.07,",35.52,,,,,,,,,,,,,,,,
674,1995,14.0,"0.125,282.77,","40.17,","36.84,",38.51,,,,,,,,,,,,,,,,
675,1995,15.0,"0.147,284.96,","39.80,","40.06,",39.93,,,,,,,,,,,,,,,,
676,1995,16.0,"0.177,287.77,","40.76,","39.08,",39.92,,,,,,,,,,,,,,,,
677,1995,17.0,"0.212,289.76,","42.53,","45.10,",43.81,,,,,,,,,,,,,,,,
678,1995,18.0,"0.260,291.99,","48.21,","47.89,",48.05,,,,,,,,,,,,,,,,
679,1995,19.0,"0.314,294.18,","54.85,","46.23,",50.54,,,,,,,,,,,,,,,,
680,1995,20.0,"0.364,295.87,","60.76,","43.73,",52.24,,,,,,,,,,,,,,,,
681,1995,21.0,"0.402,297.25,","66.60,","38.98,",52.79,,,,,,,,,,,,,,,,
682,1995,22.0,"0.430,298.55,","71.31,","30.93,",51.12,,,,,,,,,,,,,,,,
683,1995,23.0,"0.447,299.16,","73.76,","29.35,",51.56,,,,,,,,,,,,,,,,
684,1995,24.0,"0.457,299.17,","74.69,","32.60,",53.65,,,,,,,,,,,,,,,,
685,1995,25.0,"0.460,298.74,","74.58,","38.82,",56.7,,,,,,,,,,,,,,,,
686,1995,26.0,"0.461,298.70,","75.06,","40.01,",57.53,,,,,,,,,,,,,,,,
687,1995,27.0,"0.457,298.93,","72.98,","37.44,",55.21,,,,,,,,,,,,,,,,
688,1995,28.0,"0.448,299.19,","70.05,","35.21,",52.63,,,,,,,,,,,,,,,,
689,1995,29.0,"0.436,299.20,","66.68,","38.15,",52.41,,,,,,,,,,,,,,,,
690,1995,30.0,"0.424,299.03,","64.80,","44.45,",54.63,,,,,,,,,,,,,,,,
691,1995,31.0,"0.415,298.68,","64.84,","50.34,",57.59,,,,,,,,,,,,,,,,
692,1995,32.0,"0.405,298.27,","66.06,","53.22,",59.64,,,,,,,,,,,,,,,,
693,1995,33.0,"0.396,297.84,","69.11,","53.73,",61.42,,,,,,,,,,,,,,,,
694,1995,34.0,"0.390,297.36,","73.94,","49.67,",61.81,,,,,,,,,,,,,,,,
695,1995,35.0,"0.380,296.55,","77.98,","45.44,",61.71,,,,,,,,,,,,,,,,
696,1995,36.0,"0.368,295.16,","81.57,","43.86,",62.71,,,,,,,,,,,,,,,,
697,1995,37.0,"0.350,293.47,","82.79,","42.50,",62.65,,,,,,,,,,,,,,,,
698,1995,38.0,"0.336,291.46,","85.78,","47.18,",66.48,,,,,,,,,,,,,,,,
699,1995,39.0,"0.322,289.68,","88.99,","45.85,",67.42,,,,,,,,,,,,,,,,
700,1995,40.0,"0.302,287.65,","89.75,","42.73,",66.24,,,,,,,,,,,,,,,,
701,1995,41.0,"0.278,285.56,","90.09,","37.37,",63.73,,,,,,,,,,,,,,,,
702,1995,42.0,"0.249,283.45,","88.61,","33.46,",61.03,,,,,,,,,,,,,,,,
703,1995,43.0,"0.211,280.80,","82.30,","35.16,",58.73,,,,,,,,,,,,,,,,
704,1995,44.0,"0.161,277.03,","66.21,","38.82,",52.51,,,,,,,,,,,,,,,,
705,1995,45.0,"0.115,272.23,","46.25,","50.40,",48.32,,,,,,,,,,,,,,,,
706,1995,46.0,"0.081,267.91,","32.36,","58.05,",45.21,,,,,,,,,,,,,,,,
707,1995,47.0,"0.060,265.06,","23.83,","57.88,",40.86,,,,,,,,,,,,,,,,
708,1995,48.0,"0.045,262.86,","16.81,","58.43,",37.62,,,,,,,,,,,,,,,,
709,1995,49.0,"0.035,260.58,","11.85,","61.46,",36.66,,,,,,,,,,,,,,,,
710,1995,50.0,"0.026,258.59,","4.30,","61.23,",32.76,,,,,,,,,,,,,,,,
711,1995,51.0,"0.019,257.11,","1.72,","60.67,",31.19,,,,,,,,,,,,,,,,
712,1995,52.0,"0.014,255.23,","1.19,","63.97,",32.58,,,,,,,,,,,,,,,,
713,1996,1.0,"0.010,253.17,","0.95,","69.66,",35.31,,,,,,,,,,,,,,,,
714,1996,2.0,"0.008,251.93,","0.90,","73.47,",37.18,,,,,,,,,,,,,,,,
715,1996,3.0,"0.006,252.16,","0.83,","74.03,",37.43,,,,,,,,,,,,,,,,
716,1996,4.0,"0.005,251.93,","0.87,","76.69,",38.78,,,,,,,,,,,,,,,,
717,1996,5.0,"0.004,250.78,","0.80,","82.91,",41.86,,,,,,,,,,,,,,,,
718,1996,6.0,"0.004,248.94,","0.67,","88.93,",44.8,,,,,,,,,,,,,,,,
719,1996,7.0,"0.005,247.93,","0.66,","91.51,",46.09,,,,,,,,,,,,,,,,
720,1996,8.0,"0.006,248.98,","0.63,","91.66,",46.15,,,,,,,,,,,,,,,,
721,1996,9.0,"0.006,250.28,","0.61,","92.22,",46.41,,,,,,,,,,,,,,,,
722,1996,10.0,"0.011,253.39,","1.16,","91.59,",46.37,,,,,,,,,,,,,,,,
723,1996,11.0,"0.019,257.66,","3.32,","90.05,",46.69,,,,,,,,,,,,,,,,
724,1996,12.0,"0.032,263.47,","6.99,","87.29,",47.14,,,,,,,,,,,,,,,,
725,1996,13.0,"0.052,269.16,","11.96,","84.15,",48.06,,,,,,,,,,,,,,,,
726,1996,14.0,"0.080,274.44,","19.36,","78.15,",48.75,,,,,,,,,,,,,,,,
727,1996,15.0,"0.117,279.83,","26.03,","69.32,",47.68,,,,,,,,,,,,,,,,
728,1996,16.0,"0.162,284.99,","34.12,","57.00,",45.56,,,,,,,,,,,,,,,,
729,1996,17.0,"0.216,289.26,","43.85,","48.30,",46.07,,,,,,,,,,,,,,,,
730,1996,18.0,"0.277,292.86,","54.48,","39.30,",46.89,,,,,,,,,,,,,,,,
731,1996,19.0,"0.329,295.00,","60.48,","37.27,",48.87,,,,,,,,,,,,,,,,
732,1996,20.0,"0.371,296.86,","63.81,","32.55,",48.18,,,,,,,,,,,,,,,,
733,1996,21.0,"0.403,298.45,","66.94,","25.43,",46.18,,,,,,,,,,,,,,,,
734,1996,22.0,"0.421,299.22,","65.57,","23.73,",44.65,,,,,,,,,,,,,,,,
735,1996,23.0,"0.431,299.88,","63.05,","21.72,",42.39,,,,,,,,,,,,,,,,
736,1996,24.0,"0.436,300.53,","60.07,","18.25,",39.16,,,,,,,,,,,,,,,,
737,1996,25.0,"0.437,300.98,","59.27,","15.53,",37.4,,,,,,,,,,,,,,,,
738,1996,26.0,"0.432,301.08,","56.41,","15.36,",35.89,,,,,,,,,,,,,,,,
739,1996,27.0,"0.421,300.70,","51.47,","19.09,",35.28,,,,,,,,,,,,,,,,
740,1996,28.0,"0.410,300.27,","48.16,","24.03,",36.09,,,,,,,,,,,,,,,,
741,1996,29.0,"0.401,300.13,","47.92,","28.36,",38.14,,,,,,,,,,,,,,,,
742,1996,30.0,"0.384,299.43,","44.68,","40.23,",42.45,,,,,,,,,,,,,,,,
743,1996,31.0,"0.369,298.49,","41.84,","52.49,",47.17,,,,,,,,,,,,,,,,
744,1996,32.0,"0.355,297.46,","40.01,","61.91,",50.96,,,,,,,,,,,,,,,,
745,1996,33.0,"0.343,296.54,","41.42,","67.49,",54.46,,,,,,,,,,,,,,,,
746,1996,34.0,"0.325,295.40,","39.96,","70.91,",55.44,,,,,,,,,,,,,,,,
747,1996,35.0,"0.301,293.95,","37.59,","74.26,",55.93,,,,,,,,,,,,,,,,
748,1996,36.0,"0.280,291.89,","36.12,","80.75,",58.44,,,,,,,,,,,,,,,,
749,1996,37.0,"0.267,290.22,","39.17,","81.53,",60.35,,,,,,,,,,,,,,,,
750,1996,38.0,"0.257,288.99,","44.00,","78.17,",61.09,,,,,,,,,,,,,,,,
751,1996,39.0,"0.243,287.64,","47.41,","71.37,",59.39,,,,,,,,,,,,,,,,
752,1996,40.0,"0.222,285.98,","47.09,","63.29,",55.19,,,,,,,,,,,,,,,,
753,1996,41.0,"0.201,284.27,","47.56,","53.31,",50.44,,,,,,,,,,,,,,,,
754,1996,42.0,"0.172,281.77,","44.50,","52.39,",48.44,,,,,,,,,,,,,,,,
755,1996,43.0,"0.137,278.71,","37.69,","54.04,",45.86,,,,,,,,,,,,,,,,
756,1996,44.0,"0.108,275.60,","31.73,","49.92,",40.83,,,,,,,,,,,,,,,,
757,1996,45.0,"0.088,272.11,","27.85,","51.19,",39.52,,,,,,,,,,,,,,,,
758,1996,46.0,"0.071,268.25,","24.24,","56.11,",40.17,,,,,,,,,,,,,,,,
759,1996,47.0,"0.056,264.43,","19.73,","60.68,",40.2,,,,,,,,,,,,,,,,
760,1996,48.0,"0.047,262.37,","17.88,","60.00,",38.94,,,,,,,,,,,,,,,,
761,1996,49.0,"0.040,261.30,","16.47,","57.27,",36.87,,,,,,,,,,,,,,,,
762,1996,50.0,"0.037,260.66,","17.07,","51.19,",34.13,,,,,,,,,,,,,,,,
763,1996,51.0,"0.037,260.76,","23.50,","44.17,",33.83,,,,,,,,,,,,,,,,
764,1996,52.0,"0.036,260.71,","28.72,","40.35,",34.53,,,,,,,,,,,,,,,,
765,1997,1.0,"0.037,260.97,","35.97,","36.91,",36.44,,,,,,,,,,,,,,,,
766,1997,2.0,"0.038,261.17,","39.04,","35.22,",37.13,,,,,,,,,,,,,,,,
767,1997,3.0,"0.039,261.57,","40.31,","35.33,",37.82,,,,,,,,,,,,,,,,
768,1997,4.0,"0.042,263.12,","43.30,","32.14,",37.72,,,,,,,,,,,,,,,,
769,1997,5.0,"0.050,264.77,","50.38,","30.19,",40.28,,,,,,,,,,,,,,,,
770,1997,6.0,"0.060,266.42,","54.28,","27.94,",41.11,,,,,,,,,,,,,,,,
771,1997,7.0,"0.067,268.79,","51.24,","23.80,",37.52,,,,,,,,,,,,,,,,
772,1997,8.0,"0.071,270.91,","46.71,","21.96,",34.33,,,,,,,,,,,,,,,,
773,1997,9.0,"0.075,273.09,","43.60,","21.02,",32.31,,,,,,,,,,,,,,,,
774,1997,10.0,"0.082,275.63,","41.66,","20.32,",30.99,,,,,,,,,,,,,,,,
775,1997,11.0,"0.092,278.64,","41.52,","17.81,",29.66,,,,,,,,,,,,,,,,
776,1997,12.0,"0.101,281.33,","40.75,","18.24,",29.5,,,,,,,,,,,,,,,,
777,1997,13.0,"0.115,283.45,","41.70,","20.90,",31.3,,,,,,,,,,,,,,,,
778,1997,14.0,"0.128,284.88,","41.08,","25.74,",33.41,,,,,,,,,,,,,,,,
779,1997,15.0,"0.147,286.85,","39.18,","28.77,",33.98,,,,,,,,,,,,,,,,
780,1997,16.0,"0.178,289.13,","40.58,","29.63,",35.11,,,,,,,,,,,,,,,,
781,1997,17.0,"0.217,291.50,","43.53,","31.12,",37.33,,,,,,,,,,,,,,,,
782,1997,18.0,"0.250,292.95,","43.17,","38.90,",41.03,,,,,,,,,,,,,,,,
783,1997,19.0,"0.283,294.11,","40.52,","46.46,",43.49,,,,,,,,,,,,,,,,
784,1997,20.0,"0.318,295.25,","39.32,","49.83,",44.57,,,,,,,,,,,,,,,,
785,1997,21.0,"0.348,295.08,","39.26,","62.75,",51.01,,,,,,,,,,,,,,,,
786,1997,22.0,"0.372,294.43,","38.32,","75.12,",56.72,,,,,,,,,,,,,,,,
787,1997,23.0,"0.398,294.54,","43.21,","77.97,",60.59,,,,,,,,,,,,,,,,
788,1997,24.0,"0.426,295.17,","54.01,","74.48,",64.25,,,,,,,,,,,,,,,,
789,1997,25.0,"0.442,295.38,","62.89,","74.23,",68.56,,,,,,,,,,,,,,,,
790,1997,26.0,"0.449,295.20,","67.32,","77.00,",72.16,,,,,,,,,,,,,,,,
791,1997,27.0,"0.443,294.57,","64.52,","83.70,",74.11,,,,,,,,,,,,,,,,
792,1997,28.0,"0.437,294.18,","62.94,","88.81,",75.88,,,,,,,,,,,,,,,,
793,1997,29.0,"0.436,294.30,","65.55,","90.97,",78.26,,,,,,,,,,,,,,,,
794,1997,30.0,"0.433,294.51,","68.25,","92.23,",80.24,,,,,,,,,,,,,,,,
795,1997,31.0,"0.424,294.46,","68.64,","94.00,",81.32,,,,,,,,,,,,,,,,
796,1997,32.0,"0.412,294.22,","69.05,","94.65,",81.85,,,,,,,,,,,,,,,,
797,1997,33.0,"0.400,293.94,","70.77,","93.90,",82.33,,,,,,,,,,,,,,,,
798,1997,34.0,"0.386,293.40,","71.91,","92.15,",82.03,,,,,,,,,,,,,,,,
799,1997,35.0,"0.373,292.56,","74.68,","90.28,",82.48,,,,,,,,,,,,,,,,
800,1997,36.0,"0.362,291.68,","78.82,","84.18,",81.5,,,,,,,,,,,,,,,,
801,1997,37.0,"0.347,290.59,","81.48,","77.80,",79.64,,,,,,,,,,,,,,,,
802,1997,38.0,"0.325,289.05,","80.03,","77.89,",78.96,,,,,,,,,,,,,,,,
803,1997,39.0,"0.297,286.84,","75.68,","81.54,",78.61,,,,,,,,,,,,,,,,
804,1997,40.0,"0.268,284.65,","71.63,","80.10,",75.86,,,,,,,,,,,,,,,,
805,1997,41.0,"0.240,282.59,","69.41,","74.36,",71.88,,,,,,,,,,,,,,,,
806,1997,42.0,"0.217,280.58,","70.30,","65.77,",68.03,,,,,,,,,,,,,,,,
807,1997,43.0,"0.192,278.10,","70.64,","59.99,",65.32,,,,,,,,,,,,,,,,
808,1997,44.0,"0.163,275.12,","66.90,","54.40,",60.65,,,,,,,,,,,,,,,,
809,1997,45.0,"0.130,271.82,","56.10,","53.79,",54.95,,,,,,,,,,,,,,,,
810,1997,46.0,"0.096,268.15,","43.49,","57.42,",50.46,,,,,,,,,,,,,,,,
811,1997,47.0,"0.075,264.88,","36.25,","59.51,",47.88,,,,,,,,,,,,,,,,
812,1997,48.0,"0.061,261.83,","32.10,","64.26,",48.18,,,,,,,,,,,,,,,,
813,1997,49.0,"0.054,259.40,","30.65,","67.58,",49.12,,,,,,,,,,,,,,,,
814,1997,50.0,"0.049,257.44,","30.35,","67.18,",48.77,,,,,,,,,,,,,,,,
815,1997,51.0,"0.045,256.27,","32.93,","65.34,",49.14,,,,,,,,,,,,,,,,
816,1997,52.0,"0.044,255.99,","38.45,","61.95,",50.2,,,,,,,,,,,,,,,,
817,1998,1.0,"0.045,256.98,","46.06,","54.83,",50.44,,,,,,,,,,,,,,,,
818,1998,2.0,"0.048,258.75,","51.64,","45.85,",48.74,,,,,,,,,,,,,,,,
819,1998,3.0,"0.052,260.98,","56.18,","38.02,",47.1,,,,,,,,,,,,,,,,
820,1998,4.0,"0.057,262.88,","60.31,","33.33,",46.82,,,,,,,,,,,,,,,,
821,1998,5.0,"0.062,264.60,","62.60,","30.96,",46.78,,,,,,,,,,,,,,,,
822,1998,6.0,"0.069,266.50,","61.71,","27.81,",44.76,,,,,,,,,,,,,,,,
823,1998,7.0,"0.074,268.22,","56.52,","25.97,",41.25,,,,,,,,,,,,,,,,
824,1998,8.0,"0.079,269.77,","51.81,","26.08,",38.94,,,,,,,,,,,,,,,,
825,1998,9.0,"0.084,271.31,","48.74,","27.21,",37.97,,,,,,,,,,,,,,,,
826,1998,10.0,"0.088,273.01,","45.18,","29.53,",37.35,,,,,,,,,,,,,,,,
827,1998,11.0,"0.095,274.71,","42.86,","32.25,",37.56,,,,,,,,,,,,,,,,
828,1998,12.0,"0.104,276.78,","42.14,","36.44,",39.29,,,,,,,,,,,,,,,,
829,1998,13.0,"0.123,279.65,","45.67,","38.00,",41.83,,,,,,,,,,,,,,,,
830,1998,14.0,"0.145,282.55,","48.70,","37.77,",43.23,,,,,,,,,,,,,,,,
831,1998,15.0,"0.181,285.78,","54.14,","35.50,",44.82,,,,,,,,,,,,,,,,
832,1998,16.0,"0.229,289.12,","61.84,","30.06,",45.95,,,,,,,,,,,,,,,,
833,1998,17.0,"0.273,292.17,","66.64,","25.94,",46.29,,,,,,,,,,,,,,,,
834,1998,18.0,"0.310,294.29,","67.48,","26.82,",47.15,,,,,,,,,,,,,,,,
835,1998,19.0,"0.341,295.96,","65.34,","27.94,",46.64,,,,,,,,,,,,,,,,
836,1998,20.0,"0.371,297.40,","63.07,","26.71,",44.89,,,,,,,,,,,,,,,,
837,1998,21.0,"0.398,298.39,","63.89,","25.88,",44.88,,,,,,,,,,,,,,,,
838,1998,22.0,"0.416,299.08,","62.85,","25.10,",43.98,,,,,,,,,,,,,,,,
839,1998,23.0,"0.428,299.65,","61.41,","24.34,",42.88,,,,,,,,,,,,,,,,
840,1998,24.0,"0.433,299.92,","58.02,","25.15,",41.58,,,,,,,,,,,,,,,,
841,1998,25.0,"0.434,299.54,","57.34,","31.05,",44.2,,,,,,,,,,,,,,,,
842,1998,26.0,"0.434,298.87,","57.62,","38.78,",48.2,,,,,,,,,,,,,,,,
