,Mean,data,for,UKR,Province=,3:,"Chernivtsi,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.412,295.36,","44.64,","24.56,",34.6,,,,,,,,,,,,,,,,
562,1992,36.0,"0.392,293.69,","43.21,","32.43,",37.82,,,,,,,,,,,,,,,,
563,1992,37.0,"0.374,291.83,","44.56,","38.95,",41.76,,,,,,,,,,,,,,,,
564,1992,38.0,"0.355,289.80,","43.70,","46.18,",44.94,,,,,,,,,,,,,,,,
565,1992,39.0,"0.331,287.74,","40.36,","53.63,",47.0,,,,,,,,,,,,,,,,
566,1992,40.0,"0.304,285.58,","37.31,","66.16,",51.73,,,,,,,,,,,,,,,,
567,1992,41.0,"0.277,283.28,","36.07,","72.56,",54.31,,,,,,,,,,,,,,,,
568,1992,42.0,"0.243,280.44,","32.71,","79.77,",56.24,,,,,,,,,,,,,,,,
569,1992,43.0,"0.211,277.43,","32.63,","79.15,",55.89,,,,,,,,,,,,,,,,
570,1992,44.0,"0.179,275.52,","32.24,","64.76,",48.5,,,,,,,,,,,,,,,,
571,1992,45.0,"0.154,273.69,","35.16,","51.01,",43.09,,,,,,,,,,,,,,,,
572,1992,46.0,"0.129,270.83,","35.27,","50.41,",42.84,,,,,,,,,,,,,,,,
573,1992,47.0,"0.110,268.35,","36.58,","51.66,",44.12,,,,,,,,,,,,,,,,
574,1992,48.0,"0.098,266.14,","39.61,","54.34,",46.97,,,,,,,,,,,,,,,,
575,1992,49.0,"0.087,264.33,","40.14,","55.59,",47.87,,,,,,,,,,,,,,,,
576,1992,50.0,"0.078,262.60,","41.81,","55.25,",48.53,,,,,,,,,,,,,,,,
577,1992,51.0,"0.073,262.21,","45.15,","50.52,",47.84,,,,,,,,,,,,,,,,
578,1992,52.0,"0.073,262.96,","48.74,","45.52,",47.13,,,,,,,,,,,,,,,,
579,1993,1.0,"0.076,264.31,","51.99,","41.38,",46.68,,,,,,,,,,,,,,,,
580,1993,2.0,"0.082,266.06,","55.70,","35.27,",45.49,,,,,,,,,,,,,,,,
581,1993,3.0,"0.090,268.13,","61.02,","28.62,",44.82,,,,,,,,,,,,,,,,
582,1993,4.0,"0.096,269.18,","61.46,","27.59,",44.52,,,,,,,,,,,,,,,,
583,1993,5.0,"0.100,270.66,","59.45,","23.96,",41.7,,,,,,,,,,,,,,,,
584,1993,6.0,"0.098,270.33,","52.65,","28.92,",40.79,,,,,,,,,,,,,,,,
585,1993,7.0,"0.089,268.48,","42.04,","40.42,",41.23,,,,,,,,,,,,,,,,
586,1993,8.0,"0.080,266.82,","33.20,","52.51,",42.85,,,,,,,,,,,,,,,,
587,1993,9.0,"0.075,266.39,","27.71,","61.73,",44.72,,,,,,,,,,,,,,,,
588,1993,10.0,"0.076,266.91,","24.34,","67.79,",46.06,,,,,,,,,,,,,,,,
589,1993,11.0,"0.081,268.28,","21.82,","70.93,",46.37,,,,,,,,,,,,,,,,
590,1993,12.0,"0.093,270.70,","20.45,","73.51,",46.98,,,,,,,,,,,,,,,,
591,1993,13.0,"0.112,273.72,","20.87,","74.20,",47.54,,,,,,,,,,,,,,,,
592,1993,14.0,"0.135,276.43,","22.84,","77.19,",50.01,,,,,,,,,,,,,,,,
593,1993,15.0,"0.171,279.83,","30.00,","75.71,",52.86,,,,,,,,,,,,,,,,
594,1993,16.0,"0.225,284.21,","40.66,","64.18,",52.42,,,,,,,,,,,,,,,,
595,1993,17.0,"0.271,287.70,","45.61,","53.58,",49.6,,,,,,,,,,,,,,,,
596,1993,18.0,"0.317,290.39,","50.67,","45.07,",47.87,,,,,,,,,,,,,,,,
597,1993,19.0,"0.355,291.35,","52.14,","47.87,",50.0,,,,,,,,,,,,,,,,
598,1993,20.0,"0.387,291.62,","52.96,","54.87,",53.92,,,,,,,,,,,,,,,,
599,1993,21.0,"0.417,292.25,","53.86,","57.14,",55.5,,,,,,,,,,,,,,,,
600,1993,22.0,"0.437,292.49,","53.13,","60.64,",56.88,,,,,,,,,,,,,,,,
601,1993,23.0,"0.454,292.71,","55.82,","62.16,",58.99,,,,,,,,,,,,,,,,
602,1993,24.0,"0.468,292.81,","59.72,","64.54,",62.13,,,,,,,,,,,,,,,,
603,1993,25.0,"0.478,292.90,","62.46,","65.85,",64.15,,,,,,,,,,,,,,,,
604,1993,26.0,"0.482,293.19,","62.11,","64.39,",63.25,,,,,,,,,,,,,,,,
605,1993,27.0,"0.480,293.39,","59.35,","66.96,",63.16,,,,,,,,,,,,,,,,
606,1993,28.0,"0.481,293.63,","60.94,","67.83,",64.38,,,,,,,,,,,,,,,,
607,1993,29.0,"0.486,294.06,","64.98,","64.14,",64.56,,,,,,,,,,,,,,,,
608,1993,30.0,"0.480,294.18,","65.09,","62.08,",63.58,,,,,,,,,,,,,,,,
609,1993,31.0,"0.477,294.13,","65.40,","61.57,",63.48,,,,,,,,,,,,,,,,
610,1993,32.0,"0.469,293.76,","64.07,","65.78,",64.92,,,,,,,,,,,,,,,,
611,1993,33.0,"0.454,293.10,","58.53,","71.46,",64.99,,,,,,,,,,,,,,,,
612,1993,34.0,"0.434,292.50,","50.43,","73.57,",62.0,,,,,,,,,,,,,,,,
613,1993,35.0,"0.412,291.96,","45.56,","69.39,",57.48,,,,,,,,,,,,,,,,
614,1993,36.0,"0.389,290.99,","43.17,","64.79,",53.98,,,,,,,,,,,,,,,,
615,1993,37.0,"0.369,290.20,","43.36,","56.81,",50.09,,,,,,,,,,,,,,,,
616,1993,38.0,"0.343,288.98,","38.30,","55.05,",46.67,,,,,,,,,,,,,,,,
617,1993,39.0,"0.309,287.87,","28.85,","52.57,",40.71,,,,,,,,,,,,,,,,
618,1993,40.0,"0.273,286.91,","20.84,","51.32,",36.08,,,,,,,,,,,,,,,,
619,1993,41.0,"0.238,285.10,","15.73,","50.90,",33.31,,,,,,,,,,,,,,,,
620,1993,42.0,"0.206,282.90,","14.21,","52.13,",33.17,,,,,,,,,,,,,,,,
621,1993,43.0,"0.171,280.39,","12.83,","52.02,",32.42,,,,,,,,,,,,,,,,
622,1993,44.0,"0.136,277.44,","11.02,","50.62,",30.82,,,,,,,,,,,,,,,,
623,1993,45.0,"0.107,275.26,","10.79,","42.05,",26.42,,,,,,,,,,,,,,,,
624,1993,46.0,"0.083,273.67,","10.31,","36.68,",23.49,,,,,,,,,,,,,,,,
625,1993,47.0,"0.062,272.75,","9.79,","31.83,",20.81,,,,,,,,,,,,,,,,
626,1993,48.0,"0.051,271.95,","11.72,","29.13,",20.42,,,,,,,,,,,,,,,,
627,1993,49.0,"0.042,271.68,","11.45,","24.22,",17.83,,,,,,,,,,,,,,,,
628,1993,50.0,"0.041,272.30,","15.62,","14.69,",15.16,,,,,,,,,,,,,,,,
629,1993,51.0,"0.040,271.65,","21.36,","12.23,",16.79,,,,,,,,,,,,,,,,
630,1993,52.0,"0.040,271.16,","23.93,","13.74,",18.83,,,,,,,,,,,,,,,,
631,1994,1.0,"0.045,270.98,","26.70,","15.12,",20.91,,,,,,,,,,,,,,,,
632,1994,2.0,"0.050,270.31,","29.58,","18.27,",23.93,,,,,,,,,,,,,,,,
633,1994,3.0,"0.082,269.19,","58.45,","24.02,",41.24,,,,,,,,,,,,,,,,
634,1994,4.0,"0.084,267.82,","56.00,","31.76,",43.88,,,,,,,,,,,,,,,,
635,1994,5.0,"0.085,266.82,","52.11,","37.07,",44.59,,,,,,,,,,,,,,,,
636,1994,6.0,"0.088,267.72,","47.91,","37.19,",42.55,,,,,,,,,,,,,,,,
637,1994,7.0,"0.092,269.23,","44.60,","36.89,",40.74,,,,,,,,,,,,,,,,
638,1994,8.0,"0.100,271.86,","45.12,","34.17,",39.64,,,,,,,,,,,,,,,,
639,1994,9.0,"0.112,274.49,","46.95,","32.79,",39.87,,,,,,,,,,,,,,,,
640,1994,10.0,"0.122,277.72,","46.80,","29.15,",37.98,,,,,,,,,,,,,,,,
641,1994,11.0,"0.135,280.65,","47.06,","24.28,",35.67,,,,,,,,,,,,,,,,
642,1994,12.0,"0.147,282.07,","45.42,","28.52,",36.97,,,,,,,,,,,,,,,,
643,1994,13.0,"0.163,283.49,","44.71,","32.06,",38.39,,,,,,,,,,,,,,,,
644,1994,14.0,"0.189,284.82,","47.19,","34.54,",40.86,,,,,,,,,,,,,,,,
645,1994,15.0,"0.219,285.81,","50.82,","38.84,",44.83,,,,,,,,,,,,,,,,
646,1994,16.0,"0.252,286.52,","52.27,","47.45,",49.86,,,,,,,,,,,,,,,,
647,1994,17.0,"0.284,287.14,","51.63,","58.18,",54.9,,,,,,,,,,,,,,,,
648,1994,18.0,"0.323,287.89,","53.77,","67.49,",60.63,,,,,,,,,,,,,,,,
649,1994,19.0,"0.362,288.75,","55.95,","72.24,",64.09,,,,,,,,,,,,,,,,
650,1994,20.0,"0.397,289.26,","57.95,","77.13,",67.54,,,,,,,,,,,,,,,,
651,1994,21.0,"0.427,290.07,","59.46,","78.28,",68.87,,,,,,,,,,,,,,,,
652,1994,22.0,"0.455,290.94,","63.19,","75.70,",69.44,,,,,,,,,,,,,,,,
653,1994,23.0,"0.481,291.80,","70.64,","71.11,",70.87,,,,,,,,,,,,,,,,
654,1994,24.0,"0.503,292.66,","78.27,","66.12,",72.19,,,,,,,,,,,,,,,,
655,1994,25.0,"0.514,293.56,","81.81,","57.84,",69.83,,,,,,,,,,,,,,,,
656,1994,26.0,"0.517,294.63,","81.19,","46.18,",63.69,,,,,,,,,,,,,,,,
657,1994,27.0,"0.512,295.47,","77.07,","40.20,",58.64,,,,,,,,,,,,,,,,
658,1994,28.0,"0.496,295.93,","67.46,","37.06,",52.26,,,,,,,,,,,,,,,,
659,1994,29.0,"0.478,296.34,","57.59,","33.12,",45.35,,,,,,,,,,,,,,,,
660,1994,30.0,"0.458,296.52,","49.30,","31.53,",40.41,,,,,,,,,,,,,,,,
661,1994,31.0,"0.436,296.41,","39.45,","31.37,",35.41,,,,,,,,,,,,,,,,
662,1994,32.0,"0.411,296.00,","28.16,","35.16,",31.66,,,,,,,,,,,,,,,,
663,1994,33.0,"0.387,295.43,","18.73,","39.04,",28.89,,,,,,,,,,,,,,,,
664,1994,34.0,"0.368,294.95,","12.90,","40.26,",26.58,,,,,,,,,,,,,,,,
665,1994,35.0,"0.353,294.63,","12.87,","35.08,",23.98,,,,,,,,,,,,,,,,
666,1994,36.0,"0.359,294.63,","25.62,","24.23,",24.93,,,,,,,,,,,,,,,,
667,1995,7.0,"0.141,277.70,","73.20,","10.31,",41.76,,,,,,,,,,,,,,,,
668,1995,8.0,"0.143,278.99,","68.81,","11.72,",40.26,,,,,,,,,,,,,,,,
669,1995,9.0,"0.146,279.78,","64.62,","15.99,",40.3,,,,,,,,,,,,,,,,
670,1995,10.0,"0.148,280.25,","60.34,","22.31,",41.32,,,,,,,,,,,,,,,,
671,1995,11.0,"0.153,280.46,","56.12,","27.53,",41.83,,,,,,,,,,,,,,,,
672,1995,12.0,"0.162,280.59,","53.04,","36.71,",44.88,,,,,,,,,,,,,,,,
673,1995,13.0,"0.177,281.12,","51.41,","44.32,",47.86,,,,,,,,,,,,,,,,
674,1995,14.0,"0.198,282.24,","51.64,","49.17,",50.4,,,,,,,,,,,,,,,,
675,1995,15.0,"0.222,283.72,","52.23,","52.34,",52.28,,,,,,,,,,,,,,,,
676,1995,16.0,"0.250,285.62,","51.56,","53.31,",52.43,,,,,,,,,,,,,,,,
677,1995,17.0,"0.280,287.21,","50.15,","56.60,",53.37,,,,,,,,,,,,,,,,
678,1995,18.0,"0.315,288.87,","50.77,","57.79,",54.28,,,,,,,,,,,,,,,,
679,1995,19.0,"0.356,290.51,","53.92,","54.94,",54.43,,,,,,,,,,,,,,,,
680,1995,20.0,"0.399,292.17,","59.18,","48.62,",53.9,,,,,,,,,,,,,,,,
681,1995,21.0,"0.429,293.29,","60.48,","46.10,",53.29,,,,,,,,,,,,,,,,
682,1995,22.0,"0.452,294.48,","61.53,","39.56,",50.55,,,,,,,,,,,,,,,,
683,1995,23.0,"0.463,295.07,","61.45,","37.34,",49.39,,,,,,,,,,,,,,,,
684,1995,24.0,"0.467,295.16,","59.67,","37.89,",48.78,,,,,,,,,,,,,,,,
685,1995,25.0,"0.471,295.41,","58.34,","34.82,",46.58,,,,,,,,,,,,,,,,
686,1995,26.0,"0.480,296.19,","59.29,","26.21,",42.75,,,,,,,,,,,,,,,,
687,1995,27.0,"0.485,297.14,","59.14,","18.55,",38.85,,,,,,,,,,,,,,,,
688,1995,28.0,"0.484,297.73,","58.76,","13.39,",36.08,,,,,,,,,,,,,,,,
689,1995,29.0,"0.481,298.08,","58.05,","10.77,",34.41,,,,,,,,,,,,,,,,
690,1995,30.0,"0.474,298.39,","57.58,","8.50,",33.04,,,,,,,,,,,,,,,,
691,1995,31.0,"0.458,298.04,","51.25,","10.77,",31.01,,,,,,,,,,,,,,,,
692,1995,32.0,"0.444,297.59,","46.70,","14.15,",30.42,,,,,,,,,,,,,,,,
693,1995,33.0,"0.431,296.92,","42.41,","18.50,",30.46,,,,,,,,,,,,,,,,
694,1995,34.0,"0.420,296.09,","39.09,","24.12,",31.6,,,,,,,,,,,,,,,,
695,1995,35.0,"0.406,294.82,","38.85,","31.87,",35.36,,,,,,,,,,,,,,,,
696,1995,36.0,"0.396,293.22,","43.58,","38.64,",41.11,,,,,,,,,,,,,,,,
697,1995,37.0,"0.386,291.61,","49.54,","42.08,",45.81,,,,,,,,,,,,,,,,
698,1995,38.0,"0.374,289.96,","53.09,","45.09,",49.09,,,,,,,,,,,,,,,,
699,1995,39.0,"0.361,288.61,","56.93,","45.18,",51.05,,,,,,,,,,,,,,,,
700,1995,40.0,"0.344,287.47,","59.25,","45.13,",52.19,,,,,,,,,,,,,,,,
701,1995,41.0,"0.314,285.78,","56.44,","43.26,",49.85,,,,,,,,,,,,,,,,
702,1995,42.0,"0.278,283.19,","51.53,","49.24,",50.39,,,,,,,,,,,,,,,,
703,1995,43.0,"0.231,279.97,","42.97,","55.89,",49.43,,,,,,,,,,,,,,,,
704,1995,44.0,"0.179,276.11,","32.06,","59.85,",45.95,,,,,,,,,,,,,,,,
705,1995,45.0,"0.131,271.98,","21.72,","60.57,",41.15,,,,,,,,,,,,,,,,
706,1995,46.0,"0.095,268.07,","14.81,","63.83,",39.32,,,,,,,,,,,,,,,,
707,1995,47.0,"0.071,265.11,","10.57,","66.14,",38.36,,,,,,,,,,,,,,,,
708,1995,48.0,"0.053,262.99,","7.29,","67.26,",37.27,,,,,,,,,,,,,,,,
709,1995,49.0,"0.045,260.42,","5.88,","70.20,",38.04,,,,,,,,,,,,,,,,
710,1995,50.0,"0.038,257.89,","4.59,","71.20,",37.9,,,,,,,,,,,,,,,,
711,1995,51.0,"0.030,255.45,","3.62,","72.50,",38.06,,,,,,,,,,,,,,,,
712,1995,52.0,"0.026,254.22,","3.51,","73.17,",38.34,,,,,,,,,,,,,,,,
713,1996,1.0,"0.025,254.43,","2.60,","73.46,",38.03,,,,,,,,,,,,,,,,
714,1996,2.0,"0.025,255.53,","2.95,","72.05,",37.5,,,,,,,,,,,,,,,,
715,1996,3.0,"0.025,256.39,","3.63,","70.64,",37.14,,,,,,,,,,,,,,,,
716,1996,4.0,"0.024,256.14,","3.27,","72.70,",37.99,,,,,,,,,,,,,,,,
717,1996,5.0,"0.024,255.87,","2.87,","74.86,",38.87,,,,,,,,,,,,,,,,
718,1996,6.0,"0.023,255.31,","2.20,","79.89,",41.05,,,,,,,,,,,,,,,,
719,1996,7.0,"0.025,255.57,","2.13,","84.25,",43.19,,,,,,,,,,,,,,,,
720,1996,8.0,"0.027,257.51,","2.73,","85.31,",44.02,,,,,,,,,,,,,,,,
721,1996,9.0,"0.029,259.83,","3.31,","85.76,",44.53,,,,,,,,,,,,,,,,
722,1996,10.0,"0.036,262.57,","3.68,","84.46,",44.07,,,,,,,,,,,,,,,,
723,1996,11.0,"0.044,265.25,","3.78,","83.25,",43.52,,,,,,,,,,,,,,,,
724,1996,12.0,"0.056,268.37,","3.31,","83.42,",43.36,,,,,,,,,,,,,,,,
725,1996,13.0,"0.076,272.15,","4.55,","81.75,",43.15,,,,,,,,,,,,,,,,
726,1996,14.0,"0.107,276.67,","10.42,","77.75,",44.09,,,,,,,,,,,,,,,,
727,1996,15.0,"0.143,281.55,","18.45,","66.71,",42.58,,,,,,,,,,,,,,,,
728,1996,16.0,"0.186,285.87,","25.01,","52.07,",38.54,,,,,,,,,,,,,,,,
729,1996,17.0,"0.234,289.19,","31.00,","40.81,",35.9,,,,,,,,,,,,,,,,
730,1996,18.0,"0.289,291.92,","39.67,","30.49,",35.08,,,,,,,,,,,,,,,,
731,1996,19.0,"0.345,293.48,","47.76,","26.76,",37.26,,,,,,,,,,,,,,,,
732,1996,20.0,"0.393,295.14,","54.15,","19.64,",36.9,,,,,,,,,,,,,,,,
733,1996,21.0,"0.433,296.74,","58.57,","11.91,",35.24,,,,,,,,,,,,,,,,
734,1996,22.0,"0.457,297.42,","59.30,","10.90,",35.1,,,,,,,,,,,,,,,,
735,1996,23.0,"0.468,297.71,","58.36,","11.73,",35.05,,,,,,,,,,,,,,,,
736,1996,24.0,"0.470,297.46,","54.82,","13.87,",34.35,,,,,,,,,,,,,,,,
737,1996,25.0,"0.466,296.67,","48.43,","20.92,",34.67,,,,,,,,,,,,,,,,
738,1996,26.0,"0.464,295.91,","44.37,","30.72,",37.54,,,,,,,,,,,,,,,,
739,1996,27.0,"0.461,294.99,","41.40,","46.86,",44.13,,,,,,,,,,,,,,,,
740,1996,28.0,"0.462,294.43,","44.41,","57.20,",50.81,,,,,,,,,,,,,,,,
741,1996,29.0,"0.464,294.33,","50.02,","59.48,",54.75,,,,,,,,,,,,,,,,
742,1996,30.0,"0.454,293.80,","50.27,","65.14,",57.71,,,,,,,,,,,,,,,,
743,1996,31.0,"0.438,292.97,","44.30,","74.29,",59.29,,,,,,,,,,,,,,,,
744,1996,32.0,"0.418,292.05,","35.27,","85.71,",60.49,,,,,,,,,,,,,,,,
745,1996,33.0,"0.409,291.58,","32.59,","89.71,",61.15,,,,,,,,,,,,,,,,
746,1996,34.0,"0.400,291.09,","30.90,","90.77,",60.83,,,,,,,,,,,,,,,,
747,1996,35.0,"0.380,289.86,","27.80,","93.99,",60.89,,,,,,,,,,,,,,,,
748,1996,36.0,"0.351,287.91,","24.04,","97.57,",60.8,,,,,,,,,,,,,,,,
749,1996,37.0,"0.326,286.14,","23.83,","96.35,",60.09,,,,,,,,,,,,,,,,
750,1996,38.0,"0.312,285.56,","25.03,","87.69,",56.36,,,,,,,,,,,,,,,,
751,1996,39.0,"0.296,285.28,","24.56,","77.77,",51.17,,,,,,,,,,,,,,,,
752,1996,40.0,"0.281,285.19,","25.16,","70.59,",47.88,,,,,,,,,,,,,,,,
753,1996,41.0,"0.267,284.91,","30.39,","53.23,",41.81,,,,,,,,,,,,,,,,
754,1996,42.0,"0.249,284.18,","35.94,","37.85,",36.89,,,,,,,,,,,,,,,,
755,1996,43.0,"0.224,282.69,","38.91,","30.95,",34.93,,,,,,,,,,,,,,,,
756,1996,44.0,"0.194,280.81,","39.41,","25.01,",32.21,,,,,,,,,,,,,,,,
757,1996,45.0,"0.169,278.70,","41.17,","21.51,",31.34,,,,,,,,,,,,,,,,
758,1996,46.0,"0.154,276.51,","46.53,","22.65,",34.59,,,,,,,,,,,,,,,,
759,1996,47.0,"0.137,274.41,","48.67,","24.80,",36.73,,,,,,,,,,,,,,,,
760,1996,48.0,"0.114,271.75,","44.16,","30.74,",37.45,,,,,,,,,,,,,,,,
761,1996,49.0,"0.090,268.63,","35.70,","37.45,",36.58,,,,,,,,,,,,,,,,
762,1996,50.0,"0.073,265.27,","30.82,","43.17,",37.0,,,,,,,,,,,,,,,,
763,1996,51.0,"0.065,263.08,","33.12,","44.63,",38.87,,,,,,,,,,,,,,,,
764,1996,52.0,"0.058,262.00,","31.21,","45.80,",38.51,,,,,,,,,,,,,,,,
765,1997,1.0,"0.052,261.63,","26.34,","47.34,",36.84,,,,,,,,,,,,,,,,
766,1997,2.0,"0.050,261.90,","23.80,","47.29,",35.55,,,,,,,,,,,,,,,,
767,1997,3.0,"0.051,262.68,","24.76,","45.52,",35.14,,,,,,,,,,,,,,,,
768,1997,4.0,"0.059,264.39,","28.92,","41.12,",35.02,,,,,,,,,,,,,,,,
769,1997,5.0,"0.069,266.61,","35.10,","36.20,",35.65,,,,,,,,,,,,,,,,
770,1997,6.0,"0.084,269.04,","42.65,","32.94,",37.8,,,,,,,,,,,,,,,,
771,1997,7.0,"0.104,272.06,","50.36,","28.37,",39.37,,,,,,,,,,,,,,,,
772,1997,8.0,"0.126,275.39,","58.87,","23.30,",41.09,,,,,,,,,,,,,,,,
773,1997,9.0,"0.142,277.58,","62.82,","22.89,",42.86,,,,,,,,,,,,,,,,
774,1997,10.0,"0.155,279.45,","63.49,","24.05,",43.77,,,,,,,,,,,,,,,,
775,1997,11.0,"0.168,281.45,","62.86,","22.37,",42.62,,,,,,,,,,,,,,,,
776,1997,12.0,"0.173,282.85,","57.73,","26.50,",42.11,,,,,,,,,,,,,,,,
777,1997,13.0,"0.180,284.30,","52.62,","29.62,",41.12,,,,,,,,,,,,,,,,
778,1997,14.0,"0.186,285.02,","46.18,","34.41,",40.29,,,,,,,,,,,,,,,,
779,1997,15.0,"0.197,286.09,","41.69,","36.94,",39.31,,,,,,,,,,,,,,,,
780,1997,16.0,"0.222,287.61,","39.87,","38.18,",39.02,,,,,,,,,,,,,,,,
781,1997,17.0,"0.254,289.34,","39.35,","38.75,",39.05,,,,,,,,,,,,,,,,
782,1997,18.0,"0.286,290.49,","39.20,","42.55,",40.88,,,,,,,,,,,,,,,,
783,1997,19.0,"0.322,291.28,","40.33,","46.82,",43.57,,,,,,,,,,,,,,,,
784,1997,20.0,"0.356,291.78,","41.17,","51.95,",46.56,,,,,,,,,,,,,,,,
785,1997,21.0,"0.388,292.01,","42.37,","58.44,",50.4,,,,,,,,,,,,,,,,
786,1997,22.0,"0.413,291.79,","43.32,","66.77,",55.05,,,,,,,,,,,,,,,,
787,1997,23.0,"0.437,292.41,","49.56,","64.48,",57.02,,,,,,,,,,,,,,,,
788,1997,24.0,"0.464,293.61,","59.56,","54.92,",57.24,,,,,,,,,,,,,,,,
789,1997,25.0,"0.482,294.16,","67.06,","49.73,",58.4,,,,,,,,,,,,,,,,
790,1997,26.0,"0.494,294.48,","71.91,","47.38,",59.64,,,,,,,,,,,,,,,,
791,1997,27.0,"0.493,293.99,","69.79,","58.83,",64.31,,,,,,,,,,,,,,,,
792,1997,28.0,"0.480,293.15,","63.00,","73.85,",68.43,,,,,,,,,,,,,,,,
793,1997,29.0,"0.475,292.95,","61.99,","77.60,",69.79,,,,,,,,,,,,,,,,
794,1997,30.0,"0.476,292.93,","65.29,","76.69,",70.99,,,,,,,,,,,,,,,,
795,1997,31.0,"0.473,292.76,","65.76,","78.13,",71.95,,,,,,,,,,,,,,,,
796,1997,32.0,"0.459,292.27,","59.83,","84.31,",72.07,,,,,,,,,,,,,,,,
797,1997,33.0,"0.448,291.88,","55.53,","86.99,",71.26,,,,,,,,,,,,,,,,
798,1997,34.0,"0.439,291.54,","54.36,","86.19,",70.28,,,,,,,,,,,,,,,,
799,1997,35.0,"0.434,290.87,","59.26,","82.93,",71.09,,,,,,,,,,,,,,,,
800,1997,36.0,"0.426,290.02,","65.14,","75.61,",70.38,,,,,,,,,,,,,,,,
801,1997,37.0,"0.414,289.24,","68.79,","66.61,",67.7,,,,,,,,,,,,,,,,
802,1997,38.0,"0.400,288.48,","69.69,","60.00,",64.85,,,,,,,,,,,,,,,,
803,1997,39.0,"0.381,287.39,","68.28,","57.33,",62.8,,,,,,,,,,,,,,,,
804,1997,40.0,"0.357,285.48,","66.52,","67.62,",67.07,,,,,,,,,,,,,,,,
805,1997,41.0,"0.325,282.95,","61.95,","76.62,",69.29,,,,,,,,,,,,,,,,
806,1997,42.0,"0.299,280.96,","62.69,","74.13,",68.41,,,,,,,,,,,,,,,,
807,1997,43.0,"0.272,278.98,","65.21,","65.11,",65.16,,,,,,,,,,,,,,,,
808,1997,44.0,"0.238,276.66,","64.05,","56.12,",60.08,,,,,,,,,,,,,,,,
809,1997,45.0,"0.189,273.31,","54.03,","53.33,",53.68,,,,,,,,,,,,,,,,
810,1997,46.0,"0.146,270.15,","44.54,","54.29,",49.42,,,,,,,,,,,,,,,,
811,1997,47.0,"0.118,268.01,","40.24,","54.00,",47.12,,,,,,,,,,,,,,,,
812,1997,48.0,"0.098,265.77,","38.07,","56.66,",47.36,,,,,,,,,,,,,,,,
813,1997,49.0,"0.087,263.86,","37.51,","57.63,",47.57,,,,,,,,,,,,,,,,
814,1997,50.0,"0.080,262.98,","40.18,","52.73,",46.45,,,,,,,,,,,,,,,,
815,1997,51.0,"0.079,262.97,","46.99,","45.39,",46.19,,,,,,,,,,,,,,,,
816,1997,52.0,"0.082,263.76,","53.14,","39.74,",46.44,,,,,,,,,,,,,,,,
817,1998,1.0,"0.088,264.47,","58.02,","36.62,",47.32,,,,,,,,,,,,,,,,
818,1998,2.0,"0.094,265.38,","62.42,","33.74,",48.08,,,,,,,,,,,,,,,,
819,1998,3.0,"0.099,266.74,","65.76,","30.53,",48.15,,,,,,,,,,,,,,,,
820,1998,4.0,"0.102,268.24,","63.90,","28.56,",46.23,,,,,,,,,,,,,,,,
821,1998,5.0,"0.108,269.67,","64.04,","26.43,",45.23,,,,,,,,,,,,,,,,
822,1998,6.0,"0.117,270.95,","63.91,","27.11,",45.51,,,,,,,,,,,,,,,,
823,1998,7.0,"0.128,272.50,","64.59,","27.61,",46.1,,,,,,,,,,,,,,,,
824,1998,8.0,"0.136,274.24,","64.01,","28.28,",46.14,,,,,,,,,,,,,,,,
825,1998,9.0,"0.134,274.64,","58.10,","35.03,",46.56,,,,,,,,,,,,,,,,
826,1998,10.0,"0.126,274.47,","49.18,","43.99,",46.59,,,,,,,,,,,,,,,,
827,1998,11.0,"0.127,274.91,","43.63,","49.20,",46.41,,,,,,,,,,,,,,,,
828,1998,12.0,"0.133,275.80,","39.51,","56.34,",47.92,,,,,,,,,,,,,,,,
829,1998,13.0,"0.143,277.44,","35.98,","61.18,",48.58,,,,,,,,,,,,,,,,
830,1998,14.0,"0.165,279.55,","37.13,","64.55,",50.84,,,,,,,,,,,,,,,,
831,1998,15.0,"0.208,282.33,","46.23,","62.55,",54.39,,,,,,,,,,,,,,,,
832,1998,16.0,"0.254,284.53,","52.74,","62.42,",57.58,,,,,,,,,,,,,,,,
833,1998,17.0,"0.291,285.99,","54.25,","67.13,",60.69,,,,,,,,,,,,,,,,
834,1998,18.0,"0.323,286.98,","53.76,","74.84,",64.3,,,,,,,,,,,,,,,,
835,1998,19.0,"0.363,288.54,","56.04,","73.85,",64.95,,,,,,,,,,,,,,,,
836,1998,20.0,"0.397,289.55,","57.40,","74.80,",66.1,,,,,,,,,,,,,,,,
837,1998,21.0,"0.424,290.60,","57.26,","73.90,",65.58,,,,,,,,,,,,,,,,
838,1998,22.0,"0.437,291.00,","53.87,","75.45,",64.66,,,,,,,,,,,,,,,,
839,1998,23.0,"0.444,291.29,","51.58,","76.40,",63.99,,,,,,,,,,,,,,,,
840,1998,24.0,"0.449,291.78,","50.54,","75.57,",63.05,,,,,,,,,,,,,,,,
841,1998,25.0,"0.448,291.89,","46.88,","77.19,",62.03,,,,,,,,,,,,,,,,
842,1998,26.0,"0.444,292.01,","40.61,","78.24,",59.43,,,,,,,,,,,,,,,,
