,Mean,data,for,UKR,Province=,1:,"Cherkasy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.290,297.71,","24.53,","17.39,",20.96,,,,,,,,,,,,,,,,
562,1992,36.0,"0.263,294.97,","20.84,","31.88,",26.36,,,,,,,,,,,,,,,,
563,1992,37.0,"0.237,292.40,","18.37,","45.06,",31.72,,,,,,,,,,,,,,,,
564,1992,38.0,"0.211,290.23,","14.25,","54.07,",34.16,,,,,,,,,,,,,,,,
565,1992,39.0,"0.189,287.52,","10.33,","67.96,",39.14,,,,,,,,,,,,,,,,
566,1992,40.0,"0.172,284.59,","8.62,","80.19,",44.4,,,,,,,,,,,,,,,,
567,1992,41.0,"0.152,281.96,","8.63,","82.22,",45.43,,,,,,,,,,,,,,,,
568,1992,42.0,"0.128,279.20,","8.04,","80.02,",44.03,,,,,,,,,,,,,,,,
569,1992,43.0,"0.102,276.25,","6.56,","76.96,",41.76,,,,,,,,,,,,,,,,
570,1992,44.0,"0.082,273.59,","6.32,","65.98,",36.15,,,,,,,,,,,,,,,,
571,1992,45.0,"0.072,270.89,","9.07,","58.12,",33.59,,,,,,,,,,,,,,,,
572,1992,46.0,"0.064,268.56,","12.51,","53.94,",33.23,,,,,,,,,,,,,,,,
573,1992,47.0,"0.057,266.20,","16.48,","53.90,",35.19,,,,,,,,,,,,,,,,
574,1992,48.0,"0.055,264.74,","22.03,","52.89,",37.46,,,,,,,,,,,,,,,,
575,1992,49.0,"0.051,263.03,","24.13,","53.53,",38.83,,,,,,,,,,,,,,,,
576,1992,50.0,"0.049,262.25,","28.48,","49.08,",38.78,,,,,,,,,,,,,,,,
577,1992,51.0,"0.051,262.35,","36.15,","40.87,",38.51,,,,,,,,,,,,,,,,
578,1992,52.0,"0.052,262.39,","41.34,","36.01,",38.68,,,,,,,,,,,,,,,,
579,1993,1.0,"0.053,262.51,","44.37,","31.72,",38.04,,,,,,,,,,,,,,,,
580,1993,2.0,"0.054,263.27,","46.29,","28.41,",37.35,,,,,,,,,,,,,,,,
581,1993,3.0,"0.056,264.83,","48.74,","23.86,",36.3,,,,,,,,,,,,,,,,
582,1993,4.0,"0.058,266.44,","51.32,","20.36,",35.84,,,,,,,,,,,,,,,,
583,1993,5.0,"0.061,266.93,","51.18,","22.66,",36.92,,,,,,,,,,,,,,,,
584,1993,6.0,"0.061,265.82,","46.71,","32.44,",39.57,,,,,,,,,,,,,,,,
585,1993,7.0,"0.057,264.86,","39.08,","41.82,",40.45,,,,,,,,,,,,,,,,
586,1993,8.0,"0.053,263.58,","32.03,","52.64,",42.34,,,,,,,,,,,,,,,,
587,1993,9.0,"0.050,262.66,","27.02,","63.88,",45.45,,,,,,,,,,,,,,,,
588,1993,10.0,"0.048,261.53,","20.96,","78.18,",49.57,,,,,,,,,,,,,,,,
589,1993,11.0,"0.049,261.24,","16.04,","86.78,",51.41,,,,,,,,,,,,,,,,
590,1993,12.0,"0.057,262.48,","13.97,","90.46,",52.21,,,,,,,,,,,,,,,,
591,1993,13.0,"0.066,265.34,","11.50,","91.79,",51.65,,,,,,,,,,,,,,,,
592,1993,14.0,"0.082,269.20,","10.16,","92.82,",51.49,,,,,,,,,,,,,,,,
593,1993,15.0,"0.110,275.08,","11.15,","92.20,",51.67,,,,,,,,,,,,,,,,
594,1993,16.0,"0.148,281.67,","15.56,","86.00,",50.78,,,,,,,,,,,,,,,,
595,1993,17.0,"0.194,286.84,","22.33,","76.91,",49.62,,,,,,,,,,,,,,,,
596,1993,18.0,"0.241,289.73,","28.70,","74.50,",51.6,,,,,,,,,,,,,,,,
597,1993,19.0,"0.290,291.09,","33.74,","79.80,",56.77,,,,,,,,,,,,,,,,
598,1993,20.0,"0.336,292.38,","38.35,","77.36,",57.86,,,,,,,,,,,,,,,,
599,1993,21.0,"0.378,293.49,","44.97,","72.90,",58.94,,,,,,,,,,,,,,,,
600,1993,22.0,"0.412,294.17,","52.17,","69.64,",60.91,,,,,,,,,,,,,,,,
601,1993,23.0,"0.436,294.52,","58.25,","68.43,",63.34,,,,,,,,,,,,,,,,
602,1993,24.0,"0.451,294.59,","63.20,","70.65,",66.92,,,,,,,,,,,,,,,,
603,1993,25.0,"0.462,294.58,","67.97,","73.30,",70.63,,,,,,,,,,,,,,,,
604,1993,26.0,"0.464,294.65,","68.88,","74.08,",71.48,,,,,,,,,,,,,,,,
605,1993,27.0,"0.465,295.09,","70.95,","72.16,",71.55,,,,,,,,,,,,,,,,
606,1993,28.0,"0.464,295.84,","74.03,","66.70,",70.37,,,,,,,,,,,,,,,,
607,1993,29.0,"0.462,296.54,","76.33,","61.67,",69.0,,,,,,,,,,,,,,,,
608,1993,30.0,"0.458,297.12,","78.26,","57.39,",67.83,,,,,,,,,,,,,,,,
609,1993,31.0,"0.451,297.09,","78.64,","57.74,",68.19,,,,,,,,,,,,,,,,
610,1993,32.0,"0.434,296.46,","75.80,","61.27,",68.53,,,,,,,,,,,,,,,,
611,1993,33.0,"0.410,295.43,","70.22,","66.14,",68.18,,,,,,,,,,,,,,,,
612,1993,34.0,"0.384,294.11,","63.75,","72.90,",68.32,,,,,,,,,,,,,,,,
613,1993,35.0,"0.363,292.92,","61.77,","74.10,",67.94,,,,,,,,,,,,,,,,
614,1993,36.0,"0.341,291.38,","60.33,","77.13,",68.73,,,,,,,,,,,,,,,,
615,1993,37.0,"0.312,290.02,","57.19,","76.89,",67.04,,,,,,,,,,,,,,,,
616,1993,38.0,"0.278,288.78,","49.36,","74.75,",62.05,,,,,,,,,,,,,,,,
617,1993,39.0,"0.243,287.48,","39.86,","69.83,",54.84,,,,,,,,,,,,,,,,
618,1993,40.0,"0.210,285.54,","30.63,","68.01,",49.32,,,,,,,,,,,,,,,,
619,1993,41.0,"0.178,283.13,","23.79,","66.75,",45.27,,,,,,,,,,,,,,,,
620,1993,42.0,"0.150,280.48,","21.48,","65.27,",43.37,,,,,,,,,,,,,,,,
621,1993,43.0,"0.128,277.99,","23.29,","61.68,",42.49,,,,,,,,,,,,,,,,
622,1993,44.0,"0.114,275.45,","27.46,","53.08,",40.27,,,,,,,,,,,,,,,,
623,1993,45.0,"0.100,273.35,","28.61,","43.57,",36.09,,,,,,,,,,,,,,,,
624,1993,46.0,"0.091,271.68,","32.61,","37.08,",34.85,,,,,,,,,,,,,,,,
625,1993,47.0,"0.086,270.60,","38.55,","31.69,",35.12,,,,,,,,,,,,,,,,
626,1993,48.0,"0.087,270.01,","45.97,","27.88,",36.92,,,,,,,,,,,,,,,,
627,1993,49.0,"0.085,269.62,","49.95,","24.65,",37.3,,,,,,,,,,,,,,,,
628,1993,50.0,"0.083,269.63,","54.19,","18.82,",36.51,,,,,,,,,,,,,,,,
629,1993,51.0,"0.082,269.66,","58.61,","12.85,",35.73,,,,,,,,,,,,,,,,
630,1993,52.0,"0.081,269.52,","61.29,","10.85,",36.07,,,,,,,,,,,,,,,,
631,1994,1.0,"0.081,268.35,","64.80,","11.66,",38.23,,,,,,,,,,,,,,,,
632,1994,2.0,"0.076,267.24,","69.68,","14.32,",42.0,,,,,,,,,,,,,,,,
633,1994,3.0,"0.077,266.28,","70.19,","18.63,",44.41,,,,,,,,,,,,,,,,
634,1994,4.0,"0.076,265.14,","68.96,","25.18,",47.07,,,,,,,,,,,,,,,,
635,1994,5.0,"0.074,263.75,","64.01,","33.96,",48.98,,,,,,,,,,,,,,,,
636,1994,6.0,"0.071,263.22,","55.14,","41.59,",48.36,,,,,,,,,,,,,,,,
637,1994,7.0,"0.068,263.82,","47.05,","45.63,",46.34,,,,,,,,,,,,,,,,
638,1994,8.0,"0.068,265.88,","42.21,","44.89,",43.55,,,,,,,,,,,,,,,,
639,1994,9.0,"0.071,267.57,","39.94,","46.84,",43.39,,,,,,,,,,,,,,,,
640,1994,10.0,"0.077,270.76,","37.29,","45.12,",41.2,,,,,,,,,,,,,,,,
641,1994,11.0,"0.085,274.18,","35.03,","39.76,",37.39,,,,,,,,,,,,,,,,
642,1994,12.0,"0.096,277.72,","33.78,","36.94,",35.36,,,,,,,,,,,,,,,,
643,1994,13.0,"0.115,281.54,","35.99,","32.68,",34.34,,,,,,,,,,,,,,,,
644,1994,14.0,"0.139,284.89,","37.96,","28.24,",33.1,,,,,,,,,,,,,,,,
645,1994,15.0,"0.172,288.13,","41.07,","24.74,",32.9,,,,,,,,,,,,,,,,
646,1994,16.0,"0.215,290.87,","46.15,","23.88,",35.02,,,,,,,,,,,,,,,,
647,1994,17.0,"0.263,292.73,","53.09,","27.13,",40.11,,,,,,,,,,,,,,,,
648,1994,18.0,"0.308,293.48,","58.34,","38.17,",48.26,,,,,,,,,,,,,,,,
649,1994,19.0,"0.346,293.50,","59.73,","55.18,",57.45,,,,,,,,,,,,,,,,
650,1994,20.0,"0.380,293.36,","60.09,","67.08,",63.58,,,,,,,,,,,,,,,,
651,1994,21.0,"0.408,293.15,","61.55,","75.54,",68.55,,,,,,,,,,,,,,,,
652,1994,22.0,"0.436,292.82,","65.86,","81.65,",73.75,,,,,,,,,,,,,,,,
653,1994,23.0,"0.461,292.98,","73.00,","82.22,",77.61,,,,,,,,,,,,,,,,
654,1994,24.0,"0.479,293.57,","79.82,","80.07,",79.94,,,,,,,,,,,,,,,,
655,1994,25.0,"0.489,294.43,","83.67,","75.15,",79.41,,,,,,,,,,,,,,,,
656,1994,26.0,"0.490,295.33,","83.81,","67.68,",75.74,,,,,,,,,,,,,,,,
657,1994,27.0,"0.479,295.83,","79.55,","64.90,",72.23,,,,,,,,,,,,,,,,
658,1994,28.0,"0.460,296.20,","72.52,","63.34,",67.93,,,,,,,,,,,,,,,,
659,1994,29.0,"0.439,296.78,","64.49,","59.35,",61.92,,,,,,,,,,,,,,,,
660,1994,30.0,"0.415,297.02,","57.06,","58.57,",57.82,,,,,,,,,,,,,,,,
661,1994,31.0,"0.389,296.84,","48.14,","60.25,",54.2,,,,,,,,,,,,,,,,
662,1994,32.0,"0.362,296.24,","38.68,","63.61,",51.14,,,,,,,,,,,,,,,,
663,1994,33.0,"0.338,295.21,","32.02,","68.52,",50.27,,,,,,,,,,,,,,,,
664,1994,34.0,"0.321,294.28,","30.13,","70.71,",50.42,,,,,,,,,,,,,,,,
665,1994,35.0,"0.309,293.43,","33.18,","66.94,",50.06,,,,,,,,,,,,,,,,
666,1994,36.0,"0.318,293.88,","47.87,","47.86,",47.87,,,,,,,,,,,,,,,,
667,1995,7.0,"0.065,269.24,","43.17,","25.95,",34.56,,,,,,,,,,,,,,,,
668,1995,8.0,"0.078,273.42,","47.84,","18.01,",32.93,,,,,,,,,,,,,,,,
669,1995,9.0,"0.091,276.43,","50.63,","15.17,",32.9,,,,,,,,,,,,,,,,
670,1995,10.0,"0.104,278.87,","51.68,","14.98,",33.33,,,,,,,,,,,,,,,,
671,1995,11.0,"0.115,280.60,","50.72,","14.66,",32.69,,,,,,,,,,,,,,,,
672,1995,12.0,"0.126,281.73,","49.23,","21.22,",35.23,,,,,,,,,,,,,,,,
673,1995,13.0,"0.139,282.66,","47.87,","28.47,",38.17,,,,,,,,,,,,,,,,
674,1995,14.0,"0.160,284.73,","48.20,","29.81,",39.01,,,,,,,,,,,,,,,,
675,1995,15.0,"0.186,286.91,","47.69,","33.13,",40.41,,,,,,,,,,,,,,,,
676,1995,16.0,"0.219,289.63,","48.12,","33.23,",40.68,,,,,,,,,,,,,,,,
677,1995,17.0,"0.255,291.05,","49.46,","41.27,",45.37,,,,,,,,,,,,,,,,
678,1995,18.0,"0.298,292.50,","54.09,","47.56,",50.83,,,,,,,,,,,,,,,,
679,1995,19.0,"0.343,293.98,","58.14,","49.95,",54.04,,,,,,,,,,,,,,,,
680,1995,20.0,"0.380,294.96,","60.18,","50.91,",55.55,,,,,,,,,,,,,,,,
681,1995,21.0,"0.412,295.89,","63.46,","48.56,",56.01,,,,,,,,,,,,,,,,
682,1995,22.0,"0.440,296.98,","68.51,","42.24,",55.37,,,,,,,,,,,,,,,,
683,1995,23.0,"0.458,297.60,","71.90,","39.40,",55.65,,,,,,,,,,,,,,,,
684,1995,24.0,"0.468,297.62,","74.06,","42.30,",58.18,,,,,,,,,,,,,,,,
685,1995,25.0,"0.468,297.28,","72.90,","47.37,",60.13,,,,,,,,,,,,,,,,
686,1995,26.0,"0.465,297.20,","70.24,","48.81,",59.53,,,,,,,,,,,,,,,,
687,1995,27.0,"0.456,297.34,","66.02,","49.11,",57.57,,,,,,,,,,,,,,,,
688,1995,28.0,"0.447,297.61,","65.03,","48.12,",56.58,,,,,,,,,,,,,,,,
689,1995,29.0,"0.434,297.73,","62.06,","49.13,",55.59,,,,,,,,,,,,,,,,
690,1995,30.0,"0.422,297.79,","60.42,","50.40,",55.41,,,,,,,,,,,,,,,,
691,1995,31.0,"0.411,297.65,","59.14,","51.71,",55.43,,,,,,,,,,,,,,,,
692,1995,32.0,"0.401,297.42,","58.50,","51.00,",54.75,,,,,,,,,,,,,,,,
693,1995,33.0,"0.387,297.05,","57.02,","48.58,",52.8,,,,,,,,,,,,,,,,
694,1995,34.0,"0.376,296.55,","57.58,","45.24,",51.41,,,,,,,,,,,,,,,,
695,1995,35.0,"0.362,295.69,","59.25,","42.01,",50.63,,,,,,,,,,,,,,,,
696,1995,36.0,"0.350,294.45,","63.86,","40.11,",51.99,,,,,,,,,,,,,,,,
697,1995,37.0,"0.333,292.78,","66.76,","42.39,",54.58,,,,,,,,,,,,,,,,
698,1995,38.0,"0.319,290.88,","70.48,","47.35,",58.92,,,,,,,,,,,,,,,,
699,1995,39.0,"0.305,289.36,","74.19,","44.78,",59.48,,,,,,,,,,,,,,,,
700,1995,40.0,"0.288,287.62,","76.77,","40.65,",58.71,,,,,,,,,,,,,,,,
701,1995,41.0,"0.266,285.63,","77.86,","34.48,",56.17,,,,,,,,,,,,,,,,
702,1995,42.0,"0.235,283.24,","74.20,","33.57,",53.88,,,,,,,,,,,,,,,,
703,1995,43.0,"0.195,280.27,","64.93,","39.94,",52.43,,,,,,,,,,,,,,,,
704,1995,44.0,"0.144,276.53,","46.72,","42.82,",44.77,,,,,,,,,,,,,,,,
705,1995,45.0,"0.105,272.53,","32.04,","47.23,",39.64,,,,,,,,,,,,,,,,
706,1995,46.0,"0.078,269.30,","23.41,","49.27,",36.34,,,,,,,,,,,,,,,,
707,1995,47.0,"0.061,267.15,","19.41,","48.66,",34.04,,,,,,,,,,,,,,,,
708,1995,48.0,"0.049,265.59,","16.11,","48.72,",32.42,,,,,,,,,,,,,,,,
709,1995,49.0,"0.040,263.84,","12.54,","49.96,",31.25,,,,,,,,,,,,,,,,
710,1995,50.0,"0.031,261.95,","7.61,","50.17,",28.89,,,,,,,,,,,,,,,,
711,1995,51.0,"0.023,259.69,","3.90,","51.07,",27.49,,,,,,,,,,,,,,,,
712,1995,52.0,"0.018,257.02,","2.25,","55.38,",28.81,,,,,,,,,,,,,,,,
713,1996,1.0,"0.016,254.69,","1.91,","59.48,",30.69,,,,,,,,,,,,,,,,
714,1996,2.0,"0.013,253.95,","1.70,","61.99,",31.85,,,,,,,,,,,,,,,,
715,1996,3.0,"0.011,254.25,","1.42,","62.64,",32.03,,,,,,,,,,,,,,,,
716,1996,4.0,"0.009,253.70,","1.41,","66.39,",33.9,,,,,,,,,,,,,,,,
717,1996,5.0,"0.008,253.34,","1.34,","69.83,",35.58,,,,,,,,,,,,,,,,
718,1996,6.0,"0.006,252.43,","1.02,","77.33,",39.18,,,,,,,,,,,,,,,,
719,1996,7.0,"0.006,252.55,","0.84,","82.26,",41.55,,,,,,,,,,,,,,,,
720,1996,8.0,"0.006,254.34,","0.72,","83.00,",41.86,,,,,,,,,,,,,,,,
721,1996,9.0,"0.006,255.89,","0.59,","86.18,",43.39,,,,,,,,,,,,,,,,
722,1996,10.0,"0.012,259.23,","0.71,","86.53,",43.62,,,,,,,,,,,,,,,,
723,1996,11.0,"0.021,262.34,","1.05,","85.32,",43.18,,,,,,,,,,,,,,,,
724,1996,12.0,"0.035,265.82,","2.43,","84.14,",43.28,,,,,,,,,,,,,,,,
725,1996,13.0,"0.056,269.55,","6.12,","84.10,",45.11,,,,,,,,,,,,,,,,
726,1996,14.0,"0.087,274.34,","12.19,","80.82,",46.51,,,,,,,,,,,,,,,,
727,1996,15.0,"0.128,280.36,","19.83,","72.91,",46.37,,,,,,,,,,,,,,,,
728,1996,16.0,"0.178,285.84,","29.14,","61.12,",45.13,,,,,,,,,,,,,,,,
729,1996,17.0,"0.238,290.06,","41.99,","50.02,",46.01,,,,,,,,,,,,,,,,
730,1996,18.0,"0.295,293.36,","53.13,","39.27,",46.2,,,,,,,,,,,,,,,,
731,1996,19.0,"0.352,295.08,","62.82,","38.83,",50.82,,,,,,,,,,,,,,,,
732,1996,20.0,"0.399,297.05,","69.66,","29.50,",49.58,,,,,,,,,,,,,,,,
733,1996,21.0,"0.431,298.77,","73.61,","19.94,",46.77,,,,,,,,,,,,,,,,
734,1996,22.0,"0.446,299.55,","72.04,","18.06,",45.05,,,,,,,,,,,,,,,,
735,1996,23.0,"0.456,300.41,","70.50,","13.66,",42.08,,,,,,,,,,,,,,,,
736,1996,24.0,"0.462,301.15,","69.88,","9.85,",39.87,,,,,,,,,,,,,,,,
737,1996,25.0,"0.463,301.27,","68.58,","9.32,",38.95,,,,,,,,,,,,,,,,
738,1996,26.0,"0.458,300.97,","65.36,","11.54,",38.45,,,,,,,,,,,,,,,,
739,1996,27.0,"0.446,300.24,","59.65,","19.00,",39.32,,,,,,,,,,,,,,,,
740,1996,28.0,"0.432,299.44,","56.13,","28.51,",42.32,,,,,,,,,,,,,,,,
741,1996,29.0,"0.414,298.79,","51.04,","37.67,",44.35,,,,,,,,,,,,,,,,
742,1996,30.0,"0.392,298.06,","45.67,","47.79,",46.73,,,,,,,,,,,,,,,,
743,1996,31.0,"0.377,297.52,","42.85,","53.40,",48.12,,,,,,,,,,,,,,,,
744,1996,32.0,"0.365,296.80,","40.78,","57.84,",49.31,,,,,,,,,,,,,,,,
745,1996,33.0,"0.354,295.84,","40.71,","61.93,",51.32,,,,,,,,,,,,,,,,
746,1996,34.0,"0.336,294.53,","37.84,","68.14,",52.99,,,,,,,,,,,,,,,,
747,1996,35.0,"0.310,292.73,","33.28,","75.68,",54.48,,,,,,,,,,,,,,,,
748,1996,36.0,"0.290,290.59,","33.22,","85.61,",59.42,,,,,,,,,,,,,,,,
749,1996,37.0,"0.280,289.03,","39.64,","88.35,",64.0,,,,,,,,,,,,,,,,
750,1996,38.0,"0.272,288.11,","45.61,","82.96,",64.29,,,,,,,,,,,,,,,,
751,1996,39.0,"0.258,287.22,","48.06,","73.48,",60.77,,,,,,,,,,,,,,,,
752,1996,40.0,"0.235,285.90,","45.26,","64.30,",54.78,,,,,,,,,,,,,,,,
753,1996,41.0,"0.211,284.51,","44.23,","50.24,",47.24,,,,,,,,,,,,,,,,
754,1996,42.0,"0.179,282.16,","39.50,","47.11,",43.3,,,,,,,,,,,,,,,,
755,1996,43.0,"0.147,279.50,","34.48,","47.80,",41.14,,,,,,,,,,,,,,,,
756,1996,44.0,"0.120,276.66,","31.06,","42.77,",36.91,,,,,,,,,,,,,,,,
757,1996,45.0,"0.097,272.96,","26.75,","46.07,",36.41,,,,,,,,,,,,,,,,
758,1996,46.0,"0.075,268.55,","21.67,","55.33,",38.5,,,,,,,,,,,,,,,,
759,1996,47.0,"0.056,264.22,","15.43,","64.87,",40.15,,,,,,,,,,,,,,,,
760,1996,48.0,"0.043,261.57,","10.88,","68.57,",39.73,,,,,,,,,,,,,,,,
761,1996,49.0,"0.035,260.34,","7.92,","65.72,",36.82,,,,,,,,,,,,,,,,
762,1996,50.0,"0.033,260.38,","9.86,","56.80,",33.33,,,,,,,,,,,,,,,,
763,1996,51.0,"0.035,261.02,","16.91,","45.97,",31.44,,,,,,,,,,,,,,,,
764,1996,52.0,"0.035,261.31,","20.56,","39.79,",30.17,,,,,,,,,,,,,,,,
765,1997,1.0,"0.038,261.61,","26.45,","34.72,",30.59,,,,,,,,,,,,,,,,
766,1997,2.0,"0.041,262.02,","31.25,","32.68,",31.96,,,,,,,,,,,,,,,,
767,1997,3.0,"0.045,262.79,","35.98,","30.63,",33.3,,,,,,,,,,,,,,,,
768,1997,4.0,"0.052,264.92,","42.92,","24.79,",33.85,,,,,,,,,,,,,,,,
769,1997,5.0,"0.065,267.31,","53.23,","20.44,",36.83,,,,,,,,,,,,,,,,
770,1997,6.0,"0.079,269.45,","59.61,","19.43,",39.52,,,,,,,,,,,,,,,,
771,1997,7.0,"0.088,272.01,","59.81,","17.06,",38.44,,,,,,,,,,,,,,,,
772,1997,8.0,"0.094,274.27,","57.92,","15.54,",36.73,,,,,,,,,,,,,,,,
773,1997,9.0,"0.099,276.01,","55.53,","16.89,",36.21,,,,,,,,,,,,,,,,
774,1997,10.0,"0.105,278.08,","52.37,","18.04,",35.2,,,,,,,,,,,,,,,,
775,1997,11.0,"0.115,280.96,","51.10,","13.36,",32.23,,,,,,,,,,,,,,,,
776,1997,12.0,"0.123,283.52,","47.74,","13.95,",30.84,,,,,,,,,,,,,,,,
777,1997,13.0,"0.136,285.63,","46.83,","15.39,",31.11,,,,,,,,,,,,,,,,
778,1997,14.0,"0.151,287.00,","43.78,","18.04,",30.91,,,,,,,,,,,,,,,,
779,1997,15.0,"0.169,288.45,","39.48,","22.98,",31.23,,,,,,,,,,,,,,,,
780,1997,16.0,"0.198,290.14,","38.08,","29.02,",33.55,,,,,,,,,,,,,,,,
781,1997,17.0,"0.234,291.84,","39.94,","34.25,",37.09,,,,,,,,,,,,,,,,
782,1997,18.0,"0.269,292.93,","40.52,","43.60,",42.06,,,,,,,,,,,,,,,,
783,1997,19.0,"0.306,293.81,","40.42,","52.18,",46.3,,,,,,,,,,,,,,,,
784,1997,20.0,"0.342,294.59,","40.57,","54.89,",47.73,,,,,,,,,,,,,,,,
785,1997,21.0,"0.375,294.63,","42.12,","61.51,",51.82,,,,,,,,,,,,,,,,
786,1997,22.0,"0.402,294.08,","44.91,","70.63,",57.77,,,,,,,,,,,,,,,,
787,1997,23.0,"0.431,294.24,","54.33,","71.27,",62.8,,,,,,,,,,,,,,,,
788,1997,24.0,"0.460,294.85,","69.14,","68.40,",68.77,,,,,,,,,,,,,,,,
789,1997,25.0,"0.477,295.03,","78.35,","69.21,",73.78,,,,,,,,,,,,,,,,
790,1997,26.0,"0.483,294.96,","81.76,","71.31,",76.53,,,,,,,,,,,,,,,,
791,1997,27.0,"0.474,294.35,","78.01,","80.08,",79.05,,,,,,,,,,,,,,,,
792,1997,28.0,"0.460,293.77,","73.40,","88.71,",81.06,,,,,,,,,,,,,,,,
793,1997,29.0,"0.451,293.71,","71.81,","91.60,",81.7,,,,,,,,,,,,,,,,
794,1997,30.0,"0.444,293.69,","72.00,","92.94,",82.47,,,,,,,,,,,,,,,,
795,1997,31.0,"0.434,293.58,","70.96,","93.60,",82.28,,,,,,,,,,,,,,,,
796,1997,32.0,"0.421,293.15,","69.71,","95.18,",82.45,,,,,,,,,,,,,,,,
797,1997,33.0,"0.410,292.64,","70.43,","95.50,",82.96,,,,,,,,,,,,,,,,
798,1997,34.0,"0.400,292.14,","71.61,","94.79,",83.2,,,,,,,,,,,,,,,,
799,1997,35.0,"0.387,291.29,","73.99,","93.42,",83.7,,,,,,,,,,,,,,,,
800,1997,36.0,"0.375,290.48,","77.87,","89.00,",83.44,,,,,,,,,,,,,,,,
801,1997,37.0,"0.359,289.58,","81.20,","83.48,",82.34,,,,,,,,,,,,,,,,
802,1997,38.0,"0.337,288.39,","80.66,","80.36,",80.51,,,,,,,,,,,,,,,,
803,1997,39.0,"0.302,286.62,","73.45,","81.35,",77.4,,,,,,,,,,,,,,,,
804,1997,40.0,"0.267,284.58,","65.11,","81.49,",73.3,,,,,,,,,,,,,,,,
805,1997,41.0,"0.237,282.52,","60.53,","76.25,",68.39,,,,,,,,,,,,,,,,
806,1997,42.0,"0.214,280.44,","61.23,","67.24,",64.24,,,,,,,,,,,,,,,,
807,1997,43.0,"0.190,278.07,","62.05,","61.69,",61.87,,,,,,,,,,,,,,,,
808,1997,44.0,"0.164,275.34,","59.58,","53.72,",56.65,,,,,,,,,,,,,,,,
809,1997,45.0,"0.129,272.16,","49.58,","51.23,",50.4,,,,,,,,,,,,,,,,
810,1997,46.0,"0.096,268.83,","37.93,","53.32,",45.63,,,,,,,,,,,,,,,,
811,1997,47.0,"0.077,266.17,","33.21,","54.60,",43.9,,,,,,,,,,,,,,,,
812,1997,48.0,"0.064,263.20,","30.97,","60.53,",45.75,,,,,,,,,,,,,,,,
813,1997,49.0,"0.059,260.53,","32.09,","64.67,",48.38,,,,,,,,,,,,,,,,
814,1997,50.0,"0.056,258.79,","35.76,","63.44,",49.6,,,,,,,,,,,,,,,,
815,1997,51.0,"0.056,258.04,","40.91,","57.81,",49.36,,,,,,,,,,,,,,,,
816,1997,52.0,"0.056,258.06,","43.87,","52.02,",47.95,,,,,,,,,,,,,,,,
817,1998,1.0,"0.056,259.29,","47.30,","43.46,",45.38,,,,,,,,,,,,,,,,
818,1998,2.0,"0.061,261.34,","53.63,","35.64,",44.64,,,,,,,,,,,,,,,,
819,1998,3.0,"0.066,263.85,","59.37,","27.61,",43.49,,,,,,,,,,,,,,,,
820,1998,4.0,"0.071,265.90,","63.27,","22.35,",42.81,,,,,,,,,,,,,,,,
821,1998,5.0,"0.074,266.78,","62.41,","23.09,",42.75,,,,,,,,,,,,,,,,
822,1998,6.0,"0.076,267.96,","58.26,","24.93,",41.6,,,,,,,,,,,,,,,,
823,1998,7.0,"0.076,269.04,","52.11,","27.36,",39.74,,,,,,,,,,,,,,,,
824,1998,8.0,"0.076,270.17,","47.11,","29.62,",38.37,,,,,,,,,,,,,,,,
825,1998,9.0,"0.072,269.76,","39.91,","38.67,",39.29,,,,,,,,,,,,,,,,
826,1998,10.0,"0.070,268.99,","33.12,","51.17,",42.15,,,,,,,,,,,,,,,,
827,1998,11.0,"0.070,268.75,","27.06,","60.27,",43.67,,,,,,,,,,,,,,,,
828,1998,12.0,"0.076,269.30,","23.47,","69.38,",46.43,,,,,,,,,,,,,,,,
829,1998,13.0,"0.090,271.08,","23.36,","76.27,",49.81,,,,,,,,,,,,,,,,
830,1998,14.0,"0.115,274.44,","25.76,","78.94,",52.35,,,,,,,,,,,,,,,,
831,1998,15.0,"0.157,279.18,","33.72,","78.73,",56.22,,,,,,,,,,,,,,,,
832,1998,16.0,"0.209,284.04,","43.56,","73.63,",58.59,,,,,,,,,,,,,,,,
833,1998,17.0,"0.262,287.63,","53.43,","71.09,",62.26,,,,,,,,,,,,,,,,
834,1998,18.0,"0.302,289.63,","56.23,","75.75,",65.99,,,,,,,,,,,,,,,,
835,1998,19.0,"0.337,291.65,","55.86,","74.59,",65.22,,,,,,,,,,,,,,,,
836,1998,20.0,"0.371,293.37,","55.84,","67.28,",61.56,,,,,,,,,,,,,,,,
837,1998,21.0,"0.404,294.71,","58.70,","60.27,",59.49,,,,,,,,,,,,,,,,
838,1998,22.0,"0.428,295.15,","60.91,","59.56,",60.23,,,,,,,,,,,,,,,,
839,1998,23.0,"0.446,295.51,","63.51,","58.60,",61.06,,,,,,,,,,,,,,,,
840,1998,24.0,"0.454,295.83,","64.50,","58.69,",61.59,,,,,,,,,,,,,,,,
841,1998,25.0,"0.456,295.69,","64.23,","62.59,",63.41,,,,,,,,,,,,,,,,
842,1998,26.0,"0.451,295.46,","61.14,","66.19,",63.66,,,,,,,,,,,,,,,,
