,Mean,data,for,UKR,Province=,9:,"Kherson,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
561,1992,35.0,"0.199,300.42,","33.23,","48.14,",40.68,,,,,,,,,,,,,,,,
562,1992,36.0,"0.183,298.20,","27.82,","52.46,",40.14,,,,,,,,,,,,,,,,
563,1992,37.0,"0.165,295.81,","21.92,","58.95,",40.44,,,,,,,,,,,,,,,,
564,1992,38.0,"0.148,293.45,","17.44,","67.15,",42.29,,,,,,,,,,,,,,,,
565,1992,39.0,"0.134,290.60,","14.64,","77.61,",46.13,,,,,,,,,,,,,,,,
566,1992,40.0,"0.122,287.68,","14.01,","83.46,",48.74,,,,,,,,,,,,,,,,
567,1992,41.0,"0.112,285.11,","14.38,","81.04,",47.71,,,,,,,,,,,,,,,,
568,1992,42.0,"0.102,282.54,","15.12,","75.22,",45.17,,,,,,,,,,,,,,,,
569,1992,43.0,"0.091,279.66,","15.21,","72.04,",43.62,,,,,,,,,,,,,,,,
570,1992,44.0,"0.080,276.59,","14.92,","66.33,",40.63,,,,,,,,,,,,,,,,
571,1992,45.0,"0.076,274.13,","16.29,","62.61,",39.45,,,,,,,,,,,,,,,,
572,1992,46.0,"0.073,272.32,","18.36,","59.00,",38.68,,,,,,,,,,,,,,,,
573,1992,47.0,"0.069,270.70,","19.36,","57.22,",38.29,,,,,,,,,,,,,,,,
574,1992,48.0,"0.067,269.36,","21.33,","53.00,",37.17,,,,,,,,,,,,,,,,
575,1992,49.0,"0.064,267.92,","22.22,","49.80,",36.01,,,,,,,,,,,,,,,,
576,1992,50.0,"0.059,267.06,","22.26,","45.38,",33.82,,,,,,,,,,,,,,,,
577,1992,51.0,"0.057,266.91,","23.67,","39.41,",31.54,,,,,,,,,,,,,,,,
578,1992,52.0,"0.057,266.69,","25.89,","36.40,",31.14,,,,,,,,,,,,,,,,
579,1993,1.0,"0.059,267.44,","29.43,","32.21,",30.82,,,,,,,,,,,,,,,,
580,1993,2.0,"0.063,268.72,","33.76,","25.74,",29.75,,,,,,,,,,,,,,,,
581,1993,3.0,"0.067,269.83,","37.99,","22.25,",30.12,,,,,,,,,,,,,,,,
582,1993,4.0,"0.072,271.38,","41.43,","19.25,",30.34,,,,,,,,,,,,,,,,
583,1993,5.0,"0.077,272.46,","43.53,","18.06,",30.8,,,,,,,,,,,,,,,,
584,1993,6.0,"0.079,273.27,","42.71,","20.55,",31.63,,,,,,,,,,,,,,,,
585,1993,7.0,"0.078,273.84,","38.25,","25.82,",32.03,,,,,,,,,,,,,,,,
586,1993,8.0,"0.076,274.33,","33.04,","31.65,",32.35,,,,,,,,,,,,,,,,
587,1993,9.0,"0.076,275.03,","29.23,","37.74,",33.49,,,,,,,,,,,,,,,,
588,1993,10.0,"0.079,275.62,","26.20,","44.68,",35.44,,,,,,,,,,,,,,,,
589,1993,11.0,"0.084,276.51,","25.14,","49.45,",37.29,,,,,,,,,,,,,,,,
590,1993,12.0,"0.094,278.09,","25.97,","53.33,",39.65,,,,,,,,,,,,,,,,
591,1993,13.0,"0.109,280.25,","27.73,","56.29,",42.01,,,,,,,,,,,,,,,,
592,1993,14.0,"0.131,282.98,","31.27,","57.42,",44.35,,,,,,,,,,,,,,,,
593,1993,15.0,"0.163,285.47,","37.30,","61.28,",49.29,,,,,,,,,,,,,,,,
594,1993,16.0,"0.205,287.92,","44.79,","66.68,",55.73,,,,,,,,,,,,,,,,
595,1993,17.0,"0.248,290.74,","51.46,","71.52,",61.49,,,,,,,,,,,,,,,,
596,1993,18.0,"0.283,292.73,","56.11,","73.07,",64.59,,,,,,,,,,,,,,,,
597,1993,19.0,"0.312,293.86,","58.95,","81.26,",70.11,,,,,,,,,,,,,,,,
598,1993,20.0,"0.337,294.63,","62.53,","85.84,",74.18,,,,,,,,,,,,,,,,
599,1993,21.0,"0.359,295.96,","69.68,","82.15,",75.92,,,,,,,,,,,,,,,,
600,1993,22.0,"0.372,297.22,","75.74,","77.39,",76.56,,,,,,,,,,,,,,,,
601,1993,23.0,"0.374,298.30,","78.93,","72.22,",75.58,,,,,,,,,,,,,,,,
602,1993,24.0,"0.365,299.14,","78.15,","70.08,",74.12,,,,,,,,,,,,,,,,
603,1993,25.0,"0.349,299.64,","73.16,","72.11,",72.63,,,,,,,,,,,,,,,,
604,1993,26.0,"0.329,300.21,","65.23,","71.51,",68.37,,,,,,,,,,,,,,,,
605,1993,27.0,"0.315,301.26,","59.85,","65.61,",62.73,,,,,,,,,,,,,,,,
606,1993,28.0,"0.301,302.03,","55.52,","59.72,",57.62,,,,,,,,,,,,,,,,
607,1993,29.0,"0.291,302.82,","54.05,","53.68,",53.86,,,,,,,,,,,,,,,,
608,1993,30.0,"0.281,303.36,","53.85,","48.26,",51.05,,,,,,,,,,,,,,,,
609,1993,31.0,"0.267,303.33,","51.96,","46.72,",49.34,,,,,,,,,,,,,,,,
610,1993,32.0,"0.250,302.44,","48.09,","50.86,",49.47,,,,,,,,,,,,,,,,
611,1993,33.0,"0.237,301.35,","44.93,","56.53,",50.73,,,,,,,,,,,,,,,,
612,1993,34.0,"0.230,300.76,","44.09,","57.17,",50.63,,,,,,,,,,,,,,,,
613,1993,35.0,"0.225,299.77,","44.48,","57.11,",50.79,,,,,,,,,,,,,,,,
614,1993,36.0,"0.219,298.26,","44.94,","55.13,",50.04,,,,,,,,,,,,,,,,
615,1993,37.0,"0.210,296.91,","44.74,","51.29,",48.01,,,,,,,,,,,,,,,,
616,1993,38.0,"0.195,295.13,","42.43,","52.69,",47.56,,,,,,,,,,,,,,,,
617,1993,39.0,"0.175,293.12,","37.63,","54.50,",46.06,,,,,,,,,,,,,,,,
618,1993,40.0,"0.153,290.75,","30.03,","55.74,",42.88,,,,,,,,,,,,,,,,
619,1993,41.0,"0.130,287.70,","23.25,","58.94,",41.1,,,,,,,,,,,,,,,,
620,1993,42.0,"0.114,284.94,","20.93,","56.77,",38.85,,,,,,,,,,,,,,,,
621,1993,43.0,"0.103,282.46,","20.78,","53.35,",37.07,,,,,,,,,,,,,,,,
622,1993,44.0,"0.095,279.67,","21.33,","48.30,",34.82,,,,,,,,,,,,,,,,
623,1993,45.0,"0.090,276.82,","22.50,","48.85,",35.68,,,,,,,,,,,,,,,,
624,1993,46.0,"0.089,274.31,","25.19,","49.56,",37.38,,,,,,,,,,,,,,,,
625,1993,47.0,"0.089,273.17,","28.44,","45.30,",36.87,,,,,,,,,,,,,,,,
626,1993,48.0,"0.093,272.48,","34.72,","38.36,",36.54,,,,,,,,,,,,,,,,
627,1993,49.0,"0.098,272.01,","41.96,","31.80,",36.88,,,,,,,,,,,,,,,,
628,1993,50.0,"0.100,272.24,","47.08,","23.57,",35.33,,,,,,,,,,,,,,,,
629,1993,51.0,"0.099,272.58,","50.08,","17.08,",33.58,,,,,,,,,,,,,,,,
630,1993,52.0,"0.097,272.51,","51.36,","14.74,",33.05,,,,,,,,,,,,,,,,
631,1994,1.0,"0.092,271.57,","51.46,","16.86,",34.16,,,,,,,,,,,,,,,,
632,1994,2.0,"0.083,269.86,","48.56,","21.66,",35.11,,,,,,,,,,,,,,,,
633,1994,3.0,"0.077,268.25,","44.89,","28.20,",36.54,,,,,,,,,,,,,,,,
634,1994,4.0,"0.053,268.07,","27.50,","31.02,",29.26,,,,,,,,,,,,,,,,
635,1994,5.0,"0.056,268.53,","29.60,","32.04,",30.82,,,,,,,,,,,,,,,,
636,1994,6.0,"0.059,269.82,","29.15,","33.18,",31.16,,,,,,,,,,,,,,,,
637,1994,7.0,"0.059,271.39,","26.28,","35.03,",30.65,,,,,,,,,,,,,,,,
638,1994,8.0,"0.060,273.38,","24.21,","35.31,",29.76,,,,,,,,,,,,,,,,
639,1994,9.0,"0.064,274.95,","23.41,","37.93,",30.67,,,,,,,,,,,,,,,,
640,1994,10.0,"0.069,276.93,","21.90,","39.49,",30.7,,,,,,,,,,,,,,,,
641,1994,11.0,"0.076,280.02,","21.91,","34.78,",28.35,,,,,,,,,,,,,,,,
642,1994,12.0,"0.087,283.66,","23.28,","28.41,",25.84,,,,,,,,,,,,,,,,
643,1994,13.0,"0.102,286.83,","25.25,","25.06,",25.16,,,,,,,,,,,,,,,,
644,1994,14.0,"0.120,289.36,","27.33,","24.26,",25.8,,,,,,,,,,,,,,,,
645,1994,15.0,"0.141,290.82,","29.19,","29.38,",29.28,,,,,,,,,,,,,,,,
646,1994,16.0,"0.169,292.21,","31.17,","36.35,",33.76,,,,,,,,,,,,,,,,
647,1994,17.0,"0.205,293.27,","34.83,","49.17,",42.0,,,,,,,,,,,,,,,,
648,1994,18.0,"0.249,294.11,","41.98,","60.00,",50.99,,,,,,,,,,,,,,,,
649,1994,19.0,"0.287,294.70,","47.64,","73.70,",60.67,,,,,,,,,,,,,,,,
650,1994,20.0,"0.318,295.26,","53.33,","80.77,",67.05,,,,,,,,,,,,,,,,
651,1994,21.0,"0.338,295.58,","59.37,","84.52,",71.94,,,,,,,,,,,,,,,,
652,1994,22.0,"0.351,295.88,","65.44,","87.00,",76.22,,,,,,,,,,,,,,,,
653,1994,23.0,"0.357,296.40,","70.85,","86.55,",78.7,,,,,,,,,,,,,,,,
654,1994,24.0,"0.356,297.28,","74.09,","84.72,",79.41,,,,,,,,,,,,,,,,
655,1994,25.0,"0.349,298.65,","73.13,","80.44,",76.79,,,,,,,,,,,,,,,,
656,1994,26.0,"0.336,300.11,","68.93,","72.65,",70.79,,,,,,,,,,,,,,,,
657,1994,27.0,"0.316,301.21,","60.51,","66.11,",63.31,,,,,,,,,,,,,,,,
658,1994,28.0,"0.291,301.86,","51.06,","61.08,",56.07,,,,,,,,,,,,,,,,
659,1994,29.0,"0.270,302.43,","44.61,","56.86,",50.74,,,,,,,,,,,,,,,,
660,1994,30.0,"0.255,302.73,","41.51,","53.34,",47.42,,,,,,,,,,,,,,,,
661,1994,31.0,"0.244,302.70,","40.33,","51.79,",46.06,,,,,,,,,,,,,,,,
662,1994,32.0,"0.233,302.35,","39.52,","51.75,",45.64,,,,,,,,,,,,,,,,
663,1994,33.0,"0.224,301.76,","38.10,","53.43,",45.77,,,,,,,,,,,,,,,,
664,1994,34.0,"0.218,301.18,","37.77,","53.73,",45.75,,,,,,,,,,,,,,,,
665,1994,35.0,"0.213,300.52,","38.33,","50.42,",44.38,,,,,,,,,,,,,,,,
666,1994,36.0,"0.221,301.02,","46.29,","30.38,",38.34,,,,,,,,,,,,,,,,
667,1995,7.0,"0.098,274.22,","49.51,","24.85,",37.18,,,,,,,,,,,,,,,,
668,1995,8.0,"0.110,277.73,","50.96,","19.32,",35.14,,,,,,,,,,,,,,,,
669,1995,9.0,"0.119,280.26,","50.43,","17.77,",34.1,,,,,,,,,,,,,,,,
670,1995,10.0,"0.129,282.35,","49.13,","18.54,",33.83,,,,,,,,,,,,,,,,
671,1995,11.0,"0.137,283.78,","48.05,","19.50,",33.78,,,,,,,,,,,,,,,,
672,1995,12.0,"0.147,285.13,","47.36,","22.31,",34.83,,,,,,,,,,,,,,,,
673,1995,13.0,"0.159,286.08,","47.06,","29.20,",38.13,,,,,,,,,,,,,,,,
674,1995,14.0,"0.180,287.77,","49.22,","33.26,",41.24,,,,,,,,,,,,,,,,
675,1995,15.0,"0.207,289.58,","52.61,","37.52,",45.06,,,,,,,,,,,,,,,,
676,1995,16.0,"0.237,291.27,","55.41,","43.62,",49.51,,,,,,,,,,,,,,,,
677,1995,17.0,"0.266,292.13,","56.92,","59.20,",58.06,,,,,,,,,,,,,,,,
678,1995,18.0,"0.296,293.59,","59.80,","64.46,",62.13,,,,,,,,,,,,,,,,
679,1995,19.0,"0.323,295.20,","62.52,","68.97,",65.74,,,,,,,,,,,,,,,,
680,1995,20.0,"0.346,296.62,","65.72,","68.94,",67.33,,,,,,,,,,,,,,,,
681,1995,21.0,"0.359,298.17,","69.12,","63.02,",66.07,,,,,,,,,,,,,,,,
682,1995,22.0,"0.359,299.84,","69.60,","54.73,",62.16,,,,,,,,,,,,,,,,
683,1995,23.0,"0.353,301.19,","69.29,","47.16,",58.22,,,,,,,,,,,,,,,,
684,1995,24.0,"0.337,301.99,","63.83,","44.80,",54.32,,,,,,,,,,,,,,,,
685,1995,25.0,"0.311,302.29,","53.28,","48.49,",50.88,,,,,,,,,,,,,,,,
686,1995,26.0,"0.292,302.69,","46.11,","49.93,",48.02,,,,,,,,,,,,,,,,
687,1995,27.0,"0.280,303.27,","42.42,","48.40,",45.41,,,,,,,,,,,,,,,,
688,1995,28.0,"0.270,303.74,","41.00,","45.55,",43.27,,,,,,,,,,,,,,,,
689,1995,29.0,"0.261,303.87,","40.05,","44.96,",42.5,,,,,,,,,,,,,,,,
690,1995,30.0,"0.253,303.99,","40.10,","43.05,",41.57,,,,,,,,,,,,,,,,
691,1995,31.0,"0.249,304.01,","42.51,","41.48,",42.0,,,,,,,,,,,,,,,,
692,1995,32.0,"0.244,303.73,","44.76,","40.89,",42.83,,,,,,,,,,,,,,,,
693,1995,33.0,"0.242,303.20,","47.45,","42.02,",44.73,,,,,,,,,,,,,,,,
694,1995,34.0,"0.238,302.51,","48.68,","43.04,",45.86,,,,,,,,,,,,,,,,
695,1995,35.0,"0.234,301.69,","49.76,","40.95,",45.35,,,,,,,,,,,,,,,,
696,1995,36.0,"0.230,300.58,","51.68,","35.22,",43.45,,,,,,,,,,,,,,,,
697,1995,37.0,"0.221,299.04,","51.23,","32.71,",41.97,,,,,,,,,,,,,,,,
698,1995,38.0,"0.215,297.36,","53.52,","32.22,",42.87,,,,,,,,,,,,,,,,
699,1995,39.0,"0.212,295.67,","57.52,","29.99,",43.76,,,,,,,,,,,,,,,,
700,1995,40.0,"0.206,293.83,","59.16,","26.35,",42.75,,,,,,,,,,,,,,,,
701,1995,41.0,"0.195,291.40,","57.25,","24.99,",41.12,,,,,,,,,,,,,,,,
702,1995,42.0,"0.180,288.63,","53.62,","25.42,",39.52,,,,,,,,,,,,,,,,
703,1995,43.0,"0.162,285.72,","49.20,","29.44,",39.32,,,,,,,,,,,,,,,,
704,1995,44.0,"0.142,282.27,","43.46,","31.75,",37.6,,,,,,,,,,,,,,,,
705,1995,45.0,"0.120,278.86,","36.85,","37.43,",37.14,,,,,,,,,,,,,,,,
706,1995,46.0,"0.097,275.65,","29.80,","43.39,",36.59,,,,,,,,,,,,,,,,
707,1995,47.0,"0.077,272.78,","23.09,","48.08,",35.58,,,,,,,,,,,,,,,,
708,1995,48.0,"0.058,270.16,","16.20,","49.79,",32.99,,,,,,,,,,,,,,,,
709,1995,49.0,"0.045,267.47,","11.23,","51.93,",31.58,,,,,,,,,,,,,,,,
710,1995,50.0,"0.033,265.46,","5.65,","52.03,",28.84,,,,,,,,,,,,,,,,
711,1995,51.0,"0.027,263.88,","3.30,","51.19,",27.25,,,,,,,,,,,,,,,,
712,1995,52.0,"0.024,262.48,","2.67,","52.06,",27.37,,,,,,,,,,,,,,,,
713,1996,1.0,"0.022,261.96,","2.53,","52.71,",27.62,,,,,,,,,,,,,,,,
714,1996,2.0,"0.019,261.31,","2.31,","53.77,",28.04,,,,,,,,,,,,,,,,
715,1996,3.0,"0.016,260.70,","1.95,","55.65,",28.8,,,,,,,,,,,,,,,,
716,1996,4.0,"0.014,260.23,","1.18,","58.69,",29.93,,,,,,,,,,,,,,,,
717,1996,5.0,"0.013,259.34,","0.54,","64.30,",32.42,,,,,,,,,,,,,,,,
718,1996,6.0,"0.013,259.55,","0.40,","69.64,",35.02,,,,,,,,,,,,,,,,
719,1996,7.0,"0.015,260.92,","0.79,","72.56,",36.68,,,,,,,,,,,,,,,,
720,1996,8.0,"0.018,262.87,","1.77,","73.49,",37.63,,,,,,,,,,,,,,,,
721,1996,9.0,"0.025,266.41,","3.64,","70.66,",37.15,,,,,,,,,,,,,,,,
722,1996,10.0,"0.039,270.16,","7.56,","66.56,",37.06,,,,,,,,,,,,,,,,
723,1996,11.0,"0.052,273.68,","11.06,","63.14,",37.1,,,,,,,,,,,,,,,,
724,1996,12.0,"0.069,277.04,","15.42,","61.25,",38.33,,,,,,,,,,,,,,,,
725,1996,13.0,"0.090,280.10,","19.74,","60.80,",40.27,,,,,,,,,,,,,,,,
726,1996,14.0,"0.116,284.06,","25.11,","55.43,",40.27,,,,,,,,,,,,,,,,
727,1996,15.0,"0.149,288.07,","31.60,","48.83,",40.22,,,,,,,,,,,,,,,,
728,1996,16.0,"0.184,291.64,","36.16,","43.01,",39.59,,,,,,,,,,,,,,,,
729,1996,17.0,"0.220,294.79,","39.82,","38.45,",39.13,,,,,,,,,,,,,,,,
730,1996,18.0,"0.253,297.17,","42.90,","33.23,",38.06,,,,,,,,,,,,,,,,
731,1996,19.0,"0.283,298.95,","44.93,","33.65,",39.29,,,,,,,,,,,,,,,,
732,1996,20.0,"0.307,300.33,","47.24,","34.37,",40.81,,,,,,,,,,,,,,,,
733,1996,21.0,"0.319,301.00,","49.10,","38.31,",43.71,,,,,,,,,,,,,,,,
734,1996,22.0,"0.324,301.98,","50.44,","36.90,",43.67,,,,,,,,,,,,,,,,
735,1996,23.0,"0.324,303.37,","52.72,","29.37,",41.04,,,,,,,,,,,,,,,,
736,1996,24.0,"0.314,304.49,","51.18,","23.98,",37.58,,,,,,,,,,,,,,,,
737,1996,25.0,"0.300,305.72,","46.92,","19.51,",33.21,,,,,,,,,,,,,,,,
738,1996,26.0,"0.284,306.56,","42.00,","18.17,",30.09,,,,,,,,,,,,,,,,
739,1996,27.0,"0.267,306.74,","36.38,","21.09,",28.74,,,,,,,,,,,,,,,,
740,1996,28.0,"0.251,306.75,","32.36,","22.74,",27.55,,,,,,,,,,,,,,,,
741,1996,29.0,"0.238,306.57,","29.92,","24.25,",27.09,,,,,,,,,,,,,,,,
742,1996,30.0,"0.225,305.75,","27.99,","29.40,",28.69,,,,,,,,,,,,,,,,
743,1996,31.0,"0.217,304.54,","27.98,","37.22,",32.6,,,,,,,,,,,,,,,,
744,1996,32.0,"0.209,302.77,","27.92,","48.01,",37.97,,,,,,,,,,,,,,,,
745,1996,33.0,"0.209,301.00,","30.64,","58.98,",44.81,,,,,,,,,,,,,,,,
746,1996,34.0,"0.211,298.92,","34.38,","72.27,",53.33,,,,,,,,,,,,,,,,
747,1996,35.0,"0.216,296.60,","40.05,","84.79,",62.42,,,,,,,,,,,,,,,,
748,1996,36.0,"0.220,294.18,","45.63,","92.15,",68.89,,,,,,,,,,,,,,,,
749,1996,37.0,"0.226,292.42,","53.14,","94.11,",73.63,,,,,,,,,,,,,,,,
750,1996,38.0,"0.237,291.31,","65.10,","91.80,",78.45,,,,,,,,,,,,,,,,
751,1996,39.0,"0.245,290.33,","75.29,","84.49,",79.89,,,,,,,,,,,,,,,,
752,1996,40.0,"0.246,289.18,","79.53,","72.79,",76.16,,,,,,,,,,,,,,,,
753,1996,41.0,"0.246,288.22,","81.83,","55.15,",68.49,,,,,,,,,,,,,,,,
754,1996,42.0,"0.243,286.57,","83.10,","43.34,",63.22,,,,,,,,,,,,,,,,
755,1996,43.0,"0.237,284.99,","82.74,","34.73,",58.73,,,,,,,,,,,,,,,,
756,1996,44.0,"0.230,284.37,","82.62,","17.23,",49.92,,,,,,,,,,,,,,,,
757,1996,45.0,"0.213,282.26,","78.75,","16.72,",47.74,,,,,,,,,,,,,,,,
758,1996,46.0,"0.190,279.90,","73.21,","20.57,",46.89,,,,,,,,,,,,,,,,
759,1996,47.0,"0.164,277.57,","65.68,","23.97,",44.82,,,,,,,,,,,,,,,,
760,1996,48.0,"0.137,274.39,","57.35,","30.19,",43.77,,,,,,,,,,,,,,,,
761,1996,49.0,"0.109,270.75,","47.41,","38.07,",42.74,,,,,,,,,,,,,,,,
762,1996,50.0,"0.083,266.52,","36.65,","48.23,",42.44,,,,,,,,,,,,,,,,
763,1996,51.0,"0.065,262.19,","28.21,","58.14,",43.18,,,,,,,,,,,,,,,,
764,1996,52.0,"0.048,259.60,","18.22,","62.72,",40.47,,,,,,,,,,,,,,,,
765,1997,1.0,"0.032,258.16,","9.27,","66.47,",37.87,,,,,,,,,,,,,,,,
766,1997,2.0,"0.024,258.14,","5.48,","65.32,",35.4,,,,,,,,,,,,,,,,
767,1997,3.0,"0.020,259.11,","4.63,","61.06,",32.85,,,,,,,,,,,,,,,,
768,1997,4.0,"0.024,261.59,","7.48,","53.54,",30.51,,,,,,,,,,,,,,,,
769,1997,5.0,"0.039,264.74,","17.17,","44.88,",31.02,,,,,,,,,,,,,,,,
770,1997,6.0,"0.055,267.01,","26.64,","42.84,",34.74,,,,,,,,,,,,,,,,
771,1997,7.0,"0.078,270.42,","37.69,","38.20,",37.94,,,,,,,,,,,,,,,,
772,1997,8.0,"0.102,273.40,","46.60,","35.00,",40.8,,,,,,,,,,,,,,,,
773,1997,9.0,"0.128,276.23,","54.68,","33.05,",43.87,,,,,,,,,,,,,,,,
774,1997,10.0,"0.153,279.45,","60.07,","29.80,",44.94,,,,,,,,,,,,,,,,
775,1997,11.0,"0.174,281.91,","63.51,","27.47,",45.49,,,,,,,,,,,,,,,,
776,1997,12.0,"0.192,283.91,","65.40,","28.53,",46.96,,,,,,,,,,,,,,,,
777,1997,13.0,"0.209,285.47,","66.18,","33.36,",49.77,,,,,,,,,,,,,,,,
778,1997,14.0,"0.228,286.92,","67.08,","39.13,",53.11,,,,,,,,,,,,,,,,
779,1997,15.0,"0.253,288.84,","69.22,","43.06,",56.14,,,,,,,,,,,,,,,,
780,1997,16.0,"0.285,290.96,","72.53,","46.59,",59.56,,,,,,,,,,,,,,,,
781,1997,17.0,"0.322,293.22,","77.06,","50.47,",63.77,,,,,,,,,,,,,,,,
782,1997,18.0,"0.350,294.81,","80.30,","53.53,",66.92,,,,,,,,,,,,,,,,
783,1997,19.0,"0.366,296.46,","80.05,","56.51,",68.28,,,,,,,,,,,,,,,,
784,1997,20.0,"0.372,297.84,","77.36,","56.56,",66.96,,,,,,,,,,,,,,,,
785,1997,21.0,"0.365,297.93,","72.60,","64.41,",68.51,,,,,,,,,,,,,,,,
786,1997,22.0,"0.353,298.06,","66.97,","69.19,",68.08,,,,,,,,,,,,,,,,
787,1997,23.0,"0.338,298.43,","61.72,","69.78,",65.75,,,,,,,,,,,,,,,,
788,1997,24.0,"0.323,298.80,","57.46,","71.57,",64.51,,,,,,,,,,,,,,,,
789,1997,25.0,"0.310,299.11,","53.33,","75.25,",64.29,,,,,,,,,,,,,,,,
790,1997,26.0,"0.297,299.04,","49.55,","79.97,",64.76,,,,,,,,,,,,,,,,
791,1997,27.0,"0.285,298.68,","46.34,","84.94,",65.64,,,,,,,,,,,,,,,,
792,1997,28.0,"0.274,298.10,","44.37,","88.91,",66.64,,,,,,,,,,,,,,,,
793,1997,29.0,"0.272,297.77,","46.35,","91.76,",69.05,,,,,,,,,,,,,,,,
794,1997,30.0,"0.276,297.45,","52.13,","93.35,",72.74,,,,,,,,,,,,,,,,
795,1997,31.0,"0.283,296.99,","59.70,","94.82,",77.26,,,,,,,,,,,,,,,,
796,1997,32.0,"0.288,296.53,","67.11,","96.42,",81.77,,,,,,,,,,,,,,,,
797,1997,33.0,"0.296,296.19,","75.00,","97.19,",86.09,,,,,,,,,,,,,,,,
798,1997,34.0,"0.304,295.95,","82.08,","96.82,",89.45,,,,,,,,,,,,,,,,
799,1997,35.0,"0.307,295.51,","86.75,","94.47,",90.61,,,,,,,,,,,,,,,,
800,1997,36.0,"0.304,294.72,","89.33,","88.04,",88.69,,,,,,,,,,,,,,,,
801,1997,37.0,"0.297,293.97,","90.94,","80.27,",85.61,,,,,,,,,,,,,,,,
802,1997,38.0,"0.282,292.78,","89.88,","77.92,",83.9,,,,,,,,,,,,,,,,
803,1997,39.0,"0.254,290.58,","81.47,","82.35,",81.91,,,,,,,,,,,,,,,,
804,1997,40.0,"0.224,288.00,","69.09,","84.88,",76.99,,,,,,,,,,,,,,,,
805,1997,41.0,"0.197,285.38,","58.35,","82.91,",70.63,,,,,,,,,,,,,,,,
806,1997,42.0,"0.179,283.06,","53.03,","75.19,",64.11,,,,,,,,,,,,,,,,
807,1997,43.0,"0.162,280.43,","49.21,","70.75,",59.98,,,,,,,,,,,,,,,,
808,1997,44.0,"0.144,277.36,","44.14,","65.73,",54.93,,,,,,,,,,,,,,,,
809,1997,45.0,"0.117,273.69,","35.39,","69.00,",52.19,,,,,,,,,,,,,,,,
810,1997,46.0,"0.090,269.43,","26.01,","75.68,",50.84,,,,,,,,,,,,,,,,
811,1997,47.0,"0.076,266.68,","22.08,","77.82,",49.95,,,,,,,,,,,,,,,,
812,1997,48.0,"0.067,264.41,","20.46,","76.78,",48.62,,,,,,,,,,,,,,,,
813,1997,49.0,"0.067,263.12,","23.51,","71.45,",47.48,,,,,,,,,,,,,,,,
814,1997,50.0,"0.069,262.82,","28.17,","63.47,",45.82,,,,,,,,,,,,,,,,
815,1997,51.0,"0.069,262.75,","31.84,","55.83,",43.84,,,,,,,,,,,,,,,,
816,1997,52.0,"0.069,262.83,","33.54,","50.71,",42.12,,,,,,,,,,,,,,,,
817,1998,1.0,"0.067,263.15,","34.69,","48.09,",41.39,,,,,,,,,,,,,,,,
818,1998,2.0,"0.069,264.58,","38.02,","41.38,",39.7,,,,,,,,,,,,,,,,
819,1998,3.0,"0.074,266.83,","42.10,","33.24,",37.67,,,,,,,,,,,,,,,,
820,1998,4.0,"0.080,269.09,","46.58,","27.26,",36.92,,,,,,,,,,,,,,,,
821,1998,5.0,"0.088,270.76,","50.52,","23.89,",37.2,,,,,,,,,,,,,,,,
822,1998,6.0,"0.092,272.24,","50.57,","24.05,",37.31,,,,,,,,,,,,,,,,
823,1998,7.0,"0.097,273.84,","49.05,","25.65,",37.35,,,,,,,,,,,,,,,,
824,1998,8.0,"0.103,275.50,","47.31,","27.29,",37.3,,,,,,,,,,,,,,,,
825,1998,9.0,"0.109,276.70,","45.38,","31.24,",38.31,,,,,,,,,,,,,,,,
826,1998,10.0,"0.116,278.17,","43.55,","34.80,",39.17,,,,,,,,,,,,,,,,
827,1998,11.0,"0.131,280.25,","45.44,","34.42,",39.93,,,,,,,,,,,,,,,,
828,1998,12.0,"0.146,282.60,","47.68,","34.16,",40.92,,,,,,,,,,,,,,,,
829,1998,13.0,"0.166,285.41,","50.40,","32.80,",41.6,,,,,,,,,,,,,,,,
830,1998,14.0,"0.187,287.85,","52.63,","33.10,",42.86,,,,,,,,,,,,,,,,
831,1998,15.0,"0.214,290.13,","55.86,","34.36,",45.11,,,,,,,,,,,,,,,,
832,1998,16.0,"0.243,292.05,","58.19,","38.02,",48.1,,,,,,,,,,,,,,,,
833,1998,17.0,"0.274,293.55,","60.30,","46.97,",53.64,,,,,,,,,,,,,,,,
834,1998,18.0,"0.299,294.36,","61.28,","57.64,",59.46,,,,,,,,,,,,,,,,
835,1998,19.0,"0.320,295.20,","61.58,","69.20,",65.39,,,,,,,,,,,,,,,,
836,1998,20.0,"0.340,296.22,","63.13,","72.44,",67.79,,,,,,,,,,,,,,,,
837,1998,21.0,"0.355,296.86,","68.00,","74.30,",71.15,,,,,,,,,,,,,,,,
838,1998,22.0,"0.365,297.48,","73.08,","74.72,",73.9,,,,,,,,,,,,,,,,
839,1998,23.0,"0.371,298.49,","79.14,","70.11,",74.62,,,,,,,,,,,,,,,,
840,1998,24.0,"0.374,299.53,","84.37,","66.41,",75.39,,,,,,,,,,,,,,,,
841,1998,25.0,"0.373,300.28,","86.58,","66.47,",76.53,,,,,,,,,,,,,,,,
842,1998,26.0,"0.367,300.87,","85.26,","66.22,",75.74,,,,,,,,,,,,,,,,
